"SITE_ID","VISIT_NO","MCYST_TL_UGL","SITE_TYPE","LAKE_SAMP","BASINAREA_KM2","BASINAREA_HA","BASINAREA_LU_KM2","MISSDATA_KM2_BSN","NLCD11_KM2_BSN","NLCD12_KM2_BSN","NLCD21_KM2_BSN","NLCD22_KM2_BSN","NLCD23_KM2_BSN","NLCD24_KM2_BSN","NLCD31_KM2_BSN","NLCD32_KM2_BSN","NLCD41_KM2_BSN","NLCD42_KM2_BSN","NLCD43_KM2_BSN","NLCD51_KM2_BSN","NLCD52_KM2_BSN","NLCD71_KM2_BSN","NLCD72_KM2_BSN","NLCD73_KM2_BSN","NLCD74_KM2_BSN","NLCD81_KM2_BSN","NLCD82_KM2_BSN","NLCD90_KM2_BSN","NLCD91_KM2_BSN","NLCD92_KM2_BSN","NLCD93_KM2_BSN","NLCD94_KM2_BSN","NLCD95_KM2_BSN","NLCD96_KM2_BSN","NLCD97_KM2_BSN","NLCD98_KM2_BSN","NLCD99_KM2_BSN","LANDUSE_KM2_BSN","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","FLAG_LU_BASIN","COMMENT_LU_BASIN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","PTL","NTL","TURB","ANC","DOC","COND","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-4698",1,0.05,"PROB_Lake","Target_Sampled",43.03481653,4303.481653,43.03481653,0,1.837,0,1.696,1.33,0.072,0,0.008,0,1.599,0.523,0.017,0,2.312,0,0,0,0,12.571,14.111,5.924,0,0,0,0,1.032,0,0,0,0,43.032,4.3,0,4.3,3.9,3.1,0.2,0,7.2,0,3.7,1.2,0,4.9,5.4,0,29.2,32.8,62,13.8,2.4,16.2,"","",0.63,"9/16/2007",32.09045845,-93.48976305,0.385307285,"Wilson Lake",38.53072848,3,37.95,11,11140206,142,1333,7.44,2608.8,7.04,297,104.4,0,29.11,8.8,NA,7.4,3,25.9,1.2,NA,7
"NLA06608-4828",1,0.05,"PROB_Lake","Target_Sampled",10.74340012,1074.340012,10.74340012,0,0.168,0,0.564,0.014,0,0,0,0,2.903,0,0,0,0,6.813,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,10.743,1.6,0,1.6,5.2,0.1,0,0,5.3,0,27,0,0,27,0,63.4,0,2.6,2.6,0,0,0,"","",1.23,"9/4/2007",34.96590119,-97.67551876,0.248553176,"",24.85531762,2.4,338.42,11,11130303,24,421,4.87,3384.5,5.45,367,4.62,0.09,28.08,6.87,348.4,8.22,2.3,27.98,4.42,353,7.91
"NLA06608-4929",1,0.05,"PROB_Lake","Target_Sampled",19.5936744,1959.36744,19.5936744,0,0.156,0,1.007,0.034,0.014,0,0.292,0,9.809,0,0,0,0,6.582,0,0,0,1.568,0.13,0,0,0,0,0,0,0,0,0,0,19.592,0.8,0,0.8,5.1,0.2,0.1,0,5.4,1.5,50.1,0,0,50.1,0,33.6,8,0.7,8.7,0,0,0,"","",0.94,"7/17/2007",34.58938281,-96.60527506,0.170774323,"Upper Clear Boggy Creek Site 25 Reservoir",17.07743233,7,332.13,11,11140104,121,954,3.67,2815.1,7.51,290,38.3,0.09,29.86,10.93,279.7,8.17,6.79,21.43,0.41,521.9,7.22
"NLA06608-4949",1,0.05,"PROB_Lake","Target_Sampled",20528.20501,2052820.501,20528.20501,0,389.705,0,941.467,262.923,83.933,47.965,9.496,0,3123.042,19.033,32.036,0,4.485,8804.404,0,0,0,5518.098,1219.998,63.262,0,0,0,0,8.408,0,0,0,0,20528.255,1.9,0,1.9,4.6,1.3,0.4,0.2,6.5,0,15.2,0.1,0.2,15.5,0,42.9,26.9,5.9,32.8,0.3,0,0.3,"","",0.83,"8/29/2007",36.07001774,-95.55881188,1.170039015,"Newt Graham Lake",117.0039015,11.8,161.11,11,11070105,82,623,9.66,1832.1,3.84,229,NA,0.15,31.51,10.67,230.2,8.27,11.66,28.26,5.42,233,7.39
"NLA06608-9999",1,0.05,"REF_Lake","Target_Sampled",12.44375909,1244.375909,12.44375909,0,3.037,0,0.158,0,0,0,0,0,5.674,0.508,2.935,0,0.007,0,0,0,0,0,0,0.122,0,0,0,0,0.006,0,0,0,0,12.447,24.4,0,24.4,1.3,0,0,0,1.3,0,45.6,4.1,23.6,73.3,0.1,0,0,0,0,1,0,1,"","",8.55,"7/31/2007",44.64231,-71.651789,2.980776878,"Maidstone Lake",298.0776878,30,397.67,10,1080101,1,149,0.516,133.8,2.94,29,1.02,0.1,24.4,8,27.3,7.3,27.5,5.4,8.1,26.3,6.3
"NLA06608-ACAD_LAKES_0435",1,0.05,"REF_Lake","Target_Sampled",1.472253859,147.2253859,1.472253859,0,0.063,0,0,0,0,0,0,0,0.185,0.235,0.895,0,0.031,0.007,0,0,0,0,0,0.032,0,0,0,0,0.024,0,0,0,0,1.472,4.3,0,4.3,0,0,0,0,0,0,12.6,16,60.8,89.4,2.1,0.5,0,0,0,2.2,1.6,3.8,"","",NA,"8/1/2007",44.40788,-68.268509,0.073881899,"Lake Wood",7.388189851,4.4,42.81,1,1050002,10,151,0.555,55.3,1.92,28,1.04,0,26.9,8.44,24,6.53,3.5,25.75,8.15,24,6.38
"NLA06608-ALPS-1218",1,0.05,"REF_Lake","Target_Sampled",0.83056678,83.05667796,0.83056678,0,0.088,0,0,0,0,0,0,0,0,0.031,0.01,0,0.019,0,0,0,0,0.04,0.305,0.338,0,0,0,0,0,0,0,0,0,0.831,10.6,0,10.6,0,0,0,0,0,0,0,3.7,1.2,4.9,2.3,0,4.8,36.7,41.5,40.7,0,40.7,"","",1.04,"8/3/2007",44.836404,-67.881905,0.099176662,"Goose Pond",9.917666192,4.5,81.2,1,1050002,14,414,2.47,-40.9,11.36,18,1.09,0,27.6,7.23,20,4.4,4,16.48,0.22,21,4.8
"NLA06608-ALSC:020149",1,0.05,"REF_Lake","Target_Sampled",24.24263595,2424.263595,24.24263595,0,4.812,0,0.07,0,0,0,0,0,11.12,5.245,0.665,0,0.187,0,0,0,0,0.008,0,1.931,0,0,0,0,0.202,0,0,0,0,24.24,19.8,0,19.8,0.3,0,0,0,0.3,0,45.9,21.6,2.7,70.2,0.8,0,0,0,0,8,0.8,8.8,"","",3.7,"9/11/2007",44.348811,-74.401491,1.405356401,"Long Pond",140.5356401,16.1,487.95,2,2010006,5,191,0.752,139.7,3.36,29,3.27,0,20.6,NA,23.5,7.5,15.6,4.5,NA,96.7,6
"NLA06608-ELS:1C2-032",1,0.05,"REF_Lake","Target_Sampled",0.776769345,77.67693448,0.776769345,0,0.094,0,0.005,0,0,0,0,0,0.272,0.009,0.385,0,0,0,0,0,0,0.011,0.001,0,0,0,0,0,0,0,0,0,0,0.777,12.1,0,12.1,0.6,0,0,0,0.6,0,35,1.2,49.6,85.8,0,0,1.4,0.1,1.5,0,0,0,"","",1.28,"7/12/2007",43.296358,-71.428103,0.125728366,"Crooked Pond",12.57283656,5.4,155.28,1,1070002,11,264,4.86,92.7,4.27,30,14.18,0,24.2,9.8,18.7,6.9,5.4,9.5,0.6,17.8,5.9
"NLA06608-ELS:1C3-003",1,0.05,"REF_Lake","Target_Sampled",1.18555801,118.555801,1.18555801,0,0.097,0,0,0,0,0,0,0,0.131,0.185,0.076,0,0.644,0,0,0,0,0,0,0.048,0,0,0,0,0.005,0,0,0,0,1.186,8.2,0,8.2,0,0,0,0,0,0,11,15.6,6.4,33,54.3,0,0,0,0,4,0.4,4.4,"","",3.77,"8/15/2007",45.653548,-69.927263,0.163776708,"Roderique Pond",16.3776708,5,330.66,1,1030001,9,256,0.64,113.5,6.59,18,2.72,0,21.4,7.98,16,6.43,4.5,12.7,1.43,19,5.58
"NLA06608-ELS:1D1-035",1,0.05,"REF_Lake","Target_Sampled",17.12348022,1712.348022,17.12348022,0,2.431,0,1.441,0.491,0.038,0.005,0.011,0,2.145,6.944,2.115,0,0.657,0.5,0,0,0,0.037,0.283,0.014,0,0,0,0,0.012,0,0,0,0,17.124,14.2,0,14.2,8.4,2.9,0.2,0,11.5,0.1,12.5,40.6,12.4,65.5,3.8,2.9,0.2,1.7,1.9,0.1,0.1,0.2,"","",1.52,"7/25/2007",41.848175,-70.617682,0.812850562,"Halfway Pond",81.28505622,3.6,18.74,1,1090002,23,444,6.3,92.9,2.16,54,31.36,0,24.4,8.55,52,9.22,3.5,23.7,5.17,53,6.91
"NLA06608-ELS:1D2-087",1,0.05,"REF_Lake","Non_Target",1.103803867,110.3803867,1.103803867,0,0.022,0,0.029,0.002,0,0,0,0,0.675,0,0,0,0,0,0,0,0,0.168,0.006,0.087,0,0,0,0,0.113,0,0,0,0,1.102,2,0,2,2.6,0.2,0,0,2.8,0,61.2,0,0,61.2,0,0,15.2,0.5,15.7,7.9,10.2,18.1,"","",0.86,"7/27/2007",42.323799,-72.092123,0.129586195,"Cusky Pond",12.95861953,1.5,297.91,1,1080204,35,532,3.92,164.9,6.48,58,16.8,0,30.2,7.4,58,6.84,1,21.9,2.3,52,6.05
"NLA06608-ELS:1E1-052",1,0.05,"REF_Lake","Target_Sampled",5.945861636,594.5861636,5.945861636,0,1.814,0,0,0,0,0,0,0,1.481,1.832,0.565,0,0.077,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,5.945,30.5,0,30.5,0,0,0,0,0,0,24.9,30.8,9.5,65.2,1.3,0,0,0,0,3,0,3,"","",4.5,"8/7/2007",45.207071,-68.209171,1.819078236,"Spring Lake",181.9078236,15,101.3,1,1020005,10,130,0.458,74.5,4.38,21,1.67,0,25.83,8.42,20,6.69,13,8.7,6.15,15,5.76
"NLA06608-ELS:1E1-096",1,0.05,"REF_Lake","Target_Sampled",35.71002875,3571.002875,35.71002875,0,3.679,0,0.102,0,0,0,0.006,0,1.58,18.368,9.149,0,0.047,0,0,0,0,0,0,2.728,0,0,0,0,0.058,0,0,0,0,35.717,10.3,0,10.3,0.3,0,0,0,0.3,0,4.4,51.4,25.6,81.4,0.1,0,0,0,0,7.6,0.2,7.8,"","",2.06,"8/9/2007",45.219001,-68.077773,0.897505587,"Middle Chain Pond",89.75055865,5.4,100.39,1,1050001,9,236,1.46,86.8,6.8,20,2.91,0,22.3,7.41,19.8,6.47,4.5,22.2,6.72,19.7,6.46
"NLA06608-ELS:1E1-128",1,0.05,"REF_Lake","Target_Sampled",2.13612292,213.612292,2.13612292,0,0.119,0,0,0,0,0,0,0,0.717,0.775,0.468,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0.024,0,0,0,0,2.136,5.6,0,5.6,0,0,0,0,0,0,33.6,36.3,21.9,91.8,0,0,0,0,0,1.5,1.1,2.6,"","",2.46,"8/10/2007",44.849882,-68.429254,0.118922395,"Halfmile Pond",11.89223955,6,119.31,1,1050002,8,394,1.06,85.9,4.68,23,3.15,0,21.89,7.94,20,6.71,5,11.6,0.39,30,5.8
"NLA06608-ELS:1E2-027",1,0.05,"REF_Lake","Target_Sampled",28.51467146,2851.467146,28.51467146,0,0.782,0,0.039,0.231,0,0,1.17,0,7.996,2.675,7.592,0,5.277,0.707,0,0,0,0,0,1.612,0,0,0,0,0.437,0,0,0,0,28.518,2.7,0,2.7,0.1,0.8,0,0,0.9,4.1,28,9.4,26.6,64,18.5,2.5,0,0,0,5.7,1.5,7.2,"","",NA,"8/14/2007",45.799297,-69.889944,1.257520926,"Tomhegan Pond",125.7520926,1.1,367.85,1,1030001,28,629,4.03,155.9,10.42,27,7.94,0,21.15,8.87,26,6.99,0.5,21.19,8.63,26,7.03
"NLA06608-ELS:1E3-002",1,0.98,"REF_Lake","Target_Sampled",1.014935015,101.4935015,1.014935015,0,0.22,0,0.001,0.005,0,0,0.045,0,0,0.152,0.157,0,0.252,0.007,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,1.015,21.7,0,21.7,0.1,0.5,0,0,0.6,4.4,0,15,15.5,30.5,24.8,0.7,0,0,0,17.3,0,17.3,"","",NA,"8/7/2007",46.375055,-68.35754,0.233906816,"Otter Pond",23.39068158,2.1,246.31,1,1010004,14,731,2.52,860.5,6.81,90,11.41,0,21.61,8.45,91,8.9,1.5,20.52,8.29,91,8.83
"NLA06608-ELS:1E3-012",1,0.05,"REF_Lake","Target_Sampled",0.87096478,87.09647801,0.87096478,0,0.113,0,0,0,0,0,0,0,0.036,0.255,0.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,13,0,13,0,0,0,0,0,0,4.1,29.3,53.8,87.2,0,0,0,0,0,0,0,0,"","",5.28,"8/28/2007",46.944636,-68.871133,0.120640223,"Denny Pond",12.06402234,9.7,390.6,1,1010003,4,161,0.822,395.2,2.31,54,1.17,0,20.45,9.3,49,7.66,9,13.33,2.3,62,6.58
"NLA06608-ELS:1E3-071",1,2.9,"REF_Lake","Target_Sampled",0.8055,80.55,0.8055,0,0.039,0,0,0,0,0,0,0,0,0.128,0.602,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0.806,4.8,0,4.8,0,0,0,0,0,0,0,15.9,74.7,90.6,0,0,0,0,0,4.6,0,4.6,"","",NA,"8/8/2007",46.345672,-68.594335,0.075910144,"Carry Pond",7.591014411,1,271.83,1,1010004,17,807,2.61,631.6,8.15,69,4.82,0,21.01,8.79,69,7.94,0.5,20.9,8.74,69,8.03
"NLA06608-ELS:2B2-008",1,0.05,"REF_Lake","Target_Sampled",1.891441451,189.1441451,1.891441451,0,0.05,0,0.021,0,0.006,0.005,0,0,1.535,0.005,0.074,0,0.015,0.059,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,1.889,2.6,0,2.6,1.1,0,0.3,0.3,1.7,0,81.2,0.3,3.9,85.4,0.8,3.1,0,0,0,6.3,0,6.3,"","",1.39,"8/21/2007",46.994934,-88.759164,0.062328272,"Hall Lake",6.232827204,14,377.32,4,4020103,8,299,0.587,57.5,10.76,17,3.97,0,19,7.5,NA,6.1,14,4.7,0.2,NA,5.5
"NLA06608-ELS:2C2-048",1,0.05,"REF_Lake","Target_Sampled",1.025065744,102.5065744,1.025065744,0,0.038,0,0.023,0,0,0,0,0,0.842,0.008,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,3.7,0,3.7,2.2,0,0,0,2.2,0,82.1,0.8,10.9,93.8,0,0,0,0,0,0,0,0,"","",2.79,"8/24/2007",45.500526,-88.794652,0.062930067,"Midget Lake",6.293006717,4.6,496.3,4,4030202,8,593,0.834,63.8,5.71,14,5.64,0,21.3,7.9,NA,6.8,4,20.3,0.3,NA,5.9
"NLA06608-ELS:2C3-018",1,0.05,"REF_Lake","Target_Sampled",3.40187673,340.187673,3.40187673,0,0.68,0,0.157,0,0,0,0,0,0.259,0.275,0.689,0,0.011,0,0,0,0,0,0,1.18,0,0,0,0,0.155,0,0,0,0,3.406,20,0,20,4.6,0,0,0,4.6,0,7.6,8.1,20.3,36,0.3,0,0,0,0,34.7,4.6,39.3,"","",1.94,"8/25/2007",46.138603,-89.552886,0.483738376,"Big Gibson Lake",48.37383759,4.6,500.5,7,7050002,10,328,1.11,170,5.65,26,5.45,0,20.2,8.1,NA,7.3,4,19.6,1.1,NA,6.1
"NLA06608-ELS:2D3-008",1,0.05,"REF_Lake","Target_Sampled",23.52727809,2352.727809,23.52727809,0,0.86,0,0.26,0,0,0,0,0,12.182,7.2,0.017,0,0.771,0.311,0,0,0,0.022,0.077,1.215,0,0,0,0,0.615,0,0,0,0,23.53,3.7,0,3.7,1.1,0,0,0,1.1,0,51.8,30.6,0.1,82.5,3.3,1.3,0.1,0.3,0.4,5.2,2.6,7.8,"","",5.05,"8/10/2007",47.122809,-93.880503,0.321352914,"Spring Lake",32.13529135,13.4,402.27,7,7010101,13,722,0.52,2558.5,14.33,252,1.11,0,25.4,7.7,NA,8,13,6.4,0,NA,6.8
"NLA06608-EMAP:ME011L",1,0.05,"REF_Lake","Target_Sampled",41.3294747,4132.94747,41.3294747,0,0.468,0,0,0,0,0,0.136,0,4.964,6.238,24.62,0,2.005,0.101,0,0,0,0,0,2.435,0,0,0,0,0.362,0,0,0,0,41.329,1.1,0,1.1,0,0,0,0,0,0.3,12,15.1,59.6,86.7,4.9,0.2,0,0,0,5.9,0.9,6.8,"","",2.5,"9/14/2007",45.748209,-69.222522,0.432812892,"Female Pond",43.28128922,17.5,297.13,1,1020001,13,246,0.97,235.7,7.5,35,4.35,0,16.8,8.86,27,7.06,16,4.41,1.17,18,6.08
"NLA06608-EMAP:ME012L",1,0.05,"REF_Lake","Target_Sampled",9.318017461,931.8017461,9.318017461,0,1.309,0,0,0,0,0,0,0,2.184,2.111,3.597,0,0.017,0,0,0,0,0,0,0.062,0,0,0,0,0.045,0,0,0,0,9.325,14,0,14,0,0,0,0,0,0,23.4,22.7,38.6,84.7,0.2,0,0,0,0,0.7,0.5,1.2,"","",5.64,"8/28/2007",46.962321,-68.89108,1.135651525,"Gardner Pond",113.5651525,34.6,345.87,1,1010003,1,129,0.399,408.6,3.48,53,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLA06608-EMAP:ME254L",1,0.05,"REF_Lake","Target_Sampled",2.669796531,266.9796531,2.669796531,0,0.389,0,0,0,0,0,0,0,0.451,0.65,1.157,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,2.672,14.6,0,14.6,0,0,0,0,0,0,16.9,24.3,43.3,84.5,0,0,0,0,0,0.9,0,0.9,"","",3.92,"9/5/2007",46.353306,-69.056968,0.389932584,"Big Reed Pond",38.9932584,16.1,343.61,1,1010004,5,204,0.681,317.5,4.23,45,1.75,0,18,8.45,37,7.65,15,5.62,0.07,31,6.39
"NLA06608-EMAP:ME263L",1,0.05,"REF_Lake","Target_Sampled",172.1339561,17213.39561,172.1339561,0,12.768,0,0.127,0.305,0.019,0,0.039,0,18.032,54.138,51.485,0,9.23,2.046,0,0,0,0.076,0.11,17.464,0,0,0,0,6.297,0,0,0,0,172.136,7.4,0,7.4,0.1,0.2,0,0,0.3,0,10.5,31.5,29.9,71.9,5.4,1.2,0,0.1,0.1,10.1,3.7,13.8,"","",1.58,"8/9/2007",45.127611,-67.997826,6.223781627,"Fourth Machias Lake",622.3781627,7.5,95.51,1,1050002,11,314,1.14,72.3,7.32,19,1.84,0,22.7,7.29,18,6.4,6.5,22,7.07,18,6.41
"NLA06608-EMAP:ME518L",1,0.05,"REF_Lake","Target_Sampled",54.47824898,5447.824898,54.47824898,0,6.348,0,0.021,0,0,0,0,0,14.667,4.765,22.443,0,2.773,0.96,0,0,0,0.03,0.03,2.201,0,0,0,0,0.239,0,0,0,0,54.477,11.7,0,11.7,0,0,0,0,0,0,26.9,8.7,41.2,76.8,5.1,1.8,0.1,0.1,0.2,4,0.4,4.4,"","",4.59,"8/10/2007",45.354469,-67.922498,6.255061147,"Pleasant Lake",625.5061147,28,97.04,1,1050001,7,156,0.495,106.4,3.54,22,2.06,0,22.6,8.83,21,6.89,26.5,9.02,7.75,16,6.03
"NLA06608-FL:107895579",1,0.05,"REF_Lake","Target_Sampled",8657.480126,865748.0126,8657.480126,0,337.779,0,748.553,419.466,124.561,28.147,6.596,0,1.214,1231.606,1.915,0,275.064,309.707,0,0,0,1258.842,414.792,2741.767,0,0,0,0,757.44,0,0,0,0,8657.449,3.9,0,3.9,8.6,4.8,1.4,0.3,15.1,0.1,0,14.2,0,14.2,3.2,3.6,14.5,4.8,19.3,31.7,8.7,40.4,"","",1.35,"8/1/2007",29.080057,-81.441106,66.92476355,"Lake Woodruff",6692.476355,1.9,0.08,3,3080101,33,985,3.68,1586.9,10.21,1634,10.53,0,29.6,NA,1785,7.9,1.5,28.9,NA,1807.9,7.8
"NLA06608-FL:16674741",1,0.05,"REF_Lake","Target_Sampled",0.459267891,45.92678914,0.459267891,0,0.043,0,0.051,0,0,0,0,0,0.014,0.057,0,0,0.093,0.171,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0.46,9.4,0,9.4,11.1,0,0,0,11.1,0,3,12.4,0,15.4,20.2,37.2,0,0,0,0,6.7,6.7,"","",3.4,"8/3/2007",29.839332,-81.95812,0.07770295,"Sheeler Lake",7.770294964,14.2,48.51,3,3080103,8,98,1.22,12.1,1.51,18,1.54,0,30.1,NA,19.7,6.3,13.7,18.4,NA,18.1,4.7
"NLA06608-FL:18261987",1,0.05,"REF_Lake","Target_Sampled",138.1598457,13815.98457,138.1598457,0,3.431,0,6.397,0.445,0.011,0,0.093,0,0.236,59.433,0.518,0,2.974,25.468,0,0,0,0.771,0.896,36.109,0,0,0,0,1.359,0,0,0,0,138.141,2.5,0,2.5,4.6,0.3,0,0,4.9,0.1,0.2,43,0.4,43.6,2.2,18.4,0.6,0.6,1.2,26.1,1,27.1,"","",1.25,"8/5/2007",30.118409,-82.409214,3.712915215,"Palestine Lake",371.2915215,2.4,43.04,3,3070204,20,474,2.92,-0.5,6.98,76,5.28,0,28.7,NA,86.2,4.7,1.9,28.3,NA,85.9,4.6
"NLA06608-FL:99324403",1,0.05,"REF_Lake","Target_Sampled",0.850893786,85.0893786,0.850893786,0,0.07,0,0.035,0.009,0,0,0,0,0.01,0.212,0.1,0,0,0.16,0,0,0,0.158,0.023,0.066,0,0,0,0,0.01,0,0,0,0,0.853,8.2,0,8.2,4.1,1.1,0,0,5.2,0,1.2,24.9,11.8,37.9,0,18.8,18.6,2.7,21.3,7.8,1.2,9,"","",1.25,"8/4/2007",30.211239,-82.834414,0.086647945,"McClellan Lake",8.664794486,5.6,50.67,3,3110205,24,801,2.91,100.3,7.54,52,18.72,0,29.2,NA,56.4,6.7,5.1,20.4,NA,158.7,5.9
"NLA06608-FL:99344895",1,0.05,"REF_Lake","Target_Sampled",3.823575111,382.3575111,3.823575111,0,0.172,0,0.502,0.065,0,0,0,0,0.212,0.453,0.681,0,0.005,0.488,0,0,0,0.459,0.077,0.446,0,0,0,0,0.263,0,0,0,0,3.823,4.5,0,4.5,13.1,1.7,0,0,14.8,0,5.5,11.8,17.8,35.1,0.1,12.8,12,2,14,11.7,6.9,18.6,"","",NA,"8/6/2007",30.247737,-82.913722,0.282498557,"White Lake",28.2498557,1.6,34.81,3,3110205,166,1531,10.7,127.4,5.49,41,15.89,0,30.2,NA,38.3,6.3,1.1,30.2,NA,39.2,6.2
"NLA06608-IN:646",1,0.05,"REF_Lake","Target_Sampled",15.39633757,1539.633757,15.39633757,0,0.526,0,0.537,0.489,0.011,0,0,0,0.659,0.029,0,0,0.134,0.07,0,0,0,1.639,8.619,2.673,0,0,0,0,0.013,0,0,0,0,15.399,3.4,0,3.4,3.5,3.2,0.1,0,6.8,0,4.3,0.2,0,4.5,0.9,0.5,10.6,56,66.6,17.4,0.1,17.5,"","",1.7,"7/31/2007",41.56235,-85.392434,0.374815984,"Olin Lake",37.48159837,25.3,273.54,4,4050001,4,2089,0.424,3635.4,4.74,489,1.01,0,27.9,8,NA,8.2,24.6,5.4,0,NA,6.8
"NLA06608-MI:7007",1,0.05,"REF_Lake","Target_Sampled",0.84631082,84.63108202,0.84631082,0,0.052,0,0.063,0,0,0,0.011,0,0.332,0.006,0,0,0,0.001,0,0,0,0.156,0.021,0.203,0,0,0,0,0.005,0,0,0,0,0.85,6.1,0,6.1,7.4,0,0,0,7.4,1.3,39.2,0.7,0,39.9,0,0.1,18.4,2.5,20.9,24,0.6,24.6,"","",2.84,"8/1/2007",42.398646,-84.056809,0.099612673,"Sullivan Lake",9.961267295,6.7,274.96,4,4090005,9,828,1.24,3218.3,9.03,350,2.75,0,27,7.2,NA,8.4,6.3,12.3,0.1,NA,7.2
"NLA06608-MN:03-0029",1,0.11,"REF_Lake","Target_Sampled",5.324398691,532.4398691,5.324398691,0,0.758,0,0.162,0.031,0,0,0,0,1.207,2.023,0.01,0,0.085,0.116,0,0,0,0.732,0.032,0.042,0,0,0,0,0.125,0,0,0,0,5.323,14.2,0,14.2,3,0.6,0,0,3.6,0,22.7,38,0.2,60.9,1.6,2.2,13.7,0.6,14.3,0.8,2.3,3.1,"","",3.75,"8/8/2007",47.062841,-95.181199,0.361055873,"Hungry Man Lake",36.10558732,6.7,453.21,7,7010106,9,779,1.07,1882.6,7.99,185,2.67,0,23.5,7.6,NA,8.4,5.8,21.9,0.4,NA,7.2
"NLA06608-MN:06-0002",1,0.25,"REF_Lake","Target_Sampled",40.11786116,4011.786116,40.11786116,0,10.581,0,1.801,0.055,0.01,0.001,0,0,0.447,0,0,0,0,0.603,0,0,0,0.185,21.351,0.088,0,0,0,0,4.991,0,0,0,0,40.113,26.4,0,26.4,4.5,0.1,0,0,4.6,0,1.1,0,0,1.1,0,1.5,0.5,53.2,53.7,0.2,12.4,12.6,"","",0.55,"9/6/2007",45.33182,-96.135669,7.802113195,"Artichoke Lake",780.2113195,3.2,330.31,7,7020002,271,2475,12.3,6534.1,17.11,968,42.26,0,23.6,11.5,958,8.5,3,23.4,9.8,963,8.5
"NLA06608-MN:11-0102",1,0.05,"REF_Lake","Target_Sampled",12.72559535,1272.559535,12.72559535,0,1.843,0,0.284,0,0,0,0,0,6.784,1.382,0,0,0.419,0.182,0,0,0,0.243,0.119,1.094,0,0,0,0,0.372,0,0,0,0,12.722,14.5,0,14.5,2.2,0,0,0,2.2,0,53.3,10.9,0,64.2,3.3,1.4,1.9,0.9,2.8,8.6,2.9,11.5,"","",3.65,"8/11/2007",46.928377,-94.040807,1.400369332,"Island Lake",140.0369332,13,408.63,7,7010102,9,447,0.784,981.9,9.2,104,2.47,0,25.3,8.2,NA,8.7,13,9.6,0,NA,6.3
"NLA06608-MN:15-0010",1,0.14,"REF_Lake","Target_Sampled",32.60740582,3260.740582,32.60740582,0,4,0,0.161,0.01,0,0,0,0,19.275,8.612,0.05,0,0.032,0.018,0,0,0,0.005,0.043,0.093,0,0,0,0,0.309,0,0,0,0,32.608,12.3,0,12.3,0.5,0,0,0,0.5,0,59.1,26.4,0.2,85.7,0.1,0.1,0,0.1,0.1,0.3,0.9,1.2,"","",3.91,"8/9/2007",47.189468,-95.21841,1.130399482,"Elk Lake",113.0399482,28,448.04,7,7010101,9,529,0.945,2842.7,7.06,264,2.87,0,24.1,8.6,NA,8.5,25,4.1,0,NA,7.2
"NLA06608-MN:22-0074",1,0.94,"REF_Lake","Target_Sampled",2.077998238,207.7998238,2.077998238,0,0.798,0,0.234,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0.702,0.267,0,0,0,0,0.023,0,0,0,0,2.077,38.4,0,38.4,11.3,0,0,0,11.3,0,0,0,0,0,0,2.6,0,33.8,33.8,12.8,1.1,13.9,"","",0.6,"9/11/2007",43.8192,-94.078777,0.79389294,"Bass Lake",79.38929403,5.5,314.26,7,7020011,62,1175,13.9,3129.3,8.59,369,47.95,0,21.4,7,354,8.6,5,21.4,7,354,8.6
