SITE_ID,VISIT_NO,DATEZOOP,SAMPLED_ZOOP,INDXSAMP_ZOOP,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,DEPTHMAX,DEPTH_X,DEPTH_OF_TOW,FLAG_ZOOP_FLD,COMMENT_ZOOP_FLD,JAR_NO,VISIT_ID
NLA06608-1791,1,8/8/2007,Yes,YES,P,508276,ZOOF,5.2,5.2,4.7,,,1,8439
NLA06608-1793,1,7/23/2007,Yes,YES,P,510275,ZOOC,5,4.9,4.5,,,1,8440
NLA06608-1793,1,7/23/2007,Yes,YES,P,510276,ZOOF,5,4.9,4.5,,,1,8440
NLA06608-1800,1,8/27/2007,Yes,YES,P,517685,ZOOC,3.1,3.1,2.6,,,1,8441
NLA06608-1800,1,8/27/2007,Yes,YES,P,517686,ZOOF,3.1,3.1,2.6,,,1,8441
NLA06608-1802,1,9/12/2007,Yes,YES,P,510795,ZOOC,6.3,6.3,6,,,1,8442
NLA06608-1802,1,9/12/2007,Yes,YES,P,510796,ZOOF,6.3,6.3,6,,,1,8442
NLA06608-1804,1,6/27/2007,Yes,YES,P,502686,ZOOC,9.4,9.4,9,,,1,8443
NLA06608-1804,1,6/27/2007,Yes,YES,P,502685,ZOOF,9.4,9.4,9,,,1,8443
NLA06608-1808,1,9/13/2007,Yes,YES,P,503765,ZOOC,3,3,2.5,,,1,8445
NLA06608-1808,1,9/13/2007,Yes,YES,P,503766,ZOOF,3,3,2.5,,,1,8445
NLA06608-1810,1,7/16/2007,Yes,YES,P,508115,ZOOC,3,3,2.5,,,1,8446
NLA06608-1810,1,7/16/2007,Yes,YES,P,508116,ZOOF,3,3,2.5,,,1,8446
NLA06608-1811,1,6/25/2007,Yes,YES,P,514235,ZOOC,2.2,2.2,2,,,1,8447
NLA06608-1811,1,6/25/2007,Yes,YES,P,514236,ZOOF,2.2,2.2,2,,,1,8447
NLA06608-1812,1,8/27/2007,Yes,YES,P,515575,ZOOC,17.7,17.7,17.2,,,1,8448
NLA06608-1812,1,8/27/2007,Yes,YES,P,515576,ZOOF,17.7,17.7,17.2,,,1,8448
NLA06608-1818,1,7/10/2007,Yes,YES,P,510525,ZOOC,41.2,41.2,40.7,,,1,8449
NLA06608-1818,1,7/10/2007,Yes,YES,P,510526,ZOOF,41.2,41.2,40.7,,,1,8449
NLA06608-1821,1,8/9/2007,Yes,YES,P,507095,ZOOC,1.2,1.2,0.7,IM,IM: TOW LENGTH MAY BE 1.4 (TWO TOWS?),1,8450
NLA06608-1821,1,8/9/2007,Yes,YES,P,507096,ZOOF,1.2,1.2,0.7,IM,IM: TOW LENGTH MAY BE 1.4 (TWO TOWS?),1,8450
NLA06608-1824,1,7/25/2007,Yes,YES,P,512315,ZOOC,8.6,8.5,8.6,,,1,8451
NLA06608-1824,1,7/25/2007,Yes,YES,P,512316,ZOOF,8.6,8.5,8.6,,,1,8451
NLA06608-1825,1,9/11/2007,Yes,YES,P,511495,ZOOC,3.6,3.6,3.1,,,1,8452
NLA06608-1825,1,9/11/2007,Yes,YES,P,511496,ZOOF,3.6,3.6,3.1,,,1,8452
NLA06608-1835,1,7/24/2007,Yes,YES,P,507545,ZOOC,18,18,17.5,,,1,8453
NLA06608-1835,1,7/24/2007,Yes,YES,P,507546,ZOOF,18,18,17.5,,,1,8453
NLA06608-1836,1,8/13/2007,Yes,YES,P,509215,ZOOC,2.6,2.6,2.1,,,1,8454
NLA06608-1836,1,8/13/2007,Yes,YES,P,509216,ZOOF,2.6,2.6,2.1,,,1,8454
NLA06608-1839,1,9/20/2007,Yes,YES,P,509686,ZOOC,2.1,2.1,1.5,,,1,8455
NLA06608-1839,1,9/20/2007,Yes,YES,P,509685,ZOOF,2.1,2.1,1.5,,,1,8455
NLA06608-1840,1,8/15/2007,Yes,YES,P,509486,ZOOC,9.5,9.5,9.5,,,1,8456
NLA06608-1840,1,8/15/2007,Yes,YES,P,509485,ZOOF,9.5,9.5,9.5,,,1,8456
NLA06608-1851,1,8/21/2007,Yes,YES,P,505075,ZOOC,7,7,6,,,1,8458
NLA06608-1851,1,8/21/2007,Yes,YES,P,505076,ZOOF,7,7,6,,,1,8458
NLA06608-1856,1,7/24/2007,Yes,YES,P,504135,ZOOC,1,1,0.4,IM,IM: TOW LENGTH MAY BE 0.8 (TWO TOWS?),1,8459
NLA06608-1856,1,7/24/2007,Yes,YES,P,504136,ZOOF,1,1,0.4,IM,IM: TOW LENGTH MAY BE 0.8 (TWO TOWS?),1,8459
NLA06608-1857,1,7/25/2007,Yes,YES,P,504115,ZOOC,40,40,40,F1,OUR DEPTH READINGS HAVE VARIED FROM 37 M TO 43 M.,1,8460
NLA06608-1857,1,7/25/2007,Yes,YES,P,504116,ZOOF,40,40,40,F1,OUR DEPTH READINGS HAVE VARIED FROM 37 M TO 43 M.,1,8460
NLA06608-1861,1,8/1/2007,Yes,YES,P,507195,ZOOC,3.7,3.7,3.2,,,1,8461
NLA06608-1861,1,8/1/2007,Yes,YES,P,507196,ZOOF,3.7,3.7,3.2,,,1,8461
NLA06608-1862,1,7/12/2007,Yes,YES,P,510825,ZOOC,1,1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,8462
NLA06608-1862,1,7/12/2007,Yes,YES,P,510826,ZOOF,1,1,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,8462
NLA06608-1863,1,9/7/2007,Yes,YES,P,517165,ZOOC,6.3,6.3,5.8,,,1,8463
NLA06608-1863,1,9/7/2007,Yes,YES,P,517166,ZOOF,6.3,6.3,5.8,,,1,8463
NLA06608-1866,1,7/23/2007,Yes,YES,P,509285,ZOOC,1.5,1.5,2,F1,"2, 1 METER TOWS",1,8464
NLA06608-1866,1,7/23/2007,Yes,YES,P,509286,ZOOF,1.5,1.5,2,F1,"2, 1 METER TOWS",1,8464
NLA06608-1867,1,7/18/2007,Yes,YES,P,512825,ZOOC,3.5,3.5,3,,,1,8465
NLA06608-1867,1,7/18/2007,Yes,YES,P,512826,ZOOF,3.5,3.5,3,,,1,8465
NLA06608-1868,1,8/15/2007,Yes,YES,P,513925,ZOOC,9,8.7,8.5,,,1,8466
NLA06608-1868,1,8/15/2007,Yes,YES,P,513926,ZOOF,9,8.7,8.5,,,1,8466
NLA06608-1871,1,7/19/2007,Yes,YES,P,507275,ZOOC,9.3,9.3,9,,,1,8467
NLA06608-1871,1,7/19/2007,Yes,YES,P,507276,ZOOF,9.3,9.3,9,,,1,8467
NLA06608-1873,1,9/11/2007,Yes,YES,P,517675,ZOOC,44.8,44.8,44.3,,,1,8468
NLA06608-1873,1,9/11/2007,Yes,YES,P,517676,ZOOF,44.8,44.8,44.3,,,1,8468
NLA06608-1874,1,8/14/2007,Yes,YES,P,504065,ZOOC,18.9,18.9,18.5,,,1,8469
NLA06608-1874,1,8/14/2007,Yes,YES,P,504066,ZOOF,18.9,18.9,18.5,,,1,8469
NLA06608-1879,1,8/22/2007,Yes,YES,P,512415,ZOOC,2.1,2.1,2,,,1,8470
NLA06608-1879,1,8/22/2007,Yes,YES,P,512416,ZOOF,2.1,2.1,2,,,1,8470
NLA06608-1884,1,7/18/2007,Yes,YES,P,507525,ZOOC,13.4,13.4,13,,,1,8472
NLA06608-1884,1,7/18/2007,Yes,YES,P,507526,ZOOF,13.4,13.4,13,,,1,8472
NLA06608-1893,1,7/12/2007,Yes,YES,P,504815,ZOOC,7,7,6.5,,,1,8474
NLA06608-1893,1,7/12/2007,Yes,YES,P,504816,ZOOF,7,7,6.5,,,1,8474
NLA06608-1894,1,8/8/2007,Yes,YES,P,508235,ZOOC,3,3,5,F1,TWO TOWS PER JAR; IM: TOW LENGTH CHANGED (2.5),1,8475
NLA06608-1894,1,8/8/2007,Yes,YES,P,508236,ZOOF,3,3,5,F1,TWO TOWS PER JAR; IM: TOW LENGTH CHANGED (2.5),1,8475
NLA06608-1906,1,7/20/2007,Yes,YES,P,513855,ZOOC,3.5,3.5,3,,,1,8477
NLA06608-1906,1,7/20/2007,Yes,YES,P,513856,ZOOF,3.5,3.5,3,,,1,8477
NLA06608-1908,1,8/7/2007,Yes,YES,P,509405,ZOOC,6.1,6.1,6,,,1,8478
NLA06608-1908,1,8/7/2007,Yes,YES,P,509406,ZOOF,6.1,6.1,6,,,1,8478
NLA06608-1910,1,7/11/2007,Yes,YES,P,510695,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,8479
NLA06608-1910,1,7/11/2007,Yes,YES,P,510696,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,8479
NLA06608-1930,1,7/24/2007,Yes,YES,P,507205,ZOOC,8,8,7.5,,,1,8481
NLA06608-1930,1,7/24/2007,Yes,YES,P,507206,ZOOF,8,8,7.5,,,1,8481
NLA06608-1936,1,9/13/2007,Yes,YES,P,512065,ZOOC,5.5,5.5,5,,,1,8482
NLA06608-1936,1,9/13/2007,Yes,YES,P,512066,ZOOF,5.5,5.5,5,,,1,8482
NLA06608-1948,1,8/21/2007,Yes,YES,P,509145,ZOOC,1.2,1.2,0.7,IM,IM: TOW LENGTH MAY BE 1.4 (TWO TOWS?),1,8483
NLA06608-1948,1,8/21/2007,Yes,YES,P,509146,ZOOF,1.2,1.2,0.7,IM,IM: TOW LENGTH MAY BE 1.4 (TWO TOWS?),1,8483
NLA06608-1953,1,8/25/2007,Yes,YES,P,508205,ZOOC,12.5,12.5,12,,,1,8484
NLA06608-1953,1,8/25/2007,Yes,YES,P,508206,ZOOF,12.5,12.5,12,,,1,8484
NLA06608-1958,1,8/27/2007,Yes,YES,P,509805,ZOOC,43.8,43.8,42,,,1,8485
NLA06608-1958,1,8/27/2007,Yes,YES,P,509806,ZOOF,43.8,43.8,42,,,1,8485
NLA06608-1959,1,6/11/2007,Yes,YES,P,503085,ZOOC,1.4,1.4,1.8,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M (AND 2 TOWS),1,8486
NLA06608-1959,1,6/11/2007,Yes,YES,P,503086,ZOOF,1.4,1.4,1.8,IM,IM: TOW LENGTH EST. AS DEPTH - 0.5 M (AND 2 TOWS),1,8486
NLA06608-1960,1,8/23/2007,Yes,YES,P,513545,ZOOC,5.1,5.1,4.5,,,1,8487
NLA06608-1960,1,8/23/2007,Yes,YES,P,513546,ZOOF,5.1,5.1,4.5,,,1,8487
NLA06608-1968,1,8/23/2007,Yes,YES,P,504295,ZOOC,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,8488
NLA06608-1968,1,8/23/2007,Yes,YES,P,504296,ZOOF,1.8,1.8,1.3,IM,IM: TOW LENGTH MAY BE 2.6 (TWO TOWS?),1,8488
NLA06608-1975,1,8/8/2007,Yes,YES,P,513765,ZOOC,32,32,30,,,1,8489
NLA06608-1975,1,8/8/2007,Yes,YES,P,513766,ZOOF,32,32,30,,,1,8489
NLA06608-1985,1,7/21/2007,Yes,YES,P,507745,ZOOC,48.8,48.8,50,,,1,8491
NLA06608-1985,1,7/21/2007,Yes,YES,P,507746,ZOOF,48.8,48.8,50,,,1,8491
NLA06608-1989,1,8/2/2007,Yes,YES,P,512685,ZOOC,11.3,11.3,10.7,,,1,8492
NLA06608-1989,1,8/2/2007,Yes,YES,P,512686,ZOOF,11.3,11.3,10.7,,,1,8492
NLA06608-1992,1,9/20/2007,Yes,YES,P,514785,ZOOC,4,4,4,IM,IM: ID PER TRACKING,1,8493
NLA06608-1992,1,9/20/2007,Yes,YES,P,514786,ZOOF,4,4,4,IM,IM: ID PER TRACKING,1,8493
NLA06608-1998,1,8/6/2007,Yes,YES,P,513405,ZOOC,7,6.9,6.2,,,1,8494
NLA06608-1998,1,8/6/2007,Yes,YES,P,513406,ZOOF,7,6.9,6.2,,,1,8494
NLA06608-1998,2,9/11/2007,Yes,NO,P,515535,ZOOC,6.2,6.2,5.5,,,1,8495
NLA06608-1998,2,9/11/2007,Yes,NO,P,515536,ZOOF,6.2,6.2,5.5,,,1,8495
NLA06608-2005,1,7/12/2007,Yes,YES,P,502955,ZOOC,2.6,2.6,2.1,,,1,8496
NLA06608-2005,1,7/12/2007,Yes,YES,P,502956,ZOOF,2.6,2.6,2.1,,,1,8496
NLA06608-2007,1,6/24/2007,Yes,YES,P,506705,ZOOC,2.2,2.2,2.2,,,1,8497
NLA06608-2007,1,6/24/2007,Yes,YES,P,506706,ZOOF,2.2,2.2,2.2,,,1,8497
NLA06608-2010,1,7/19/2007,Yes,YES,P,505525,ZOOC,4.6,4.6,4,,,1,8498
NLA06608-2010,1,7/19/2007,Yes,YES,P,505526,ZOOF,4.6,4.6,4,,,1,8498
NLA06608-2027,1,6/20/2007,Yes,YES,P,505956,ZOOC,5,5,4.2,,,1,8500
NLA06608-2027,1,6/20/2007,Yes,YES,P,505955,ZOOF,5,5,4.2,,,1,8500
NLA06608-2036,1,7/11/2007,Yes,YES,P,508035,ZOOC,5.8,5.8,5.5,,,1,8502
NLA06608-2036,1,7/11/2007,Yes,YES,P,508036,ZOOF,5.8,5.8,5.5,,,1,8502
NLA06608-2037,1,6/14/2007,Yes,YES,P,502245,ZOOC,2,2,1.5,IM,IM: TOW LENGTH MAY BE 3 (TWO TOWS?),1,8503
NLA06608-2037,1,6/14/2007,Yes,YES,P,502246,ZOOF,2,2,1.5,IM,IM: TOW LENGTH MAY BE 3 (TWO TOWS?),1,8503
NLA06608-2039,1,8/9/2007,Yes,YES,P,513475,ZOOC,1.5,1.5,0.8,IM,IM: TOW LENGTH MAY BE 1.6 (TWO TOWS?),1,8504
NLA06608-2039,1,8/9/2007,Yes,YES,P,513476,ZOOF,1.5,1.5,0.8,IM,IM: TOW LENGTH MAY BE 1.6 (TWO TOWS?),2,8504
NLA06608-2049,1,9/17/2007,Yes,YES,P,509535,ZOOC,26,26,25.5,,,1,8505
NLA06608-2049,1,9/17/2007,Yes,YES,P,509536,ZOOF,26,26,25.5,,,1,8505
NLA06608-2056,1,8/22/2007,Yes,YES,P,513435,ZOOC,6.4,6.4,5.7,,,1,8506
NLA06608-2056,1,8/22/2007,Yes,YES,P,513436,ZOOF,6.4,6.4,5.7,,,1,8506
NLA06608-2072,1,8/30/2007,Yes,YES,P,514605,ZOOC,2.9,2.9,2.4,,,1,8508
NLA06608-2072,1,8/30/2007,Yes,YES,P,514606,ZOOF,2.9,2.9,2.4,,,1,8508
NLA06608-2074,1,6/13/2007,Yes,YES,P,503106,ZOOC,3.5,3.5,3,,,1,8509
NLA06608-2074,1,6/13/2007,Yes,YES,P,503105,ZOOF,3.5,3.5,3,,,1,8509
NLA06608-2076,1,9/12/2007,Yes,YES,P,503775,ZOOC,11.6,11.6,11.1,,,1,8510
NLA06608-2076,1,9/12/2007,Yes,YES,P,503776,ZOOF,11.6,11.6,11.1,,,1,8510
NLA06608-2078,1,8/24/2007,Yes,YES,P,510245,ZOOC,5,4.8,4.5,IM,SAMPLE ID CHG'D FROM 510145 TO 510245 - PER TRACKING INFO,1,8511
NLA06608-2078,1,8/24/2007,Yes,YES,P,510246,ZOOF,5,4.8,4.5,IM,SAMPLE ID CHG'D FROM 510146 TO 510246 - PER TRACKING INFO,1,8511
NLA06608-2082,1,9/4/2007,Yes,YES,P,517275,ZOOC,21.8,21.8,22,,,1,8512
NLA06608-2082,1,9/4/2007,Yes,YES,P,517276,ZOOF,21.8,21.8,22,,,1,8512
NLA06608-2086,1,8/29/2007,Yes,YES,P,517305,ZOOC,5.3,5.3,4.8,F1,WAITED 5 HOURS BEFORE ABLE TO PRESERVE,1,8514
NLA06608-2086,1,8/29/2007,Yes,YES,P,517306,ZOOF,5.3,5.3,4.8,,,1,8514
NLA06608-2087,1,7/25/2007,Yes,YES,P,504015,ZOOC,4,4,3.5,,,1,8515
NLA06608-2087,1,7/25/2007,Yes,YES,P,504016,ZOOF,4,4,3.5,,,1,8515
NLA06608-2091,1,7/2/2007,Yes,YES,P,515195,ZOOC,13.7,13.7,12,,,1,8516
NLA06608-2091,1,7/2/2007,Yes,YES,P,515196,ZOOF,13.7,13.7,11.9,,,1,8516
NLA06608-2092,1,9/15/2007,Yes,YES,P,510725,ZOOC,2.5,2.5,2,,,1,8517
NLA06608-2092,1,9/15/2007,Yes,YES,P,510726,ZOOF,2.5,2.5,2,,,1,8517
NLA06608-2094,1,7/11/2007,Yes,YES,P,514316,ZOOC,3.7,3.7,3.2,,,1,8518
NLA06608-2094,1,7/11/2007,Yes,YES,P,514315,ZOOF,3.7,3.7,3.2,,,1,8518
NLA06608-2095,1,7/8/2007,Yes,YES,P,513165,ZOOC,12.5,12.5,12,,,1,8519
NLA06608-2095,1,7/8/2007,Yes,YES,P,513166,ZOOF,12.5,12.5,12,,,1,8519
NLA06608-2103,1,6/13/2007,Yes,YES,P,514045,ZOOC,2.4,2.4,2,,,1,8521
NLA06608-2103,1,6/13/2007,Yes,YES,P,514046,ZOOF,2.4,2.4,2,,,1,8521
NLA06608-2114,1,7/25/2007,Yes,YES,P,507106,ZOOC,6.1,6.1,4.7,,,1,8525
NLA06608-2114,1,7/25/2007,Yes,YES,P,507105,ZOOF,6.1,6.1,4.7,,,1,8525
NLA06608-2117,1,9/25/2007,Yes,YES,P,503185,ZOOC,1.3,1.3,0.8,IM,IM: TOW LENGTH MAY BE 1.6 (TWO TOWS?),1,8526
NLA06608-2117,1,9/25/2007,Yes,YES,P,503186,ZOOF,1.3,1.3,0.8,IM,IM: TOW LENGTH MAY BE 1.6 (TWO TOWS?),1,8526
NLA06608-2120,1,7/25/2007,Yes,YES,P,511825,ZOOC,7.7,7.7,7,,,1,8527
NLA06608-2120,1,7/25/2007,Yes,YES,P,511826,ZOOF,7.7,7.7,7,,,1,8527
NLA06608-2123,1,8/13/2007,Yes,YES,P,510085,ZOOC,2.5,2.5,2.5,,,1,8528
NLA06608-2123,1,8/13/2007,Yes,YES,P,510086,ZOOF,2.5,2.5,2.5,,,1,8528
NLA06608-2131,1,6/26/2007,Yes,YES,P,514965,ZOOC,2.1,2.1,2,,,1,8529
NLA06608-2131,1,6/26/2007,Yes,YES,P,514966,ZOOF,2.1,2.1,2,,,1,8529
NLA06608-2134,1,8/1/2007,Yes,YES,P,513496,ZOOC,3.2,3.2,2.7,,,1,8530
NLA06608-2134,1,8/1/2007,Yes,YES,P,513495,ZOOF,3.2,3.2,2.7,,,1,8530
NLA06608-2135,1,8/20/2007,Yes,YES,P,511315,ZOOC,5.3,5.3,5.3,,,1,8531
NLA06608-2135,1,8/20/2007,Yes,YES,P,511316,ZOOF,5.3,5.3,5.3,,,1,8531
NLA06608-2152,1,10/2/2007,Yes,YES,P,513485,ZOOC,10,8.4,10,,,1,8532
NLA06608-2152,1,10/2/2007,Yes,YES,P,513486,ZOOF,10,8.4,10,,,1,8532
NLA06608-2154,1,7/23/2007,Yes,YES,P,506905,ZOOC,2.1,2.1,1.5,,,1,8533
NLA06608-2154,1,7/23/2007,Yes,YES,P,506906,ZOOF,2.1,2.1,1.5,,,1,8533
NLA06608-2155,1,7/25/2007,Yes,YES,P,511515,ZOOC,17.7,17.7,17.2,,,1,8534
NLA06608-2155,1,7/25/2007,Yes,YES,P,511516,ZOOF,17.7,17.7,17.2,,,1,8534
NLA06608-2162,1,7/9/2007,Yes,YES,P,505485,ZOOC,10.2,10.2,9.5,,,1,8535
NLA06608-2162,1,7/9/2007,Yes,YES,P,505486,ZOOF,10.2,10.2,9.5,,,1,8535
NLA06608-2170,1,8/24/2007,Yes,YES,P,513775,ZOOC,2.8,2.8,2.5,,,1,8536
NLA06608-2170,1,8/24/2007,Yes,YES,P,513776,ZOOF,2.8,2.8,2.5,,,1,8536
NLA06608-2177,1,9/14/2007,Yes,YES,P,510195,ZOOC,17,17,16.5,,,1,8537
NLA06608-2177,1,9/14/2007,Yes,YES,P,510196,ZOOF,17,17,16.5,,,1,8537
NLA06608-2185,1,7/19/2007,Sample lost,YES,P,505865,ZOOC,20.6,20.6,20,,,1,8538
NLA06608-2185,1,7/19/2007,Sample lost,YES,P,505866,ZOOF,20.6,20.6,20,,,1,8538
NLA06608-2187,1,7/10/2007,Yes,YES,P,505985,ZOOC,20,20,19.5,,,1,8539
NLA06608-2187,1,7/10/2007,Yes,YES,P,505986,ZOOF,20,20,19.5,,,1,8539
NLA06608-2193,1,8/22/2007,Yes,YES,P,513315,ZOOC,1.5,1.5,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,8540
NLA06608-2193,1,8/22/2007,Yes,YES,P,513316,ZOOF,1.5,1.5,0.5,IM,IM: TOW LENGTH MAY BE 1 (TWO TOWS?),1,8540
NLA06608-2196,1,8/9/2007,Yes,YES,P,511375,ZOOC,3.3,3.3,3,,,1,8541
NLA06608-2196,1,8/9/2007,Yes,YES,P,511376,ZOOF,3.3,3.3,3,,,1,8541
NLA06608-2217,1,6/5/2007,Yes,YES,P,502485,ZOOC,9.7,9.7,9.7,,,1,8542
NLA06608-2217,1,6/5/2007,Yes,YES,P,502486,ZOOF,9.7,9.7,9.7,,,1,8542
NLA06608-2219,1,7/10/2007,Yes,YES,P,506665,ZOOC,3.6,3.6,2.5,,,1,8543
NLA06608-2219,1,7/10/2007,Yes,YES,P,506666,ZOOF,3.6,3.6,2.5,,,1,8543
NLA06608-2241,1,9/6/2007,Yes,YES,P,516545,ZOOC,21.5,21.5,21,,,1,8545
NLA06608-2241,1,9/6/2007,Yes,YES,P,516546,ZOOF,21.5,21.5,21,,,1,8545
NLA06608-2250,1,7/29/2007,Yes,YES,P,513715,ZOOC,25,25,24.2,,,1,8546
NLA06608-2250,1,7/29/2007,Yes,YES,P,513716,ZOOF,25,25,24.2,,,1,8546
NLA06608-2253,1,7/12/2007,Yes,YES,P,505116,ZOOC,1.7,1.7,2,F1,2 - 1M TOWS,1,8547
NLA06608-2253,1,7/12/2007,Yes,YES,P,505115,ZOOF,1.7,1.7,2,F1,2 - 1M TOWS,2,8547
NLA06608-2257,1,8/24/2007,Yes,YES,P,517695,ZOOC,7.4,7.4,6.9,,,1,8548
NLA06608-2257,1,8/24/2007,Yes,YES,P,517696,ZOOF,7.4,7.4,6.9,,,1,8548
NLA06608-2266,1,6/23/2007,Yes,YES,P,502155,ZOOC,21,21,20.5,,,1,8549
NLA06608-2266,1,6/23/2007,Yes,YES,P,502156,ZOOF,21,21,20.5,,,1,8549
NLA06608-2267,1,8/6/2007,Yes,YES,P,513025,ZOOC,7.6,7.6,7,,,1,8550
NLA06608-2267,1,8/6/2007,Yes,YES,P,513026,ZOOF,7.6,7.6,7,,,1,8550
NLA06608-2283,1,7/17/2007,Yes,YES,P,514985,ZOOC,11.9,11.9,11,,,1,8553
NLA06608-2283,1,7/17/2007,Yes,YES,P,514986,ZOOF,11.9,11.9,11,,,1,8553
NLA06608-2305,1,7/16/2007,Yes,YES,P,506065,ZOOC,14.3,14.3,13,,,1,8555
NLA06608-2305,1,7/16/2007,Yes,YES,P,506066,ZOOF,14.3,14.3,13,,,1,8555
NLA06608-2322,1,8/23/2007,Yes,YES,P,511995,ZOOC,12,12,12,,,1,8556
NLA06608-2322,1,8/23/2007,Yes,YES,P,511996,ZOOF,12,12,12,,,1,8556
NLA06608-2332,1,8/9/2007,Yes,YES,P,512525,ZOOC,13.7,13.7,13,,,1,8557
NLA06608-2332,1,8/9/2007,Yes,YES,P,512526,ZOOF,13.7,13.7,13,,,1,8557
NLA06608-2333,1,7/31/2007,Yes,YES,P,503685,ZOOC,1.5,1.5,2,F1,2 - 1M TOWS,2,8558
NLA06608-2333,1,7/31/2007,Yes,YES,P,503686,ZOOF,1.5,1.5,2,F1,2 - 1M TOWS,1,8558
NLA06608-2345,1,8/16/2007,Yes,YES,P,511406,ZOOC,7.5,7.5,6.9,,,1,8559
NLA06608-2345,1,8/16/2007,Yes,YES,P,511405,ZOOF,7.5,7.5,6.9,,,1,8559
NLA06608-2354,1,7/13/2007,Yes,YES,P,508905,ZOOC,14.5,14.5,12,,,1,8560
NLA06608-2354,1,7/13/2007,Yes,YES,P,508906,ZOOF,14.5,14.5,12,,,1,8560
NLA06608-2372,1,8/28/2007,Yes,YES,P,511765,ZOOC,5.2,5.2,4.4,,,1,8563
NLA06608-2372,1,8/28/2007,Yes,YES,P,511766,ZOOF,5.2,5.2,5.4,,,1,8563
NLA06608-2379,1,7/31/2007,Yes,YES,P,513745,ZOOC,6.1,6.1,5.3,,,1,8564
NLA06608-2379,1,7/31/2007,Yes,YES,P,513746,ZOOF,6.1,6.1,5.3,,,1,8564
NLA06608-2418,1,7/11/2007,Yes,YES,P,508125,ZOOC,1.4,1.4,0.7,IM,IM: TOW LENGTH MAY BE 1.4 (TWO TOWS?),1,8566
NLA06608-2418,1,7/11/2007,Yes,YES,P,508126,ZOOF,1.4,1.4,0.7,IM,IM: TOW LENGTH MAY BE 1.4 (TWO TOWS?),1,8566
NLA06608-2426,1,9/27/2007,Yes,YES,P,516775,ZOOC,1.4,1.4,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,8568
NLA06608-2426,1,9/27/2007,Yes,YES,P,516776,ZOOF,1.4,1.4,1,IM,IM: TOW LENGTH MAY BE 2 (TWO TOWS?),1,8568
NLA06608-2429,1,8/14/2007,Yes,YES,P,509335,ZOOC,23.8,23.8,23.5,,,1,8569
NLA06608-2429,1,8/14/2007,Yes,YES,P,509336,ZOOF,23.8,23.8,23.5,,,1,8569
NLA06608-2438,1,9/11/2007,Yes,YES,P,517755,ZOOC,1.7,1.7,1.4,IM,IM: TOW LENGTH MAY BE 2.8 (TWO TOWS?),1,8570
NLA06608-2438,1,9/11/2007,Yes,YES,P,517756,ZOOF,1.7,1.7,1.4,IM,IM: TOW LENGTH MAY BE 2.8 (TWO TOWS?),1,8570
NLA06608-2450,1,7/24/2007,Yes,YES,P,505686,ZOOC,10.5,10.5,10,,,1,8571
NLA06608-2450,1,7/24/2007,Yes,YES,P,505685,ZOOF,10.5,10.5,10,,,1,8571
NLA06608-2453,1,7/10/2007,Yes,YES,P,510735,ZOOC,6.1,6.1,5.6,,,1,8572
NLA06608-2453,1,7/10/2007,Yes,YES,P,510736,ZOOF,6.1,6.1,5.6,,,1,8572
NLA06608-2457,1,8/23/2007,Yes,YES,P,511116,ZOOC,4.8,4.8,4.3,,,,8573
NLA06608-2457,1,8/23/2007,Yes,YES,P,511115,ZOOF,4.8,4.8,4.3,,,,8573
NLA06608-2463,1,7/19/2007,Yes,YES,P,502256,ZOOC,25,25,24.5,,,1,8574
NLA06608-2463,1,7/19/2007,Yes,YES,P,502255,ZOOF,25,25,24.5,,,1,8574
NLA06608-2477,1,6/26/2007,Yes,YES,P,504975,ZOOC,1.4,1.4,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,8575
NLA06608-2477,1,6/26/2007,Yes,YES,P,504976,ZOOF,1.4,1.4,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,8575
NLA06608-2481,1,8/1/2007,Yes,YES,P,504575,ZOOC,5.6,5.6,5.6,,,1,8576
NLA06608-2481,1,8/1/2007,Yes,YES,P,504576,ZOOF,5.6,5.6,5.6,,,2,8576
NLA06608-2492,1,7/24/2007,Yes,YES,P,503235,ZOOC,6.1,6.1,5.5,,,1,8577
NLA06608-2492,1,7/24/2007,Yes,YES,P,503236,ZOOF,6.1,6.1,5.5,,,1,8577
NLA06608-2497,1,7/17/2007,Yes,YES,P,505676,ZOOC,1.2,1.2,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,8579
NLA06608-2497,1,7/17/2007,Yes,YES,P,505675,ZOOF,1.2,1.2,0.9,IM,IM: TOW LENGTH MAY BE 1.8 (TWO TOWS?),1,8579
