SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,BASINAREA_KM2,BASINAREA_HA,BASINAREA_LU_KM2,MISSDATA_KM2_BSN,NLCD11_KM2_BSN,NLCD12_KM2_BSN,NLCD21_KM2_BSN,NLCD22_KM2_BSN,NLCD23_KM2_BSN,NLCD24_KM2_BSN,NLCD31_KM2_BSN,NLCD32_KM2_BSN,NLCD41_KM2_BSN,NLCD42_KM2_BSN,NLCD43_KM2_BSN,NLCD51_KM2_BSN,NLCD52_KM2_BSN,NLCD71_KM2_BSN,NLCD72_KM2_BSN,NLCD73_KM2_BSN,NLCD74_KM2_BSN,NLCD81_KM2_BSN,NLCD82_KM2_BSN,NLCD90_KM2_BSN,NLCD91_KM2_BSN,NLCD92_KM2_BSN,NLCD93_KM2_BSN,NLCD94_KM2_BSN,NLCD95_KM2_BSN,NLCD96_KM2_BSN,NLCD97_KM2_BSN,NLCD98_KM2_BSN,NLCD99_KM2_BSN,LANDUSE_KM2_BSN,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,FLAG_LU_BASIN,COMMENT_LU_BASIN
NLA06608-2187,1,PROB_Lake,Target_Sampled,10930.84793,1093084.793,10930.84793,0,179.695,0,614.957,271.846,84.907,37.921,53.897,0,3235.189,2110.827,1072.881,0,659.786,445.657,0,0,0,1745.402,289.493,126.896,0,0,0,0,1.545,0,0,0,0,10930.899,1.6,0,1.6,5.6,2.5,0.8,0.3,9.2,0.5,29.6,19.3,9.8,58.7,6,4.1,16,2.6,18.6,1.2,0,1.2,,
NLA06608-2193,1,PROB_Lake,Target_Sampled,1.268970348,126.8970348,1.268970348,0,0.165,0,0.098,0.016,0,0,0.01,0,0,0.698,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0.049,0,0,0,0,1.272,13,0,13,7.7,1.3,0,0,9,0.8,0,55,0,55,0,0,0,0,0,18.6,3.9,22.5,,
NLA06608-2196,1,PROB_Lake,Target_Sampled,1.720534605,172.0534605,1.720534605,0,0.061,0,0.009,0,0,0,0,0,1.578,0.034,0,0,0.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.723,3.5,0,3.5,0.5,0,0,0,0.5,0,91.7,2,0,93.7,1.2,1.2,0,0,0,0,0,0,,
NLA06608-2217,1,PROB_Lake,Target_Sampled,10.21157206,1021.157206,10.21157206,0,0.145,0,0.028,0,0,0,0.022,0,0,9.533,0,0,0.011,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.212,1.4,0,1.4,0.3,0,0,0,0.3,0.2,0,93.4,0,93.4,0.1,4.6,0,0,0,0,0,0,,
NLA06608-2219,1,PROB_Lake,Target_Sampled,12.79125637,1279.125637,12.79125637,0,1.85,0,1.434,0.118,0,0,0,0,2.448,0.265,0,0,0.015,0.212,0,0,0,0.29,5.237,0.304,0,0,0,0,0.61,0,0,0,0,12.783,14.5,0,14.5,11.2,0.9,0,0,12.1,0,19.1,2.1,0,21.2,0.1,1.7,2.3,40.9,43.2,2.4,4.8,7.2,,
NLA06608-2241,1,PROB_Lake,Target_Sampled,77.95820503,7795.820503,77.95820503,0,4.33,0,0.915,1.767,0.32,0,0.006,0,0.092,57.919,0,0,5.45,4.141,0,0,0,0,0,1.37,0,0,0,0,1.645,0,0,0,0,77.955,5.6,0,5.6,1.2,2.3,0.4,0,3.9,0,0.1,74.3,0,74.4,7,5.3,0,0,0,1.8,2.1,3.9,,
NLA06608-2250,1,PROB_Lake,Target_Sampled,355.2589005,35525.89005,355.2589005,0,40.565,0,0.965,0,0,0,0.063,0,0.112,207.025,0.024,0,73.633,25.893,0,0,0,0.052,0,3.809,0,0,0,0,3.117,0,0,0,0,355.258,11.4,0,11.4,0.3,0,0,0,0.3,0,0,58.3,0,58.3,20.7,7.3,0,0,0,1.1,0.9,2,,
NLA06608-2253,1,PROB_Lake,Target_Sampled,49.91405092,4991.405092,49.91405092,0,0.256,0,1.504,1.413,0.921,0.37,0.166,0,10.78,0.499,0.232,0,0,0,0,0,0,11.723,21.074,0.366,0,0,0,0,0.612,0,0,0,0,49.916,0.5,0,0.5,3,2.8,1.8,0.7,8.3,0.3,21.6,1,0.5,23.1,0,0,23.5,42.2,65.7,0.7,1.2,1.9,,
NLA06608-2257,1,PROB_Lake,Target_Sampled,7.420358985,742.0358985,7.420358985,0,0.166,0,0.419,0.182,0,0,0.034,0,0.047,4.92,0.468,0,0.683,0.193,0,0,0,0,0,0.3,0,0,0,0,0.013,0,0,0,0,7.425,2.2,0,2.2,5.6,2.5,0,0,8.1,0.5,0.6,66.3,6.3,73.2,9.2,2.6,0,0,0,4,0.2,4.2,,
NLA06608-2266,1,PROB_Lake,Target_Sampled,0.475539152,47.55391517,0.475539152,0,0.081,0,0,0,0,0,0.049,0,0,0,0,0,0.1,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,17,0,17,0,0,0,0,0,10.3,0,0,0,0,21,51.3,0,0,0,0,0,0,,
NLA06608-2267,1,PROB_Lake,Target_Sampled,50.57172794,5057.172794,50.57172794,0,0.696,0,2.275,1.314,0.14,0.06,0,0,3.014,0.2,0.012,0,2.152,0.591,0,0,0,5.987,24.886,9.198,0,0,0,0,0.047,0,0,0,0,50.572,1.4,0,1.4,4.5,2.6,0.3,0.1,7.5,0,6,0.4,0,6.4,4.3,1.2,11.8,49.2,61,18.2,0.1,18.3,,
NLA06608-2283,1,PROB_Lake,Target_Sampled,11.8262588,1182.62588,11.8262588,0,1.973,0,0.857,0.395,0.005,0,0,0,0.811,0.023,0,0,0.059,0.095,0,0,0,0.941,5.696,0.305,0,0,0,0,0.664,0,0,0,0,11.824,16.7,0,16.7,7.2,3.3,0,0,10.5,0,6.9,0.2,0,7.1,0.5,0.8,8,48.2,56.2,2.6,5.6,8.2,,
NLA06608-2305,1,PROB_Lake,Target_Sampled,3.659111596,365.9111596,3.659111596,0,0.305,0,0,0.003,0,0,0.005,0,0,2.777,0,0,0.269,0.035,0,0,0,0,0,0.003,0,0,0,0,0.26,0,0,0,0,3.657,8.3,0,8.3,0,0.1,0,0,0.1,0.1,0,75.9,0,75.9,7.4,1,0,0,0,0.1,7.1,7.2,,
NLA06608-2322,1,PROB_Lake,Target_Sampled,44.41370719,4441.370719,44.41370719,0,0.165,0,0.238,0.014,0.003,0,0.004,0,6.129,5.251,0.909,0,30.6,1.024,0,0,0,0.015,0,0.019,0,0,0,0,0.044,0,0,0,0,44.415,0.4,0,0.4,0.5,0,0,0,0.5,0,13.8,11.8,2,27.6,68.9,2.3,0,0,0,0,0.1,0.1,,
NLA06608-2332,1,PROB_Lake,Target_Sampled,48622.0053,4862200.53,48622.0053,0,138.184,0,1463.761,87.586,13.231,3.785,18.606,0,54.601,5.624,20.198,0,24.206,22078.404,0,0,0,319.159,23995.86,355.172,0,0,0,0,43.623,0,0,0,0,48622,0.3,0,0.3,3,0.2,0,0,3.2,0,0.1,0,0,0.1,0,45.4,0.7,49.4,50.1,0.7,0.1,0.8,,
NLA06608-2333,1,PROB_Lake,Target_Sampled,151.3689929,15136.89929,151.3689929,0,0.529,0,1.61,1.84,0.951,0.299,2.376,0,43.247,18.892,5.473,0,0,0,0,0,0,20.523,50.936,3.84,0,0,0,0,0.847,0,0,0,0,151.363,0.3,0,0.3,1.1,1.2,0.6,0.2,3.1,1.6,28.6,12.5,3.6,44.7,0,0,13.6,33.7,47.3,2.5,0.6,3.1,,
NLA06608-2345,1,PROB_Lake,Target_Sampled,2.051613011,205.1613011,2.051613011,0,0.836,0,0.113,0.024,0,0,0,0,0,0.061,0,0,0.424,0.017,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,2.052,40.7,0,40.7,5.5,1.2,0,0,6.7,0,0,3,0,3,20.7,0.8,28.1,0,28.1,0,0,0,,
NLA06608-2354,1,PROB_Lake,Target_Sampled,3.314999754,331.4999754,3.314999754,0,0.238,0,0.213,0.716,1.229,0.225,0.029,0,0.555,0.017,0.005,0,0,0,0,0,0,0.03,0,0.05,0,0,0,0,0.005,0,0,0,0,3.312,7.2,0,7.2,6.4,21.6,37.1,6.8,71.9,0.9,16.7,0.5,0.2,17.4,0,0,0.9,0,0.9,1.5,0.2,1.7,,
NLA06608-2372,1,PROB_Lake,Target_Sampled,173.2940355,17329.40355,173.2940355,0,0.924,0,0.608,0.066,0,0,0.084,0,2.443,146.295,0.015,0,20.759,1.928,0,0,0,0,0.06,0.005,0,0,0,0,0.107,0,0,0,0,173.294,0.5,0,0.5,0.4,0,0,0,0.4,0,1.4,84.4,0,85.8,12,1.1,0,0,0,0,0.1,0.1,,
NLA06608-2379,1,PROB_Lake,Target_Sampled,1.639132345,163.9132345,1.639132345,0,0.444,0,0.233,0.007,0,0,0,0,0,0,0,0,0.818,0.041,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,1.641,27.1,0,27.1,14.2,0.4,0,0,14.6,0,0,0,0,0,49.9,2.5,0,0,0,0,6,6,,
NLA06608-2418,1,PROB_Lake,Target_Sampled,14.15827252,1415.827252,14.15827252,0,0.67,0,1.154,1.926,1.424,0.133,0.129,0,4.556,0.266,0.079,0,0.136,0.112,0,0,0,0.989,0.164,2.307,0,0,0,0,0.118,0,0,0,0,14.163,4.7,0,4.7,8.2,13.6,10.1,0.9,32.8,0.9,32.2,1.9,0.6,34.7,1,0.8,7,1.2,8.2,16.3,0.8,17.1,,
NLA06608-2426,1,PROB_Lake,Target_Sampled,12.19141421,1219.141421,12.19141421,0,0.661,0,0,0,0,0,0.104,0,0,0.135,0,0,0.815,7.827,0,0,0,0.011,2.523,0.116,0,0,0,0,0.005,0,0,0,0,12.197,5.4,0,5.4,0,0,0,0,0,0.9,0,1.1,0,1.1,6.7,64.2,0.1,20.7,20.8,1,0,1,,
NLA06608-2429,1,PROB_Lake,Target_Sampled,121.5999044,12159.99044,121.5999044,0,1.016,0,0.647,0.005,0,0,0.227,0,80.036,16.492,4.361,0,18.701,0.121,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,121.61,0.8,0,0.8,0.5,0,0,0,0.5,0.2,65.8,13.6,3.6,83,15.4,0.1,0,0,0,0,0,0,,
NLA06608-2438,1,PROB_Lake,Target_Sampled,116.5648829,11656.48829,116.5648829,0,0.241,0,0.526,0.005,0,0,0.307,0,0,0.007,0,0,114.549,0.142,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,116.557,0.2,0,0.2,0.5,0,0,0,0.5,0.3,0,0,0,0,98.3,0.1,0,0,0,0,0.7,0.7,,
NLA06608-2450,1,PROB_Lake,Target_Sampled,6.059993966,605.9993966,6.059993966,0,1.282,0,0.095,0.154,0.008,0,0.438,0,0.018,2.766,0.237,0,0.114,0.795,0,0,0,0,0,0.133,0,0,0,0,0.023,0,0,0,0,6.063,21.2,0,21.2,1.6,2.5,0.1,0,4.2,7.2,0.3,45.6,3.9,49.8,1.9,13.1,0,0,0,2.2,0.4,2.6,,
NLA06608-2453,1,PROB_Lake,Target_Sampled,25.82401856,2582.401856,25.82401856,0,0.32,0,0.229,0,0,0,0,0,0,0,0,0,25.252,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.824,1.2,0,1.2,0.9,0,0,0,0.9,0,0,0,0,0,97.8,0.1,0,0,0,0,0,0,,
NLA06608-2457,1,PROB_Lake,Target_Sampled,21.69796186,2169.796186,21.69796186,0,0.866,0,0.734,0.007,0.001,0,0,0,11.45,1.27,0.358,0,6.978,0.034,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,21.711,4,0,4,3.4,0,0,0,3.4,0,52.8,5.9,1.6,60.3,32.2,0.2,0,0,0,0.1,0,0.1,,
NLA06608-2463,1,PROB_Lake,Target_Sampled,2736.119686,273611.9686,2736.119686,0,75.041,0,23.553,2.441,0.112,0,112.038,0,650.618,790.513,37.859,0,1017.533,3.165,0,0,0,19.267,0.519,3.455,0,0,0,0,0.006,0,0,0,0,2736.12,2.7,0,2.7,0.9,0.1,0,0,1,4.1,23.8,28.9,1.4,54.1,37.2,0.1,0.7,0,0.7,0.1,0,0.1,,
NLA06608-2477,1,PROB_Lake,Target_Sampled,3981.23496,398123.496,3981.23496,0,1.742,0,17.419,2.914,0.194,0,10.906,0,0.788,692.763,1.955,0,3093.206,98.514,0,0,0,24.388,12.981,1.421,0,0,0,0,21.909,0,0,0,0,3981.1,0,0,0,0.4,0.1,0,0,0.5,0.3,0,17.4,0,17.4,77.7,2.5,0.6,0.3,0.9,0,0.6,0.6,,
NLA06608-2481,1,PROB_Lake,Target_Sampled,10.24967634,1024.967634,10.24967634,0,0.059,0,0,0,0,0,0,0,0,6.769,0,0,3.416,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.255,0.6,0,0.6,0,0,0,0,0,0,0,66,0,66,33.3,0.1,0,0,0,0,0,0,,
NLA06608-2492,1,PROB_Lake,Target_Sampled,3922.876465,392287.6465,3922.876465,0,164.822,0,137.031,45.36,10.921,2.515,1.638,0,991.696,457.942,290.351,0,564.211,12.558,0,0,0,555.495,392.776,266.344,0,0,0,0,29.25,0,0,0,0,3922.91,4.2,0,4.2,3.5,1.2,0.3,0.1,5.1,0,25.3,11.7,7.4,44.4,14.4,0.3,14.2,10,24.2,6.8,0.7,7.5,,
NLA06608-2497,1,PROB_Lake,Target_Sampled,41.15981467,4115.981467,41.15981467,0,0.447,0,0.104,0.523,0.005,0,0,0,0,34.399,0,0,3.361,1.832,0,0,0,0.497,0,0,0,0,0,0,0,0,0,0,0,41.168,1.1,0,1.1,0.3,1.3,0,0,1.6,0,0,83.6,0,83.6,8.2,4.5,1.2,0,1.2,0,0,0,,
NLA06608-2507,1,PROB_Lake,Target_Sampled,566.6760769,56667.60769,566.6760769,0,6.201,0,34.823,13.268,2.714,0.923,0,0,15.612,0.021,0,0,2.592,8.258,0,0,0,6.684,474.107,0.808,0,0,0,0,0.662,0,0,0,0,566.673,1.1,0,1.1,6.1,2.3,0.5,0.2,9.1,0,2.8,0,0,2.8,0.5,1.5,1.2,83.7,84.9,0.1,0.1,0.2,,
NLA06608-2513,1,PROB_Lake,Target_Sampled,70.34114677,7034.114677,70.34114677,0,4.267,0,5.587,7.591,3.77,2.419,0.073,0,0.298,36.398,1.427,0,1.452,4.307,0,0,0,0.054,0.065,1.691,0,0,0,0,0.939,0,0,0,0,70.338,6.1,0,6.1,7.9,10.8,5.4,3.4,27.5,0.1,0.4,51.7,2,54.1,2.1,6.1,0.1,0.1,0.2,2.4,1.3,3.7,,
NLA06608-2523,1,PROB_Lake,Target_Sampled,1.371074828,137.1074828,1.371074828,0,0.275,0,0.157,0.014,0.005,0,0,0,0.254,0,0,0,0,0,0,0,0,0.171,0.4,0.008,0,0,0,0,0.086,0,0,0,0,1.37,20.1,0,20.1,11.5,1,0.4,0,12.9,0,18.5,0,0,18.5,0,0,12.5,29.2,41.7,0.6,6.3,6.9,,
NLA06608-2524,1,PROB_Lake,Target_Sampled,60.33892053,6033.892053,60.33892053,0,11.427,0,4.48,0.357,0.116,0.012,0.005,0,0.136,0.08,1.764,0,0.045,0.005,0,0,0,0.075,36.562,4.959,0,0,0,0,0.311,0,0,0,0,60.334,18.9,0,18.9,7.4,0.6,0.2,0,8.2,0,0.2,0.1,2.9,3.2,0.1,0,0.1,60.6,60.7,8.2,0.5,8.7,,
NLA06608-2565,1,PROB_Lake,Target_Sampled,3.138732442,313.8732442,3.138732442,0,0.507,0,1.129,0.128,0,0,0.011,0,0,0.545,0,0,0.067,0.128,0,0,0,0,0,0.473,0,0,0,0,0.15,0,0,0,0,3.138,16.2,0,16.2,36,4.1,0,0,40.1,0.4,0,17.4,0,17.4,2.1,4.1,0,0,0,15.1,4.8,19.9,,
NLA06608-2566,1,PROB_Lake,Target_Sampled,3.18460357,318.460357,3.18460357,0,0.768,0,0.187,0.386,0.464,0.024,0.149,0,0.365,0.021,0.015,0,0,0.05,0,0,0,0.113,0.02,0.598,0,0,0,0,0.027,0,0,0,0,3.187,24.1,0,24.1,5.9,12.1,14.6,0.8,33.4,4.7,11.5,0.7,0.5,12.7,0,1.6,3.5,0.6,4.1,18.8,0.8,19.6,,
NLA06608-2593,1,PROB_Lake,Target_Sampled,46.78866209,4678.866209,46.78866209,0,13.84,0,9.037,6.437,2.72,1.278,0.005,0,0,0.294,0,0,0.491,0.902,0,0,0,1.432,4.115,4.142,0,0,0,0,2.078,0,0,0,0,46.771,29.6,0,29.6,19.3,13.8,5.8,2.7,41.6,0,0,0.6,0,0.6,1,1.9,3.1,8.8,11.9,8.9,4.4,13.3,,
NLA06608-2629,1,PROB_Lake,Target_Sampled,6774.249474,677424.9474,6774.249474,0,262.413,0,553.43,313.285,90.146,18.304,3.003,0,0.481,720.071,0.38,0,262.027,119.105,0,0,0,1067.48,383.944,2249.613,0,0,0,0,730.516,0,0,0,0,6774.198,3.9,0,3.9,8.2,4.6,1.3,0.3,14.4,0,0,10.6,0,10.6,3.9,1.8,15.8,5.7,21.5,33.2,10.8,44,,
NLA06608-2634,1,PROB_Lake,Target_Sampled,6.932763856,693.2763856,6.932763856,0,0.261,0.008,0.042,0,0,0,0.015,0,0.005,0.496,0,0,4.542,1.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.931,3.8,0.1,3.9,0.6,0,0,0,0.6,0.2,0.1,7.2,0,7.3,65.5,22.5,0,0,0,0,0,0,,
NLA06608-2640,1,PROB_Lake,Target_Sampled,1722.327125,172232.7125,1722.327125,0,7.218,0,34.962,0.259,0.012,0.007,0.742,0,2.627,0.012,0.169,0,0.728,1013.237,0,0,0,48.756,597.025,12.659,0,0,0,0,3.894,0,0,0,0,1722.307,0.4,0,0.4,2,0,0,0,2,0,0.2,0,0,0.2,0,58.8,2.8,34.7,37.5,0.7,0.2,0.9,,
NLA06608-2644,1,PROB_Lake,Target_Sampled,437.7442552,43774.42552,437.7442552,0,4.292,0,22.676,5.765,2.147,0.9,0.402,0,162.581,3.766,0.206,0,0.055,4.699,0,0,0,45.876,184.044,0,0,0,0,0,0.321,0,0,0,0,437.73,1,0,1,5.2,1.3,0.5,0.2,7.2,0.1,37.1,0.9,0,38,0,1.1,10.5,42,52.5,0,0.1,0.1,,
NLA06608-2655,1,PROB_Lake,Target_Sampled,189.7585482,18975.85482,189.7585482,0,1.922,0,1.352,0.074,0.004,0,0.059,0,12.088,69.59,2.849,0,99.464,0.331,0,0,0,0.361,0.097,0.54,0,0,0,0,0.999,0,0,0,0,189.73,1,0,1,0.7,0,0,0,0.7,0,6.4,36.7,1.5,44.6,52.4,0.2,0.2,0.1,0.3,0.3,0.5,0.8,,
NLA06608-2657,1,PROB_Lake,Target_Sampled,0.865614029,86.5614029,0.865614029,0,0.24,0,0.004,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.099,0.36,0.089,0,0,0,0,0.073,0,0,0,0,0.867,27.7,0,27.7,0.5,0,0,0,0.5,0,0,0,0,0,0,0.2,11.4,41.6,53,10.3,8.4,18.7,,
NLA06608-2663,1,PROB_Lake,Target_Sampled,77.36300716,7736.300716,77.36300716,0,0.465,0,2.705,1.166,0.086,0.056,0.185,0,0.291,1.024,0.143,0,5.092,1.201,0,0,0,48.978,12.146,3.133,0,0,0,0,0.705,0,0,0,0,77.376,0.6,0,0.6,3.5,1.5,0.1,0.1,5.2,0.2,0.4,1.3,0.2,1.9,6.6,1.6,63.3,15.7,79,4,0.9,4.9,,
NLA06608-2673,1,PROB_Lake,Target_Sampled,8.744710811,874.4710811,8.744710811,0,0.13,0,0,0,0,0,0.293,0,0,6.367,0,0,0.57,1.383,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,8.748,1.5,0,1.5,0,0,0,0,0,3.4,0,72.8,0,72.8,6.5,15.8,0,0,0,0,0.1,0.1,,
NLA06608-2685,1,PROB_Lake,Target_Sampled,9.439426546,943.9426546,9.439426546,0,0.701,0,0.014,0.002,0,0,0.772,0,0,6.81,0,0,0.447,0.668,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,9.436,7.4,0,7.4,0.1,0,0,0,0.1,8.2,0,72.1,0,72.1,4.7,7.1,0,0,0,0.2,0,0.2,,
NLA06608-2696,1,PROB_Lake,Target_Sampled,258.4793174,25847.93174,258.4793174,0,4.191,0,41.434,71.678,77.302,41.412,0.009,0,7.17,0.175,0,0,0,8.709,0,0,0,1.098,4.667,0.574,0,0,0,0,0.07,0,0,0,0,258.489,1.6,0,1.6,16,27.7,29.9,16,89.6,0,2.8,0.1,0,2.9,0,3.4,0.4,1.8,2.2,0.2,0,0.2,,
NLA06608-2704,1,PROB_Lake,Target_Sampled,114.868402,11486.8402,114.868402,0,0.351,0,0.043,0.016,0,0,0.152,0,0,0.014,0.056,0,31.118,82.884,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,114.869,0.3,0,0.3,0,0,0,0,0,0.1,0,0,0,0,27.1,72.2,0,0,0,0.2,0,0.2,,
NLA06608-2708,1,PROB_Lake,Target_Sampled,1.611113693,161.1113693,1.611113693,0,0.068,0,0.008,0.005,0,0,0,0,1.318,0.01,0.036,0,0,0.158,0,0,0,0.007,0.005,0,0,0,0,0,0,0,0,0,0,1.615,4.2,0,4.2,0.5,0.3,0,0,0.8,0,81.8,0.6,2.2,84.6,0,9.8,0.4,0.3,0.7,0,0,0,,
NLA06608-2714,1,PROB_Lake,Target_Sampled,306.2611714,30626.11714,306.2611714,0,0.387,0,0.319,0.069,0,0,0.15,0,0.337,196.72,0.061,0,44.743,62.208,0,0,0,0.068,0.022,0.736,0,0,0,0,0.43,0,0,0,0,306.25,0.1,0,0.1,0.1,0,0,0,0.1,0,0.1,64.2,0,64.3,14.6,20.3,0,0,0,0.2,0.1,0.3,,
NLA06608-2715,1,PROB_Lake,Target_Sampled,58.37250932,5837.250932,58.37250932,0,2.16,0,0.239,0.244,0.023,0,0,0,0,0,0,0,0.421,53.492,0,0,0,0,1.326,0.194,0,0,0,0,0.264,0,0,0,0,58.363,3.7,0,3.7,0.4,0.4,0,0,0.8,0,0,0,0,0,0.7,91.6,0,2.3,2.3,0.3,0.5,0.8,,
NLA06608-2726,1,PROB_Lake,Target_Sampled,0.885842453,88.5842453,0.885842453,0,0.401,0,0,0,0,0,0.015,0,0,0.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882,45.3,0,45.3,0,0,0,0,0,1.7,0,52.6,0,52.6,0,0,0,0,0,0,0,0,,
NLA06608-2740,1,PROB_Lake,Target_Sampled,106.8753248,10687.53248,106.8753248,0,11.54,0,3.578,0.439,0.024,0,0.006,0,0.783,0.03,0,0,0,78.822,0,0,0,0.734,10.567,0.254,0,0,0,0,0.09,0,0,0,0,106.867,10.8,0,10.8,3.3,0.4,0,0,3.7,0,0.7,0,0,0.7,0,73.8,0.7,9.9,10.6,0.2,0.1,0.3,,
NLA06608-2753,1,PROB_Lake,Target_Sampled,2.495128678,249.5128678,2.495128678,0,0.521,0,0.328,0.386,0.128,0.024,0,0,0,0.608,0,0,0.092,0.29,0,0,0,0,0.108,0,0,0,0,0,0.013,0,0,0,0,2.498,20.9,0,20.9,13.1,15.5,5.1,1,34.7,0,0,24.4,0,24.4,3.7,11.6,0,4.3,4.3,0,0.5,0.5,,
NLA06608-2759,1,PROB_Lake,Target_Sampled,10877.16784,1087716.784,10877.16784,0,10.631,0,48.593,12.492,4.93,0.828,0.797,0,595.068,1071.195,1.238,0,8285.136,782.503,0,0,0,32.485,30.732,0.487,0,0,0,0,0,0,0,0,0,10877.115,0.1,0,0.1,0.4,0.1,0,0,0.5,0,5.5,9.8,0,15.3,76.2,7.2,0.3,0.3,0.6,0,0,0,,
NLA06608-2776,1,PROB_Lake,Target_Sampled,1.24058263,124.058263,1.24058263,0,0.105,0,0.059,0.067,0,0,0,0,0.118,0.006,0,0,0,0.362,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,1.243,8.5,0,8.5,4.8,5.4,0,0,10.2,0,9.5,0.5,0,10,0,29.2,42.4,0,42.4,0,0,0,,
NLA06608-2779,1,PROB_Lake,Target_Sampled,114.024943,11402.4943,114.024943,0,3.551,0,7.195,1.717,0.201,0.022,0,0,17.47,0.185,0,0,0.154,0.115,0,0,0,4.06,74.845,2.729,0,0,0,0,1.786,0,0,0,0,114.03,3.1,0,3.1,6.3,1.5,0.2,0,8,0,15.3,0.2,0,15.5,0.1,0.1,3.6,65.6,69.2,2.4,1.6,4,,
NLA06608-2797,1,PROB_Lake,Target_Sampled,885.1482757,88514.82757,885.1482757,0,0.276,0,0.687,0.018,0,0,0.085,0,0.8,590.657,0.691,0,275.33,8.169,0,0,0,6.527,0,0.363,0,0,0,0,1.518,0,0,0,0,885.121,0,0,0,0.1,0,0,0,0.1,0,0.1,66.7,0.1,66.9,31.1,0.9,0.7,0,0.7,0,0.2,0.2,,
NLA06608-2800,1,PROB_Lake,Target_Sampled,12.47628387,1247.628387,12.47628387,0,5.153,0,0,0,0,0,0.269,0,0,0,0,0,0.938,5.784,0,0,0,0,0.01,0.169,0,0,0,0,0.154,0,0,0,0,12.477,41.3,0,41.3,0,0,0,0,0,2.2,0,0,0,0,7.5,46.4,0,0.1,0.1,1.4,1.2,2.6,,
NLA06608-2801,1,PROB_Lake,Target_Sampled,735.7145323,73571.45323,735.7145323,0,0.638,0,10.706,0.14,0,0,0.012,0,5.387,49.374,0.127,0,477.02,74.201,0,0,0,13.744,103.985,0.292,0,0,0,0,0.072,0,0,0,0,735.698,0.1,0,0.1,1.5,0,0,0,1.5,0,0.7,6.7,0,7.4,64.8,10.1,1.9,14.1,16,0,0,0,,
NLA06608-2807,1,PROB_Lake,Target_Sampled,64401.04031,6440104.031,64401.04031,0,432.961,0,2021.772,394.358,99.43,56.167,106.306,0,1867.407,2760.241,41.251,0,16182.283,19767.922,0,0,0,486.48,19890.68,192.183,0,0,0,0,101.436,0,0,0,0,64400.877,0.7,0,0.7,3.1,0.6,0.2,0.1,4,0.2,2.9,4.3,0.1,7.3,25.1,30.7,0.8,30.9,31.7,0.3,0.2,0.5,,
NLA06608-2823,1,PROB_Lake,Target_Sampled,104.7495721,10474.95721,104.7495721,0,7.243,0,2.718,0.328,0.02,0.006,0.069,0,4.569,48.319,7.96,0,23.958,0.172,0,0,0,0.227,0.67,8.445,0,0,0,0,0.05,0,0,0,0,104.754,6.9,0,6.9,2.6,0.3,0,0,2.9,0.1,4.4,46.1,7.6,58.1,22.9,0.2,0.2,0.6,0.8,8.1,0,8.1,,
NLA06608-2824,1,PROB_Lake,Target_Sampled,1261.131625,126113.1625,1261.131625,0,9.697,0,9.398,0.467,0.005,0,2.186,0,5.009,0.158,0.313,0,0.005,1122.206,0,0,0,8.114,28.398,17.867,0,0,0,0,57.294,0,0,0,0,1261.117,0.8,0,0.8,0.7,0,0,0,0.7,0.2,0.4,0,0,0.4,0,89,0.6,2.3,2.9,1.4,4.5,5.9,,
