SITE_ID,YEAR,VISIT_NO,DATE_PROFILE,SAMPLED_PROFILE,DEPTH,METALIMNION,TEMP_FIELD,DO_FIELD,PH_FIELD,COND_FIELD,FLAG_PROFILE,COMMENT_PROFILE
NLA06608-1668,2007,1,7/17/2007,YES,1,,29,8.8,9.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,2,,28.5,9,9.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,3,,28.3,8.4,9.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,4,,27.9,7.9,9.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,5,,27.9,7.1,8.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,6,,27.4,3.5,7.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,7,,27.1,2.6,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,8,T,26.7,0.2,7.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,9,B,24.7,0.1,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,10,,23.5,0.1,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,11,,22.2,0.1,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,12,,21.1,0.1,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,13,,20.2,0.1,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1668,2007,1,7/17/2007,YES,13.5,,19.7,0,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1672,2007,1,9/5/2007,YES,0,,27.4,8.2,8.2,353,,
NLA06608-1672,2007,1,9/5/2007,YES,0.3,,27.3,8.1,8.3,353,,
NLA06608-1672,2007,1,9/5/2007,YES,0.5,,27.3,8.1,8.2,353,,
NLA06608-1672,2007,1,9/5/2007,YES,0.9,,27.2,7.8,8.2,351,,
NLA06608-1674,2007,1,7/27/2007,YES,0,,23.2,7.4,8.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,1,,23.1,7.3,8.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,2,,21.6,7.3,8.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,3,,21.3,7,8.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,4,T,21.2,6.9,8.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,5,,18.2,5.5,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,6,,14.6,3,8.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,7,B,12.4,2.6,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,8,,11.1,2.5,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1674,2007,1,7/27/2007,YES,8.5,,11,2.4,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1675,2007,1,7/23/2007,YES,0,,19.5,6.5,8.1,1424,,
NLA06608-1675,2007,1,7/23/2007,YES,1,,19.5,6.5,8.2,1424,,
NLA06608-1675,2007,1,7/23/2007,YES,2,,19.5,6.5,8.2,1426,,
NLA06608-1675,2007,1,7/23/2007,YES,3,,19.5,6.4,8.2,1427,,
NLA06608-1675,2007,1,7/23/2007,YES,4,,19.4,5.5,8.1,1431,,
NLA06608-1675,2007,1,7/23/2007,YES,5,,19.3,5.1,8.1,1434,,
NLA06608-1675,2007,1,7/23/2007,YES,6,,19.1,3.6,8,1440,,
NLA06608-1675,2007,1,7/23/2007,YES,6.4,,19.1,2.9,7.9,1440,,
NLA06608-1679,2007,1,7/15/2007,YES,0,,24.2,7.6,7.8,337,,
NLA06608-1679,2007,1,7/15/2007,YES,1,,23.3,7.5,7.9,335,,
NLA06608-1679,2007,1,7/15/2007,YES,2,,22.3,6.6,7.8,337,,
NLA06608-1679,2007,1,7/15/2007,YES,3,T,21.9,6.3,7.8,338,,
NLA06608-1679,2007,1,7/15/2007,YES,4,,16.7,4.6,7.5,416,,
NLA06608-1679,2007,1,7/15/2007,YES,5,B,12.7,1.2,7.3,437,,
NLA06608-1679,2007,1,7/15/2007,YES,6,,10.1,0.4,7,504,,
NLA06608-1684,2007,1,6/27/2007,YES,0,,25.8,7.7,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,1,,25.8,7.8,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,2,,25.7,7.8,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,3,,25.5,6.3,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,4,,25,3.5,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,5,,24.6,1.5,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,6,T,24,0.2,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,7,,21.5,0.2,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,8,,17.7,0.1,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,1,6/27/2007,YES,9,B,15.3,0.1,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,0,,26.4,5.7,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,1,,26.4,5.7,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,2,,26.4,5.7,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,3,,26.4,5.7,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,4,,26.4,5.7,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,5,,26.4,5.7,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,6,,26.3,5.2,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,7,T,24.5,0.1,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,8,,20.8,0.1,7.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,9,,18.2,0.1,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1684,2007,2,8/21/2007,YES,9.5,B,17.1,0.1,6.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1687,2007,1,7/9/2007,YES,0,,26.7,7.8,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1687,2007,1,7/9/2007,YES,0.5,,26.3,7.7,8.5,,S,CONDUCTIVITY CHANGED (64.1) PER RICH HANSEN 7/12/2007
NLA06608-1687,2007,1,7/9/2007,YES,1,,24.9,7.8,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1687,2007,1,7/9/2007,YES,2,,24.1,7,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1687,2007,1,7/9/2007,YES,3,,24,6.9,8.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1690,2007,1,9/10/2007,YES,0,,21.4,7.8,7.6,211,,
NLA06608-1690,2007,1,9/10/2007,YES,1,,21.4,8.1,7.9,210,,
NLA06608-1690,2007,1,9/10/2007,YES,2,,21.4,8.1,7.9,210,,
NLA06608-1690,2007,1,9/10/2007,YES,3,,21.4,8.1,7.9,210,,
NLA06608-1690,2007,1,9/10/2007,YES,4,T,18.5,6.8,7.7,239,,
NLA06608-1690,2007,1,9/10/2007,YES,5,,15.2,0.8,7.5,244,,
NLA06608-1690,2007,1,9/10/2007,YES,6,,12.3,0.6,7.5,244,,
NLA06608-1690,2007,1,9/10/2007,YES,7,,10.7,0.5,7.4,244,,
NLA06608-1690,2007,1,9/10/2007,YES,8,B,9.7,0.3,7.4,244,,
NLA06608-1690,2007,1,9/10/2007,YES,9,,9,0.3,7.3,246,,
NLA06608-1690,2007,1,9/10/2007,YES,10,,8.2,0.2,7.2,261,,
NLA06608-1690,2007,1,9/10/2007,YES,10.4,,7.9,0.2,7.1,273,,
NLA06608-1695,2007,1,9/6/2007,YES,0,,11.9,7.1,7.1,6,,
NLA06608-1695,2007,1,9/6/2007,YES,1,,11.9,6.9,6.9,6,,
NLA06608-1695,2007,1,9/6/2007,YES,2,,11.3,6.9,6.8,6,,
NLA06608-1695,2007,1,9/6/2007,YES,3,,10.8,6.8,6.6,5,,
NLA06608-1695,2007,1,9/6/2007,YES,4,,10.6,6.8,6.5,5,,
NLA06608-1695,2007,1,9/6/2007,YES,5,,10.5,6.7,6.5,5,,
NLA06608-1695,2007,1,9/6/2007,YES,6,,10.4,6.6,6.5,5,,
NLA06608-1695,2007,1,9/6/2007,YES,7,,10.4,6.6,6.4,5,,
NLA06608-1695,2007,1,9/6/2007,YES,7.5,,10.4,6.6,6.4,5,,
NLA06608-1703,2007,1,8/28/2007,YES,0,,22.4,7.3,8.5,1722,,
NLA06608-1703,2007,1,8/28/2007,YES,0.5,,22.4,7.4,8.4,1722,,
NLA06608-1703,2007,1,8/28/2007,YES,1,,22.4,7.3,8.4,1722,,
NLA06608-1703,2007,1,8/28/2007,YES,1.5,,22.4,7.3,8.5,1722,,
NLA06608-1703,2007,1,8/28/2007,YES,2,,22.4,7.3,8.5,1722,,
NLA06608-1704,2007,1,9/5/2007,YES,0,,27.6,7.6,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,1,,27.6,7.6,8.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,2,,27.6,7.6,8.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,2.5,,27.2,3.6,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,3,,26.9,3.3,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,3.5,,26.7,2,7.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,4,,26.5,0.3,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1704,2007,1,9/5/2007,YES,4.5,,25.8,0.3,7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1706,2007,1,9/17/2007,YES,0,,18.2,10.4,8.3,481,,
NLA06608-1706,2007,1,9/17/2007,YES,1,,17.6,10.8,8.4,481,,
NLA06608-1706,2007,1,9/17/2007,YES,2,,17.2,9.8,8.4,488,,
NLA06608-1706,2007,1,9/17/2007,YES,3,,17.1,9.9,8.4,487,,
NLA06608-1707,2007,1,7/22/2007,YES,0,,24.8,8.6,7.9,372,,
NLA06608-1707,2007,1,7/22/2007,YES,1,,24.7,8.5,7.9,372,,
NLA06608-1707,2007,1,7/22/2007,YES,2,,24.5,8.5,7.9,372,,
NLA06608-1707,2007,1,7/22/2007,YES,3,,24.4,8.5,7.9,373,,
NLA06608-1707,2007,1,7/22/2007,YES,4,,24.2,8.1,7.8,375,,
NLA06608-1707,2007,1,7/22/2007,YES,5,T,23.9,8.1,7.8,376,,
NLA06608-1707,2007,1,7/22/2007,YES,6,,20,10,7.6,388,,
NLA06608-1707,2007,1,7/22/2007,YES,7,,14.3,7.8,7.5,403,,
NLA06608-1707,2007,1,7/22/2007,YES,8,,11.5,7.4,7.5,403,,
NLA06608-1707,2007,1,7/22/2007,YES,9,B,10.3,7.4,7.5,403,,
NLA06608-1707,2007,1,7/22/2007,YES,10,,9.4,6.8,7.4,405,,
NLA06608-1707,2007,1,7/22/2007,YES,11,,8.6,5.7,7.4,407,,
NLA06608-1707,2007,1,7/22/2007,YES,12,,8.3,5.2,7.4,407,,
NLA06608-1707,2007,1,7/22/2007,YES,13,,7.9,3.5,7.3,410,,
NLA06608-1707,2007,1,7/22/2007,YES,14,,7.7,3.2,7.2,410,,
NLA06608-1707,2007,1,7/22/2007,YES,15,,7.6,2.9,7.2,411,,
NLA06608-1707,2007,1,7/22/2007,YES,16,,7.5,1.4,7.2,415,,
NLA06608-1707,2007,1,7/22/2007,YES,17,,7.4,0.8,7.2,419,,
NLA06608-1707,2007,1,7/22/2007,YES,18,,7.2,0.3,7.1,430,,
NLA06608-1707,2007,1,7/22/2007,YES,19,,7.1,0.3,7.1,458,,
NLA06608-1711,2007,1,9/4/2007,YES,0,,28.43,7.08,7.13,40,,
NLA06608-1711,2007,1,9/4/2007,YES,1,,27.4,7.23,7.1,40,,
NLA06608-1711,2007,1,9/4/2007,YES,2,,27.13,7.18,7.05,40,,
NLA06608-1711,2007,1,9/4/2007,YES,3,T,26.91,6.95,6.9,40,,
NLA06608-1711,2007,1,9/4/2007,YES,4,,25.07,0.59,5.94,37,,
NLA06608-1711,2007,1,9/4/2007,YES,5,,20.23,0.3,5.75,33,,
NLA06608-1711,2007,1,9/4/2007,YES,6,B,16.37,0.08,5.96,78,,
NLA06608-1715,2007,1,9/6/2007,YES,0,,27.2,7.7,7.9,646.7,,
NLA06608-1715,2007,1,9/6/2007,YES,1,,27.2,7.7,7.9,464.4,,
NLA06608-1715,2007,1,9/6/2007,YES,2,T,24.3,5.2,7.6,852,,
NLA06608-1715,2007,1,9/6/2007,YES,3,B,24,3.1,7.5,902.4,,
NLA06608-1715,2007,1,9/6/2007,YES,3.2,,24,2.7,7.4,901.6,,
NLA06608-1717,2007,1,9/25/2007,YES,0,,23,8.8,7.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,1,,22.9,8.9,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,2,,22.8,8.9,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,3,,22.8,8.9,7.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,4,,22.8,8.9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,5,,22.8,9.1,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,6,,22.7,8.9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,7,,22.7,8.8,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,8,,22.7,8.9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,9,,22.7,8.8,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,10,,22.7,8.9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,11,,22.7,8.9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,12,,22.7,9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,13,,22.7,9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,14,,22.7,9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,15,,22.7,9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,16,,22.6,9,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,17,T,22.5,8.1,7.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,18,B,21.5,4.8,6.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,19,,21,4.4,6.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,20,,20.3,4.7,6.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,21,,19.9,4.5,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,23,,18.6,5.4,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,25,,17.9,5.9,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,27,,17.4,6.5,6.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,29,,16.9,6.3,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,31,,16.4,6.5,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,33,,16.2,6.1,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,35,,15.9,4.4,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,37,,15.7,4.6,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,39,,15.4,5,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,41,,15.2,5.7,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,43,,15.1,4.8,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,45,,14.9,5,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,47,,14.7,4.2,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,49,,14.6,2.8,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1717,2007,1,9/25/2007,YES,51,,14.6,1.8,6.4,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1719,2007,1,6/18/2007,YES,0,,21.6,5.9,9.1,1636,,
NLA06608-1719,2007,1,6/18/2007,YES,1.4,,21.7,5.6,9.1,1637,,
NLA06608-1723,2007,1,6/20/2007,YES,0,,20.1,7.7,9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1723,2007,1,6/20/2007,YES,1,,19.8,7.7,9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1723,2007,1,6/20/2007,YES,2,,18.7,8.1,9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1723,2007,1,6/20/2007,YES,3,,18.4,8.1,9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1723,2007,1,6/20/2007,YES,4,,17.3,5.1,8.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1724,2007,1,8/7/2007,YES,0,,33.4,14,8.8,650.5,,
NLA06608-1724,2007,1,8/7/2007,YES,1,T,31.7,16.8,8.7,624.2,,
NLA06608-1724,2007,1,8/7/2007,YES,2,,28,7.3,7.8,610.8,,
NLA06608-1724,2007,1,8/7/2007,YES,3,,25.3,2.5,7.2,604,,
NLA06608-1724,2007,1,8/7/2007,YES,4,,20.4,1.1,6.5,578.8,,
NLA06608-1724,2007,1,8/7/2007,YES,5,,14.6,0.7,6.6,534.4,,
NLA06608-1724,2007,1,8/7/2007,YES,6,,11,0.5,6,494.8,,
NLA06608-1724,2007,1,8/7/2007,YES,7,,9.4,0.3,5.1,484.7,,
NLA06608-1724,2007,1,8/7/2007,YES,8,,8.6,0,,478.1,K,pH DATA NOT COLLECTED OR INVALID
NLA06608-1724,2007,1,8/7/2007,YES,9,,8.4,0,,481.8,K,pH DATA NOT COLLECTED OR INVALID
NLA06608-1733,2007,1,7/12/2007,YES,0,,30.1,7.1,8.7,346,,
NLA06608-1733,2007,1,7/12/2007,YES,0.5,,30,7,8.7,346,,
NLA06608-1733,2007,1,7/12/2007,YES,1,,30,6.8,8.7,346,,
NLA06608-1733,2007,1,7/12/2007,YES,1.5,,29.9,6.2,8.7,347,,
NLA06608-1733,2007,1,7/12/2007,YES,1.7,,29.9,6.1,8.7,347,,
NLA06608-1735,2007,1,9/11/2007,"NOT DONE, GEAR FAILURE",,,,,,,K,PROFILE NOT COLLECTED (METER FAILURE)
NLA06608-1736,2007,1,8/1/2007,YES,0,,27.9,7.9,10,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1736,2007,1,8/1/2007,YES,0.5,,27.8,7.7,10,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1736,2007,1,8/1/2007,YES,1,,27.3,7.5,10,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1736,2007,1,8/1/2007,YES,1.5,,27.2,7.1,9.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1736,2007,1,8/1/2007,YES,2,,27.1,6.9,9.9,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1736,2007,1,8/1/2007,YES,2.5,,27,6.3,9.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1736,2007,1,8/1/2007,YES,3,,27,5.8,9.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-1739,2007,1,7/20/2007,YES,0,,16.9,7.4,7.6,37,,
NLA06608-1739,2007,1,7/20/2007,YES,1,,16.9,7.5,7.7,37,,
NLA06608-1739,2007,1,7/20/2007,YES,2,,16.8,7.5,7.7,37,,
NLA06608-1739,2007,1,7/20/2007,YES,3,,16.8,7.6,7.7,37,,
NLA06608-1739,2007,1,7/20/2007,YES,4,T,15.8,7.6,7.6,37,,
NLA06608-1739,2007,1,7/20/2007,YES,5,B,15.3,7.4,7.5,37,,
NLA06608-1739,2007,1,7/20/2007,YES,6,,14.6,7.5,7.4,37,,
NLA06608-1739,2007,1,7/20/2007,YES,7,,13.9,7.4,7.3,38,,
NLA06608-1739,2007,1,7/20/2007,YES,8,,14.6,7.4,7.3,37,,
NLA06608-1739,2007,1,7/20/2007,YES,9,T,12.6,7.4,7.2,38,,
NLA06608-1739,2007,1,7/20/2007,YES,10,B,11.7,7.1,7.2,40,,
NLA06608-1739,2007,1,7/20/2007,YES,11,T,10.2,7,7,44,,
NLA06608-1739,2007,1,7/20/2007,YES,12,,9.2,7,7,46,,
NLA06608-1739,2007,1,7/20/2007,YES,13,,7.7,6.9,6.9,51,,
NLA06608-1739,2007,1,7/20/2007,YES,14,B,7.9,6.9,6.9,50,,
NLA06608-1739,2007,1,7/20/2007,YES,15,,7.6,6.8,6.9,51,,
NLA06608-1739,2007,1,7/20/2007,YES,16,,7.2,6.8,6.9,52,,
NLA06608-1739,2007,1,7/20/2007,YES,17,,7.1,6.7,6.9,53,,
NLA06608-1739,2007,1,7/20/2007,YES,18,,7.1,6.7,6.9,54,,
NLA06608-1739,2007,1,7/20/2007,YES,19,,7,6.5,6.9,54,,
NLA06608-1739,2007,1,7/20/2007,YES,20,,6.9,6.3,6.9,55,,
NLA06608-1739,2007,1,7/20/2007,YES,22,,6.8,6.2,6.8,55,,
NLA06608-1739,2007,1,7/20/2007,YES,24,,6.6,5.8,6.8,56,,
NLA06608-1739,2007,1,7/20/2007,YES,26,,6.6,5.8,6.8,56,,
NLA06608-1739,2007,1,7/20/2007,YES,28,,6.6,5.7,6.8,56,,
NLA06608-1739,2007,1,7/20/2007,YES,30,,6.5,5.6,6.8,57,,
NLA06608-1739,2007,1,7/20/2007,YES,32,,6.5,5.4,6.8,59,,
NLA06608-1739,2007,1,7/20/2007,YES,34,,6.5,4.7,6.8,58,,
NLA06608-1739,2007,1,7/20/2007,YES,35.5,,6.5,4.5,6.8,59,,
NLA06608-1740,2007,1,8/10/2007,YES,0,,30.2,6.6,8.6,195.3,,
NLA06608-1740,2007,1,8/10/2007,YES,1,,30.2,6.6,8.6,195.3,,
NLA06608-1740,2007,1,8/10/2007,YES,2,,29.9,5,8.1,195.4,,
NLA06608-1740,2007,1,8/10/2007,YES,2.5,,29.5,3.4,8,197.2,,
NLA06608-1740,2007,1,8/10/2007,YES,3,,29.3,2.4,7.8,198.1,,
NLA06608-1740,2007,1,8/10/2007,YES,3.5,T,28.6,0.9,7.6,198.3,,
NLA06608-1740,2007,1,8/10/2007,YES,4,,25.8,0.2,7.4,208,,
NLA06608-1740,2007,1,8/10/2007,YES,5,B,21.2,0.2,7.2,234.5,,
NLA06608-1741,2007,1,7/9/2007,YES,0,,27.8,16.7,9.7,217,,
NLA06608-1741,2007,1,7/9/2007,YES,0.5,,27.2,15.7,9.6,212,,
NLA06608-1741,2007,1,7/9/2007,YES,1,,26.9,14,9.5,210,,
NLA06608-1742,2007,1,7/18/2007,YES,0,,22.3,8.91,6.95,,"K,F1",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. F1=BATTERY LOW
NLA06608-1742,2007,1,7/18/2007,YES,1,,22.5,8.89,6.74,,"K,F1",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. F1=BATTERY LOW
