SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,AREA_HA,SAMPLED_ASSESS,DATE_ASSESS,RES_RESIDENCES,RES_LAWNS,RES_CONSTRUCTION,RES_PIPES,RES_DUMPING,RES_ROADS,RES_BRIDGES,RES_SEWAGE,RES_STRING,REC_TRAILS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_MARINAS,REC_TRASH,REC_FILMS,REC_STRING,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,AGR_STRING,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,IND_STRING,MAN_LIMING,MAN_TREATMENT,MAN_ANGLING,MAN_DRINKING_WATER,MAN_MACROPHYTE,MAN_LEVEL_FLUCTUATIONS,MAN_FISH_STOCKING,MAN_STRING,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,FLIGHT_HAZARDS,MBOAT_DENSITY,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,RCH_FOREST,RCH_GRASS,RCH_SHRUB,RCH_WETLAND,RCH_BARE_GROUND,RCH_AGRICULTURE,RCH_SHOREMODS,RCH_DEVELOPMENT,MACRY_FLOAT,MACRY_SUBMERGED,MACRY_DENSITY,PRISTINE,APPEALING,BIOTIC_INTEGRITY,TROPHIC_STATE,RECREATIONAL_VALUE,GENERAL_ASSESSMENT,WILDLIFE,VISUAL_ASSESSMENT,ALGAL_ABUNDANCE,NUTRIENT_SOURCES,TROPHIC_OTHER,CONDITIONS,OBSERVATIONS,FLAG_ASSESS,COMMENT_ASSESS,PHOTOGRAPHS
NLA06608-2657,1,PROB_Lake,Target_Sampled,30.03507929,YES,9/13/2007,M,H,M,,,L,,,MHML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,DRAINAGE,NONE,NO,RESTRICTED,FAIR,NO,,0-05,25-75,05-25,0-05,0-05,0-05,0-05,25-75,0-05,0-05,MODERATE,2,2,FAIR,HYPEREUTROPHIC,FAIR,SHALLOW CLEAR LAKE.,"1 SMALL ALLIGATOR, MANY WADING BIRDS, 1 DEAD BASS, MANY SMALL LIVING FISHING.",BOTTOM COVERED IN ALGAE,,HOME OWNER MENTIONED A SPRAY FIELD NEAR BY,,HOMEOWNER ASSOCIATION,"VERY SHALLOW LAKE, CANAL BETWEEN TWO MAJOR SECTIONS SUPER SHALLOW.",,,Y
NLA06608-2663,1,PROB_Lake,Target_Sampled,30.01367711,YES,7/10/2007,L,L,,M,,L,L,,LLMLL,,,,L,,,,L,M,M,M,,,,M,MMMM,,,L,,,,,,L,,,M,,,,M,MM,7,1,12,1,6,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,FAIR,NO,,0-05,25-75,25-75,0-05,0-05,0-05,0-05,0-05,05-25,75-100,HIGH,3,4,GOOD,EUTROPHIC,EXCELLENT,"LOTS OF FISH (BASS, GAR, SUNFISH, CATFISH, MADTOM). ARTIFICIAL LAKES ORIGINALLY BUILT FOR IRRIGATION, NOW RESORT","FISH, TURTLES, ROSEATE SPOONBILL, IBIS, CORMORANT, EGRET, HAWK, CRAYFISH","WATER GREEN, NOT TURBID","NOSTIC BALLS, FILAMENTOUS GREEN--BOTH ABUNDANT",NPS RUNOFF,"STOCKED, POSSIBLY FERTILIZED",PRIVATE FISHING LAKE,"PRIVATE RESORT, FISHING, ELECTRIC MOTORS, NO SWIMMING ALLOWED.",,,Y
NLA06608-2673,1,PROB_Lake,Target_Sampled,12.72532084,YES,9/18/2007,,,,,,,,,,M,,L,,,,,LM,,,,,,,,,,,,,,,,,,,,,,,,L,L,0,4,0,0,1,DRAINAGE,NONE,NO,BANNED,GOOD,YES,2,75-100,25-75,25-75,05-25,25-75,,,,05-25,25-75,HIGH,3,4,GOOD,MESOTROPHIC,GOOD,"HIGH ALTITUDE LAKE IN STRAWBERRY WILDERNESS AREA, WELL PROTECTED, PRIMITIVE CAMPING ONLY.","WATERFOWL, HAWK, CHIPMUNKS. FISH SEEN MOST LIKELY STOCKED.","CLEAR WATER, VISIBILITY ALMOST TO BOTTOM.",LOTS OF ALGAL MATS AND MACROPHYTES.,"WILDLIFE, CAMPERS, FISH STOCKING, CATTLE.",,"CONDITIONS ARE GOOD, WATER DOWN APPROXIMATELY 2M. LOCAL CONTACT WOULD BE THE RANGER STATION IN PRAIRIE CITY.","FISH WERE OBSERVED, MACROPHYTES MAY INHIBIT SWIMMING.",,,Y
NLA06608-2685,1,PROB_Lake,Target_Sampled,26.35005455,YES,9/14/2007,L,,,,,L,,,LL,M,M,L,,,L,,MLML,,,,,,,M,M,,,,,,,,,,,,H,,,H,H,HHH,2,8,3,0,15,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,FAIR,YES,6,25-75,05-25,0-05,0-05,05-25,0-05,05-25,0-05,0-05,0-05,ABSENT,4,4,GOOD,MESOTROPHIC,EXCELLENT,"THIS LAKE IS IN GOOD CONDITION, CONSIDERING THE ANGLING AND CAMPING PRESSURE, THE ROAD ACCESS AND THE ENHANCEMENT BY THE DAM","OSPREY, COLLEGE STUDENTS, CHIPMUNKS, MOOSE, FISH",THERMOCLINE MODERATE SECCHI,"LOW, SINGLE CELL, FEW COLONIES",NATURAL,,"LOW WATER, COLD, WINDY",NO BOAT RAMP. CAMPGROUND NEAR LAKE. TOO COLD FOR SWIMMING.,,,Y
NLA06608-2696,1,PROB_Lake,Target_Sampled,427.1517693,YES,7/26/2007,M,M,L,L,L,M,L,L,LLLMLMML,H,H,L,L,M,M,L,LMHLLHM,L,L,L,L,L,L,L,LLLLLLL,L,L,L,L,L,L,L,L,LLLLLLLL,L,L,L,L,L,L,L,LLLLLLL,14,19,7,8,7,RESERVOIR,ARTIFICIAL,NO,BANNED,FAIR,NO,,0-05,25-75,0-05,0-05,0-05,0-05,05-25,75-100,0-05,0-05,SPARSE,1,4,POOR,EUTROPHIC,GOOD,"HIGHLY URBAN LAKE, 40% OF SHORELINE ARE RESIDENTIAL LAWNS. 50% OF SHORE FRONT URBAN PARK.",VERY LITTLE WILDLIFE OBSERVED. MOSTLY WATER FOWL.,,,,,,MARINA HOUSED SEVERAL ROW BOATS AND SMALL SAIL BOATS.,,,N
NLA06608-2704,1,PROB_Lake,Target_Sampled,22.66604723,YES,9/11/2007,,M,,L,,M,,,MLM,L,M,L,,,L,,MLLL,,L,,,,,,L,,,,,,,,,,,,M,,,,,M,7,6,1,0,3,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,YES,1,25-75,05-25,05-25,0-05,05-25,0-05,05-25,0-05,0-05,0-05,MODERATE,3,4,GOOD,MESOTROPHIC,GOOD,,"TURKEY, BLUE HERON, DEER, SNAKE, TURTLES, FISH, FROGS","WATER NOT PARTICULARLY GREEN, TURBID FROM RAIN",SPARSE ALGAL PRESENCE,NATURAL RUNOFF,,LAKE WITHIN THE BLAKC KETTLE AND MCCLELLAN CREEK NATIONAL GRASSLANDS--CONTACT DISTRICT RANGER,LAKE HIGHER THAN NORMAL AND TURBID DUE TO RECENT RAINFALL,,,N
NLA06608-2708,1,PROB_Lake,Target_Sampled,10.88328185,YES,8/8/2007,L,L,,,,L,,,LLL,,,,,,,L,L,L,,,,,,,L,,,,,,,,,,,L,,,,,,L,3,1,1,0,1,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,FAIR,NO,,75-100,05-25,75-100,,05-25,,05-25,05-25,0-05,05-25,SPARSE,4,4,GOOD,MESOTROPHIC,GOOD,SMALL LAKE WITH A FEW RESIDENCES AND FAIRLY CLEAR WATER.,"GREAT BLUE HERON, DUCKS, BLUEGILL, BASS, SONG BIRDS, SPIDERS.",WATER WAS QUITE CLEAR AND DENSE TREES SURROUND LAKE.,"MODERATE ALGAE BASED ON CHLA FILTER, SOME SCUM NEAR RAMP.",RESIDENCES. RUNOFF FROM SURROUNDING LAND.,,LOCAL CONTACT REPORTED LAKE IS TREATED PERIODICALLY,DID NOT SEE ANY SWIMMERS OR MOTORBOATS ON THE LAKE. DOCKED BOATS HAD ELECTRIC MOTORS (AS DID WE) SO MOTOR BOATS MAY BE RESTRICTED.,,DID NOT SEE ANY FISHING TAKE PLACE.,Y
NLA06608-2714,1,PROB_Lake,Target_Sampled,30.29946393,YES,8/11/2007,,,,,,,,,,,L,L,,,L,,LLL,,L,L,,,,H,LLH,,,,,,,,,,,,M,,,M,M,MMM,0,3,7,0,9,RESERVOIR,ARTIFICIAL,NO,LOW,UNSWIMMABLE,YES,1.5,0-05,0-05,0-05,0-05,75-100,0-05,05-25,0-05,0-05,75-100,HIGH,2,3,FAIR,MESOTROPHIC,GOOD,"RESERVOIR USED FOR IRRIGATION AND FISHING. FISHING PERMITS OBTAINED AT HARDWARE STORE IN NEWCASTLE, WY","WATERFOWL, SHOREBIRDS, SONGBIRDS, MINK, TWO LARGE SNAPPING TURTLES, ONE LARGE DEAD TIGER MUSKY, SEVERAL YOUNG SMALLMOUTH BASS.","CLEAR, GREEN TINT TO WATER, MUCKY BANKS","GREEN ALGAE, CELLULAR AND CHARA","LIVESTOCK, WATERFOWL",,,IMPROVED BOAT LAUNCH WAS COMPLETELY OUT OF THE WATER DUE TO LOW WATER CONDITIONS. TIGER MUSKY STOCKED IN THIS RESERVOIR.,,SEARCH LAK RESERVOIR ON GOOGLE.COM TO GET DETAILED CONTACT INFORMATION,Y
NLA06608-2715,1,PROB_Lake,Target_Sampled,296.7030372,YES,8/17/2007,L,,,,,L,L,,LLL,L,,,,,L,,LL,M,M,H,,,,H,MHMH,,,,,,,,,,,,,,,,M,M,3,2,16,0,3,RESERVOIR,ARTIFICIAL,NO,RESTRICTED,UNSWIMMABLE,YES,0.5,25-75,05-25,25-75,05-25,25-75,0-05,0-05,0-05,05-25,25-75,MODERATE,2,4,GOOD,MESOTROPHIC,GOOD,"TURBID, RELATIVELY SHALLOW RESERVOIR, NO BOAT LAUNCH, BALD EAGLE PRESERVE.","BALD EAGLES, HAWKS (BUTED), BLUE HERON, CORMORANTS, SHORE BIRDS, MINK, RACCOON, DEER, COYOTES, MERGANSERS, TEEL, MALLARDS, PELICANS.","TURBID, SECCHI DISK EQUALS 0.5 METERS.",SOME FA (GREEN),"LIVESTOCK, WATERFOWL.",,NATIONAL WILDLIFE REFUGE,"ACESS ON EAST SIDE, JUST PAST SPILLWAY. NO SWIMMING ALLOWED, NO GAS MOTORS, ONLY ELECTRIC MOTORS.",,THIS RESERVOIR HAS RECENTLY HAD AN INCREASE IN WATER LEVEL ELEVATION. SEVERAL COTTONWOOD AND WILLOW SAPLINGS ARE IN 0.1 TO 0.5 M OF WATER.,N
NLA06608-2726,1,PROB_Lake,Target_Sampled,40.86697904,YES,9/12/2007,L,L,,,,M,,L,LLML,M,M,L,L,L,M,,LMLLMM,,,,,,,,,,,,,L,,,,L,,,M,,,L,M,MML,6,12,0,1,7,SEEPAGE,NONE,NO,BANNED,GOOD,YES,0.5,75-100,05-25,05-25,,25-75,,05-25,05-25,0-05,25-75,MODERATE,3,3,GOOD,MESOTROPHIC,EXCELLENT,"GOOD CLARITY, MACROPHYTES MODERATE, HEAVILY FORESTED, DISTURBANCES INCLUDE TRASH, RESORT/CABINS, CAMPGROUNDS AND TRAILS, NO MOTORS ALLOWED","OSPREY, HERON, GULLS, STICKLEBACK, TROUT",6M SECCHI,"SMALL MATS, JUST BELOW SURFACE, ALSO ON MACROPHYTES","RESORT, CAMPGROUNDS WITH PIT AND FLUSH TOILETS, BOATS AND TRAILS.",,A FISHERMAN SAID ODFW AND THE RESORT WERE CONTEMPLATING ROTENONE TO KILL THE STICKLEBACK (CREATING AN ALGAL PROBLEM?),APPROXIMATELY 5 OTHER BOATS (ROWING--MOTORS NOT ALLOWED) AND ALL WERE FISHING.,,WE USED AN ELECTRIC MOTOR AFTER ASKING USFS PERSONNEL FOR PERMISSION.,Y
NLA06608-2740,1,PROB_Lake,Target_Sampled,1117.854691,YES,8/14/2007,L,,,,,L,,,LL,,,M,,,,,M,L,,,,,,,L,,,,,,,,,,,,,,,M,,M,2,3,1,0,3,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,NO,,0-05,25-75,25-75,,25-75,05-25,0-05,05-25,,,ABSENT,4,4,GOOD,EUTROPHIC,EXCELLENT,"HOUSES ALONG PART OF SHORELINE, AS WELL AS SOME HAYFIELDS, BUT MOST OF THE SHORELINE IS NATURAL.","BLUE HERON, SEAGULLS, FISH, BALD EAGLE.",WATER IS A PALE GREEN.,NONE OBSERVED,HAYFIELDS,,BOAT RAMPS PROVIDE EASY ACCESS. NO PERMISSION REQUIRED. PUBLIC ACCESS.,"EASY ACCESS, VERY DEEP WATER. GOOD FOR BIG BOATS AND SWIMMING.",,,N
NLA06608-2753,1,PROB_Lake,Target_Sampled,49.64517909,YES,8/30/2007,M,L,,,,M,,,LMM,H,L,,,,,,LH,,,,,,,,,,,,,,,,,,,,M,,,,,M,7,6,0,0,3,SEEPAGE,NONE,NO,BANNED,GOOD,YES,0.3,25-75,05-25,25-75,05-25,25-75,0-05,05-25,25-75,0-05,05-25,SPARSE,3,4,GOOD,MESOTROPHIC,EXCELLENT,"NO INVASIVES FOUND, FEW RESIDENCES WITH LAWNS, HALF OF THE SHORELINE IS UNMODIFIED. GOOD HABITAT FOR BIRDS.","OSPREY, SEAGULLS, DUCKS, DEER, CORMORANTS, CANADA GEESE, FISH","GOOD WATER CLARITY, MANY SUBMERGENTS",NONE OBSERVED,"HOMES, BIRDS, WATERFOWL, PARK",,CITY OFFICIALS ASKED FOR DO INFORMATION--SAID THE LAKE HAS AN AERATOR.,"FISHING, SWIMMING, PARK ON SHORE HAS ROPED OFF SWIMMING AREA. KAYAKING.",,LAKE HAS AERATOR HALFWAY UP SHORELINE ON EAST BANK.,Y
NLA06608-2759,1,PROB_Lake,Target_Sampled,20.87527421,YES,8/30/2007,M,H,L,L,,L,L,,LLHLML,,L,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,RESERVOIR,ARTIFICIAL,YES,BANNED,GOOD,YES,0.3,25-75,75-100,25-75,0-05,0-05,0-05,0-05,05-25,0-05,0-05,SPARSE,3,4,GOOD,MESOTROPHIC,EXCELLENT,RESERVOIR IS ESSENTIALLY A DAMMED PORTION OF THE LLANO RIVER IN TOWN. BOTTOM IS MAINLY LIMESTONE BEDROCK AND SOME SAND AND GRAVEL.,"GREAT BLUE HERON, TURTLES, FISH, TURKEY VULTURES, SEVERAL BIRD SPECIES (SMALL)",WATER CLARITY WAS GOOD,LITTLE TO NO ALGAE PRESENT,POSSIBLE SOURCES FROM LAWN FERTILIZERS,,HIGH WATER LEVEL CONDITIONS,"BOATING IS BANNED ON LAKE, SO NONE WAS OBSERVED. DAY WAS STORMY, SO SAW NO ONE USING THE LAKE FOR FISHING, ECT. ONE FAMILY WAS WADING ON DAM WITH DOGS.",,"THE DAM IS A FAIRLY HIGH (78') DROP AND WITH WATER LEVELS HIGH, HAD GENEROUS AMOUNT OF WATER GOING OVER. BOATING IS PROBABLY BANNED DUE TO THIS HIGH DAM DROP OFF.",Y
NLA06608-2776,1,PROB_Lake,Target_Sampled,11.96904565,YES,10/16/2007,M,L,,,,L,,,LML,,,,,,,,,,L,L,,,,,LL,,,,,,,,,,,,,,,,,,5,0,2,0,0,RESERVOIR,NONE,NO,LOW,GOOD,YES,1,0-05,75-100,05-25,0-05,05-25,25-75,05-25,0-05,0-05,25-75,SPARSE,3,4,FAIR,EUTROPHIC,FAIR,CHARA DOMINANT. LIMITED FISH COVER. NUMEROUS SMALL FISH OBSERVED IN SHALLOW AREAS.,"GREAT EGRETS, TURTLES, COOTS, DUCKS, REDEAR SUNFISH, BLUEGILL SUNFISH",ABUNDANT PHYTOPLANKTON AND ZOOPLANKTON,"CHARA WAS DOMINANT, SPARSE FILAMENTOUS ALGAE","CATTLE, POSSIBLE SEPTIC SYSTEM SOURCES.",,,"EVIDENCE OF PAST BOAT USE (OLD BOATS, BOAT HOUSE, DOCKS). SMALL BOATS FOR DUCK HUNTING BLIND ACCESS. FISHING, SWIMMING, BOATING LIMITED IN RECENT PAST DUE TO THICK CHARA GROWTH",,SUMMER 2006 DROUGHT CAUSED LAKE TO GO ALMOST COMPLETELY DRY. PRIOR TO THIS TIME THE CHARA SPECIES WAS SO THICK IT WAS DIFFICULT TO USE THE LAKE. THE LAKE LEVEL WAS DOWN APPROXIMATELY 15 FT. EXTENSIVE RAINS DURING SPRING AND SUMMER 2007 REFILLED THE LAKE.,Y
NLA06608-2779,1,PROB_Lake,Target_Sampled,119.5818466,YES,7/18/2007,M,M,L,L,,L,,,LMLML,,,,,L,L,L,LLL,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,0,0,DRAINAGE,NONE,NO,HIGH,FAIR,NO,,05-25,25-75,0-05,05-25,0-05,0-05,25-75,25-75,05-25,75-100,HIGH,2,3,FAIR,EUTROPHIC,FAIR,PARTLY CLOUDY AND WINDY DAY.  MINIMAL BOAT TRAFFIC OBSERVED BUT HIGH POTENTIAL.,"HERON, TURTLE, SWAN, GEESE, SONG BIRDS, FISH.",GENERALLY APPEALING WATER GREEN TO BROWN COLOR.,ALGAL MATS AROUND SOME SEA WALLS.,"SEPTIC, LAWNS.",,PARTLY CLOUDY/SUNNY AND WINDY.  NO LOCALS CONTACTED.,PRIMARILY FISHING AND BOATING LAKE SHALLOW WITHING 10 FEET OF SHORE.,,LAKE SHAPE AND FETCH APPEAR TO MAGNIFY WAVE EFFECTS OF BOAT TRAFFIC.  SEA WALLS AROUND MAJORITY OF LAKE ADD TO WAVE ACTION EFFECTS.  LAKE WELL DEVELOPED.  SOME WETLAND AREAS REMAIN.,Y
NLA06608-2797,1,PROB_Lake,Target_Sampled,23.50017177,YES,6/28/2007,,,,,,,,,,,,L,,,,,L,,,,,,,,,,,,,,,,,,,,,,,H,,H,0,1,0,0,5,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,YES,24,,05-25,0-05,,75-100,,05-25,,05-25,75-100,HIGH,2,3,FAIR,MESOTROPHIC,,NOT MUCH WILDLIFE SEEN AND PLANT ASSEMBLAGES ARE SPARSE & NOT DIVERSE. INVASIVES ARE ESTABLISHED.,"CRAYFISH, CRANE, FISH, DRAGONFLY","BROWN WATER, NOT UNAPPEALING BUT...",NOT MUCH ALGAL MATTER,CAMPGROUND,,"NO CONTACTS MADE, THIS IS A FEE AREA.","ACCESSIBILITY IS GOOD TO BOTH LAKE & CAMPGROUND, WE SAW NO BOATERS, BUT SOME PEOPLE FISHING AND CAMPING. NO HEALTH CONCERNS APPARENT.",,"THIS IS A RATHER UNREMARKABLE HOLE OF WATER. WHEN FULL ARM OF THE RESERVOIR GOES UP INTO A CANYON, GIVING SOME SCENIC OPPORTUNITIES. FISH ARE STOCKED HERE ACCORDING TO AN AVAILABLE BROCHURE.",Y
NLA06608-2800,1,PROB_Lake,Target_Sampled,617.4970922,YES,9/25/2007,,,,,,,,,,,L,L,,,,,LL,,,L,,,,H,LH,,,,,,,,,,,,,,,,,,0,2,6,0,0,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,YES,5,,,,,75-100,,,,,,ABSENT,2,3,FAIR,MESOTROPHIC,GOOD,MOST DISTURBANCE IS FROM WATER LEVEL FLUCTUATIONS. RESERVOIR BUILT TO SUPPLY IRRIGATION WATER.,"ANTELOPE, SEAGULLS, LOONS.",,NONE/VERY LITTLE PRESENT.,RUNOFF FROM RANGE LAND.,,,FISHING ACCESS SITE AND CAMPGROUND. LAKE HOLDS RAINBOW TROUT AND NORTHERN PIKE; RAINBOWS ARE STOCKED.,,,N
NLA06608-2801,1,PROB_Lake,Target_Sampled,50.19379983,YES,8/1/2007,,L,,,,L,,,LL,L,L,L,,,L,,LLLL,,,L,,,,L,LL,,,,,,,,,,,,L,,,M,,LM,2,4,2,0,4,RESERVOIR,ARTIFICIAL,NO,LOW,FAIR,YES,3,,05-25,25-75,,25-75,,0-05,,0-05,0-05,SPARSE,2,3,FAIR,MESOTROPHIC,GOOD,LAKE WATER WAS MURKY AND BLUE GREEN. LAKE BED MOSTLY MUCK.,"DEER, RABBITS, GEESE, PELICAN, GREAT BLUE HERON",,LOTS OF PLANKTONIC ALGAE MAKING LAKE GREEN,HOMES AND LIVESTOCK,,,"MANY WATERSKIERS AND SWIMMERS, FEW ANGLERS",,,Y
NLA06608-2807,1,PROB_Lake,Target_Sampled,5764.756134,YES,8/13/2007,H,H,M,H,M,M,M,L,MMMHHHML,M,H,H,M,M,L,L,LMHHMML,L,L,L,L,L,L,L,LLLLLLL,,M,M,,,,,,MM,L,M,M,L,L,H,L,MLLHLLM,28,21,7,6,15,RESERVOIR,ARTIFICIAL,NO,HIGH,FAIR,YES,15,05-25,05-25,25-75,0-05,25-75,0-05,05-25,25-75,0-05,05-25,SPARSE,2,3,FAIR,EUTROPHIC,FAIR,GOLDEN ALGAE PROBLEM ON LAKE WHITNEY; NUMEROUS HIGH BLUFFS AROUND LAKE.,BIRDS,,NA,"SEPTICS, SOME SEWAGE",,,ACCESSIBLE TO BOATERS. NUMEROUS BOATS OBSERVED DURING VISIT.,,,N
NLA06608-2823,1,PROB_Lake,Target_Sampled,652.3208452,YES,9/5/2007,H,M,,L,,,L,,LMLH,H,M,,,,M,L,LMHM,,,,,,,,,,,,,,,,,,,,H,,,,,H,10,12,0,0,5,RESERVOIR,ARTIFICIAL,NO,HIGH,FAIR,NO,,25-75,05-25,25-75,0-05,05-25,0-05,05-25,25-75,05-25,05-25,MODERATE,3,4,GOOD,MESOTROPHIC,EXCELLENT,MANY RESIDENCES ALONG SHORELINE WITH MANICURED LAWNS AND LITTER IS MODERATELY ABUNDANT,"EGRETS, LARGEMOUTH BASS, BLUEGILL, DUCKS.",LOW-MODERATE MACROPHYTE GROWTH,FILAMENTOUS GREEN ALGAE,"LAWNS, PARK, INLETS THROUGH AGRICULTURE",U V,"MOSTLY CLOUDY, CALM WATER, APPROXIMATELY 90°F. CONTACT KISATCHI NATIONAL FOREST HEADQUARTERS.","EASILY ACCESSIBLE RESERVOIR WITH MANY OPTIONS FOR FISHING, SWIMMING, ECT. THROUGHWAYS WILL MAPPED THROUGH INUNDATED TREES.",,,
NLA06608-2824,1,PROB_Lake,Target_Sampled,50.5622725,YES,8/13/2007,M,M,,,,M,,,MMM,,,L,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,RESERVOIR,ARTIFICIAL,NO,LOW,GOOD,NO,,0-05,25-75,05-25,,0-05,,0-05,25-75,,,ABSENT,4,5,GOOD,EUTROPHIC,EXCELLENT,NOT A LOT OF WILDLIFE. MANY RESIDENCES AROUND THE LAKE.,"GEESE, DOGS, FISH.",SOME AQUATIC VEGETATION ALONG SHORELINE.,NONE OBSERVED,MAINTAINED LAWNS.,,WATER IS FAIRLY CLEAR. PUBLIC LAKE NO PERMISSION REQUIRED.,VERY EASY ACCESS. CEMENT RAMP WITH SMALL DOCK ALONGSIDE. BEACHES FOR EASY SWIMMING ACCESS.,,,N
NLA06608-2831,1,PROB_Lake,Target_Sampled,11384.34074,YES,8/1/2007,M,M,M,L,L,H,M,L,MMLMLMHL,,M,,L,M,L,,MMLL,M,,,,M,,L,MML,L,,,L,,,,,LL,,,,,,M,,M,20,8,7,2,3,RESERVOIR,ARTIFICIAL,YES,HIGH,FAIR,YES,2,0-05,05-25,05-25,0-05,0-05,05-25,25-75,25-75,0-05,05-25,SPARSE,3,3,GOOD,EUTROPHIC,GOOD,HEAVY NUTRIENT LOADING FROM UPSTREAM SOURCES.,"BLUE HERON, KINGFISHER, WOODDUCKS","VERY GREEN, LOW SECCHI VISIBILITY",PLANKTONIC,"GA, NON POINT RUN OFF",,,"CRAPPIE CAPITAL OF AL, HEAVY RECREATIONAL USE (FISHING). NOT MUCH SWIMMING OR SKIING.",,,N
NLA06608-2833,1,PROB_Lake,Target_Sampled,76.65251592,YES,8/15/2007,L,L,,,,M,,,LLM,L,M,,,,,,ML,,,,,,,,,,,,,,,,,,,,L,,,,,L,5,4,0,0,1,DRAINAGE,ARTIFICIAL,NO,HIGH,FAIR,YES,0.3,05-25,05-25,25-75,25-75,0-05,0-05,05-25,05-25,0-05,25-75,MODERATE,3,4,FAIR,EUTROPHIC,GOOD,CURLY LEAF PONDWEED AND EURASIAN MILFOIL ARE PRESENT (ABUNDANT IN PLACES) HIGH MOTOR BOAT USAGE.,"OSPREY, DUCKS, SMALL BIRDS, GEESE",SUBMERGENT MACROPHYTES ABUNDANT ALONG SHORELINE,"GREEN, STRINGY ALGAE CONNECTED TO WOOD","RESIDENCES, LAWNS, DUCKS",,"FISHERMAN SAID HE CAUGHT CRAPPY, WAS TRYING FOR BASS.","BOATING, FISHING, SWIMMING. SOME SUMMER HOMES ON LAKE.",,CEMENT DAM AT NORTH SHORE OF LAKE CONTROLS OVERFLOW.,Y
NLA06608-2874,1,PROB_Lake,Target_Sampled,1485.759315,YES,9/26/2007,L,,,,,L,,,LL,,,L,L,L,,,LLL,,,L,,,,,L,,,,,,L,,,L,,,,,,,,,2,3,1,1,0,RESERVOIR,ARTIFICIAL,YES,LOW,GOOD,NO,,25-75,,,,,0-05,0-05,05-25,05-25,0-05,SPARSE,4,5,EXCELLENT,MESOTROPHIC,EXCELLENT,LAKE HAS LITTLE DISTURBANCE NOTED. PASS THROUGH RESERVOIR WITH LITTLE DEVELOPMENT.,"BIGHORN SHEEP, MULE DEER, WATER FOWL.",FEW NUTRIENT SOURCES OTHER THAN UPSTREAM.,PHYTOPLANKTON DOMINATED,"MERIWETHER FIRE BURNT 45,000 ACRES IN WATERSHED THIS SUMMER.",,,POPULAR FISHING AND BOATING RESERVOIR.,,,N
NLA06608-2881,1,PROB_Lake,Target_Sampled,1335.841549,YES,9/21/2007,M,L,,,,,,,LM,,L,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,DRAINAGE,NONE,NO,LOW,GOOD,YES,0.5,75-100,,,,,,05-25,05-25,0-05,0-05,SPARSE,4,5,GOOD,OLIGOTROPHIC,EXCELLENT,VERY CLEAN LAKE WITH MODERATE DEVELOPMENT. MAJORITY OF SHORELINE STILL INTACT. VERY HEALTHY LAKE.,,,SPARSE,SEPTICS,,,ABUNDANT RECREATIONAL USE.,,,N
