SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_OE5,INDXSAMP_OE5,OE5,FLAG_OE5,COMMENT_OE5,SAMPLED_ZOOP,SAMPLED_PHYT,WSA_ECO3,AREA_HA,SAMPLED_PHAB,SHORT_ID
NLA06608-0984,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.558546,X,Incomplete zooplankton data-- O/E value likely invalid,YES (1 SAMPLE ONLY),YES,PLNLOW,10.4368743,YES,L0980
NLA06608-0986,1,PROB_Lake,Target_Sampled,YES,YES,0.881639,,,YES,YES,PLNLOW,82.0562952,YES,L0982
NLA06608-0987,1,PROB_Lake,Target_Sampled,YES,YES,0.916377,,,YES,YES,PLNLOW,14.28954542,YES,L0983
NLA06608-0989,1,PROB_Lake,Target_Sampled,YES,YES,1.000882,,,YES,YES,EHIGH,34.29099043,YES,L0985
NLA06608-0990,1,PROB_Lake,Target_Sampled,YES,YES,1.063603,,,YES,YES,PLNLOW,144.047068,YES,L0986
NLA06608-0993,1,PROB_Lake,Target_Sampled,YES,YES,0.646316,,,YES,YES,EHIGH,60.23463907,YES,L0988
NLA06608-0994,1,PROB_Lake,Target_Sampled,YES,YES,0.878079,,,YES,YES,EHIGH,300.8289036,YES,L0989
NLA06608-0996,1,PROB_Lake,Target_Sampled,YES,YES,0.635175,,,YES,YES,PLNLOW,13.2226546,YES,L0990
NLA06608-0997,1,PROB_Lake,Target_Sampled,YES,YES,1.303709,,,YES,YES,EHIGH,38.45795475,YES,L0991
NLA06608-1001,1,PROB_Lake,Target_Sampled,YES,YES,1.050329,,,YES,YES,PLNLOW,11.08993164,YES,L0995
NLA06608-1002,1,PROB_Lake,Target_Sampled,YES,YES,0.249539,,,YES,YES,PLNLOW,6.359552292,YES,L0996
NLA06608-1003,1,PROB_Lake,Target_Sampled,YES,YES,1.02152,,,YES,YES,PLNLOW,81.73774892,YES,L0997
NLA06608-1005,1,PROB_Lake,Target_Sampled,YES,YES,1.107176,,,YES,YES,EHIGH,6.576122886,YES,L0999
NLA06608-1006,1,PROB_Lake,Target_Sampled,YES,YES,0.649154,,,YES,YES,PLNLOW,230.4899332,YES,L1000
NLA06608-1007,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.233077,X,No phytoplankton data-- O/E value likely invalid,YES,SAMPLE LOST,PLNLOW,126.5766874,YES,L1001
NLA06608-1008,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.563817,X,Incomplete zooplankton data-- O/E value likely invalid,YES (1 SAMPLE ONLY),YES,PLNLOW,148.2739359,YES,L1002
NLA06608-1010,1,PROB_Lake,Target_Sampled,YES,YES,0.877429,,,YES,YES,EHIGH,382.3324525,YES,L1004
NLA06608-1012,1,PROB_Lake,Target_Sampled,YES,YES,0.494377,,,YES,YES,PLNLOW,10.6494952,YES,L1006
NLA06608-1014,1,PROB_Lake,Target_Sampled,YES,YES,0.796862,,,YES,YES,PLNLOW,120.0881001,YES,L1008
NLA06608-1015,1,PROB_Lake,Target_Sampled,YES,YES,0.817755,,,YES,YES,PLNLOW,362.6213352,YES,L1009
NLA06608-1016,1,PROB_Lake,Target_Sampled,YES,YES,1.140476,,,YES,YES,PLNLOW,27.20978936,YES,L1010
NLA06608-1018,1,PROB_Lake,Target_Sampled,YES,YES,1.171015,,,YES,YES,PLNLOW,42.06096149,YES,L1012
NLA06608-1022,1,PROB_Lake,Target_Sampled,YES,YES,0.473085,,,YES,YES,PLNLOW,14.08277712,YES,L1015
NLA06608-1024,1,PROB_Lake,Target_Sampled,YES,YES,0.796691,,,YES,YES,PLNLOW,4.715496925,YES,L1017
NLA06608-1034,1,PROB_Lake,Target_Sampled,YES,YES,0.878103,,,YES,YES,PLNLOW,11.22238884,YES,L1026
NLA06608-1035,1,PROB_Lake,Target_Sampled,YES,YES,0.826244,,,YES,YES,PLNLOW,92.81495307,YES,L1027
NLA06608-1036,1,PROB_Lake,Target_Sampled,YES,YES,0.960458,,,YES,YES,PLNLOW,11.84427077,YES,L1028
NLA06608-1037,1,PROB_Lake,Target_Sampled,YES,YES,0.873749,,,YES,YES,PLNLOW,216.2564885,YES,L1029
NLA06608-1038,1,PROB_Lake,Target_Sampled,YES,YES,1.209254,,,YES,YES,PLNLOW,75.18450914,YES,L1030
NLA06608-1039,1,PROB_Lake,Target_Sampled,YES,YES,0.311989,,,YES,YES,EHIGH,16.80078816,YES,L1031
NLA06608-1041,1,PROB_Lake,Target_Sampled,YES,YES,0.47285,,,YES,YES,WMTNS,75.18739617,YES,L1033
NLA06608-1044,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,16819.29547,NOT DONE,
NLA06608-1045,1,PROB_Lake,Target_Sampled,YES,YES,0.710186,,,YES,YES,EHIGH,4564.910063,YES,L1036
NLA06608-1047,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,45650.68995,NOT DONE,
NLA06608-1052,1,PROB_Lake,Target_Sampled,YES,YES,1.071702,,,YES,YES,PLNLOW,1977.978547,YES,L1042
NLA06608-1055,1,PROB_Lake,Target_Sampled,YES,YES,0.379629,,,YES,YES,EHIGH,10.3230291,YES,L1045
NLA06608-1056,1,PROB_Lake,Target_Sampled,YES,YES,0.731559,,,YES,YES,EHIGH,114.9874631,YES,L1046
NLA06608-1057,1,PROB_Lake,Target_Sampled,YES,YES,0.674091,,,YES,YES,WMTNS,1816.322738,YES,L1047
NLA06608-1058,1,PROB_Lake,Target_Sampled,YES,YES,1.01023,,,YES,YES,WMTNS,477.1466455,YES,L1048
NLA06608-1059,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,53988.61144,NOT DONE,
NLA06608-1060,1,PROB_Lake,Target_Sampled,YES,YES,0.637254,,,YES,YES,PLNLOW,5.154350123,YES,L1050
NLA06608-1060,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,5.154350123,YES,
NLA06608-1070,1,PROB_Lake,Target_Sampled,YES,YES,0.724335,,,YES,YES,PLNLOW,256.2104237,YES,L1058
NLA06608-1073,1,PROB_Lake,Target_Sampled,YES,YES,0.78779,,,YES,YES,WMTNS,24.3012032,YES,L1061
NLA06608-1075,1,PROB_Lake,Target_Sampled,YES,YES,1.093656,,,YES,YES,PLNLOW,22.97503083,YES,L1062
NLA06608-1083,1,PROB_Lake,Target_Sampled,YES,YES,0.523731,,,YES,YES,PLNLOW,284.4633033,YES,L1069
NLA06608-1086,1,PROB_Lake,Target_Sampled,YES,YES,0.397817,,,YES,YES,PLNLOW,44.4142637,YES,L1071
NLA06608-1087,1,PROB_Lake,Target_Sampled,YES,YES,0.551229,,,YES,YES,EHIGH,4.393146145,YES,L1072
NLA06608-1089,1,PROB_Lake,Target_Sampled,YES,YES,0.911734,,,YES,YES,WMTNS,604.0886892,YES,L1074
NLA06608-1091,1,PROB_Lake,Target_Sampled,YES,YES,0.405334,,,YES,YES,PLNLOW,1623.508654,YES,L1076
NLA06608-1096,1,PROB_Lake,Target_Sampled,YES,YES,0.774142,,,YES,YES,PLNLOW,58.97621997,YES,L1080
NLA06608-1100,1,PROB_Lake,Target_Sampled,YES,YES,0.485757,,,YES,YES,PLNLOW,55.86729628,YES,L1084
NLA06608-1101,1,PROB_Lake,Target_Sampled,YES,YES,0.364329,,,YES,YES,EHIGH,128.792843,YES,L1085
NLA06608-1102,1,PROB_Lake,Target_Sampled,YES,YES,0.967831,,,YES,YES,PLNLOW,11.79561821,YES,L1086
NLA06608-1103,1,PROB_Lake,Target_Sampled,YES,YES,0.96623,,,YES,YES,PLNLOW,367.9788005,YES,L1087
NLA06608-1107,1,PROB_Lake,Target_Sampled,YES,YES,0.332384,,,YES,YES,PLNLOW,58.99780354,YES,L1091
NLA06608-1108,1,PROB_Lake,Target_Sampled,YES,YES,0.711488,,,YES,YES,PLNLOW,363.2721174,YES,L1092
NLA06608-1108,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,363.2721174,YES,
NLA06608-1111,1,PROB_Lake,Target_Sampled,YES,YES,0.808863,,,YES,YES,PLNLOW,34.05381208,YES,L1096
NLA06608-1113,1,PROB_Lake,Target_Sampled,YES,YES,0.628259,,,YES,YES,EHIGH,1558.997979,YES,L1097
NLA06608-1114,1,PROB_Lake,Target_Sampled,YES,YES,1.028991,,,YES,YES,PLNLOW,25.56557379,YES,L1098
NLA06608-1115,1,PROB_Lake,Target_Sampled,YES,YES,1.046007,,,YES,YES,PLNLOW,37.63786499,YES,L1099
NLA06608-1119,1,PROB_Lake,Target_Sampled,YES,YES,1.143022,,,YES,YES,WMTNS,49.90333868,YES,L1102
NLA06608-1120,1,PROB_Lake,Target_Sampled,YES,YES,0.992776,,,YES,YES,EHIGH,658.9323227,YES,L1103
NLA06608-1122,1,PROB_Lake,Target_Sampled,YES,YES,0.322886,,,YES,YES,EHIGH,4.350063844,YES,L1104
NLA06608-1124,1,PROB_Lake,Target_Sampled,YES,YES,0.558573,,,YES,YES,PLNLOW,122.3773218,YES,L1106
NLA06608-1125,1,PROB_Lake,Target_Sampled,YES,YES,1.362661,,,YES,YES,EHIGH,68.80830546,YES,L1107
NLA06608-1129,1,PROB_Lake,Target_Sampled,YES,YES,0.84495,,,YES,YES,WMTNS,118.4056521,YES,L1110
NLA06608-1130,1,PROB_Lake,Target_Sampled,YES,YES,0.866369,,,YES,YES,PLNLOW,177.5011901,YES,L1111
NLA06608-1131,1,PROB_Lake,Target_Sampled,YES,YES,1.277713,,,YES,YES,PLNLOW,240.7806756,YES,L1112
NLA06608-1134,1,PROB_Lake,Target_Sampled,YES,YES,0.991303,,,YES,YES,PLNLOW,742.958126,YES,L1114
NLA06608-1141,1,PROB_Lake,Target_Sampled,YES,YES,0.534187,,,YES,YES,WMTNS,92.16201307,YES,L1119
NLA06608-1143,1,PROB_Lake,Target_Sampled,YES,YES,1.087083,,,YES,YES,PLNLOW,5.087277279,YES,L1121
NLA06608-1145,1,PROB_Lake,Target_Sampled,YES,YES,0.326745,,,YES,YES,EHIGH,63.19604563,YES,L1123
NLA06608-1147,1,PROB_Lake,Target_Sampled,YES,YES,0.503012,,,YES,YES,PLNLOW,57.84714087,YES,L1125
NLA06608-1148,1,PROB_Lake,Target_Sampled,YES,YES,0.860069,,,YES,YES,PLNLOW,201.9526692,YES,L1126
NLA06608-1150,1,PROB_Lake,Target_Sampled,YES,YES,1.049243,,,YES,YES,PLNLOW,44.46394202,YES,L1128
NLA06608-1151,1,PROB_Lake,Target_Sampled,YES,YES,0.828311,,,YES,YES,WMTNS,56.84569267,YES,L1129
NLA06608-1153,1,PROB_Lake,Target_Sampled,YES,YES,1.113792,,,YES,YES,WMTNS,2792.637856,YES,L1131
NLA06608-1155,1,PROB_Lake,Target_Sampled,YES,YES,0.508278,,,YES,YES,PLNLOW,12.91522027,YES,L1133
NLA06608-1162,1,PROB_Lake,Target_Sampled,YES,YES,0.90739,,,YES,YES,PLNLOW,105.5832754,YES,L1139
NLA06608-1163,1,PROB_Lake,Target_Sampled,YES,YES,1.039445,,,YES,YES,PLNLOW,16.74537897,YES,L1140
NLA06608-1164,1,PROB_Lake,Target_Sampled,YES,YES,1.085283,,,YES,YES,PLNLOW,147.7387512,YES,L1141
NLA06608-1166,1,PROB_Lake,Target_Sampled,YES,YES,0.599281,,,YES,YES,PLNLOW,35.88047142,YES,L1143
NLA06608-1167,1,PROB_Lake,Target_Sampled,YES,YES,1.022556,,,YES,YES,PLNLOW,232.8622654,YES,L1144
NLA06608-1170,1,PROB_Lake,Target_Sampled,YES,YES,1.298796,,,YES,YES,WMTNS,143.8261351,YES,L1147
NLA06608-1172,1,PROB_Lake,Target_Sampled,YES,YES,0.696156,,,YES,YES,EHIGH,6.315548975,YES,L1148
NLA06608-1174,1,PROB_Lake,Target_Sampled,YES,YES,1.289155,,,YES,YES,EHIGH,272.7759227,YES,L1149
NLA06608-1175,1,PROB_Lake,Target_Sampled,YES,YES,0.981904,,,YES,YES,PLNLOW,428.3024256,YES,L1150
NLA06608-1177,1,PROB_Lake,Target_Sampled,YES,YES,0.541317,,,YES,YES,PLNLOW,17.33483744,YES,L1152
NLA06608-1179,1,PROB_Lake,Target_Sampled,YES,YES,1.04707,,,YES,YES,PLNLOW,34.78292943,YES,L1154
NLA06608-1181,1,PROB_Lake,Target_Sampled,YES,YES,0.944203,,,YES,YES,EHIGH,20.75538846,YES,L1156
NLA06608-1183,1,PROB_Lake,Target_Sampled,YES,YES,0.860759,,,YES,YES,WMTNS,10.95893361,YES,L1158
NLA06608-1185,1,PROB_Lake,Target_Sampled,YES,YES,0.412683,,,YES,YES,PLNLOW,276.8084358,YES,L1160
NLA06608-1189,1,PROB_Lake,Target_Sampled,YES,YES,1.179499,,,YES,YES,EHIGH,30.35309538,YES,L1163
NLA06608-1190,1,PROB_Lake,Target_Sampled,YES,YES,0.690774,,,YES,YES,WMTNS,3230.277164,YES,L1164
NLA06608-1191,1,PROB_Lake,Target_Sampled,YES,YES,0.513015,,,YES,YES,PLNLOW,63.03037904,YES,L1165
NLA06608-1195,1,PROB_Lake,Target_Sampled,YES,YES,1.013836,,,YES,YES,PLNLOW,129.117075,YES,L1167
NLA06608-1198,1,PROB_Lake,Target_Sampled,YES,YES,0.990914,,,YES,YES,PLNLOW,34.53984756,YES,L1169
NLA06608-1199,1,PROB_Lake,Target_Sampled,YES,YES,0.910559,,,YES,YES,PLNLOW,72.75154288,YES,L1170
NLA06608-1204,1,PROB_Lake,Target_Sampled,YES,YES,1.213195,,,YES,YES,EHIGH,2506.867396,YES,L1174
NLA06608-1206,1,PROB_Lake,Target_Sampled,YES,YES,1.189687,,,YES,YES,PLNLOW,11.82276917,YES,L1176
NLA06608-1207,1,PROB_Lake,Target_Sampled,YES,YES,1.169773,,,YES,YES,PLNLOW,26.13304762,YES,L1177
NLA06608-1208,1,PROB_Lake,Target_Sampled,YES,YES,0.651735,,,YES,YES,PLNLOW,12.85293825,YES,L1178
NLA06608-1208,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,12.85293825,YES,
NLA06608-1209,1,PROB_Lake,Target_Sampled,YES,YES,1.124487,,,YES,YES,EHIGH,208.6935041,YES,L1180
NLA06608-1210,1,PROB_Lake,Target_Sampled,YES,YES,0.543807,,,YES,YES,PLNLOW,52.4948738,YES,L1181
NLA06608-1217,1,PROB_Lake,Target_Sampled,YES,YES,0.191286,,,YES,YES,WMTNS,194.5544583,YES,L1188
NLA06608-1219,1,PROB_Lake,Target_Sampled,YES,YES,0.5394,,,YES,YES,PLNLOW,143.1940326,YES,L1190
NLA06608-1220,1,PROB_Lake,Target_Sampled,YES,YES,1.292188,,,YES,YES,PLNLOW,56.72361018,YES,L1191
NLA06608-1222,1,PROB_Lake,Target_Sampled,"YES, PARTIAL",YES,0.474702,X,No zooplankton data-- O/E value likely invalid,SAMPLE LOST,YES,PLNLOW,18.44599889,YES,L1193
NLA06608-1223,1,PROB_Lake,Target_Sampled,YES,YES,0.607702,,,YES,YES,PLNLOW,15.06310307,YES,L1194
NLA06608-1224,1,PROB_Lake,Target_Sampled,YES,YES,0.563916,,,YES,YES,PLNLOW,69.98056695,YES,L1195
NLA06608-1227,1,PROB_Lake,Target_Sampled,YES,YES,0.682936,,,YES,YES,PLNLOW,12.74231305,YES,L1198
NLA06608-1232,1,PROB_Lake,Target_Sampled,YES,YES,0.798017,,,YES,YES,PLNLOW,13.64715444,YES,L1202
NLA06608-1236,1,PROB_Lake,Target_Sampled,YES,YES,0.604787,,,YES,YES,WMTNS,18.493556,YES,L1203
NLA06608-1238,1,PROB_Lake,Target_Sampled,YES,YES,1.005077,,,YES,YES,EHIGH,537.0270384,YES,L1205
NLA06608-1239,1,PROB_Lake,Target_Sampled,YES,YES,0.57311,,,YES,YES,PLNLOW,72.68044022,YES,L1206
NLA06608-1240,1,PROB_Lake,Target_Sampled,YES,YES,1.252974,,,YES,YES,PLNLOW,38.13388497,YES,L1207
NLA06608-1241,1,PROB_Lake,Target_Sampled,YES,YES,0.930104,,,YES,YES,EHIGH,280.5817178,YES,L1208
NLA06608-1242,1,PROB_Lake,Target_Sampled,YES,YES,0.382791,,,YES,YES,PLNLOW,21.19364392,YES,L1209
NLA06608-1243,1,PROB_Lake,Target_Sampled,YES,YES,1.222119,,,YES,YES,PLNLOW,86.2795263,YES,L1210
NLA06608-1244,1,PROB_Lake,Target_Sampled,YES,YES,1.379658,,,YES,YES,PLNLOW,158.8522664,YES,L1211
NLA06608-1245,1,PROB_Lake,Target_Sampled,YES,YES,0.711665,,,YES,YES,PLNLOW,382.939341,YES,L1212
NLA06608-1255,1,PROB_Lake,Target_Sampled,YES,YES,1.117378,,,YES,YES,PLNLOW,45.73686697,YES,L1220
NLA06608-1256,1,PROB_Lake,Target_Sampled,YES,YES,1.068485,,,YES,YES,PLNLOW,16.10221722,YES,L1221
NLA06608-1258,1,PROB_Lake,Target_Sampled,YES,YES,1.013332,,,YES,YES,PLNLOW,30.02134791,YES,L1222
NLA06608-1259,1,PROB_Lake,Target_Sampled,YES,YES,1.131733,,,YES,YES,WMTNS,16.54052497,YES,L1223
NLA06608-1261,1,PROB_Lake,Target_Sampled,YES,YES,0.742245,,,YES,YES,WMTNS,276.2346208,YES,L1224
NLA06608-1262,1,PROB_Lake,Target_Sampled,YES,YES,0.971743,,,YES,YES,PLNLOW,252.3000582,YES,L1225
NLA06608-1263,1,PROB_Lake,Target_Sampled,YES,YES,0.724732,,,YES,YES,EHIGH,54.31485021,YES,L1226
NLA06608-1266,1,PROB_Lake,Target_Sampled,YES,YES,0.510844,,,YES,YES,WMTNS,13.75617846,YES,L1229
NLA06608-1268,1,PROB_Lake,Target_Sampled,YES,YES,0.562256,,,YES,YES,PLNLOW,50.17100905,YES,L1230
NLA06608-1269,1,PROB_Lake,Target_Sampled,YES,YES,0.826457,,,YES,YES,WMTNS,21.36912631,YES,L1231
NLA06608-1270,1,PROB_Lake,Target_Sampled,YES,YES,0.304731,,,YES,YES,WMTNS,74.834424,YES,L1232
NLA06608-1271,1,PROB_Lake,Target_Sampled,YES,YES,0.934415,,,YES,YES,PLNLOW,20.67346333,YES,L1233
NLA06608-1273,1,PROB_Lake,Target_Sampled,YES,YES,0.883542,,,YES,YES,EHIGH,32.68347138,YES,L1235
NLA06608-1274,1,PROB_Lake,Target_Sampled,YES,YES,1.000672,,,YES,YES,PLNLOW,53.7635467,YES,L1236
NLA06608-1278,1,PROB_Lake,Target_Sampled,NOT CALCULATED,YES,,K,OE5 not calculated,YES,YES,PLNLOW,19994.28201,YES,
NLA06608-1279,1,PROB_Lake,Target_Sampled,YES,YES,0.907905,,,YES,YES,WMTNS,14.46213324,YES,L1239
NLA06608-1281,1,PROB_Lake,Target_Sampled,YES,YES,1.175058,,,YES,YES,WMTNS,6.233209903,YES,L1241
NLA06608-1283,1,PROB_Lake,Target_Sampled,YES,YES,0.866126,,,YES,YES,PLNLOW,7.142349516,YES,L1242
NLA06608-1284,1,PROB_Lake,Target_Sampled,YES,YES,1.015874,,,YES,YES,WMTNS,6223.081149,NOT DONE,L1243
NLA06608-1288,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,10488.47613,NOT DONE,
NLA06608-1292,1,PROB_Lake,Target_Sampled,YES,YES,0.657778,,,YES,YES,PLNLOW,101.9459965,YES,L1249
NLA06608-1295,1,PROB_Lake,Target_Sampled,YES,YES,0.46994,,,YES,YES,WMTNS,11.19860906,YES,L1250
NLA06608-1297,1,PROB_Lake,Target_Sampled,YES,YES,0.589214,,,YES,YES,WMTNS,219.2839274,YES,L1252
NLA06608-1300,1,PROB_Lake,Target_Sampled,YES,YES,0.607011,,,YES,YES,PLNLOW,3550.868052,YES,L1254
NLA06608-1303,1,PROB_Lake,Target_Sampled,YES,YES,0.480899,,,YES,YES,PLNLOW,349.8161313,YES,L1257
NLA06608-1312,1,PROB_Lake,Target_Sampled,YES,YES,0.990571,,,YES,YES,EHIGH,20.53019727,YES,L1264
NLA06608-1316,1,PROB_Lake,Target_Sampled,YES,YES,0.717432,,,YES,YES,EHIGH,69.03387459,YES,L1266
NLA06608-1319,1,PROB_Lake,Target_Sampled,YES,YES,0.669005,,,YES,YES,PLNLOW,61.81026895,YES,L1268
NLA06608-1321,1,PROB_Lake,Target_Sampled,YES,YES,1.272555,,,YES,YES,WMTNS,471.7497226,YES,L1270
NLA06608-1323,1,PROB_Lake,Target_Sampled,YES,YES,1.053104,,,YES,YES,EHIGH,2322.224572,YES,L1271
NLA06608-1326,1,PROB_Lake,Target_Sampled,YES,YES,0.931315,,,YES,YES,PLNLOW,54.36982944,YES,L1274
NLA06608-1329,1,PROB_Lake,Target_Sampled,YES,YES,1.131139,,,YES,YES,WMTNS,148.1473824,YES,L1277
NLA06608-1332,1,PROB_Lake,Target_Sampled,YES,YES,0.805315,,,YES,YES,PLNLOW,20.22132071,YES,L1279
NLA06608-1333,1,PROB_Lake,Target_Sampled,YES,YES,1.177764,,,YES,YES,EHIGH,16.64066608,YES,L1280
NLA06608-1334,1,PROB_Lake,Target_Sampled,YES,YES,0.823275,,,YES,YES,PLNLOW,1396.209943,YES,L1281
NLA06608-1334,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,1396.209943,YES,
NLA06608-1336,1,PROB_Lake,Target_Sampled,YES,YES,0.882596,,,YES,YES,PLNLOW,9.519015268,YES,L1284
NLA06608-1338,1,PROB_Lake,Target_Sampled,YES,YES,0.431991,,,YES,YES,PLNLOW,217.9717107,YES,L1285
NLA06608-1339,1,PROB_Lake,Target_Sampled,YES,YES,0.20009,,,YES,YES,PLNLOW,72.49623567,YES,L1286
NLA06608-1342,1,PROB_Lake,Target_Sampled,YES,YES,1.187603,,,YES,YES,PLNLOW,30.92001994,YES,L1289
NLA06608-1344,1,PROB_Lake,Target_Sampled,YES,YES,0.492919,,,YES,YES,PLNLOW,8.303350174,YES,L1291
NLA06608-1346,1,PROB_Lake,Target_Sampled,YES,YES,1.127649,,,YES,YES,EHIGH,60.88719073,YES,L1292
NLA06608-1347,1,PROB_Lake,Target_Sampled,YES,YES,1.149709,,,YES,YES,PLNLOW,39.88681896,YES,L1293
NLA06608-1348,1,PROB_Lake,Target_Sampled,YES,YES,0.794213,,,YES,YES,EHIGH,3121.566699,YES,L1294
NLA06608-1349,1,PROB_Lake,Target_Sampled,YES,YES,1.126121,,,YES,YES,PLNLOW,39.15272032,YES,L1295
NLA06608-1354,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,5253.904341,NOT DONE,
NLA06608-1355,1,PROB_Lake,Target_Sampled,YES,YES,0.990958,,,YES,YES,PLNLOW,744.9768845,YES,L1300
NLA06608-1355,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,744.9768845,YES,
NLA06608-1356,1,PROB_Lake,Target_Sampled,YES,YES,1.103459,,,YES,YES,EHIGH,8.824124467,YES,L1302
NLA06608-1358,1,PROB_Lake,Target_Sampled,NOT DONE,YES,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,5280.382652,NOT DONE,
NLA06608-1358,2,PROB_Lake,Target_Sampled,NOT DONE,NO,,K,Littoral habitat data not collected (> 5000 ha). O/E value not calculated,YES,YES,PLNLOW,5280.382652,NOT DONE,
NLA06608-1359,1,PROB_Lake,Target_Sampled,YES,YES,0.75974,,,YES,YES,PLNLOW,152.6624672,YES,L1305
NLA06608-1360,1,PROB_Lake,Target_Sampled,YES,YES,1.04799,,,YES,YES,PLNLOW,651.8239396,YES,L1306
NLA06608-1364,1,PROB_Lake,Target_Sampled,YES,YES,0.449727,,,YES,YES,EHIGH,12.42375294,YES,L1309
NLA06608-1365,1,PROB_Lake,Target_Sampled,YES,YES,0.873283,,,YES,YES,EHIGH,87.90966101,YES,L1310
NLA06608-1367,1,PROB_Lake,Target_Sampled,YES,YES,0.606355,,,YES,YES,PLNLOW,55.19261105,YES,L1312
NLA06608-1368,1,PROB_Lake,Target_Sampled,YES,YES,0.498084,,,YES,YES,PLNLOW,10.93261568,YES,L1313
NLA06608-1369,1,PROB_Lake,Target_Sampled,YES,YES,0.615605,,,YES,YES,EHIGH,163.3516829,YES,L1314
NLA06608-1370,1,PROB_Lake,Target_Sampled,YES,YES,0.756551,,,YES,YES,PLNLOW,15.33445706,YES,L1315
NLA06608-1372,1,PROB_Lake,Target_Sampled,YES,YES,0.92239,,,YES,YES,PLNLOW,1546.242185,YES,L1317
NLA06608-1375,1,PROB_Lake,Target_Sampled,YES,YES,1.055601,,,YES,YES,PLNLOW,173.7152983,YES,L1318
NLA06608-1376,1,PROB_Lake,Target_Sampled,YES,YES,0.763597,,,YES,YES,EHIGH,71.32525233,YES,L1319
NLA06608-1377,1,PROB_Lake,Target_Sampled,YES,YES,0.91292,,,YES,YES,WMTNS,7.763531893,YES,L1320
NLA06608-1380,1,PROB_Lake,Target_Sampled,YES,YES,0.721956,,,YES,YES,PLNLOW,367.4414941,YES,L1322
NLA06608-1383,1,PROB_Lake,Target_Sampled,YES,YES,0.750177,,,YES,YES,PLNLOW,907.0462119,YES,L1323
NLA06608-1387,1,PROB_Lake,Target_Sampled,YES,YES,1.217726,,,YES,YES,PLNLOW,131.8143115,YES,L1326
NLA06608-1389,1,PROB_Lake,Target_Sampled,YES,YES,0.867886,,,YES,YES,PLNLOW,52.58774542,YES,L1328
NLA06608-1389,2,PROB_Lake,Target_Sampled,NOT CALCULATED,NO,,K,Littoral habitat data not collected. O/E value not calculated,YES,YES,PLNLOW,52.58774542,YES,
NLA06608-1390,1,PROB_Lake,Target_Sampled,YES,YES,1.116903,,,YES,YES,PLNLOW,467.7618445,YES,L1330
NLA06608-1391,1,PROB_Lake,Target_Sampled,YES,YES,0.319534,,,YES,YES,EHIGH,137.9707811,YES,L1331
NLA06608-1396,1,PROB_Lake,Target_Sampled,YES,YES,0.761191,,,YES,YES,EHIGH,19.4816792,YES,L1334
NLA06608-1397,1,PROB_Lake,Target_Sampled,YES,YES,0.484313,,,YES,YES,WMTNS,731.0211313,YES,L1335
NLA06608-1398,1,PROB_Lake,Target_Sampled,YES,YES,0.900381,,,YES,YES,PLNLOW,36.23137823,YES,L1336
NLA06608-1401,1,PROB_Lake,Target_Sampled,YES,YES,0.613211,,,YES,YES,EHIGH,91.06177432,YES,L1338
NLA06608-1403,1,PROB_Lake,Target_Sampled,YES,YES,0.824641,,,YES,YES,PLNLOW,611.5609701,YES,L1340
NLA06608-1413,1,PROB_Lake,Target_Sampled,YES,YES,0.356234,,,YES,YES,PLNLOW,1631.345563,YES,L1346
NLA06608-1414,1,PROB_Lake,Target_Sampled,YES,YES,1.118807,,,YES,YES,EHIGH,19.46023234,YES,L1347
NLA06608-1417,1,PROB_Lake,Target_Sampled,YES,YES,1.06096,,,YES,YES,WMTNS,67.03383812,YES,L1349
NLA06608-1420,1,PROB_Lake,Target_Sampled,YES,YES,0.645447,,,YES,YES,PLNLOW,20.08273232,YES,L1352
