SITE_ID,VISIT_NO,INDXSAMP_INF,CORE_CONFIDENCE,COMMENT_CONFIDENCE,NUT_REG_INF,NUT_REG,LAKE_ORIGIN,LAKE_ORIGIN_INF,REF_CLUSTER,WSA_ECO9,SITE_TYPE,ST,LAKENAME,RT_NLA,PH_FIELD,COND,NTL,PTL,DOC,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,ELEV_PT,DOM_GEOL,ECO3_PT,LAKEAREA_KM2,BASINAREA_KM2,BASIN_LAKE_RATIO,PC_DISTOT,PC_URB,PC_URB_INT,PC_CROP,PC_AG,PC_WET
NLA06608-1334,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,,REF,8.2,300.5,351,7,3.5,6.190506444,5.111552478,1.078953966,No,329.7419184,432.634,-102.8920816,Yes,531.8069519,398.6336681,133.1732839,Yes,8.317903955,8.202612786,0.115291169,No,533.22,Sedimentary,62,0.975711356,50.07087425,51.31730191,17.27007962,7.247764966,2.788063936,8.385589362,10.02231466,12.23414618
NLA06608-1347,1,YES,YES,looks OK on GE,8,VIII,Natural,1,C,UMW,PROB_Lake,MN,Spring Lake,SO-SO,8,121,551,12,7.68,151.4036442,19.46418728,131.9394569,Yes,2108.224957,662.257,1445.967957,Yes,515.7679227,119.3240404,396.4438823,Yes,8.489299907,8.377212657,0.11208725,No,1.55,Sedimentary,63,0.112018094,183.4391171,1637.584705,3.595356455,2.373768162,0,0,1.221588294,2.082252773
NLA06608-1355,2,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Lake Maxinkuckee,SO-SO,8.25,389,523,4.5,5.44,7.388994066,10.33964324,-2.950649174,Yes,465.4092421,585.402,-119.9927579,Yes,434.9171337,247.2898586,187.6272751,Yes,8.447304099,8.537202378,-0.08989828,No,323.96,Granitic,39,0.706472631,3.280666858,4.643728173,57.55593827,14.99600567,3.565288472,32.08480213,42.55993261,3.920140851
NLA06608-1358,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,Lake Gogebic,REF,7.85,80,323.5,9,6.14,19.59622221,14.70577762,4.890444595,Yes,526.4712536,466.124,60.34725356,Yes,172.195063,110.1392762,62.05578678,Yes,8.135510422,8.05490466,0.080605762,No,750,Sedimentary,15,114.8790725,23307.11322,202.883891,3.363937247,3.345169465,0.061558325,0.015764937,0.018767782,20.24330503
NLA06608-1370,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Wyckoff Lake,SO-SO,8.3,314,1063,39,9.67,29.17503738,50.33177683,-21.15673945,Yes,896.0075968,1029.52,-133.5124032,Yes,338.093976,309.4132218,28.68075417,Yes,8.546541382,8.598344074,-0.051802692,No,444.3,Sedimentary,58,0.131074314,5.291290711,40.3686317,61.97099321,9.165123996,8.157811606,50.53586946,52.80586921,14.44287342
NLA06608-1390,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MN,Lake Darling,SO-SO,8.7,397,553,15,7.24,21.97660017,37.44097895,-15.46437879,Yes,804.8988709,797.055,7.843870876,Yes,318.201545,244.2312122,73.97033277,Yes,8.609974311,8.248359498,0.361614814,No,450.56,Sedimentary,46,5.012988825,600.7554544,119.8397753,59.0902054,32.62921188,17.10652559,17.01101769,26.46099352,1.233643672
NLA06608-1398,1,YES,YES,,8,VIII,Natural,1,E,UMW,PROB_Lake,MI,Howe Lake,REF,7.4,39,624,24,19.39,10.59682297,14.78922991,-4.192406934,Yes,546.8291321,606.0894337,-59.26030161,Yes,45.68371637,22.99049447,22.69322189,Yes,6.689824711,6.589705944,0.100118767,No,86.77,Sedimentary,59,0.367322549,78.49615131,213.6981558,0.33123997,0.33123997,0,0,0,20.71121494
NLA06608-1413,1,YES,YES,,12,XII,Natural,1,D,CPL,PROB_Lake,FL,"Yale, Lake",SO-SO,8.6,374,1614,25,14.8,27.70085917,27.09854501,0.60231416,No,753.5344475,679.3750234,74.15942416,Yes,176.8364684,70.88821657,105.9482518,Yes,8.184343752,8.07513955,0.109204202,No,365.37,Sedimentary,58,0.512807659,2.211010459,4.311578465,24.2187919,7.638286462,1.777362216,4.603780621,16.58050544,17.54768107
NLA06608-1414,1,YES,YES,"?Low dam, forested, a few houses",14,XIV,Man-made,2,B,NAP,PROB_Lake,CT,Bissonnette Pond,SO-SO,7.52,136,319,17,5.08,28.2505,21.1295051,7.120994904,Yes,480.9440673,365.095919,115.8481482,Yes,100.344364,62.31047169,38.03389236,Yes,7.199828132,7.000976106,0.198852027,No,451.56,Sedimentary,60,0.139443677,1.62254867,11.63587127,10.42659359,9.170377494,2.879633818,0.086968807,1.256216095,5.160149191
NLA06608-1425,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,,SO-SO,7.7,51,468,22,9.02,12.77824414,8.032976626,4.745267515,Yes,320.9079581,234.6463787,86.26157942,Yes,50.3193006,38.09677624,12.22252436,Yes,7.400992823,7.363656094,0.037336729,No,138.38,Sedimentary,72,0.204157562,8.565383473,41.95476956,3.062094782,3.062094782,0,0,0,9.072873428
NLA06608-1434,1,YES,YES,,8,VIII,Natural,1,E,UMW,PROB_Lake,MI,Deer Lake,SO-SO,8.3,287,458,5,5.36,6.303296315,58.90318859,-52.59989227,Yes,601.5141693,1917.234198,-1315.720029,Yes,322.1770778,159.3642548,162.812823,Yes,8.328748488,8.336402032,-0.007653544,No,409.24,Sedimentary,58,0.615956722,6.831946656,11.09160175,26.76330837,15.8936083,2.101012313,9.370630676,10.86970007,19.0364449
NLA06608-1446,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,OR,,REF,7.3,11,228,4,2.14,9.991596689,12.46055414,-2.468957447,Yes,216.271371,214.3138852,1.957485785,Yes,16.69049539,15.14677687,1.543718519,No,6.775843479,6.765980635,0.009862844,No,459,Sedimentary,23,3.734884162,15958.10347,4272.717112,0,0,0,0,0,0
NLA06608-1447,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MN,Snail Lake,SO-SO,9.1,437,760,13,7.36,22.59450958,22.10391797,0.490591607,No,829.7801065,729.235,100.5451065,Yes,395.2490523,178.9117738,216.3372785,Yes,8.552840897,8.303557064,0.249283833,No,304.03,Sedimentary,56,0.375227432,10.36784023,27.63081623,68.20945354,68.20945354,49.95148866,0,0,6.357898413
NLA06608-1450,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Blue Lake,SO-SO,8.2,302,469,10,4.65,8.624334869,6.318972865,2.305362004,Yes,578.2485946,367.847,210.4015946,Yes,587.7168803,214.7525246,372.9643557,Yes,8.294453904,8.392611179,-0.098157276,No,143.41,Sedimentary,72,0.52262164,8.366567048,16.00884159,30.6737155,7.662527361,2.537651544,15.72871836,23.01118814,9.861431932
NLA06608-1473,1,YES,YES,"?OK, but marg;Dam clear on GE, but perhaps not too",2,II,Man-made,2,F,WMT,PROB_Lake,ID,Lower Twin Lakes,SO-SO,6.6,26,181,8,2.79,5.34202556,5.980738318,-0.638712758,No,169.2038882,151.2048472,17.99904097,Yes,65.38696623,55.9891234,9.397842831,Yes,7.802494234,7.582590688,0.219903546,No,210.96,Quaternary,10,0.509457272,104.7899625,205.6894039,2.715061025,2.715061025,1.500364572,0,0,1.060937408
NLA06608-1489,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,,SO-SO,7.5,47,721,18,7.11,13.50009535,22.65352878,-9.153433435,Yes,333.611134,439.054131,-105.442997,Yes,37.21069938,24.11449657,13.09620281,Yes,6.94043054,6.648144723,0.292285818,No,272.91,Sedimentary,56,0.457885821,2.173553491,4.746933388,0,0,0,0,0,3.543733972
NLA06608-1499,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Round Lake,SO-SO,8.7,308,483,17,5.61,28.12143182,8.519464212,19.60196761,Yes,759.3283072,337.101,422.2273072,Yes,411.0269548,288.1928058,122.834149,Yes,8.595899406,8.304822837,0.291076568,No,355.29,Sedimentary,51,3.853671971,320.8448067,83.25690642,59.90610535,13.72566522,3.414512777,46.15790209,46.18044013,4.270958226
NLA06608-1515,1,YES,YES,,7,VII,Natural,1,E,UMW,PROB_Lake,MI,Upper Scott Lake,SO-SO,8.6,171,845,33,6.58,28.2446008,21.40208754,6.842513263,Yes,898.5920331,671.7541075,226.8379256,Yes,262.8865231,221.6099865,41.27653662,Yes,8.592169777,8.675482431,-0.083312654,No,38.92,Quaternary,73,0.153735763,0.16657637,1.083523874,6.565733996,6.143913097,1.045382228,0.421820899,0.421820899,8.142977358
NLA06608-1537,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,,SO-SO,8.4,80,138,8,3.96,10.8307406,22.58087146,-11.75013087,Yes,249.2579644,393.7468865,-144.4889221,Yes,156.458202,144.7466308,11.71157112,Yes,8.048969639,8.229741379,-0.180771739,No,232.11,Sedimentary,56,0.230272866,17.21454855,74.75717322,4.001188512,1.88217577,1.140364809,0.062078414,2.119012743,3.107050688
NLA06608-1558,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,ME,Lower Middle Branch Pond,REF,8.2,101,252,1,4.4,6.2467,6.523686385,-0.276986385,No,337.7914957,320.3309502,17.46054548,Yes,45.77736725,43.11605671,2.661310543,Yes,6.73858281,6.703328666,0.035254144,No,92.55,Quaternary,73,0.05617952,0.452342891,8.051740054,0.128252028,0,0,0.019432126,0.128252028,2.366832887
NLA06608-1569,1,YES,YES,?Lots of Ag!! Could be high sed rate,12,XII,Natural,1,D,CPL,PROB_Lake,FL,Lake Reedy,TRASH,8.4,252,978,22,5.66,15.92551301,24.37675406,-8.451241054,Yes,653.8461486,703.5709681,-49.72481954,Yes,117.9447581,95.06166793,22.88309013,Yes,7.995997945,7.992508352,0.003489593,No,65.65,Gneiss,45,0.085577286,6.940415637,81.10114197,45.83714215,17.24557775,4.72759762,18.64602639,28.59156439,22.74088373
NLA06608-1586,1,YES,YES,,14,XIV,Natural,1,B,NAP,PROB_Lake,RI,,SO-SO,6.29,74,369,7,4.76,14.7423,12.67137831,2.070921689,Yes,563.4171854,334.8605171,228.5566683,Yes,61.79409281,50.40669587,11.38739694,Yes,5.936722137,6.404268203,-0.467546066,No,286.66,Sedimentary,61,10.64646703,206.2054153,19.36843599,7.605283163,6.066911525,1.844714042,0.13319235,1.538371638,10.87515535
NLA06608-1596,1,YES,YES,"remote, dry, no apparent disturbance",4,IV,Natural,1,E,SPL,PROB_Lake,NE,Roundup Lake,TRASH,10.2,2054,26100,1491,114.16,546.119683,481.037241,65.08244203,Yes,7766.595618,6416.248545,1350.347073,Yes,900.8212092,1063.30838,-162.4871711,Yes,8.810332897,8.898004199,-0.087671303,No,284.76,Sedimentary,51,0.353640107,49.08057688,138.7867947,0,0,0,0,0,5.319716076
NLA06608-1617,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,Kitsap Lake,TRASH,7.8,106,239,45,2.98,13.2886635,54.59070184,-41.30203835,Yes,231.9899952,647.9147597,-415.9247645,Yes,125.6437006,205.357604,-79.71390345,Yes,8.05737513,8.428079084,-0.370703954,No,3147,Granitic,21,0.102228856,12.21194024,119.4568803,23.65170937,23.65170937,15.98386656,0,0,2.096244795
NLA06608-1626,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Pere Marquette Lake,SO-SO,8,391,623,30,2.37,45.09732375,65.33132966,-20.23400591,Yes,582.4856514,824.826,-242.3403486,Yes,384.6948507,419.8195015,-35.12465076,Yes,8.363830232,8.414634352,-0.05080412,No,1672,Sedimentary,26,0.379568827,22.05176047,58.09686908,17.78792025,6.057487406,1.6821111,9.555353036,11.73043284,15.14701647
NLA06608-1637,1,YES,YES,,7,VII,Natural,1,B,NAP,PROB_Lake,PA,Laurel Lake,SO-SO,8.8,63,440,32,4.46,6.52387,5.076702629,1.447167371,No,253.5646934,247.7607804,5.80391306,Yes,67.42981092,65.4692475,1.960563424,Yes,7.664287117,7.324163999,0.340123118,No,245.48,Sedimentary,45,0.114811554,6.838269982,59.56081741,26.09878633,7.741990721,0.243458828,0,18.35679561,0.243458828
NLA06608-1638,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,OR,,SO-SO,6.3,5,50,6,0.7,6.303431775,19.46126902,-13.15783724,Yes,102.1721346,231.7522738,-129.5801391,Yes,5.048191669,9.690103063,-4.641911394,Yes,6.074804223,6.738730897,-0.663926675,Yes,138.33,Sedimentary,72,0.347654715,2.772505847,7.974883487,0,0,0,0,0,0.059094612
NLA06608-1643,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Warner Lake,REF,7.8,247,488,5,5.5,7.33933386,32.23310082,-24.89376696,Yes,601.3731487,1006.83,-405.4568513,Yes,145.3426386,127.0376521,18.30498654,Yes,8.123261569,8.17034271,-0.047081141,No,469.85,Sedimentary,69,0.296826812,19.35790253,65.21615205,55.53167422,5.726850595,0.586767479,21.24098274,49.80482362,3.262427183
NLA06608-1674,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WY,Feather Lake,SO-SO,8.9,951,1043,35,10.07,28.05069636,28.01962064,0.031075724,No,1077.301511,1029.927642,47.37386813,Yes,320.5425976,256.7081752,63.83442243,Yes,8.52561764,8.279276111,0.246341529,No,523.79,Sedimentary,50,0.592066821,6.021154073,10.16972047,0,0,0,0,0,0
NLA06608-1679,1,YES,YES,,7,VII,Natural,1,E,UMW,PROB_Lake,MI,Tims Lake,SO-SO,7.9,316,366,8,10.03,5.415724215,7.084161689,-1.668437474,No,353.5337382,458.3250939,-104.7913557,Yes,283.5031736,396.1812255,-112.6780519,Yes,8.188722969,8.390871296,-0.202148327,No,125.56,Sedimentary,65,0.373148443,20.74542773,55.59564334,49.79459183,17.28108222,8.097679891,12.20145222,32.5135096,20.777367
NLA06608-1695,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,UT,"Blanchard, Lake",SO-SO,6.9,16,216,19,1.18,7.447382767,12.29521246,-4.847829692,Yes,151.2937208,130.8442742,20.44944661,Yes,36.13431353,33.43434424,2.699969291,Yes,7.485370923,7.673594262,-0.188223339,No,1482,Gneiss,41,1.053241025,44.22062167,41.98528222,0,0,0,0,0,0.327135456
NLA06608-1733,1,YES,YES,,12,XII,Natural,1,D,CPL,PROB_Lake,FL,Lake Griffin,SO-SO,8.7,350,3516,45,17.81,55.32705441,43.41685213,11.91020228,Yes,2255.166604,929.054789,1326.111815,Yes,402.0869365,78.72169098,323.3652456,Yes,8.83161743,8.344387097,0.487230333,No,594.19,Sedimentary,42,0.174839564,8.996990048,51.4585478,42.86042171,15.08706221,5.802583878,12.3113763,27.7733595,27.23908165
NLA06608-1742,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,Big Lake,SO-SO,6.74,15,244,7,3.48,7.297043013,6.189911309,1.107131704,No,249.0840693,263.756,-14.67193066,Yes,8.276192066,9.962689337,-1.68649727,No,5.922049678,6.071872636,-0.149822958,No,570.45,Sedimentary,42,0.063059661,0.870105124,13.79812572,11.78705558,11.78705558,3.176979825,0,0,18.46331753
NLA06608-1755,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Robinson Lake,SO-SO,7.9,384,646,30,6.25,33.07570237,20.06725908,13.00844329,Yes,634.8535866,329.812,305.0415866,Yes,397.0751818,233.8534016,163.2217802,Yes,8.416677844,8.259762276,0.156915567,No,136.47,Sedimentary,59,0.235524724,5.871827821,24.93083413,76.78326207,6.319944914,1.649153008,69.6441655,70.46331715,2.576801574
NLA06608-1758,1,YES,YES,,8,VIII,Natural,1,E,UMW,PROB_Lake,MI,"Bailey, Lake",REF,9,152,892,8,12.03,15.7508703,11.97639571,3.774474591,Yes,728.6216246,1164.032522,-435.4108977,Yes,154.1706979,118.4062031,35.76449485,Yes,8.168766193,8.069851503,0.09891469,No,86.34,Sedimentary,64,2.889179409,193.231788,66.88120073,3.063698325,3.063698325,0,0,0,11.66562054
NLA06608-1771,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Saddle Lake,SO-SO,7.3,302,603,10,8.29,10.98135877,16.04485482,-5.063496046,Yes,690.3024977,572.569,117.7334977,Yes,430.3528742,283.2987614,147.0541128,Yes,8.465789931,8.360378231,0.1054117,No,303.7,Sedimentary,55,20.10569611,338.291613,16.82566031,22.94641624,10.75176907,2.032441195,11.58956926,12.19464717,21.10015287
NLA06608-1793,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,Killarney Lake,REF,7.5,62,139,9,1.69,18.35918044,22.37717164,-4.017991202,Yes,235.2619945,304.9373949,-69.67540035,Yes,45.0017525,43.6696199,1.332132594,No,7.533994001,7.470349842,0.063644159,No,2066,Volcanic,23,0.493828053,34.9862701,70.84706893,0,0,0,0,0,7.180840248
NLA06608-1818,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WY,North Fork Lake,SO-SO,7,18,90,7,1.49,4.941500923,8.362562506,-3.421061584,Yes,111.5960237,137.0381411,-25.44211746,Yes,53.62101831,41.02696285,12.59405546,Yes,7.861686766,7.774121549,0.087565217,No,533.4,Sedimentary,46,0.218271168,0.593756245,2.72026879,0.077343186,0,0,0,0.077343186,0.250893749
NLA06608-1825,1,YES,YES,ver small; mostly wetlands,12,XII,Natural,1,D,CPL,PROB_Lake,FL,"Myrtle, Lake",SO-SO,6.4,177,839,45,12.15,43.29696964,116.9293185,-73.6323489,Yes,473.6457807,604.7114977,-131.065717,Yes,88.42189867,61.98229601,26.43960266,Yes,7.452710638,7.014614779,0.438095859,No,3068.4,Gneiss,21,0.067802507,13.30346544,196.2090494,49.3446375,32.92906034,9.757967336,8.909448438,16.41557716,17.57957103
NLA06608-1857,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,MT,"Blaine, Lake",TRASH,9.7,242,198,1,3.31,1.246535562,15.43393743,-14.18740187,Yes,114.9014961,404.3756884,-289.4741923,Yes,139.1859652,389.5806438,-250.3946786,Yes,8.500080672,8.437315341,0.062765331,No,263.19,Sedimentary,55,51.14443323,291.1025432,5.691773764,45.39382392,4.671255323,0.747884472,20.18510828,40.72256859,2.821407125
NLA06608-1894,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,OR,,SO-SO,7.5,25,162,36,0.59,19.81609234,19.26949636,0.546595972,No,207.5124608,318.4980254,-110.9855646,Yes,86.39158819,71.10305227,15.28853592,Yes,8.058052312,7.964979199,0.093073113,No,40.58,Sedimentary,75,0.09715763,0.779746074,8.025577316,1.368053144,1.368053144,0,0,0,0.916595607
NLA06608-1910,1,YES,YES,Forested watershed; lots of wetland,8,VIII,Natural,1,E,UMW,PROB_Lake,MI,,REF,9.43,186,830,37,18.15,16.14368491,41.17700156,-25.03331665,Yes,635.4546451,897.0811679,-261.6265227,Yes,97.68142427,139.9815439,-42.30011967,Yes,8.247391549,8.132438091,0.114953458,No,460.42,Gneiss,50,0.428597586,3.108224487,7.25208118,0,0,0,0,0,22.42790131
NLA06608-1948,1,YES,YES,Sand-hill lake,4,IV,Natural,1,E,SPL,PROB_Lake,NE,,SO-SO,9.6,491,2981,486,26.21,179.1915421,200.7862142,-21.59467212,Yes,1948.925705,2188.112426,-239.1867208,Yes,451.4108126,285.3554404,166.0553721,Yes,8.801593045,8.568674191,0.232918853,No,167.65,Sedimentary,67,3.94197801,109.2187538,27.70658626,0,0,0,0,0,5.200446528
NLA06608-1953,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,MT,Salmon Lake,SO-SO,8.9,148,226,15,2.91,13.36796928,25.44434207,-12.07637279,Yes,192.3929214,326.2763797,-133.8834583,Yes,69.90444863,91.83457913,-21.9301305,Yes,7.953917476,8.325118564,-0.371201088,No,399.86,Gneiss,51,2.805231978,81.20098748,28.94626473,1.26473914,0.674064924,0.173242103,0.002392847,0.590674216,1.530584412
NLA06608-1985,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,Coeur d'Alene Lake,REF,7.3,50,27,3,1.28,18.53160066,6.444313261,12.0872874,Yes,288.3749641,150.9366963,137.4382677,Yes,138.7286013,80.16589103,58.56271029,Yes,8.002969434,7.74622112,0.256748315,No,2261,Gneiss,18,20.45331837,258.3207074,12.62977003,1.849981824,0.965429783,0.51947513,0.797684128,0.884552041,1.024893186
NLA06608-1998,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,"Keewaydin, Lake",REF,7.75,23.5,378,10.5,7.72,8.371617359,9.831109921,-1.459492562,No,306.7472489,318.436,-11.6887511,Yes,43.70777523,42.96409645,0.743678778,No,7.423229291,7.638145247,-0.214915957,No,221.93,Sedimentary,45,0.275772208,17.45737114,63.30359123,0.457861364,0.457861364,0,0,0,19.63080599
NLA06608-2049,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,MT,Lower Thompson Lake,SO-SO,8.4,293,276,5,4.19,10.13060628,18.17601135,-8.045405064,Yes,298.8944134,566.0399669,-267.1455536,Yes,241.3985531,412.8768671,-171.478314,Yes,8.386618411,8.408957666,-0.022339255,No,562.5,Sedimentary,42,0.577620542,11.1127923,19.23891464,1.507056973,1.368339229,1.038670516,0.007706541,0.138717744,0.756097334
NLA06608-2078,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MI,Lotto Lake,SO-SO,8.2,33,569,7,6.04,7.02533935,10.56245465,-3.537115305,Yes,314.6629389,459.743,-145.0800611,Yes,30.57328803,44.78941862,-14.2161306,Yes,7.434610797,7.695350817,-0.26074002,No,1355,Sedimentary,42,2.056046343,9.120080836,4.435736999,4.988651025,4.988651025,0,0,0,18.24420946
NLA06608-2086,1,YES,YES,,8,VIII,Natural,1,B,NAP,REF_Lake,VT,Jobs Pond,SO-SO,8.3,167,276,5,2.78,9.65946,4.176767682,5.482692318,Yes,563.3824043,527.9364011,35.44600324,Yes,352.5220911,252.5030687,100.0190224,Yes,8.285595591,8.29594725,-0.010351659,No,498.4,Sedimentary,46,0.128095053,7.066625128,55.1670418,4.441092676,3.267973856,1.340707223,1.17311882,1.17311882,0
NLA06608-2155,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Fox Lake,SO-SO,8.5,487,644,1,7.9,4.347082899,7.079493823,-2.732410924,Yes,343.488859,310.361,33.12785903,Yes,199.488532,194.9098906,4.578641441,Yes,8.394292871,8.317306144,0.076986727,No,547.83,Sedimentary,27,0.357704573,32.85654382,91.85385467,38.74643455,20.23182078,5.776059945,10.30324206,18.51461377,34.03192076
NLA06608-2162,1,YES,YES,,14,XIV,Natural,1,B,NAP,PROB_Lake,RI,Yawgoo Pond,SO-SO,7.03,62,295,21,4.52,8.42476,7.429624547,0.995135453,No,276.4790443,243.7355916,32.74345269,Yes,56.74261153,48.40844104,8.334170486,Yes,6.952498,7.283340857,-0.330842857,No,1208,Sedimentary,42,0.252077986,14.74669434,58.50052432,9.689323539,5.616719422,2.470584488,0.617646122,4.072604117,18.23986204
NLA06608-2170,1,YES,YES,undist watershed; salt ring; fluctuating; no trees,5,V,Natural,1,E,NPL,PROB_Lake,MT,Bean Lake,TRASH,9.1,10470,5109,65,74.59,3.234152056,600.8295809,-597.5954288,Yes,841.2022581,1956.596161,-1115.393903,Yes,588.3146259,436.927964,151.3866618,Yes,8.830840625,8.85585001,-0.025009385,No,329.89,Sedimentary,29,0.810042153,28.0293886,34.60238273,4.989465737,2.660231118,0,0,2.329234619,0.527142572
NLA06608-2177,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,MT,Bull Lake,SO-SO,8.4,222,334,3,3.22,5.610443137,38.73785588,-33.12741275,Yes,425.2964108,891.2823249,-465.9859141,Yes,370.1542574,257.3802004,112.774057,Yes,8.350854945,8.259466888,0.091388057,No,2385.72,Granitic,5,1.40935927,7.445926322,5.283199595,0,0,0,0,0,0
NLA06608-2193,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,Island Lake,SO-SO,5.1,80,294,15,7.13,9.122888243,14.81781633,-5.69492809,Yes,139.2486545,86.56490961,52.6837449,Yes,33.05673995,10.64913877,22.40760118,Yes,6.448085504,6.606210184,-0.158124679,No,3139,Gneiss,17,0.154375658,1.319161682,8.545140464,8.983661455,8.983661455,1.260864766,0,0,22.45915364
NLA06608-2241,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,Sacheen Lake,SO-SO,8.6,90,256,9,4.06,8.39788657,11.63107046,-3.233183888,Yes,237.5096035,219.2792795,18.23032402,Yes,105.5069981,77.63225538,27.87474269,Yes,8.237009384,8.203133803,0.033875581,No,1654,Volcanic,13,0.314138011,346.3653013,1102.589592,3.850781324,3.850781324,2.677075491,0,0,3.867456926
NLA06608-2250,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WY,,SO-SO,7.2,111,140,11,1.81,7.267488894,6.087484318,1.180004575,No,236.8354494,231.2409807,5.594468709,Yes,158.9572695,157.3965298,1.560739745,No,8.009360192,7.958870148,0.050490043,No,156.97,Sedimentary,32,87.83073101,4301.916815,48.97963122,0.286270097,0.271632885,0,0,0.014637212,1.949564104
NLA06608-2257,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,,SO-SO,7.4,34,214,6,3.3,16.27542209,10.11129378,6.164128313,Yes,397.2571109,202.7953991,194.4617119,Yes,44.11909513,43.74598265,0.373112481,No,7.804489276,7.420598527,0.383890749,No,1906,Volcanic,23,0.613720377,273.1100349,445.0072787,8.099338607,8.099338607,2.452711525,0,0,4.218124765
NLA06608-2267,1,YES,YES,,7,VII,Natural,1,E,UMW,PROB_Lake,IN,Tamarack Lake,REF,8.5,421,793,25,8.37,55.81335569,38.03646674,17.77688895,Yes,1166.904407,882.2412551,284.663152,Yes,426.3363172,264.7926709,161.5436463,Yes,8.801185798,8.527009769,0.274176029,No,633.4,Sedimentary,42,0.692714727,4.473708648,6.458226558,68.54027223,7.492328529,2.993767589,49.20931322,61.0479437,18.28096523
NLA06608-2283,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Big Chapman Lake,SO-SO,7.7,465,559,7,5.48,6.902157093,5.435834636,1.466322457,No,532.4929221,342.327,190.1659221,Yes,689.5814741,348.7947757,340.7866984,Yes,8.422139831,8.269086507,0.153053324,No,264.46,Sedimentary,70,0.143970561,74.34492021,516.3897383,66.74976536,10.62888967,3.382303793,48.16400602,56.12087569,8.193630939
NLA06608-2305,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,ID,Shepherd Lake,SO-SO,6.1,47,329,9,6.2,2.965436885,9.091908271,-6.126471385,Yes,149.3923393,268.1121918,-118.7198525,Yes,66.74507161,52.51631685,14.22875476,Yes,7.694182845,7.627136674,0.067046171,No,253.52,Sedimentary,40,0.117548461,0.951937743,8.098257788,0.081987114,0.081987114,0.081987114,0,0,7.187537004
NLA06608-2354,1,YES,YES,,14,XIV,Natural,1,B,NAP,PROB_Lake,RI,Gorton Pond,SO-SO,7.7,294,331,12,3.14,14.2245,3.065644469,11.15885553,Yes,632.6228038,264.5507913,368.0720125,Yes,204.3604616,80.05707325,124.3033883,Yes,8.187109926,7.877703251,0.309406675,No,2213,Sedimentary,21,0.653861916,4.702661694,7.192132735,72.79035231,71.88537487,65.46003503,0,0.904977443,1.659125312
