SITE_ID,VISIT_NO,SAMPLED_CORE,DATECORE,SAMPLED_INF,INDXSAMP_INF,SAMPLE_CATEGORY,SAMPLE_ID_TOP,SAMPLE_ID_BOT,FLAG_FLD_CORE,COMMENT_FLD_CORE,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,CORE_LENGTH,CORE_CONFIDENCE,COMMENT_CONFIDENCE,SITE_TYPE,LAKE_SAMP,LAKE_ORIGIN
NLA06608-2037,1,YES (Both),6/14/2007,YES,YES,P,502247,502248,,,56.63861058,79.5289239,-22.89031332,Yes,951.1212195,806.9825123,144.1387072,Yes,391.619277,458.2470489,-66.62777187,Yes,8.635008867,8.512599863,0.122409005,No,40,UNCERTAIN,Reserv; little dist; perhaps OK,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2039,1,YES (Top only),8/9/2007,YES (LOST SAMPLE),YES,P,513477,513478,IM,SAMPLE LOST (NO LAB DATA),,,,,,,,,,,,,,,,,36,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2049,1,YES (Both),9/17/2007,YES,YES,P,509537,509538,,,10.13060628,18.17601135,-8.045405064,Yes,298.8944134,566.0399669,-267.1455536,Yes,241.3985531,412.8768671,-171.478314,Yes,8.386618411,8.408957666,-0.022339255,No,49,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2056,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2072,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2074,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2076,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2078,1,YES (Both),8/24/2007,YES,YES,P,510247,510248,,,7.02533935,10.56245465,-3.537115305,Yes,314.6629389,459.743,-145.0800611,Yes,30.57328803,44.78941862,-14.2161306,Yes,7.434610797,7.695350817,-0.26074002,No,42,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2082,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2086,1,YES (Both),8/29/2007,YES,YES,P,517307,517308,,,9.65946,4.176767682,5.482692318,Yes,563.3824043,527.9364011,35.44600324,Yes,352.5220911,252.5030687,100.0190224,Yes,8.285595591,8.29594725,-0.010351659,No,53.5,YES,,REF_Lake,Target_Sampled,NATURAL
NLA06608-2087,1,YES (Both),7/25/2007,YES,YES,P,504017,504018,,,339.6881937,627.8095769,-288.1213832,Yes,4708.571463,6189.100192,-1480.528729,Yes,1804.135951,2127.936864,-323.8009136,Yes,8.882920147,8.853953222,0.028966925,No,21,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2091,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2092,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2094,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2095,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2103,1,YES (Both),6/13/2007,YES,YES,P,514047,514048,,,529.6987752,425.6040608,104.0947144,Yes,3258.541136,3293.087327,-34.54619052,Yes,4342.351444,1921.507134,2420.84431,Yes,8.59211785,8.60640054,-0.01428269,No,35,UNCERTAIN,Watershed almost all AG,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2114,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2117,1,YES (Both),9/25/2007,YES,YES,P,503187,503188,,,165.8121578,162.7086322,3.103525666,Yes,5656.138608,3413.759929,2242.378679,Yes,537.8087519,293.1130559,244.695696,Yes,8.844636747,8.832733112,0.011903636,No,48,UNCERTAIN,Fl's 4th largest L; big; high sed rate,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2120,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2123,1,YES (Both),8/13/2007,YES,YES,P,510087,510088,,,419.0229257,725.6297345,-306.6068088,Yes,2204.748626,5645.107867,-3440.359242,Yes,825.2731524,952.0298368,-126.7566844,Yes,8.366974388,8.794155399,-0.427181011,No,18,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-2131,1,YES (Both),6/26/2007,YES,YES,P,514967,514968,IM,CORE LENGTH ESTIMATED FROM BOTTOM INTERVAL,70.19426589,98.84346969,-28.6492038,Yes,4139.258702,2301.531247,1837.727454,Yes,2069.639864,979.5525349,1090.087329,Yes,9.345451711,9.2775912,0.067860511,No,20,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2134,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2135,1,YES (Both),8/20/2007,YES,YES,P,511317,511318,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,676.4419683,39.26949405,637.1724742,Yes,7141.541874,1711.611409,5429.930465,Yes,2785.562754,1493.630401,1291.932352,Yes,8.956499762,8.94384768,0.012652081,No,38.1,UNCERTAIN,Ag; core long enough?,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2152,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2154,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2155,1,YES (Both),7/25/2007,YES,YES,P,511517,511518,,,4.347082899,7.079493823,-2.732410924,Yes,343.488859,310.361,33.12785903,Yes,199.488532,194.9098906,4.578641441,Yes,8.394292871,8.317306144,0.076986727,No,31.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2162,1,YES (Both),7/9/2007,YES,YES,P,505488,505487,,,8.42476,7.429624547,0.995135453,No,276.4790443,243.7355916,32.74345269,Yes,56.74261153,48.40844104,8.334170486,Yes,6.952498,7.283340857,-0.330842857,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2170,1,YES (Both),8/24/2007,YES,YES,P,513777,513778,,,3.234152056,600.8295809,-597.5954288,Yes,841.2022581,1956.596161,-1115.393903,Yes,588.3146259,436.927964,151.3866618,Yes,8.830840625,8.85585001,-0.025009385,No,37,YES,undist watershed; salt ring; fluctuating; no trees,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2177,1,YES (Both),9/14/2007,YES,YES,P,510197,510198,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,5.610443137,38.73785588,-33.12741275,Yes,425.2964108,891.2823249,-465.9859141,Yes,370.1542574,257.3802004,112.774057,Yes,8.350854945,8.259466888,0.091388057,No,48,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2185,1,YES (Both),7/19/2007,YES,YES,P,505867,505868,,,13.85868564,13.27006161,0.588624035,No,357.1388495,346.1239401,11.01490937,Yes,230.0577932,315.7059864,-85.6481932,Yes,8.332418508,8.567446239,-0.235027731,No,45,UNCERTAIN,"Reservoir, very large",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2187,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2193,1,YES (Both),8/22/2007,YES,YES,P,513317,513318,,,9.122888243,14.81781633,-5.69492809,Yes,139.2486545,86.56490961,52.6837449,Yes,33.05673995,10.64913877,22.40760118,Yes,6.448085504,6.606210184,-0.158124679,No,36,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2196,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2217,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2219,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2241,1,YES (Both),9/6/2007,YES,YES,P,516547,516548,,,8.39788657,11.63107046,-3.233183888,Yes,237.5096035,219.2792795,18.23032402,Yes,105.5069981,77.63225538,27.87474269,Yes,8.237009384,8.203133803,0.033875581,No,45,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2250,1,YES (Both),7/29/2007,YES,YES,P,513717,513718,,,7.267488894,6.087484318,1.180004575,No,236.8354494,231.2409807,5.594468709,Yes,158.9572695,157.3965298,1.560739745,No,8.009360192,7.958870148,0.050490043,No,37,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2253,1,YES (Both),7/12/2007,YES,YES,P,505117,505118,,,56.64797471,49.37930466,7.268670047,Yes,784.9526537,558.1166948,226.8359589,Yes,138.6665591,101.2646423,37.40191682,Yes,7.917967247,7.614055218,0.303912028,No,39,UNCERTAIN,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2257,1,YES (Both),8/24/2007,YES,YES,P,517697,517698,,,16.27542209,10.11129378,6.164128313,Yes,397.2571109,202.7953991,194.4617119,Yes,44.11909513,43.74598265,0.373112481,No,7.804489276,7.420598527,0.383890749,No,39,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2266,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2267,1,YES (Both),8/6/2007,YES,YES,P,513027,513028,,,55.81335569,38.03646674,17.77688895,Yes,1166.904407,882.2412551,284.663152,Yes,426.3363172,264.7926709,161.5436463,Yes,8.801185798,8.527009769,0.274176029,No,39,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2283,1,YES (Both),7/17/2007,YES,YES,P,514987,514988,,,6.902157093,5.435834636,1.466322457,No,532.4929221,342.327,190.1659221,Yes,689.5814741,348.7947757,340.7866984,Yes,8.422139831,8.269086507,0.153053324,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2305,1,YES (Both),7/16/2007,YES,YES,P,506067,506068,,,2.965436885,9.091908271,-6.126471385,Yes,149.3923393,268.1121918,-118.7198525,Yes,66.74507161,52.51631685,14.22875476,Yes,7.694182845,7.627136674,0.067046171,No,47,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2322,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2332,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2333,1,YES (Both),7/31/2007,YES,YES,P,503688,503687,,,23.11007372,13.89694856,9.213125159,Yes,563.7927392,370.5941209,193.1986182,Yes,120.0042776,82.84077203,37.16350553,Yes,7.394445589,6.500836723,0.893608866,Yes,28,UNCERTAIN,"?Reservoir, but dam only 2ft high",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2345,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2354,1,YES (Both),7/13/2007,YES,YES,P,508907,508908,,,14.2245,3.065644469,11.15885553,Yes,632.6228038,264.5507913,368.0720125,Yes,204.3604616,80.05707325,124.3033883,Yes,8.187109926,7.877703251,0.309406675,No,32,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2372,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2379,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2418,1,YES (Both),7/11/2007,YES,YES,P,508128,508127,,,35.2927,17.24585483,18.04684517,Yes,679.8380102,397.9692208,281.8687893,Yes,200.8104211,105.272036,95.53838507,Yes,7.935858447,7.352527669,0.583330778,No,17,NO,"?Reservoir, but small dam; lots of wetlands",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2426,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2429,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2438,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2450,1,YES (Top only),7/24/2007,YES (LOST SAMPLE),YES,P,505687,505688,IM,SAMPLE LOST (NO LAB DATA),,,,,,,,,,,,,,,,,14,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2453,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2457,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2463,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2477,1,YES (Both),6/26/2007,YES,YES,P,504977,504978,,,137.4674516,163.641437,-26.17398541,Yes,1816.078404,2143.541459,-327.4630548,Yes,990.0904014,1637.958406,-647.8680047,Yes,8.796179032,8.677182983,0.118996049,No,26,UNCERTAIN,"Reservoir, dam, no vegetation",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2481,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2492,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2497,1,YES (Both),7/17/2007,YES,YES,P,505677,505678,,,33.45106269,48.26079104,-14.80972836,Yes,528.3480016,547.2961919,-18.94819024,Yes,151.0916265,46.38434784,104.7072786,Yes,8.373274401,7.72374772,0.649526681,Yes,23,UNCERTAIN,"Possib old dam, prev. wetland",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2507,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2513,1,YES (Both),8/21/2007,YES,YES,P,513058,513057,,,5.87630944,10.92246196,-5.046152525,Yes,257.9108598,370.6082365,-112.6973767,Yes,126.1191908,152.9561544,-26.83696351,Yes,8.235484109,8.292176275,-0.056692165,No,24,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2523,1,YES (Both),7/31/2007,YES,YES,P,512097,512098,,,20.79610918,139.992077,-119.1959678,Yes,791.8671971,1525.56539,-733.6981924,Yes,381.9138121,88.40817624,293.5056359,Yes,8.438460391,8.201535552,0.236924839,No,46.5,UNCERTAIN,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2524,1,YES (Both),9/14/2007,YES,YES,P,504097,504098,,,59.93201406,31.21197575,28.7200383,Yes,736.6321999,359.2889881,377.3432118,Yes,165.5856873,62.391392,103.1942953,Yes,8.104183072,7.569082556,0.535100516,No,35,UNCERTAIN,"?Oxbow lake;riparian, less dist",PROB_Lake,Target_Sampled,NATURAL
NLA06608-2565,1,YES (Both),8/22/2007,YES,YES,P,513657,513658,,,15.40659255,34.47780464,-19.07121209,Yes,304.9155692,374.194075,-69.27850577,Yes,42.74025855,36.93997242,5.800286128,Yes,6.899428222,6.461305661,0.438122561,No,21,NO,Urban development; a litle short,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2566,1,YES (Both),7/12/2007,YES,YES,P,508738,508737,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,20.2325,27.36889213,-7.13639213,Yes,559.3616005,474.2646386,85.09696196,Yes,223.828318,90.15891017,133.6694078,Yes,7.808323101,6.138146859,1.670176242,Yes,30,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2593,1,YES (Both),7/26/2007,YES,YES,P,502027,502028,,,46.96718404,59.29632663,-12.3291426,Yes,942.015606,1081.059252,-139.0436456,Yes,290.7283144,340.1359349,-49.40762052,Yes,8.330538106,8.348047145,-0.017509039,No,13,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2629,1,YES (Both),7/10/2007,YES,YES,P,503177,503178,F2,LOTS OF SHELLS,159.9639845,107.0448508,52.91913371,Yes,5765.802532,6487.361499,-721.5589669,Yes,3597.879978,2761.853363,836.026615,Yes,9.56866159,9.474524527,0.094137063,No,17,NO,"?Large, but not too; ; may be OK",PROB_Lake,Target_Sampled,NATURAL
NLA06608-2634,1,YES (Both),7/30/2007,YES,YES,P,512717,512718,K,,27.64562982,11.64574896,15.99988085,Yes,534.9668294,253.5327992,281.4340302,Yes,57.36812009,33.71506683,23.65305325,Yes,7.971009128,7.545849011,0.425160117,No,39,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2640,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2644,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2655,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2657,1,YES (Both),9/13/2007,YES,YES,P,513667,513668,,,8.34936004,10.87711974,-2.527759696,Yes,280.2932537,250.2554005,30.03785314,Yes,40.21923744,13.07782328,27.14141416,Yes,6.925800776,5.834140739,1.091660037,Yes,7,NO,"Short core, but otherwise OK",PROB_Lake,Target_Sampled,NATURAL
NLA06608-2663,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2673,1,YES (Both),9/18/2007,YES,YES,P,517617,517618,,,44.9530338,38.28882371,6.66421009,Yes,576.8607921,425.054983,151.8058091,Yes,143.0409326,146.8970905,-3.856157869,Yes,8.426057254,8.465354861,-0.039297607,No,48,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2685,1,YES (Both),9/14/2007,YES,YES,P,511417,511418,,,7.024740433,12.14014048,-5.115400047,Yes,169.9004983,216.5951167,-46.69461844,Yes,26.61487251,21.57907425,5.035798267,Yes,7.238542715,6.945863513,0.292679202,No,34,UNCERTAIN,?Reservoi; Earthen dam - why built? No outlet visi,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2696,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2704,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2708,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2714,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2715,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2726,1,YES (Both),9/12/2007,YES,YES,P,517357,517358,,,8.886990403,15.49209868,-6.605108281,Yes,241.8991476,340.858094,-98.95894641,Yes,142.6676839,125.1849034,17.48278052,Yes,8.438120235,8.377366426,0.060753809,No,52,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2740,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2753,1,YES (Both),8/30/2007,YES,YES,P,508887,508888,,,39.79618298,3224.515826,-3184.719643,Yes,740.969947,16439.67769,-15698.70775,Yes,634.9271628,2781.354168,-2146.427005,Yes,8.580389323,8.585088799,-0.004699476,No,39,NO,Was very eutrophic; had high sed rate,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2759,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2776,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2779,1,YES (Both),7/18/2007,YES,YES,P,512798,512797,,,31.33822082,20.5179726,10.82024822,Yes,740.1810227,754.988,-14.80697726,Yes,488.5222869,404.5254099,83.99687704,Yes,8.539411852,8.389223447,0.150188405,No,26,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2797,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2800,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2801,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2807,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2823,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2824,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2831,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2833,1,YES (Both),8/15/2007,YES,YES,P,509227,509228,,,6.58786495,56.8203184,-50.23245345,Yes,311.2822383,1309.003394,-997.7211556,Yes,290.6844864,771.5998872,-480.9154009,Yes,8.681952137,8.855749495,-0.173797357,No,44,UNCERTAIN,"Large reservoir, some ag, no vegetation",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2874,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2881,1,YES (Both),9/21/2007,YES,YES,P,516757,516758,,,10.64290204,19.00177883,-8.358876793,Yes,265.1874044,343.388699,-78.20129456,Yes,147.0326274,150.0881607,-3.055533346,Yes,8.321651841,8.257386439,0.064265402,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2889,1,YES (Both),7/18/2007,YES,YES,P,510777,510778,,,6.535407854,62.10801796,-55.5726101,Yes,858.9357444,325.2154904,533.720254,Yes,736.381966,135.557372,600.8245941,Yes,8.827624576,7.632259955,1.195364621,Yes,32,UNCERTAIN,?no disturbance; water level fluct.; maybe OK,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2891,1,YES (Both),7/16/2007,YES,YES,P,512767,512768,,,5.166768614,6.078555527,-0.911786913,No,499.7889068,500.008,-0.21909321,No,428.8762276,239.4269566,189.449271,Yes,8.518250561,8.321160897,0.197089665,No,350,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2916,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2924,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2954,1,YES (Both),7/26/2007,YES,YES,P,511867,511868,,,112.8905005,86.49085557,26.39964488,Yes,1330.110754,924.9983544,405.1123995,Yes,245.526718,220.116892,25.409826,Yes,8.990278404,8.942514626,0.047763778,No,54.9,YES,"OK, rel little watershed dist.",PROB_Lake,Target_Sampled,NATURAL
NLA06608-2955,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-2972,1,YES (Both),8/19/2007,YES,YES,P,511347,511348,F1,"VERY HARD SAND, CLAY BOTTOM THROUGHOUT THIS LAKE",257.9896871,319.4688044,-61.47911731,Yes,3335.531375,2755.853444,579.677931,Yes,467.8256061,428.1060942,39.71951192,Yes,8.811578517,8.724211304,0.087367212,No,18,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-2987,1,YES (Both),8/1/2007,YES,YES,P,513607,513608,,,26.63098133,15.18398711,11.44699422,Yes,1037.596328,802.3465837,235.2497444,Yes,439.4670594,236.1455473,203.3215121,Yes,8.37223529,8.460084937,-0.087849647,No,34.5,YES,"?Golf course, Ag; some wetland buffer",PROB_Lake,Target_Sampled,NATURAL
NLA06608-2996,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-3032,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-3035,1,YES (Both),7/25/2007,YES,YES,P,507467,507468,,,26.15944491,14.89909032,11.26035459,Yes,973.1823104,513.182,460.0003104,Yes,356.5226087,238.2048623,118.3177465,Yes,8.824950678,8.337516166,0.487434512,No,39,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-3083,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-3096,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-3121,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-3147,1,YES (Both),8/21/2007,YES,YES,P,504207,504208,,,34.90775014,64.9516241,-30.04387396,Yes,731.182775,1220.08,-488.897225,Yes,236.328583,347.6930551,-111.3644721,Yes,8.293718506,8.357245235,-0.063526729,No,40,UNCERTAIN,Lots of Ag.,PROB_Lake,Target_Sampled,NATURAL
NLA06608-3153,1,YES (Both),9/25/2007,YES,YES,P,517727,517728,,,1.479987162,6.270240364,-4.790253202,Yes,204.0789728,603.4609681,-399.3819953,Yes,244.550654,311.6913856,-67.14073154,Yes,8.313411265,8.558703194,-0.245291929,No,35,YES,,PROB_Lake,Target_Sampled,NATURAL
