SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DATE_COL,SAMPLED_PHYT,DATEPHYT,SAMPLE_CATEGORY,INDXSAMP_PHYT,SAMPLE_DEPTH,PHYT_VOLUME,PRESERVED_PHYT,SAMPLE_ID,FLAG_FLD_PHYT,COMMENT_FLD_PHYT,LAB_ID,SAMPLE_TYPE,INIT_VOL,CONC_VOL,TOT_AREA,CNT_AREA,SOURCELAB,SOURCEDATE,TAXONOMIST_CNT,COMMENT_PHYT_LAB,DATATYPE,VISIT_ID
NLA06608-1893,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,0.3,1000,Y,504813,,,5069.26.06,ALGAE,25,25,380,7.2,EA,20081217b,JS,"Sample loaded with fine particulate debris, detritus and microcystis colonies-some coates into ver long clusters. Very difficult to count.",PHYT,8474
NLA06608-1894,1,PROB_Lake,Target_Sampled,8/8/2007,YES,8/8/2007,P,YES,2,1000,Y,508233,,,5069.35.14,ALGAE,25,25,380,4.5,EA,20081217b,JS,Slide required,PHYT,8475
NLA06608-1906,1,PROB_Lake,Target_Sampled,7/20/2007,YES,7/20/2007,P,YES,2,1000,Y,513853,,,5069.37.10,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8477
NLA06608-1908,1,PROB_Lake,Target_Sampled,8/7/2007,YES,8/7/2007,P,YES,2,1000,Y,509403,,,5069.12.38,ALGAE,333,3,394,15.8402243,EA,20081217b,KMM,,PHYT,8478
NLA06608-1910,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,1,1000,Y,510693,,,5069.20.21,ALGAE,25,25,380,2.7,EA,20081217b,JS,Slide Required,PHYT,8479
NLA06608-1930,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,2,,Y,507203,IM,IM: Volume not recorded on field form,5069.10.31,ALGAE,25,25,380,6.75,EA,20081217b,JS,"Slide required. Just frustulis, most broken, most all F. Capucina dead. All counted were c choloroplast. Sample loaded c small 2-5 microflagellates or coccoid greens and small rods. Strange sample!!",PHYT,8481
NLA06608-1936,1,PROB_Lake,Target_Sampled,9/13/2007,YES,9/13/2007,P,YES,0.8,1000,Y,512063,,,5069.23.21,ALGAE,25,25,380,0.9,EA,20081217b,JS,"Slide required. Lots of debris, difficult to count.",PHYT,8482
NLA06608-1948,1,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,YES,1.2,1000,Y,509143,,,5069.25.18,ALGAE,333,5,394,3.960056075,EA,20081217b,KMM,,PHYT,8483
NLA06608-1953,1,PROB_Lake,Target_Sampled,8/25/2007,YES,8/25/2007,P,YES,2,1000,Y,508203,,,5069.24.17,ALGAE,333,10,394,17.16024299,EA,20081217b,KMM,,PHYT,8484
NLA06608-1958,1,PROB_Lake,Target_Sampled,8/27/2007,YES,8/27/2007,P,YES,2,1000,Y,509803,,,5069.35.42,ALGAE,25,25,380,9.9,EA,20081217b,JS,,PHYT,8485
NLA06608-1959,1,PROB_Lake,Target_Sampled,6/11/2007,YES,6/11/2007,P,YES,1,1000,Y,503083,,,5069.39.02,ALGAE,333,20,394,17.72596529,EA,20081217b,KMM,,PHYT,8486
NLA06608-1960,1,PROB_Lake,Target_Sampled,8/23/2007,YES,8/23/2007,P,YES,0.5,1000,Y,513543,,,5069.34.28,ALGAE,25,25,380,3.375,EA,20081217b,JS,,PHYT,8487
NLA06608-1968,1,PROB_Lake,Target_Sampled,8/23/2007,YES,8/23/2007,P,YES,0.5,1000,Y,504293,,,5069.24.04,ALGAE,333,20,394,3.960056075,EA,20081217b,KMM,,PHYT,8488
NLA06608-1975,1,PROB_Lake,Target_Sampled,8/8/2007,YES,8/8/2007,P,YES,2,1000,Y,513763,,,5069.13.06,ALGAE,333,1,394,142.56,EA,20081217b,JKE,,PHYT,8489
NLA06608-1985,1,PROB_Lake,Target_Sampled,7/21/2007,YES,7/21/2007,P,YES,2,1000,Y,507743,,,5069.10.06,ALGAE,25,25,380,16.2,EA,20081217b,JS,No diatom slide required.,PHYT,8491
NLA06608-1989,1,PROB_Lake,Target_Sampled,8/2/2007,YES,8/2/2007,P,YES,2,1000,Y,512683,,,5069.10.16,ALGAE,25,25,380,6.75,EA,20081217b,JS,"No slide required, lots of fine particulate debris.",PHYT,8492
NLA06608-1992,1,PROB_Lake,Target_Sampled,9/20/2007,YES,9/20/2007,P,YES,0.8,1000,Y,514783,,,5069.41.20,ALGAE,25,25,380,0.45,EA,20081217b,JS,No slide required. Sample with Aphanizomenon bloom and Anabaena.,PHYT,8493
NLA06608-1998,1,PROB_Lake,Target_Sampled,8/6/2007,YES,8/6/2007,P,YES,2,1000,Y,513403,,,5069.20.26,ALGAE,25,25,380,3.6,EA,20081217b,JS,No Slide Required.,PHYT,8494
NLA06608-1998,2,PROB_Lake,Target_Sampled,9/11/2007,YES,9/11/2007,P,NO,2,1000,Y,515533,,,5069.20.33,ALGAE,25,25,380,4.05,EA,20081217b,JS,No Slide Required,PHYT,8495
NLA06608-2005,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,0.5,1000,Y,502953,,,5069.10.23,ALGAE,25,25,380,0.9,EA,20081217b,JS,50-70 cells/col,PHYT,8496
NLA06608-2007,1,PROB_Lake,Target_Sampled,6/24/2007,YES,6/24/2007,P,YES,2,1000,Y,506703,,,5069.39.15,ALGAE,333,3,394,9.051556743,EA,20081217b,KMM,,PHYT,8497
NLA06608-2010,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,1000,Y,505523,,,5069.22.10,ALGAE,333,1,394,35.64,EA,20081217b,JKE,,PHYT,8498
NLA06608-2027,1,PROB_Lake,Target_Sampled,6/20/2007,YES,6/20/2007,P,YES,2,1000,Y,505953,,,5069.48.02,ALGAE,333,20,387.1,35.97,EA,20081217b,MH,,PHYT,8500
NLA06608-2036,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,2,1000,Y,508033,,,5069.13.17,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,8502
NLA06608-2037,1,PROB_Lake,Target_Sampled,6/14/2007,YES,6/14/2007,P,YES,0.82,1000,Y,502243,,,5069.26.01,ALGAE,25,25,380,1.35,EA,20081217b,JS,No slide required,PHYT,8503
NLA06608-2039,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,0.9,1000,Y,513473,,,5069.13.14,ALGAE,333,1,394,23.76,EA,20081217b,JKE,,PHYT,8504
NLA06608-2049,1,PROB_Lake,Target_Sampled,9/17/2007,YES,9/17/2007,P,YES,2,1000,Y,509533,,,5069.24.21,ALGAE,333,3,394,18.48026168,EA,20081217b,KMM,,PHYT,8505
NLA06608-2056,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,2,1000,Y,513433,,,5069.13.12,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8506
NLA06608-2072,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,1.3,1000,Y,514603,,,5069.41.38,ALGAE,25,25,380,1.575,EA,20081217b,JS,Sample is loaded c small synechocystis and synechococcus and cf. Botryococcus. Should be verified. Many ciliates.,PHYT,8508
NLA06608-2074,1,PROB_Lake,Target_Sampled,6/13/2007,YES,6/13/2007,P,YES,1.2,1000,Y,503103,,,5069.08.05,ALGAE,333,20,394,71.28,EA,20081217b,JKE,,PHYT,8509
NLA06608-2076,1,PROB_Lake,Target_Sampled,9/12/2007,YES,9/12/2007,P,YES,2,1000,Y,503773,,,5069.03.05,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8510
NLA06608-2078,1,PROB_Lake,Target_Sampled,8/24/2007,YES,8/24/2007,P,YES,2,1000,Y,510243,,,5069.20.18,ALGAE,25,25,380,3.6,EA,20081217b,JS,No slide required.,PHYT,8511
NLA06608-2082,1,PROB_Lake,Target_Sampled,9/4/2007,YES,9/4/2007,P,YES,2,1000,Y,517273,,,5069.35.36,ALGAE,25,25,380,4.5,EA,20081217b,JS,Slide required. Lots of debris and detritus.,PHYT,8512
NLA06608-2086,1,REF_Lake,Target_Sampled,8/29/2007,YES,8/29/2007,P,YES,2,1000,Y,517303,,,5069.43.11,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8514
NLA06608-2087,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,0.7,1000,Y,504013,,,5069.39.09,ALGAE,333,20,394,6.41151936,EA,20081217b,KMM,,PHYT,8515
NLA06608-2091,1,PROB_Lake,Target_Sampled,7/2/2007,YES,7/2/2007,P,YES,1.8,1000,Y,515193,,,5069.01.14,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8516
NLA06608-2092,1,PROB_Lake,Target_Sampled,9/15/2007,YES,9/15/2007,P,YES,0.8,1000,Y,510723,,,5069.16.07,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8517
NLA06608-2094,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,2,1000,Y,514313,,,5069.41.16,ALGAE,25,25,380,0.9,EA,20081217b,JS,No slide required,PHYT,8518
NLA06608-2095,1,PROB_Lake,Target_Sampled,7/8/2007,YES,7/8/2007,P,YES,1.5,1000,Y,513163,,,5069.48.25,ALGAE,333,20,387.1,11.985,EA,20081217b,MH,,PHYT,8519
NLA06608-2103,1,PROB_Lake,Target_Sampled,6/13/2007,YES,6/13/2007,P,YES,0.8,1000,Y,514043,,,5069.39.34,ALGAE,333,5,394,16.2173725,EA,20081217b,KMM,,PHYT,8521
NLA06608-2114,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,2,1000,Y,507103,,,5069.18.04,ALGAE,333,2,394,47.52,EA,20081217b,JKE,,PHYT,8525
NLA06608-2117,1,PROB_Lake,Target_Sampled,9/25/2007,YES,9/25/2007,P,YES,0.4,1000,Y,503183,,,5069.08.09,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,8526
NLA06608-2120,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,2,1000,Y,511823,,,5069.41.30,ALGAE,25,25,380,2.25,EA,20081217b,JS,No slide required.,PHYT,8527
NLA06608-2123,1,PROB_Lake,Target_Sampled,8/13/2007,YES,8/13/2007,P,YES,0.5,1000,Y,510083,,,5069.39.18,ALGAE,333,20,394,4.71435247,EA,20081217b,KMM,,PHYT,8528
NLA06608-2131,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,0.8,1000,Y,514963,,,5069.39.39,ALGAE,333,5,394,6.222945261,EA,20081217b,KMM,,PHYT,8529
NLA06608-2134,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,2,1000,Y,513493,,,5069.45.24,ALGAE,333,20,394,6.034371162,EA,20081217b,KMM,,PHYT,8530
NLA06608-2135,1,PROB_Lake,Target_Sampled,8/20/2007,YES,8/20/2007,P,YES,2,1000,Y,511313,,,5069.39.22,ALGAE,333,10,394,7.92011215,EA,20081217b,KMM,,PHYT,8531
NLA06608-2152,1,PROB_Lake,Target_Sampled,10/2/2007,YES,10/2/2007,P,YES,2,1000,Y,513483,,,5069.23.12,ALGAE,25,25,380,0.9,EA,20081217b,JS,Slide required.,PHYT,8532
NLA06608-2154,1,PROB_Lake,Target_Sampled,7/23/2007,YES,7/23/2007,P,YES,1.1,1000,Y,506903,,,5069.01.06,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8533
NLA06608-2155,1,PROB_Lake,Target_Sampled,7/25/2007,YES,7/25/2007,P,YES,2,1000,Y,511513,,,5069.12.52,ALGAE,333,10,394,18.10311349,EA,20081217b,KMM,,PHYT,8534
NLA06608-2162,1,PROB_Lake,Target_Sampled,7/9/2007,YES,7/9/2007,P,YES,2,1000,Y,505483,,,5069.37.14,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8535
NLA06608-2170,1,PROB_Lake,Target_Sampled,8/24/2007,YES,8/24/2007,P,YES,2,1000,Y,513773,,,5069.24.30,ALGAE,333,10,394,9.994427237,EA,20081217b,KMM,,PHYT,8536
NLA06608-2177,1,PROB_Lake,Target_Sampled,9/14/2007,YES,9/14/2007,P,YES,2,1000,Y,510193,,,5069.24.24,ALGAE,333,2,394,11.31444593,EA,20081217b,KMM,,PHYT,8537
NLA06608-2185,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,1000,Y,505863,,,5069.26.09,ALGAE,25,25,380,7.65,EA,20081217b,JS,Slide required,PHYT,8538
NLA06608-2187,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,2,1000,Y,505983,,,5069.01.03,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8539
NLA06608-2193,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,1,1000,Y,513313,,,5069.45.22,ALGAE,333,20,394,16.97166889,EA,20081217b,KMM,,PHYT,8540
NLA06608-2196,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,511373,,,5069.12.30,ALGAE,333,5,394,17.16024299,EA,20081217b,KMM,,PHYT,8541
NLA06608-2217,1,PROB_Lake,Target_Sampled,6/5/2007,YES,6/5/2007,P,YES,2,1000,Y,502483,,,5069.02.04,ALGAE,333,5,394,15.6516502,EA,20081217b,KMM,,PHYT,8542
NLA06608-2219,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,2,1000,Y,506663,,,5069.12.28,ALGAE,333,10,394,7.165815755,EA,20081217b,KMM,,PHYT,8543
NLA06608-2241,1,PROB_Lake,Target_Sampled,9/6/2007,YES,9/6/2007,P,YES,2,1000,Y,516543,,,5069.45.25,ALGAE,333,20,394,28.28611482,EA,20081217b,KMM,,PHYT,8545
NLA06608-2250,1,PROB_Lake,Target_Sampled,7/29/2007,YES,7/29/2007,P,YES,2,1000,Y,513713,,,5069.48.28,ALGAE,333,20,387.1,23.98,EA,20081217b,MH,,PHYT,8546
NLA06608-2253,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,1.5,1000,Y,505113,,,5069.07.03,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8547
NLA06608-2257,1,PROB_Lake,Target_Sampled,8/24/2007,YES,8/24/2007,P,YES,2,1000,Y,517693,,,5069.45.33,ALGAE,333,20,394,17.72596529,EA,20081217b,KMM,,PHYT,8548
NLA06608-2266,1,PROB_Lake,Target_Sampled,6/23/2007,YES,6/23/2007,P,YES,2,1000,Y,502153,,,5069.48.07,ALGAE,333,20,387.1,2.29,EA,20081217b,MH,,PHYT,8549
NLA06608-2267,1,PROB_Lake,Target_Sampled,8/6/2007,YES,8/6/2007,P,YES,2,1000,Y,513023,,,5069.12.36,ALGAE,333,5,394,6.034371162,EA,20081217b,KMM,,PHYT,8550
NLA06608-2283,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,2,1000,Y,514983,,,5069.12.16,ALGAE,333,7,394,18.48026168,EA,20081217b,KMM,,PHYT,8553
NLA06608-2305,1,PROB_Lake,Target_Sampled,7/16/2007,YES,7/16/2007,P,YES,2,1000,Y,506063,,,5069.10.02,ALGAE,25,25,380,4.05,EA,20081217b,JS,"Slide required. Diverse. Many unidentifiable small coccoid green of chlorella (5-10 microns), count: 15, 20, 11, 10.",PHYT,8555
NLA06608-2322,1,PROB_Lake,Target_Sampled,8/23/2007,YES,8/23/2007,P,YES,2,1000,Y,511993,,,5069.42.16,ALGAE,333,2.5,254.4690049,22.94,EA,20081217b,EEW,,PHYT,8556
NLA06608-2332,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,512523,,,5069.25.24,ALGAE,333,5,394,13.57733511,EA,20081217b,KMM,,PHYT,8557
NLA06608-2333,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,1.5,1000,Y,503683,,,5069.07.09,ALGAE,333,20,394,11.88,EA,20081217b,JKE,,PHYT,8558
NLA06608-2345,1,PROB_Lake,Target_Sampled,8/16/2007,YES,8/16/2007,P,YES,2,1000,Y,511403,,,5069.42.07,ALGAE,333,3.5,254.4690049,8.78,EA,20081217b,EEW,,PHYT,8559
NLA06608-2354,1,PROB_Lake,Target_Sampled,7/13/2007,YES,7/13/2007,P,YES,2,1000,Y,508903,,,5069.37.04,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8560
NLA06608-2372,1,PROB_Lake,Target_Sampled,8/28/2007,YES,8/28/2007,P,YES,2,1000,Y,511763,,,5069.02.20,ALGAE,333,5,394,15.8402243,EA,20081217b,KMM,,PHYT,8563
NLA06608-2379,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,2,1000,Y,513743,,,5069.48.03,ALGAE,333,20,387.1,15.98,EA,20081217b,MH,,PHYT,8564
NLA06608-2418,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,1,1000,Y,508123,,,5069.37.15,ALGAE,333,20,394,23.76,EA,20081217b,JKE,,PHYT,8566
NLA06608-2426,1,PROB_Lake,Target_Sampled,9/27/2007,YES,9/27/2007,P,YES,0.6,1000,Y,516773,,,5069.24.50,ALGAE,333,20,394,7.92011215,EA,20081217b,KMM,,PHYT,8568
NLA06608-2429,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,2,1000,Y,509333,,,5069.42.30,ALGAE,333,4,254.4690049,21.19,EA,20081217b,EEW,,PHYT,8569
NLA06608-2438,1,PROB_Lake,Target_Sampled,9/11/2007,YES,9/11/2007,P,YES,0.2,1000,Y,517753,,,5069.35.38,ALGAE,333,20,394,142.56,EA,20081217b,JKE,,PHYT,8570
NLA06608-2450,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,2,1000,Y,505683,,,5069.35.08,ALGAE,25,25,380,3.6,EA,20081217b,JS,,PHYT,8571
NLA06608-2453,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,0.5,1000,Y,510733,,,5069.26.12,ALGAE,25,25,380,9.45,EA,20081217b,JS,No slide required,PHYT,8572
NLA06608-2457,1,PROB_Lake,Target_Sampled,8/23/2007,YES,8/23/2007,P,YES,2,1000,Y,511113,,,5069.42.32,ALGAE,333,4.4,254.4690049,5.04,EA,20081217b,EEW,?,PHYT,8573
NLA06608-2463,1,PROB_Lake,Target_Sampled,7/19/2007,YES,7/19/2007,P,YES,2,1000,Y,502253,,,5069.42.03,ALGAE,333,1.9,254.4690049,19.19,EA,20081217b,EEW,,PHYT,8574
NLA06608-2477,1,PROB_Lake,Target_Sampled,6/26/2007,YES,6/26/2007,P,YES,1.3,1000,Y,504973,,,5069.26.08,ALGAE,25,25,380,4.05,EA,20081217b,JS,No slide required.,PHYT,8575
NLA06608-2481,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,2,1000,Y,504573,,,5069.35.06,ALGAE,25,25,380,4.95,EA,20081217b,JS,No slide required. Lots of large particulate debris! Mostly pico-plant and flagellates. Oligotrophic system.,PHYT,8576
NLA06608-2492,1,PROB_Lake,Target_Sampled,7/24/2007,YES,7/24/2007,P,YES,1.7,1000,Y,503233,,,5069.22.07,ALGAE,333,1,394,23.76,EA,20081217b,JKE,,PHYT,8577
NLA06608-2497,1,PROB_Lake,Target_Sampled,7/17/2007,YES,7/17/2007,P,YES,0.6,500,Y,505673,,,5069.10.03,ALGAE,25,25,380,1.35,EA,20081217b,JS,"Slide required, rich sample, many ciliates.",PHYT,8579
NLA06608-2507,1,PROB_Lake,Target_Sampled,7/11/2007,YES,7/11/2007,P,YES,1.6,1000,Y,512153,,,5069.12.09,ALGAE,333,5,394,4.902926569,EA,20081217b,KMM,,PHYT,8580
NLA06608-2513,1,PROB_Lake,Target_Sampled,8/21/2007,YES,8/21/2007,P,YES,2,1000,Y,513053,,,5069.45.20,ALGAE,333,20,394,7.92011215,EA,20081217b,KMM,,PHYT,8581
NLA06608-2523,1,PROB_Lake,Target_Sampled,7/31/2007,YES,7/31/2007,P,YES,1.5,1000,Y,512093,,,5069.12.37,ALGAE,333,5,394,3.394333779,EA,20081217b,KMM,,PHYT,8582
NLA06608-2524,1,PROB_Lake,Target_Sampled,9/14/2007,YES,9/14/2007,P,YES,2,1000,Y,504093,,,5069.16.01,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8583
NLA06608-2565,1,PROB_Lake,Target_Sampled,8/22/2007,YES,8/22/2007,P,YES,2,1000,Y,513653,,,5069.08.22,ALGAE,333,20,394,83.16,EA,20081217b,JKE,,PHYT,8588
NLA06608-2566,1,PROB_Lake,Target_Sampled,7/12/2007,YES,7/12/2007,P,YES,0.75,1000,Y,508733,,,5069.37.16,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8589
NLA06608-2593,1,PROB_Lake,Target_Sampled,7/26/2007,YES,7/26/2007,P,YES,1,1000,Y,502023,,,5069.08.01,ALGAE,333,20,394,59.4,EA,20081217b,JKE,,PHYT,8591
NLA06608-2629,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,1,1000,Y,503173,,,5069.08.08,ALGAE,333,20,394,71.28,EA,20081217b,JKE,,PHYT,8596
NLA06608-2634,1,PROB_Lake,Target_Sampled,7/30/2007,YES,7/30/2007,P,YES,2,1000,Y,512713,,,5069.48.14,ALGAE,333,20,387.1,1.428,EA,20081217b,MH,,PHYT,8597
NLA06608-2640,1,PROB_Lake,Target_Sampled,8/9/2007,YES,8/9/2007,P,YES,2,1000,Y,513383,,,5069.25.20,ALGAE,333,5,394,9.051556743,EA,20081217b,KMM,,PHYT,8598
NLA06608-2644,1,PROB_Lake,Target_Sampled,8/20/2007,YES,8/20/2007,P,YES,0.78,1000,Y,512143,,,5069.12.42,ALGAE,333,10,394,5.657222964,EA,20081217b,KMM,,PHYT,8599
NLA06608-2655,1,PROB_Lake,Target_Sampled,8/29/2007,YES,8/29/2007,P,YES,2,1000,Y,511013,,,5069.42.26,ALGAE,333,20,254.4690049,46.46,EA,20081217b,EEW,? 14.25+um diameter,PHYT,8600
NLA06608-2657,1,PROB_Lake,Target_Sampled,9/13/2007,YES,9/13/2007,P,YES,0.7,1000,Y,513663,,,5069.08.23,ALGAE,333,20,394,83.16,EA,20081217b,JKE,,PHYT,8601
NLA06608-2663,1,PROB_Lake,Target_Sampled,7/10/2007,YES,7/10/2007,P,YES,1.5,1000,Y,514823,,,5069.41.21,ALGAE,25,25,380,5.4,EA,20081217b,JS,No slide required. Lots of small nano flagellates. See drawing. 5-15 microns in size. Many ciliates in sample.,PHYT,8602
NLA06608-2673,1,PROB_Lake,Target_Sampled,9/18/2007,YES,9/18/2007,P,YES,2,1000,Y,517613,,,5069.35.35,ALGAE,25,25,380,13.5,EA,20081217b,JS,"Slie required, sparse!",PHYT,8603
NLA06608-2685,1,PROB_Lake,Target_Sampled,9/14/2007,YES,9/14/2007,P,YES,2,1000,Y,511413,,,5069.42.24,ALGAE,333,3.2,254.4690049,8.36,EA,20081217b,EEW,,PHYT,8604
NLA06608-2696,1,PROB_Lake,Target_Sampled,7/26/2007,YES,7/26/2007,P,YES,1.5,1000,Y,514693,,,5069.41.19,ALGAE,25,25,380,0.9,EA,20081217b,JS,"No slide required. 2-3 species of cryptomonas, and lots of small nano-flagellates.",PHYT,8605
NLA06608-2704,1,PROB_Lake,Target_Sampled,9/11/2007,YES,9/11/2007,P,YES,0.48,1000,Y,507783,,,5069.41.28,ALGAE,25,25,380,0.9,EA,20081217b,JS,"No slide required. Sample diverse, rich and loaded c microcystis. Loaded with fine silt/clay debris. Difficult to count.",PHYT,8606
NLA06608-2708,1,PROB_Lake,Target_Sampled,8/8/2007,YES,8/8/2007,P,YES,2,1000,Y,512733,,,5069.12.31,ALGAE,333,5,394,7.92011215,EA,20081217b,KMM,,PHYT,8607
NLA06608-2714,1,PROB_Lake,Target_Sampled,8/11/2007,YES,8/11/2007,P,YES,2,1000,Y,509923,,,5069.48.29,ALGAE,333,20,387.1,3.995,EA,20081217b,MH,,PHYT,8608
NLA06608-2715,1,PROB_Lake,Target_Sampled,8/17/2007,YES,8/17/2007,P,YES,1,1000,Y,509163,,,5069.25.03,ALGAE,333,5,394,26.21179974,EA,20081217b,KMM,,PHYT,8609
NLA06608-2726,1,PROB_Lake,Target_Sampled,9/12/2007,YES,9/12/2007,P,YES,1,1000,Y,517353,,,5069.35.34,ALGAE,25,25,380,13.5,EA,20081217b,JS,Slide required! Sparse!,PHYT,8610
NLA06608-2740,1,PROB_Lake,Target_Sampled,8/14/2007,YES,8/14/2007,P,YES,1.2,1000,Y,512743,,,5069.25.35,ALGAE,333,5,394,7.354389854,EA,20081217b,KMM,,PHYT,8611
NLA06608-2753,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,2,1000,Y,508883,,,5069.45.14,ALGAE,333,20,394,15.08592791,EA,20081217b,KMM,,PHYT,8613
NLA06608-2759,1,PROB_Lake,Target_Sampled,8/30/2007,YES,8/30/2007,P,YES,1.2,1000,Y,508933,,,5069.41.29,ALGAE,25,25,380,9.9,EA,20081217b,JS,,PHYT,8614
NLA06608-2776,1,PROB_Lake,Target_Sampled,10/16/2007,YES,10/16/2007,P,YES,1.44,1000,Y,516283,,,5069.41.52,ALGAE,25,25,380,0.54,EA,20081217b,JS,No slide required. Uncertain of the Willea count. Cound be Synura. Lots of small nano flagellates.,PHYT,8615
NLA06608-2779,1,PROB_Lake,Target_Sampled,7/18/2007,YES,7/18/2007,P,YES,2,1000,Y,512793,,,5069.12.17,ALGAE,333,20,394,14.70877971,EA,20081217b,KMM,,PHYT,8616
NLA06608-2797,1,PROB_Lake,Target_Sampled,6/28/2007,YES,6/28/2007,P,YES,2,1000,Y,504753,,,5069.26.05,ALGAE,25,25,380,10.35,EA,20081217b,JS,No slide required.,PHYT,8619
NLA06608-2800,1,PROB_Lake,Target_Sampled,9/25/2007,YES,9/25/2007,P,YES,2,1000,Y,517963,,,5069.24.51,ALGAE,333,3,394,18.48026168,EA,20081217b,KMM,,PHYT,8620
NLA06608-2801,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,0.6,1000,Y,502003,,,5069.10.34,ALGAE,25,25,380,8.1,EA,20081217b,JS,No slide required. Dominated microcystis! Much fin silt debris!,PHYT,8621
NLA06608-2807,1,PROB_Lake,Target_Sampled,8/13/2007,YES,8/13/2007,P,YES,1.62,1000,Y,513813,,,5069.41.14,ALGAE,25,25,380,0.45,EA,20081217b,JS,No slide required,PHYT,8622
NLA06608-2823,1,PROB_Lake,Target_Sampled,9/5/2007,YES,9/5/2007,P,YES,2,1000,Y,516513,,,5069.16.09,ALGAE,333,1,394,11.88,EA,20081217b,JKE,,PHYT,8623
NLA06608-2824,1,PROB_Lake,Target_Sampled,8/13/2007,YES,8/13/2007,P,YES,1.6,1000,Y,512583,,,5069.25.37,ALGAE,333,10,394,3.771481976,EA,20081217b,KMM,,PHYT,8624
NLA06608-2831,1,PROB_Lake,Target_Sampled,8/1/2007,YES,8/1/2007,P,YES,0.98,1000,Y,513373,,,5069.01.12,ALGAE,333,2,394,11.88,EA,20081217b,JKE,,PHYT,8625
NLA06608-2833,1,PROB_Lake,Target_Sampled,8/15/2007,YES,8/15/2007,P,YES,2,1000,Y,509223,,,5069.45.16,ALGAE,333,20,394,17.72596529,EA,20081217b,KMM,,PHYT,8626
