SITE_ID,YEAR,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED,DATE_COL,SAMPLE_CATEGORY,DATECHEM,SAMPLED_CHEM,INDXSAMP_CHEM,PH_FIELD,PH_FIELD_DEPTH,SAMPLE_DEPTH,SAMPLE_ID_CHEM,LAB_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NTL_PPM,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CL_PPM,CL,CL_FLAG,CL_RL_ALERT,NO3N_PPM,NO3,NO3_FLAG,NO3_RL_ALERT,SO4_PPM,SO4,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA,CA_FLAG,CA_RL_ALERT,MG_PPM,MG,MG_FLAG,MG_RL_ALERT,NA_PPM,NA,NA_FLAG,NA_RL_ALERT,K_PPM,K,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,H,OH,NH4ION,CATSUM,ANSUM2,ANDEF2,SOBC,BALANCE2,ORGION,CONCAL2,CONDHO2,DAY_SHIP,DAYSHIP_ALERT,DATE_RECEIVED,DATE_FILTERED,DATEFILT_ALERT,PHLAB_HT,PHLAB_HT_ALERT,COND_HT,COND_HT_ALERT,ANC_HT,ANC_HT_ALERT,TURB_HT,TURB_HT_ALERT,TOC_HT,TOC_HT_ALERT,DOC_HT,DOC_HT_ALERT,NH4_HT,NH4_HT_ALERT,NO3NO2_HT,NO3NO2_HT_ALERT,NTL_HT,NTL_HT_ALERT,PTL_HT,PTL_HT_ALERT,CL_HT,CL_HT_ALERT,NO3_HT,NO3_HT_ALERT,SO4_HT,SO4_HT_ALERT,CA_HT,CA_HT_ALERT,MG_HT,MG_HT_ALERT,NA_HT,NA_HT_ALERT,K_HT,K_HT_ALERT,COLOR_HT,COLOR_HT_ALERT,SIO2_HT,SIO2_HT_ALERT,COM_FIELD_PH,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM,COMMENT_IM_CHEM,INDXSAMP_CHLA,DATECHLA,SAMPLED_CHLA,CHLA,SAMPLE_ID_CHLA,LAB_ID_CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,COMMENT_LAB_CHLA,CHLA_HT_ALERT,CHLA_HT,DATESECCHI,SAMPLED_SECCHI,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,VISIT_ID,FLAG_SECCHI
NLA06608-2120,2007,1,PROB_Lake,Target_Sampled,Yes,7/25/2007,P,7/25/2007,YES,YES,7.7,1,2,511821,0710566,6.94,,132.3,,N,982.59,,4.5,,N,13.3,,N,12.66,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.869,869,,N,28,,N,4.398,124.049988,,N,0.005,0.5,<RL (0.02),Y,7.709,160.50138,,N,14.81,739.019,,N,3.971,326.765648,,N,3.359,146.108472,,N,3.679,94.0963114,,N,60,,N,12.495,,N,0.115,0.087,1.137323277,1307.24,1267.26,39.99,1305.99,1.55,123.58,141.67,131.95,2,N,7/27/2007,7/27/2007,N,3,N,2,N,3,N,2,N,21,Y,17,Y,14,N,7,N,47,Y,47,Y,145,Y,145,Y,145,Y,292,Y,292,Y,292,Y,292,Y,2,N,7,N,,,,,YES,7/25/2007,YES,13.472,511822,0710566,N,,,,,Y,29,7/25/2007,YES,1.16,,,8527,
NLA06608-2123,2007,1,PROB_Lake,Target_Sampled,Yes,8/13/2007,P,8/13/2007,YES,YES,9.05,0.5,0.5,510081,0710822,9,,1596,,N,3999.48,,35,,N,15.78,,N,13.47,,N,0.026,1.856218,,N,0.005,<RL (0.02),Y,3.009,3009,,N,613,,N,21.602,609.306012,,N,0.005,0.5,<RL (0.02),Y,700.046,14574.95772,,N,121.4,6057.86,,N,105.2,8656.6976,,N,102.7,4467.204547,,N,19.38,495.674508,,N,24,,N,29.29,,N,0.001,10,1.236489475,19678.67,19183.74,494.93,19677.44,1.27,134.59,2471.3,1759.94,2,N,8/15/2007,8/15/2007,N,2,N,2,N,2,N,2,N,24,Y,14,N,15,N,3,N,58,Y,28,N,154,Y,154,Y,171,Y,185,Y,185,Y,185,Y,185,Y,3,N,3,N,,,,,YES,8/13/2007,YES,166.629,510082,0710822,N,,,IM,Vol. Filt. Chg (missing).,N,23,8/13/2007,YES,0.24,,,8528,
NLA06608-2131,2007,1,PROB_Lake,Target_Sampled,Yes,6/26/2007,P,6/26/2007,YES,YES,8.96,0.5,0.8,514961,0710136,8.9,,2170,,N,8260.11,,15.4,,N,26.92,,N,22.46,,N,0.042,2.998506,,N,0.005,<RL (0.02),Y,1.82,1820,,N,14,,N,30.206,851.990436,,N,0.005,0.5,<RL (0.02),Y,979.878,20401.05996,,N,14.65,731.035,,N,236.4,19452.8832,,N,151.9,6607.286959,,N,42.04,1075.240264,,N,7,,N,20.561,,N,0.001,7.943,2.14467411,27868.59,29513.16,-1644.57,27866.45,-2.87,224.39,3550.43,2476.11,2,N,6/28/2007,6/28/2007,N,7,Y,9,Y,7,N,3,N,15,Y,15,Y,36,Y,7,N,86,Y,86,Y,112,Y,108,Y,120,Y,297,Y,297,Y,297,Y,297,Y,3,N,7,N,,,,,YES,6/26/2007,YES,13.44,514962,0710136,N,,,,,Y,29,6/26/2007,YES,0.43,,,8529,
NLA06608-2134,2007,1,PROB_Lake,Target_Sampled,Yes,8/1/2007,P,8/1/2007,YES,YES,9,1,2,513491,0710633,7.5,,40.14,,N,307.69,,2.89,,N,1.64,,N,1.51,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.211,211,,N,21,,N,1.627,45.891162,,N,0.005,0.5,<RL (0.02),Y,1.346,28.02372,,N,3.361,167.7139,,N,0.992,81.629696,,N,2.562,111.4408768,,N,0.394,10.0771804,,N,6,,N,1.57,,N,0.032,0.316,0.28111649,371.17,381.64,-10.46,370.86,-1.39,14.94,40.14,38.44,1,N,8/2/2007,8/2/2007,N,1,N,2,N,1,N,2,N,19,Y,14,N,8,N,5,N,34,Y,34,Y,141,Y,141,Y,141,Y,286,Y,286,Y,286,Y,286,Y,2,N,5,N,,,,,YES,8/1/2007,YES,6.149,513492,0710633,N,,,,,N,23,8/1/2007,YES,1.71,,,8530,
NLA06608-2135,2007,1,PROB_Lake,Target_Sampled,Yes,8/20/2007,P,8/20/2007,YES,YES,8.4,1,2,511311,0710926,8.47,,1943,,N,4156.2,,4.61,,N,10.18,,N,10.04,,N,0.055,3.926615,,N,0.005,<RL (0.02),Y,1.117,1117,,N,24,,N,15.95,449.8857,,N,0.005,0.5,<RL (0.02),Y,946.108,19697.96856,,N,82.08,4095.792,,N,222.3,18292.6224,,N,43.99,1913.459864,,N,25.78,659.364748,,N,7,,N,8.144,,N,0.003,2.951,3.420650785,24964.66,24304.06,660.61,24961.24,1.34,100.19,3153.19,2179.81,2,N,8/22/2007,8/22/2007,N,2,N,2,N,2,N,2,N,72,Y,11,N,10,N,3,N,23,N,23,N,166,Y,166,Y,169,Y,182,Y,182,Y,182,Y,182,Y,2,N,3,N,,,,,YES,8/20/2007,YES,15.216,511312,0710926,N,,,,,N,18,8/20/2007,YES,1.45,,,8531,
NLA06608-2152,2007,1,PROB_Lake,Target_Sampled,Yes,10/2/2007,P,10/2/2007,YES,YES,8.1,1,2,513481,0711361,8.12,,266.2,,N,2438.83,,1.65,<RL (2),Y,4.48,,N,4.34,,N,0.01,0.71393,<RL (0.02),Y,0.005,<RL (0.02),Y,0.535,535,,N,29,,N,7.912,223.165872,,N,0.005,0.5,<RL (0.02),Y,6.845,142.5129,,N,27.26,1360.274,,N,14.48,1191.53024,,N,3.765,163.7685017,,N,3.962,101.3344892,,N,13,,N,4.102,,N,0.008,1.318,0.669683334,2817.58,2804.52,13.07,2816.91,0.23,43.24,296.91,279.47,2,N,10/4/2007,10/4/2007,N,9,Y,2,N,9,Y,2,N,134,Y,24,Y,21,N,2,N,42,Y,22,N,7,N,7,N,7,N,196,Y,196,Y,196,Y,196,Y,2,N,2,N,,,,,YES,10/2/2007,YES,23.832,513482,0711361,N,,,,,N,7,10/2/2007,YES,1.61,,,8532,
NLA06608-2154,2007,1,PROB_Lake,Target_Sampled,Yes,7/23/2007,P,7/23/2007,YES,YES,8.6,0.5,1.1,506901,0710467,8.61,,110.1,,N,934.62,,9.52,,N,8.13,,N,5.93,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,1.007,1007,,N,112,,N,3.008,84.843648,,N,0.005,0.5,<RL (0.02),Y,1.681,34.99842,,N,13.66,681.634,,N,1.284,105.657792,,N,2.458,106.9171254,,N,4.182,106.9613412,,N,5,<RL (5),N,0.259,,N,0.002,4.074,0.94860316,1002.12,1054.46,-52.34,1001.17,-2.55,59.2,110.91,106.72,1,N,7/24/2007,7/24/2007,N,1,N,1,N,1,N,1,N,15,Y,9,N,14,N,3,N,45,Y,45,Y,119,Y,119,Y,119,Y,287,Y,287,Y,287,Y,287,Y,4,Y,3,N,,,,,YES,7/23/2007,YES,46.4,506902,0710467,N,,,,,N,25,7/23/2007,YES,0.59,,,8533,
NLA06608-2155,2007,1,PROB_Lake,Target_Sampled,Yes,7/25/2007,P,7/25/2007,YES,YES,8.5,1.9,2,511511,0710535,8.58,,486.9,,N,2875.3,,2.43,,N,8.25,,N,7.9,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.644,644,,N,1,<RL (4),Y,63.043,1778.190858,,N,0.005,0.5,<RL (0.02),Y,16.534,344.23788,,N,35.89,1790.911,,N,14.72,1211.27936,,N,36.48,1586.792813,,N,1.703,43.5569498,,N,7,,N,1.354,,N,0.003,3.802,0.959461688,4633.5,4997.73,-364.23,4632.54,-3.78,78.87,545.21,506.52,1,N,7/26/2007,7/26/2007,N,2,N,2,N,2,N,2,N,19,Y,13,N,13,N,5,N,47,Y,47,Y,133,Y,132,Y,132,Y,288,Y,288,Y,288,Y,288,Y,2,N,5,N,,,,,YES,7/25/2007,YES,1.464,511512,0710535,N,,,,,N,23,7/25/2007,YES,2.5,,,8534,
NLA06608-2162,2007,1,PROB_Lake,Target_Sampled,Yes,7/9/2007,P,7/9/2007,YES,YES,7.03,1,2,505481,0710237,6.94,,61.52,,N,94.85,,0.846,<RL (2),Y,4.91,,N,4.52,,N,0.024,1.713432,,N,0.005,<RL (0.02),Y,0.295,295,,N,21,,N,9.276,261.638856,,N,0.005,0.5,<RL (0.02),Y,5.349,111.36618,,N,2.446,122.0554,,N,0.887,72.989456,,N,6.282,273.251986,,N,0.702,17.9547732,,N,21,,N,2.559,,N,0.115,0.087,1.705984916,488.07,467.97,20.1,486.25,2.1,44.12,59.41,54.15,2,N,7/11/2007,7/11/2007,N,3,N,3,N,3,N,2,N,14,N,8,N,20,N,9,Y,39,Y,39,Y,95,Y,95,Y,95,Y,294,Y,294,Y,294,Y,294,Y,35,Y,9,Y,,,,,YES,7/9/2007,YES,3.744,505482,0710237,N,,,,,N,23,7/9/2007,YES,2.48,,,8535,
NLA06608-2170,2007,1,PROB_Lake,Target_Sampled,Yes,8/24/2007,P,8/24/2007,YES,YES,9.1,0.3,2,513771,0711112,9.11,,10470,,N,12203.93,,3.63,,N,77.98,,N,74.59,,N,0.079,5.640047,,N,0.005,<RL (0.02),Y,5.109,5109,,N,65,,N,362.855,10234.68813,,N,0.242,17.277106,,N,4555.792,94851.58944,,N,8.317,415.0183,,N,693.3,57050.2704,,N,1806,78556.68366,,N,113.5,2902.9441,,N,6,,N,0.102,,N,0.001,12.882,3.427202711,138928.34,117307.49,21620.86,138924.92,8.44,745.42,16111.45,9335.41,7,Y,8/31/2007,8/31/2007,N,8,Y,7,N,8,Y,7,Y,75,Y,116,Y,33,Y,13,Y,47,Y,21,N,180,Y,174,Y,180,Y,216,Y,279,Y,279,Y,279,Y,7,Y,13,Y,,,,,YES,8/24/2007,YES,3.96,513772,0711112,N,,,,,N,21,8/24/2007,"NO, EQUIPMENT FAILURE",,,"SECCHI DISK NOT AVAILABLE YSI USED, secchi=1m, not valid measure",8536,K
NLA06608-2177,2007,1,PROB_Lake,Target_Sampled,Yes,9/14/2007,P,9/14/2007,YES,YES,8.4,1,2,510191,0711284,8.34,,221.8,,N,2283.51,,0.5,<RL (2),Y,3.47,,N,3.22,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.334,334,,N,3,<RL (4),Y,0.317,8.941302,,N,0.005,0.5,<RL (0.02),Y,1.424,29.64768,,N,29.74,1484.026,,N,7.941,653.449008,,N,1.564,68.03026204,,N,0.727,18.5941882,,N,5,<RL (5),N,5.649,,N,0.005,2.188,0.450367885,2224.55,2322.1,-97.55,2224.1,-2.15,32.12,232.7,221.57,5,Y,9/19/2007,9/19/2007,N,5,Y,5,N,5,N,5,Y,134,Y,39,Y,14,N,6,N,28,N,28,N,10,Y,10,Y,10,Y,208,Y,208,Y,208,Y,208,Y,5,Y,6,N,,,,,YES,9/14/2007,YES,1.389,510192,0711284,N,,,,,N,7,9/14/2007,YES,5.45,,,8537,
NLA06608-2185,2007,1,PROB_Lake,Target_Sampled,Yes,7/19/2007,P,7/19/2007,YES,YES,7.7,1,2,505861,0710421,8.25,,142.7,,N,1235.8,,2.01,,N,2.3,,N,2.31,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.188,188,,N,15,,N,3.635,102.52881,,N,0.005,0.5,<RL (0.02),Y,5.505,114.6141,,N,12.36,616.764,,N,3.409,280.519792,,N,8.773,381.6045325,,N,1.605,41.050443,,N,6,,N,5.744,,N,0.006,1.778,0.458854507,1320.4,1452.95,-132.55,1319.94,-4.78,23.03,145.97,137.08,1,N,7/20/2007,7/20/2007,N,1,N,2,N,1,N,1,N,17,Y,137,Y,18,N,7,N,35,Y,35,Y,112,Y,112,Y,112,Y,287,Y,314,Y,314,Y,287,Y,4,Y,7,N,,,,,YES,7/19/2007,YES,4.2,505862,0710421,N,F1,ON ICE,,,N,26,7/19/2007,YES,2.6,,,8538,
NLA06608-2187,2007,1,PROB_Lake,Target_Sampled,Yes,7/10/2007,P,7/10/2007,YES,YES,8,1,2,505981,0710249,8.27,,426.5,,N,1732.85,,3.31,,N,2.85,,N,2.52,,N,0.021,1.499253,,N,0.043,,N,0.366,366,,N,20,,N,21.139,596.246634,,N,0.13,9.28109,,N,82.957,1727.16474,,N,24.13,1204.087,,N,12.83,1055.75504,,N,37.31,1622.895829,,N,2.81,71.870246,,N,9,,N,1.196,,N,0.005,1.862,1.371274919,3955.98,4065.55,-109.56,3954.61,-1.37,25.13,475.95,391.69,1,N,7/11/2007,7/11/2007,N,3,N,2,N,3,N,1,N,13,N,8,N,19,N,8,Y,156,Y,156,Y,108,Y,98,Y,108,Y,293,Y,293,Y,293,Y,293,Y,3,N,8,Y,,,,,YES,7/10/2007,YES,14.96,505982,0710249,N,,,,,N,24,7/10/2007,YES,1.25,,,8539,
NLA06608-2193,2007,1,PROB_Lake,Target_Sampled,Yes,8/22/2007,P,8/22/2007,YES,YES,5.1,0.5,1,513311,0710959,5.12,,79.71,,N,1.5,,1.44,<RL (2),Y,7.42,,N,7.13,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.294,294,,N,15,,N,19.256,543.134736,,N,0.005,0.5,<RL (0.02),Y,1.901,39.57882,,N,0.54,26.946,,N,1.234,101.543392,,N,10.79,469.3392119,,N,0.323,8.2612418,,N,40,,N,0.18,,N,7.586,0.001,0.21416485,613.89,591.8,22.09,606.09,1.83,56.3,78.78,75.45,1,N,8/23/2007,8/23/2007,N,1,N,1,N,1,N,1,N,71,Y,15,Y,9,N,1,N,21,N,21,N,164,Y,164,Y,164,Y,180,N,280,Y,280,Y,180,N,1,N,1,N,,,,,YES,8/22/2007,YES,1.664,513312,0710959,N,,,,,N,17,8/22/2007,"YES, CLEAR TO BOTTOM",,Y,WATER COLORED BROWN,8540,
NLA06608-2196,2007,1,PROB_Lake,Target_Sampled,Yes,8/9/2007,P,8/9/2007,YES,YES,8.8,0.5,2,511371,0710774,8.17,,138.4,,N,1161.68,,1.59,<RL (2),Y,3.77,,N,3.71,,N,0.011,0.785323,<RL (0.02),Y,0.005,<RL (0.02),Y,0.407,407,,N,15,,N,1.635,46.11681,,N,0.005,0.5,<RL (0.02),Y,10.312,214.69584,,N,17.71,883.729,,N,3.986,327.999968,,N,3.768,163.8989945,,N,0.343,8.7727738,,N,5,<RL (5),N,6.647,,N,0.007,1.479,0.731122742,1385.14,1422.5,-37.36,1384.4,-1.33,36.97,151.47,138.87,1,N,8/10/2007,8/10/2007,N,1,N,1,N,1,N,1,N,21,Y,14,N,18,N,4,N,29,Y,29,Y,153,Y,153,Y,153,Y,280,Y,280,Y,280,Y,280,Y,1,N,4,N,,,,,YES,8/9/2007,YES,3.376,511372,0710774,N,,,,,N,22,8/9/2007,YES,2.65,,,8541,
NLA06608-2217,2007,1,PROB_Lake,Target_Sampled,Yes,6/5/2007,P,6/5/2007,YES,YES,8.4,1,2,502481,0710011,6.91,,22.36,,N,115.43,,1.65,<RL (2),Y,7.22,,N,6.93,,N,0.017,1.213681,<RL (0.02),Y,0.005,<RL (0.02),Y,0.3,300,,N,9,,N,0.798,22.508388,,N,0.005,0.5,<RL (0.02),Y,1.542,32.10444,,N,1.979,98.7521,,N,0.557,45.834416,,N,0.532,23.14072852,,N,0.345,8.823927,,N,17,,N,2.332,,N,0.123,0.081,1.208756638,177.88,170.17,7.72,176.55,2.22,67.58,19.68,18.25,2,N,6/7/2007,6/7/2007,N,7,Y,7,N,374,Y,3,N,15,Y,9,N,9,N,8,Y,66,Y,66,Y,6,N,6,N,6,N,315,Y,315,Y,315,Y,315,Y,3,N,8,Y,,,,,YES,6/5/2007,YES,2.787,502482,0710011,N,,,,,N,3,6/5/2007,YES,2.98,,,8542,
NLA06608-2219,2007,1,PROB_Lake,Target_Sampled,Yes,7/10/2007,P,7/10/2007,YES,YES,8.5,0.5,2,506661,0710229,8.55,,344.3,,N,2835.39,,3.99,,N,8.58,,N,8.11,,N,0.023,1.642039,,N,0.005,<RL (0.02),Y,0.634,634,,N,33,,N,19.757,557.265942,,N,0.005,0.5,<RL (0.02),Y,10.837,225.62634,,N,33.35,1664.165,,N,17.77,1462.25776,,N,8.918,387.911686,,N,2.484,63.5322744,,N,16,,N,3.201,,N,0.003,3.548,1.394119317,3579.26,3618.29,-39.02,3577.87,-0.54,80.95,387.96,362.91,1,N,7/11/2007,7/11/2007,N,2,N,2,N,2,N,1,N,13,N,7,N,19,N,8,Y,38,Y,38,Y,104,Y,94,Y,94,Y,293,Y,293,Y,293,Y,293,Y,3,N,8,Y,,,,,YES,7/10/2007,YES,20.52,506662,0710229,N,,,,,N,22,7/10/2007,YES,1.17,,,8543,
NLA06608-2241,2007,1,PROB_Lake,Target_Sampled,Yes,9/6/2007,P,9/6/2007,YES,YES,8.6,1,2,516541,0711167,7.86,,89.9,,N,719.8,,0.45,<RL (2),Y,4.41,,N,4.06,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.256,256,,N,9,,N,3.614,101.936484,,N,0.005,0.5,<RL (0.02),Y,2.383,49.61406,,N,9.033,450.7467,,N,2.452,201.770176,,N,3.924,170.6846216,,N,1.382,35.3468612,,N,11,,N,16.582,,N,0.014,0.724,0.964482852,859.53,871.44,-11.91,858.55,-0.69,40.37,92.62,88.64,1,N,9/7/2007,9/7/2007,N,1,N,1,N,1,N,1,N,124,Y,120,Y,21,N,4,N,11,N,11,N,169,Y,169,Y,169,Y,203,Y,203,Y,203,Y,203,Y,1,N,4,N,,,,,YES,9/6/2007,YES,1.128,516542,0711167,N,,,,,N,13,9/6/2007,YES,5.63,,,8545,
NLA06608-2250,2007,1,PROB_Lake,Target_Sampled,Yes,7/29/2007,P,7/29/2007,YES,YES,7.2,1,2,513711,0710598,7.69,,111.3,,N,563.89,,0.758,<RL (2),Y,1.71,,N,1.81,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.14,140,,N,11,,N,8.729,246.210174,,N,0.005,0.5,<RL (0.02),Y,3.5,72.87,,N,2.931,146.2569,,N,0.37,30.44656,,N,14.83,645.0695563,,N,3.064,78.3667024,,N,10,,N,41.758,,N,0.02,0.49,0.55745964,900.72,882.99,17.73,900.14,0.99,17.96,98.21,92.77,2,N,7/31/2007,7/31/2007,N,2,N,2,N,319,Y,2,N,18,Y,15,Y,10,N,3,N,37,Y,37,Y,143,Y,143,Y,143,Y,288,Y,288,Y,288,Y,288,Y,2,N,3,N,,,,,YES,7/29/2007,YES,0.701,513712,0710598,N,,,,,Y,31,7/29/2007,YES,9.4,,,8546,
NLA06608-2253,2007,1,PROB_Lake,Target_Sampled,Yes,7/12/2007,P,7/12/2007,YES,YES,7.9,0.5,1.5,505111,0710286,7.85,,236.5,,N,733.17,,10.2,,N,3.51,,N,3.09,,N,0.085,6.068405,,N,2.869,,N,3.591,3591,,N,86,,N,28.513,804.237678,,N,2.798,199.757614,,N,19.275,401.3055,,N,18.53,924.647,,N,5.472,450.279936,,N,12.7,552.419647,,N,3.05,78.00863,,N,10,,N,13.518,,N,0.014,0.708,5.860462642,2011.23,2138.48,-127.26,2005.36,-3.07,30.72,253.16,231.39,1,N,7/13/2007,7/13/2007,N,2,N,2,N,2,N,1,N,12,N,7,N,21,N,6,N,88,Y,36,Y,106,Y,104,Y,104,Y,292,Y,292,Y,292,Y,292,Y,1,N,6,N,,,,,YES,7/12/2007,YES,30.08,505112,0710286,N,,,,,Y,29,7/12/2007,YES,0.87,,,8547,
NLA06608-2257,2007,1,PROB_Lake,Target_Sampled,Yes,8/24/2007,P,8/24/2007,YES,YES,7.4,1,2,517691,0711006,7.35,,34.2,,N,232.97,,0.468,<RL (2),Y,3.26,,N,3.3,,N,0.005,0.35,<RL (0.02),Y,0.005,<RL (0.02),Y,0.214,214,,N,6,,N,1.933,54.522198,,N,0.005,0.5,<RL (0.02),Y,0.82,17.0724,,N,2.573,128.3927,,N,0.944,77.679872,,N,1.626,70.72711386,,N,0.265,6.777799,,N,14,,N,7.008,,N,0.045,0.224,0.423604953,284.05,304.61,-20.56,283.58,-3.49,32.57,31.77,30.7,1,N,8/25/2007,8/25/2007,N,1,N,1,N,1,N,1,N,75,Y,17,Y,7,N,5,N,20,N,20,N,166,Y,166,Y,166,Y,179,N,179,N,179,N,179,N,1,N,5,N,,,,,YES,8/24/2007,YES,1.911,517692,0711006,N,,,,,N,19,8/24/2007,YES,4.72,,,8548,
NLA06608-2266,2007,1,PROB_Lake,Target_Sampled,Yes,6/23/2007,P,6/23/2007,YES,YES,7.6,1,2,502151,0710102,6.93,,136.8,,N,774.64,,1.96,<RL (2),Y,8.28,,N,8.13,,N,0.014,0.999502,<RL (0.02),Y,0.005,<RL (0.02),Y,0.35,350,,N,21,,N,1.461,41.208966,,N,0.005,0.5,<RL (0.02),Y,24.72,514.6704,,N,12.68,632.732,,N,4.492,369.637696,,N,5.98,260.1157078,,N,1.177,30.1036582,,N,17,,N,11.776,,N,0.117,0.085,0.995256332,1293.7,1330.64,-36.94,1292.59,-1.41,79.33,151.38,127.94,3,Y,6/26/2007,6/26/2007,N,9,Y,10,Y,9,Y,6,Y,17,Y,16,Y,26,N,4,N,48,Y,48,Y,9,Y,9,Y,100,Y,299,Y,299,Y,299,Y,299,Y,6,Y,4,N,,,,,YES,6/23/2007,YES,1.624,502152,0710102,N,,,,,N,27,6/23/2007,YES,2,,,8549,
NLA06608-2267,2007,1,PROB_Lake,Target_Sampled,Yes,8/6/2007,P,8/6/2007,YES,YES,8.5,1,2,513021,0710701,8.56,,420.5,,N,3395.33,,3.42,,N,8.99,,N,8.37,,N,0.017,1.213681,<RL (0.02),Y,0.005,<RL (0.02),Y,0.793,793,,N,25,,N,19.051,537.352506,,N,0.005,0.5,<RL (0.02),Y,28.634,596.15988,,N,50.84,2536.916,,N,19.01,1564.29488,,N,7.287,316.9670841,,N,2.683,68.6220178,,N,17,,N,2.683,,N,0.003,3.631,1.026824837,4487.83,4528.85,-41.02,4486.8,-0.45,83.55,495.12,449.83,1,N,8/7/2007,8/7/2007,N,1,N,1,N,1,N,1,N,18,Y,14,N,3,N,2,N,30,Y,30,Y,151,Y,151,Y,151,Y,283,Y,283,Y,283,Y,283,Y,1,N,2,N,,,,,YES,8/6/2007,YES,8.5,513022,0710701,N,,,,,N,25,8/6/2007,YES,1.75,,,8550,
NLA06608-2283,2007,1,PROB_Lake,Target_Sampled,Yes,7/17/2007,P,7/17/2007,YES,YES,7.7,1,2,514981,0710370,8.47,,465,,N,2935.49,,1.47,<RL (2),Y,5.44,,N,5.48,,N,0.022,1.570646,,N,0.005,<RL (0.02),Y,0.559,559,,N,7,,N,29.12,821.35872,,N,0.005,0.5,<RL (0.02),Y,44.783,932.38206,,N,40.41,2016.459,,N,20.72,1705.00736,,N,13.74,597.6571614,,N,1.712,43.7871392,,N,5,<RL (5),N,8.986,,N,0.003,2.951,1.368260314,4364.28,4689.23,-324.95,4362.91,-3.59,54.69,511.89,454.89,1,N,7/18/2007,7/18/2007,N,1,N,1,N,1,N,1,N,15,Y,3,N,17,N,2,N,35,Y,35,Y,112,Y,108,Y,108,Y,289,Y,289,Y,289,Y,289,Y,3,N,2,N,,,,,YES,7/17/2007,YES,3.426,514982,0710370,N,,,,,N,24,7/17/2007,YES,3.15,,,8553,
NLA06608-2305,2007,1,PROB_Lake,Target_Sampled,Yes,7/16/2007,P,7/16/2007,YES,YES,6.1,1,2,506061,0710362,6.63,,47.45,,N,377.08,,1.05,<RL (2),Y,6.69,,N,6.2,,N,0.016,1.142288,<RL (0.02),Y,0.005,<RL (0.02),Y,0.329,329,,N,9,,N,1.645,46.39887,,N,0.005,0.5,<RL (0.02),Y,0.387,8.05734,<RL (0.5),Y,3.928,196.0072,,N,1.308,107.632704,,N,2.619,113.9202406,,N,0.806,20.6147396,,N,9,,N,2.261,,N,0.234,0.043,1.13985098,439.55,431.77,7.78,438.17,0.89,59.72,45.73,44.66,2,N,7/18/2007,7/18/2007,N,2,N,2,N,2,N,2,N,16,Y,4,N,18,N,3,N,36,Y,36,Y,109,Y,109,Y,109,Y,290,Y,290,Y,290,Y,290,Y,4,Y,3,N,,,,,YES,7/16/2007,YES,6.537,506062,0710362,N,,,,,N,25,7/16/2007,YES,2.31,,,8555,
NLA06608-2322,2007,1,PROB_Lake,Target_Sampled,Yes,8/23/2007,P,8/23/2007,YES,YES,8.5,1,2,511991,0711013,8.5,,313.2,,N,2742.99,,1.57,<RL (2),Y,4.03,,N,3.92,,N,0.022,1.570646,,N,0.005,<RL (0.02),Y,0.388,388,,N,31,,N,12.653,356.890518,,N,0.005,0.5,<RL (0.02),Y,9.471,197.18622,,N,38.29,1910.671,,N,12.69,1044.23472,,N,9.794,426.0155923,,N,1.006,25.7300596,,N,11,,N,6.033,,N,0.003,3.162,1.355766083,3408.01,3297.07,110.94,3406.65,1.65,39.12,357.86,335.11,2,N,8/25/2007,8/25/2007,N,4,Y,2,N,4,N,2,N,82,Y,18,Y,8,N,6,N,21,N,21,N,167,Y,167,Y,167,Y,211,Y,211,Y,211,Y,211,Y,2,N,6,N,,,,,YES,8/23/2007,YES,3.568,511992,0711013,N,,,,,N,20,8/23/2007,YES,3.4,,,8556,
