SITE_ID,YEAR,VISIT_NO,SAMPLED_SECCHI,DATE_SECCHI,SECMEAN,CLEAR_TO_BOTTOM,FLAG_SECCHI,COMMENT_SECCHI
NLA06608-R767,2007,1,YES,8/2/2007,3,,,
NLA06608-R769,2007,1,YES,8/1/2007,3.9,,,
NLA06608-R770,2007,1,YES,8/2/2007,3,,,
NLA06608-R772,2007,1,YES,9/7/2007,1.25,,,
NLA06608-R775,2007,1,YES,9/6/2007,2.4,,,
NLA06608-R784,2007,1,YES,9/20/2007,0.95,,,
NLA06608-R788,2007,1,"YES, CLEAR TO BOTTOM",9/18/2007,,Y,, -ATH:Clear to Bottom Secchi numbers set to missing
NLA06608-R791,2007,1,YES,9/19/2007,0.15,,,
NLA06608-R792,2007,1,YES,9/19/2007,0.15,,,
NLA06608-R796,2007,1,YES,9/19/2007,0.21,,,
NLA06608-TX:10,2007,1,YES,9/11/2007,1,,,
NLA06608-TX:14,2007,1,YES,9/10/2007,1.65,,,
NLA06608-TX:15,2007,1,YES,9/8/2007,1.45,,,
NLA06608-TX:19,2007,1,YES,9/15/2007,1.55,,,
NLA06608-TX:22,2007,1,YES,9/17/2007,0.55,,,
NLA06608-TX:27,2007,1,YES,9/6/2007,0.8,,,
NLA06608-TX:29,2007,1,YES,9/13/2007,2.55,,,
NLA06608-TX:30,2007,1,YES,9/18/2007,0.45,,,
NLA06608-TX:5,2007,1,YES,9/5/2007,1.88,,,SECCHI DEPTH RECORDED IN FEET. -ATH converted to m
NLA06608-WI:LOWES,2007,1,YES,7/11/2007,1.4,,,
NLA06608-WI:SY,2007,1,YES,7/17/2007,1.25,,,
