SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CORE,INDXSAMP_CORE,INDXSAMP_LDC,SAMPLE_ID,SAMPLE_TYPE,PRIMESEDT,SAMPLE_CATEGORY,LDC_ADJ,LDC_COND
NLA06608-2881,1,PROB_Lake,Target_Sampled,Target,48.4550928,-114.388,MT,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.6945427,MT,YES,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010210,,,YES,YES (Both),YES,YES,516757,SEDT,1,P,4.8898,1:LEAST DISTURBED
NLA06608-2889,1,PROB_Lake,Target_Sampled,Target,38.7035977,-118.7179736,NV,Region_9,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.2242451,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050304,,,YES,YES (Both),YES,YES,510777,SEDT,1,P,-6.937,2:INTERMEDIATE DISTURBANCE
NLA06608-2891,1,PROB_Lake,Target_Sampled,Target,41.2322491,-85.9852578,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES,YES (Both),YES,YES,512767,SEDT,1,P,-13.3296,2:INTERMEDIATE DISTURBANCE
NLA06608-2916,1,PROB_Lake,Target_Sampled,Target,38.2129552,-87.1160224,IN,Region_5,"(10,20]",,NLALake,OverSamp,"TPL_IN_(10,20]",0.01127306,87.85311101,27.4916349,IN,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,5,5140201,,,YES,YES (Top only),YES,YES,510617,SEDT,1,P,-6.1475,2:INTERMEDIATE DISTURBANCE
NLA06608-2924,1,PROB_Lake,Target_Sampled,Target,32.2370622,-101.3181565,TX,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_TX_(50,100]",0.01886328,52.50272359,14.6512233,TX,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,12,12080007,,,YES,YES (Top only),YES,YES,507057,SEDT,1,P,-21.2997,3:MOST DISTURBED
NLA06608-2954,1,PROB_Lake,Target_Sampled,Target,44.0236132,-111.6037333,ID,Region_10,"(10,20]",,NLALake,OverSamp,"XER_ID_(10,20]",0.02202533,44.96520112,13.9386809,ID,YES,WMTNS,XER,12,III,Xeric West,III,NATURAL,WMTNS NATURAL,F,TRASH,17,17040203,,,YES,YES (Both),YES,YES,511867,SEDT,1,P,-10.8106,2:INTERMEDIATE DISTURBANCE
NLA06608-2955,1,PROB_Lake,Target_Sampled,Target,33.5568092,-86.1438461,AL,Region_4,>100,,NLALake,OverSamp,SAP_AL_>100,0.04996823,19.82006126,6.1991498,AL,YES,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3150106,,,YES,YES (Top only),YES,YES,506047,SEDT,1,P,-13.8371,2:INTERMEDIATE DISTURBANCE
NLA06608-2972,1,PROB_Lake,Target_Sampled,Target,42.4532572,-100.649942,NE,Region_7,"(50,100]",,NLALake,OverSamp,"SPL_NE_(50,100]",0.06696952,14.78842039,3.7787087,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10210006,,,YES,YES (Both),YES,YES,511347,SEDT,1,P,-30.6499,3:MOST DISTURBED
NLA06608-2987,1,PROB_Lake,Target_Sampled,Target,41.6786323,-86.3695021,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7120001,,,YES,YES (Both),YES,YES,513607,SEDT,1,P,-21.9458,3:MOST DISTURBED
NLA06608-2996,1,PROB_Lake,Target_Sampled,Target,33.9804795,-98.7099336,TX,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_TX_(50,100]",0.01886328,52.50272359,14.6512233,TX,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,11,11130206,,,YES,YES (Top only),YES,YES,509177,SEDT,1,P,-27.3138,3:MOST DISTURBED
NLA06608-3032,1,PROB_Lake,Target_Sampled,Target,33.8415669,-97.2508279,TX,Region_6,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,210.5049403,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,11,11130201,,,YES,YES (Top only),YES,YES,516317,SEDT,1,P,-25.2814,3:MOST DISTURBED
NLA06608-3035,1,PROB_Lake,Target_Sampled,Target,41.5509969,-85.2868168,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050001,,,YES,YES (Both),YES,YES,507467,SEDT,1,P,-16.3698,2:INTERMEDIATE DISTURBANCE
NLA06608-3083,1,PROB_Lake,Target_Sampled,Target,30.853677,-95.3422617,TX,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12030202,,,YES,YES (Top only),YES,YES,509387,SEDT,1,P,-15.9724,2:INTERMEDIATE DISTURBANCE
NLA06608-3096,1,PROB_Lake,Target_Sampled,Target,32.1165996,-96.1491807,TX,Region_6,"(10,20]",,NLALake,OverSamp,"CPL_TX_(10,20]",0.00128567,770.3156042,214.961532,TX,NO,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12030105,,,YES,YES (Top only),YES,YES,516847,SEDT,1,P,1.0404,1:LEAST DISTURBED
NLA06608-3121,1,PROB_Lake,Target_Sampled,Target,44.9645267,-116.4623588,ID,Region_10,>100,,NLALake,OverSamp,WMT_ID_>100,0.07607489,13.01840066,4.0355503,ID,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050124,,,YES,YES (Top only),YES,YES,513617,SEDT,1,P,-13.9676,2:INTERMEDIATE DISTURBANCE
NLA06608-3147,1,PROB_Lake,Target_Sampled,Target,41.077102,-86.4635628,IN,Region_5,"(50,100]",,NLALake,OverSamp,"UMW_IN_(50,100]",0.07748997,12.78066524,3.9994188,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES,YES (Both),YES,YES,504207,SEDT,1,P,-14.9648,2:INTERMEDIATE DISTURBANCE
NLA06608-3153,1,PROB_Lake,Target_Sampled,Target,48.6602893,-122.81678,WA,Region_10,"(50,100]",,NLALake,OverSamp,"WMT_WA_(50,100]",0.03721956,26.60894707,7.9382975,WA,NO,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110003,,,YES,YES (Both),YES,YES,517727,SEDT,1,P,7.4924,1:LEAST DISTURBED
NLA06608-3157,1,PROB_Lake,Target_Sampled,Target,43.5494252,-115.7987142,ID,Region_10,>100,,NLALake,OverSamp,WMT_ID_>100,0.07607489,13.01840066,4.0355503,ID,NO,WMTNS,WMT,16,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17050112,,,YES,YES (Top only),YES,YES,503017,SEDT,1,P,-3.2507,1:LEAST DISTURBED
NLA06608-3160,1,PROB_Lake,Target_Sampled,Target,41.036917,-96.8398134,NE,Region_7,"(20,50]",,NLALake,OverSamp,"TPL_NE_(20,50]",0.01204484,82.2238476,21.009679,NE,NO,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10200203,,,YES,YES (Top only),YES,YES,512807,SEDT,1,P,-26.9481,3:MOST DISTURBED
NLA06608-3169,1,PROB_Lake,Target_Sampled,Target,26.9362317,-80.8663011,FL,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,76,XIII,Southern Florida Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3090101,,,YES,YES (Both),YES,YES,511927,SEDT,1,P,-12.5398,2:INTERMEDIATE DISTURBANCE
NLA06608-3228,1,PROB_Lake,Target_Sampled,Target,32.570246,-99.6826183,TX,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,12,12060102,,,YES,YES (Top only),YES,YES,516867,SEDT,1,P,-18.1518,2:INTERMEDIATE DISTURBANCE
NLA06608-3265,1,PROB_Lake,Target_Sampled,Target,48.0564798,-117.40861,WA,Region_10,"(20,50]",,NLALake,OverSamp,"WMT_WA_(20,50]",0.01374344,72.06151606,21.4982483,WA,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010308,,,YES,YES (Both),YES,YES,517267,SEDT,1,P,2.5726,1:LEAST DISTURBED
NLA06608-3303,1,PROB_Lake,Target_Sampled,Target,29.2461467,-98.3772099,TX,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,SPL,32,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,12,12100301,,,YES,YES (Top only),YES,YES,514647,SEDT,1,P,-24.4049,3:MOST DISTURBED
NLA06608-3313,1,PROB_Lake,Target_Sampled,Target,42.1231933,-111.8362486,ID,Region_10,"(50,100]",,NLALake,OverSamp,"XER_ID_(50,100]",0.09031038,10.96632932,3.3994325,ID,YES,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16010202,,,YES,YES (Top only),YES,YES,511057,SEDT,1,P,-10.1663,2:INTERMEDIATE DISTURBANCE
NLA06608-3320,1,PROB_Lake,Target_Sampled,Target,34.9019537,-94.7657018,OK,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1514953,OK,NO,EHIGH,SAP,37,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,11,11110105,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-3329,1,PROB_Lake,Target_Sampled,Target,48.4574113,-116.824496,ID,Region_10,"(50,100]",,NLALake,OverSamp,"WMT_ID_(50,100]",0.08376757,11.82287299,3.6649509,ID,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010215,,,YES,YES (Both),YES,YES,505637,SEDT,1,P,16.8055,1:LEAST DISTURBED
NLA06608-3480,1,PROB_Lake,Target_Sampled,Target,34.6296809,-97.0899395,OK,Region_6,"(10,20]",,NLALake,OverSamp,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,11,11130303,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-3484,1,PROB_Lake,Target_Sampled,Target,42.6269512,-100.6121255,NE,Region_7,>100,,NLALake,OverSamp,SPL_NE_>100,0.06081946,16.2838239,4.1608113,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10150004,,,YES,YES (Both),YES,YES,509667,SEDT,1,P,-23.7402,3:MOST DISTURBED
NLA06608-3608,1,PROB_Lake,Target_Sampled,Target,41.9753622,-97.2361035,NE,Region_7,"(20,50]",,NLALake,OverSamp,"TPL_NE_(20,50]",0.01204484,82.2238476,21.009679,NE,NO,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10220003,,,YES,YES (Top only),YES,YES,512837,SEDT,1,P,-17.6984,2:INTERMEDIATE DISTURBANCE
NLA06608-3616,1,PROB_Lake,Target_Sampled,Target,36.05808,-99.922478,OK,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_OK_(50,100]",0.07881169,12.56632614,3.4512251,OK,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11090201,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-3644,1,PROB_Lake,Target_Sampled,Target,41.7876294,-102.5219427,NE,Region_7,"(20,50]",,NLALake,OverSamp,"SPL_NE_(20,50]",0.02472871,40.04953639,10.2333803,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10180009,,,YES,YES (Both),YES,YES,513147,SEDT,1,P,-24.379,3:MOST DISTURBED
NLA06608-3656,1,PROB_Lake,Target_Sampled,Target,42.4164663,-99.2910606,NE,Region_7,"(20,50]",,NLALake,OverSamp,"SPL_NE_(20,50]",0.02472871,40.04953639,10.2333803,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,TRASH,10,10220001,,,YES,YES (Both),YES,YES,509757,SEDT,1,P,-35.631,3:MOST DISTURBED
NLA06608-3660,1,PROB_Lake,Target_Sampled,Target,40.1566865,-96.7797025,NE,Region_7,"(20,50]",,NLALake,OverSamp,"SPL_NE_(20,50]",0.02472871,40.04953639,10.2333803,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10270202,,,YES,YES (Top only),YES,YES,502167,SEDT,1,P,-20.5655,3:MOST DISTURBED
NLA06608-3698,1,PROB_Lake,Target_Sampled,Target,41.8909739,-71.6849417,RI,Region_1,"(50,100]",,NLALake,OverSamp,"NAP_RI_(50,100]",0.14135162,7.006452,1.3770027,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,REF,1,1090003,,,YES,YES (Both),YES,YES,513417,SEDT,1,P,0.5335,1:LEAST DISTURBED
NLA06608-3846,1,PROB_Lake,Target_Sampled,Target,41.394105,-71.6657301,RI,Region_1,"(20,50]",,NLALake,OverSamp,"NAP_RI_(20,50]",0.05219454,18.9746536,3.7291555,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,REF,1,1090005,,,YES,YES (Both),YES,YES,508727,SEDT,1,P,8.0741,1:LEAST DISTURBED
NLA06608-3890,1,PROB_Lake,Target_Sampled,Target,41.5800769,-71.7980271,RI,Region_1,>100,,NLALake,OverSamp,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,NO,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1100001,,,YES,YES (Both),YES,YES,505417,SEDT,1,P,-7.5733,2:INTERMEDIATE DISTURBANCE
NLA06608-3911,1,PROB_Lake,Target_Sampled,Target,30.5371392,-92.4431037,LA,Region_6,"(20,50]",,NLALake,OverSamp,"CPL_LA_(20,50]",0.00261835,378.2428529,89.5672757,LA,YES,PLNLOW,CPL,34,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,D,REF,8,8080201,,,YES,YES (Top only),YES,YES,508347,SEDT,1,P,2.1804,1:LEAST DISTURBED
NLA06608-4056,1,PROB_Lake,Target_Sampled,Target,36.1430584,-98.6285654,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11100301,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4064,1,PROB_Lake,Target_Sampled,Target,36.8486239,-102.875142,OK,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_OK_(50,100]",0.07881169,12.56632614,3.4512251,OK,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11040002,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4206,1,PROB_Lake,Target_Sampled,Target,35.9212759,-97.413047,OK,Region_6,"(10,20]",,NLALake,OverSamp,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11050002,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4252,1,REF_Lake,Target_Sampled,Target,43.496235,-72.9184855,VT,Region_1,"(20,50]",,NLALake,OverSamp,"NAP_VT_(20,50]",0.03417221,28.98183392,0,VT,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,2,2010002,,,YES,YES (Both),YES,YES,513127,SEDT,1,P,-1.4872,1:LEAST DISTURBED
NLA06608-4320,1,PROB_Lake,Target_Sampled,Target,36.7485899,-96.8551223,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,11,11060001,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4382,1,PROB_Lake,Target_Sampled,Target,34.7290335,-97.7730841,OK,Region_6,"(10,20]",,NLALake,OverSamp,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11130303,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4413,1,PROB_Lake,Target_Sampled,Target,41.9202851,-71.7690605,RI,Region_1,"(50,100]",,NLALake,OverSamp,"NAP_RI_(50,100]",0.14135162,7.006452,1.3770027,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1100001,,,YES,YES (Both),YES,YES,507397,SEDT,1,P,-15.6067,2:INTERMEDIATE DISTURBANCE
NLA06608-4414,1,PROB_Lake,Target_Sampled,Target,34.8862297,-95.1632214,OK,Region_6,"(20,50]",,NLALake,OverSamp,"SAP_OK_(20,50]",0.01607991,61.59071474,16.9153194,OK,NO,EHIGH,SAP,37,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,11,11110105,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4440,1,PROB_Lake,Target_Sampled,Target,36.7359162,-97.0349779,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11060001,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4472,1,PROB_Lake,Target_Sampled,Target,35.4977422,-97.6793022,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11100301,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4504,1,PROB_Lake,Target_Sampled,Target,36.8122814,-96.0413209,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,YES,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,REF,11,11070106,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4610,1,PROB_Lake,Target_Sampled,Target,34.4885841,-96.9813973,OK,Region_6,"(20,50]",,NLALake,OverSamp,"SPL_OK_(20,50]",0.02910147,34.0317304,9.3464996,OK,YES,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,REF,11,11130303,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4643,1,PROB_Lake,Target_Sampled,Target,36.5147867,-96.1911658,OK,Region_6,>100,,NLALake,OverSamp,SPL_OK_>100,0.07157412,13.83703171,3.8002126,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11070107,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4650,1,PROB_Lake,Target_Sampled,Target,32.7146,-92.4450157,LA,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.8550434,LA,YES,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,REF,8,8040206,,,YES,YES (Top only),YES,YES,510677,SEDT,1,P,4.0078,1:LEAST DISTURBED
NLA06608-4659,1,PROB_Lake,Target_Sampled,Target,35.3970673,-98.7075209,OK,Region_6,"(50,100]",,NLALake,OverSamp,"SPL_OK_(50,100]",0.07881169,12.56632614,3.4512251,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11130302,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4686,1,PROB_Lake,Target_Sampled,Target,31.3731727,-92.7440246,LA,Region_6,>100,,NLALake,OverSamp,CPL_LA_>100,0.00643975,153.7905445,36.417344,LA,NO,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,11,11140207,,,YES,YES (Top only),YES,YES,507977,SEDT,1,P,8.781,1:LEAST DISTURBED
NLA06608-4698,1,PROB_Lake,Target_Sampled,Target,32.0904584,-93.489763,LA,Region_6,"(20,50]",,NLALake,OverSamp,"CPL_LA_(20,50]",0.00261835,378.2428529,89.5672757,LA,NO,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,NATURAL,PLNLOW NATURAL,D,SO-SO,11,11140206,,,YES,YES (Top only),YES,YES,508357,SEDT,1,P,-25.4695,3:MOST DISTURBED
NLA06608-4828,1,PROB_Lake,Target_Sampled,Target,34.9659012,-97.6755188,OK,Region_6,"(20,50]",,NLALake,OverSamp,"SPL_OK_(20,50]",0.02910147,34.0317304,9.3464996,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11130303,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4929,1,PROB_Lake,Target_Sampled,Target,34.5893828,-96.6052751,OK,Region_6,"(10,20]",,NLALake,OverSamp,"SAP_OK_(10,20]",0.01062048,93.25127858,25.6106,OK,NO,EHIGH,SAP,37,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,TRASH,11,11140104,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-4949,1,PROB_Lake,Target_Sampled,Target,36.0700177,-95.5588119,OK,Region_6,>100,,NLALake,OverSamp,TPL_OK_>100,0.03486227,28.40816871,7.8020404,OK,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,11,11070105,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-9999,1,REF_Lake,Target_Sampled,Target,44.64231,-71.651789,VT,Region_1,,,,,,0,0,0,,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,10,1080101,,,YES,YES (Both),YES,YES,503907,SEDT,1,P,6.3996,1:LEAST DISTURBED
NLA06608-ACAD_LAKES_0435,1,REF_Lake,Target_Sampled,Target,44.40788,-68.268509,ME,Region_1,,,,,,0,0,0,,YES,EHIGH,NAP,82,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1050002,,,YES,YES (Both),YES,YES,513457,SEDT,1,P,4.2995,1:LEAST DISTURBED
NLA06608-ALPS-1218,1,REF_Lake,Target_Sampled,Target,44.836404,-67.881905,ME,Region_1,,,,,,0,0,0,,NO,EHIGH,NAP,82,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1050002,,,YES,YES (Both),YES,YES,,,,,,9:NO DATA
NLA06608-ALSC:020149,1,REF_Lake,Target_Sampled,Target,44.348811,-74.401491,NY,Region_2,,,,,,0,0,0,,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,2,2010006,,,YES,YES (Both),YES,YES,517437,SEDT,1,P,0.4068,1:LEAST DISTURBED
NLA06608-ELS:1C2-032,1,REF_Lake,Target_Sampled,Target,43.296358,-71.428103,NH,Region_1,,,,,,0,0,0,,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES,YES (Both),YES,YES,,,,,,9:NO DATA
NLA06608-ELS:1C3-003,1,REF_Lake,Target_Sampled,Target,45.653548,-69.927263,ME,Region_1,,,,,,0,0,0,,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,REF,1,1030001,,,YES,YES (Both),YES,YES,511367,SEDT,1,P,2.4841,1:LEAST DISTURBED
NLA06608-ELS:1D1-035,1,REF_Lake,Target_Sampled,Target,41.848175,-70.617682,MA,Region_1,,,,,,0,0,0,,YES,PLNLOW,CPL,84,XIV,Eastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,REF,1,1090002,,,YES,YES (Both),YES,YES,503987,SEDT,1,P,-17.852,2:INTERMEDIATE DISTURBANCE
