SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,DISTANCE_BUFR,BUFFERAREA_KM2,BUFFERAREA_HA,MISSDATA_KM2_BUFR,NLCD11_KM2_BUFR,NLCD12_KM2_BUFR,NLCD21_KM2_BUFR,NLCD22_KM2_BUFR,NLCD23_KM2_BUFR,NLCD24_KM2_BUFR,NLCD31_KM2_BUFR,NLCD32_KM2_BUFR,NLCD41_KM2_BUFR,NLCD42_KM2_BUFR,NLCD43_KM2_BUFR,NLCD51_KM2_BUFR,NLCD52_KM2_BUFR,NLCD71_KM2_BUFR,NLCD72_KM2_BUFR,NLCD73_KM2_BUFR,NLCD74_KM2_BUFR,NLCD81_KM2_BUFR,NLCD82_KM2_BUFR,NLCD90_KM2_BUFR,NLCD91_KM2_BUFR,NLCD92_KM2_BUFR,NLCD93_KM2_BUFR,NLCD94_KM2_BUFR,NLCD95_KM2_BUFR,NLCD96_KM2_BUFR,NLCD97_KM2_BUFR,NLCD98_KM2_BUFR,NLCD99_KM2_BUFR,LANDUSE_KM2_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,FLAG_LU_BUFFER,COMMENT_LU_BUFFER
NLA06608-1868,1,PROB_Lake,Target_Sampled,0.001798644,9.732,973.2,0,5.226,0,0.394,0.077,0.076,0.024,0,0,2.081,0.015,0,0,0,1.632,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,9.732,53.7,0,53.7,4,0.8,0.8,0.2,5.8,0,21.4,0.2,0,21.6,0,16.8,2.1,0,2.1,0,0,0,,
NLA06608-1871,1,PROB_Lake,Target_Sampled,0.001798644,1.181,118.1,0,0.185,0,0.014,0,0,0,0,0,0.743,0.185,0.008,0,0.036,0,0,0,0,0.005,0,0.005,0,0,0,0,0,0,0,0,0,1.181,15.7,0,15.7,1.2,0,0,0,1.2,0,62.9,15.7,0.7,79.3,3,0,0.4,0,0.4,0.4,0,0.4,,
NLA06608-1873,1,PROB_Lake,Target_Sampled,0.001798644,21.274,2127.4,0,14.46,0,0.484,0.104,0.021,0,1.287,0,0.078,4.203,0.203,0,0.173,0.089,0,0,0,0,0,0.005,0,0,0,0,0.167,0,0,0,0,21.274,68,0,68,2.3,0.5,0.1,0,2.9,6,0.4,19.8,1,21.2,0.8,0.4,0,0,0,0,0.8,0.8,,
NLA06608-1874,1,PROB_Lake,Target_Sampled,0.001798644,8.179,817.9,0,4.829,0,0.845,0.053,0.056,0,0,0,0.004,0.088,0,0,1.67,0,0,0,0,0.427,0.121,0.086,0,0,0,0,0,0,0,0,0,8.179,59,0,59,10.3,0.6,0.7,0,11.6,0,0,1.1,0,1.1,20.4,0,5.2,1.5,6.7,1.1,0,1.1,,
NLA06608-1879,1,PROB_Lake,Target_Sampled,0.001798644,19.003,1900.3,0,15.218,0,0.229,0.031,0.004,0,0,0,0.057,0,0,0,0,1.048,0,0,0,0.404,1.519,0.005,0,0,0,0,0.488,0,0,0,0,19.003,80.1,0,80.1,1.2,0.2,0,0,1.4,0,0.3,0,0,0.3,0,5.5,2.1,8,10.1,0,2.6,2.6,,
NLA06608-1884,1,PROB_Lake,Target_Sampled,0.001798644,1.41,141,0,0.304,0,0.075,0.047,0.03,0,0,0,0.361,0,0,0,0,0.156,0,0,0,0.149,0.116,0.014,0,0,0,0,0.158,0,0,0,0,1.41,21.6,0,21.6,5.3,3.3,2.1,0,10.7,0,25.6,0,0,25.6,0,11.1,10.6,8.2,18.8,1,11.2,12.2,,
NLA06608-1893,1,PROB_Lake,Target_Sampled,0.001798644,14.753,1475.3,0,4.112,0,0,0,0,0,0.143,0,0,0,0,0,6.469,1.184,0,0,0,1.453,0.091,0.842,0,0,0,0,0.459,0,0,0,0,14.753,27.9,0,27.9,0,0,0,0,0,1,0,0,0,0,43.8,8,9.8,0.6,10.4,5.7,3.1,8.8,,
NLA06608-1894,1,PROB_Lake,Target_Sampled,0.001798644,0.909,90.9,0,0.324,0,0.002,0,0,0,0,0,0,0.191,0,0,0.159,0.023,0,0,0,0,0,0.013,0,0,0,0,0.197,0,0,0,0,0.909,35.6,0,35.6,0.2,0,0,0,0.2,0,0,21,0,21,17.5,2.5,0,0,0,1.4,21.7,23.1,,
NLA06608-1906,1,PROB_Lake,Target_Sampled,0.001798644,1.505,150.5,0,0.334,0,0.293,0.252,0.143,0.003,0,0,0.145,0.041,0,0,0,0,0,0,0,0.009,0,0.023,0,0,0,0,0.262,0,0,0,0,1.505,22.2,0,22.2,19.5,16.7,9.5,0.2,45.9,0,9.6,2.7,0,12.3,0,0,0.6,0,0.6,1.5,17.4,18.9,,
NLA06608-1908,1,PROB_Lake,Target_Sampled,0.001798644,0.7,70,0,0.136,0,0.003,0,0,0,0,0,0.487,0.041,0,0,0,0,0,0,0,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0.7,19.4,0,19.4,0.4,0,0,0,0.4,0,69.6,5.9,0,75.5,0,0,2.4,2.3,4.7,0,0,0,,
NLA06608-1910,1,PROB_Lake,Target_Sampled,0.001798644,0.937,93.7,0,0.378,0,0,0,0,0,0,0,0.16,0.042,0.149,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0.005,0,0,0,0,0.937,40.3,0,40.3,0,0,0,0,0,0,17.1,4.5,15.9,37.5,0,0,0,0,0,21.7,0.5,22.2,,
NLA06608-1930,1,PROB_Lake,Target_Sampled,0.001798644,4.834,483.4,0,1.483,0,0.077,0,0,0,0,0,0.006,0.226,0.005,0,1.742,0.27,0,0,0,0.13,0.84,0.048,0,0,0,0,0.007,0,0,0,0,4.834,30.7,0,30.7,1.6,0,0,0,1.6,0,0.1,4.7,0.1,4.9,36,5.6,2.7,17.4,20.1,1,0.1,1.1,,
NLA06608-1936,1,PROB_Lake,Target_Sampled,0.001798644,4.612,461.2,0,1.914,0,0.132,1.309,0.436,0.088,0,0,0.627,0,0.005,0,0,0.003,0,0,0,0.079,0.019,0,0,0,0,0,0,0,0,0,0,4.612,41.5,0,41.5,2.9,28.4,9.5,1.9,42.7,0,13.6,0,0.1,13.7,0,0.1,1.7,0.4,2.1,0,0,0,,
NLA06608-1948,1,PROB_Lake,Target_Sampled,0.001798644,3.851,385.1,0,2.144,0,0,0,0,0,0,0,0.053,0,0.009,0,0,1.282,0,0,0,0,0,0.183,0,0,0,0,0.18,0,0,0,0,3.851,55.7,0,55.7,0,0,0,0,0,0,1.4,0,0.2,1.6,0,33.3,0,0,0,4.8,4.7,9.5,,
NLA06608-1953,1,PROB_Lake,Target_Sampled,0.001798644,4.955,495.5,0,2.433,0,0.174,0.156,0,0,0,0,0,1.878,0.005,0,0.165,0.057,0,0,0,0.013,0,0.074,0,0,0,0,0,0,0,0,0,4.955,49.1,0,49.1,3.5,3.1,0,0,6.6,0,0,37.9,0.1,38,3.3,1.2,0.3,0,0.3,1.5,0,1.5,,
NLA06608-1958,1,PROB_Lake,Target_Sampled,0.001798644,18.724,1872.4,0,9.464,0,0,0,0,0,0.213,0,0.033,7.147,0.042,0,1.298,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.724,50.5,0,50.5,0,0,0,0,0,1.1,0.2,38.2,0.2,38.6,6.9,2.8,0,0,0,0,0,0,,
NLA06608-1959,1,PROB_Lake,Target_Sampled,0.001798644,29.407,2940.7,0,18.13,0,0.447,0.091,0.004,0,0.005,0,0.081,0.006,0,0,0,0.762,0,0,0,1.695,0.815,0.007,0,0,0,0,7.364,0,0,0,0,29.407,61.7,0,61.7,1.5,0.3,0,0,1.8,0,0.3,0,0,0.3,0,2.6,5.8,2.8,8.6,0,25,25,,
NLA06608-1960,1,PROB_Lake,Target_Sampled,0.001798644,18.963,1896.3,0,15.078,0,0.305,0.134,0.062,0.013,0,0,1.31,0.041,0,0,0,1.297,0,0,0,0.723,0,0,0,0,0,0,0,0,0,0,0,18.963,79.5,0,79.5,1.6,0.7,0.3,0.1,2.7,0,6.9,0.2,0,7.1,0,6.8,3.8,0,3.8,0,0,0,,
NLA06608-1968,1,PROB_Lake,Target_Sampled,0.001798644,1.79,179,0,0.901,0,0,0,0,0,0,0,0,0.009,0,0,0.183,0.628,0,0,0,0.007,0,0.013,0,0,0,0,0.049,0,0,0,0,1.79,50.3,0,50.3,0,0,0,0,0,0,0,0.5,0,0.5,10.2,35.1,0.4,0,0.4,0.7,2.7,3.4,,
NLA06608-1975,1,PROB_Lake,Target_Sampled,0.001798644,34.4,3440,0,25.311,0,3.488,1.201,0.487,0.112,0,0,0.218,0,1.878,0,0.083,0.761,0,0,0,0.024,0.327,0.077,0,0,0,0,0.433,0,0,0,0,34.4,73.6,0,73.6,10.1,3.5,1.4,0.3,15.3,0,0.6,0,5.5,6.1,0.2,2.2,0.1,1,1.1,0.2,1.3,1.5,,
NLA06608-1985,1,PROB_Lake,Target_Sampled,0.001798644,160.402,16040.2,0,125.436,0,2.652,1.094,0.559,0.081,0.005,0,0.147,22.168,0,0,5.053,0.707,0,0,0,0.051,0,0.391,0,0,0,0,2.058,0,0,0,0,160.402,78.2,0,78.2,1.7,0.7,0.3,0.1,2.8,0,0.1,13.8,0,13.9,3.2,0.4,0,0,0,0.2,1.3,1.5,,
NLA06608-1989,1,PROB_Lake,Target_Sampled,0.001798644,6.983,698.3,0,1.922,0,0.047,0.023,0.01,0,0,0,0,0,0,0,4.31,0.23,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,0,6.983,27.5,0,27.5,0.7,0.3,0.1,0,1.1,0,0,0,0,0,61.7,3.3,0,0,0,6.3,0,6.3,,
NLA06608-1992,1,PROB_Lake,Target_Sampled,0.001798644,0.37,37,0,0.039,0,0,0,0,0,0,0,0.013,0,0,0,0.019,0,0,0,0,0.291,0,0.008,0,0,0,0,0,0,0,0,0,0.37,10.5,0,10.5,0,0,0,0,0,0,3.5,0,0,3.5,5.1,0,78.6,0,78.6,2.2,0,2.2,,
NLA06608-1998,1,PROB_Lake,Target_Sampled,0.001798644,1.415,141.5,0,0.629,0,0.014,0,0,0,0,0,0.437,0.028,0.11,0,0,0.019,0,0,0,0,0,0.172,0,0,0,0,0.006,0,0,0,0,1.415,44.5,0,44.5,1,0,0,0,1,0,30.9,2,7.8,40.7,0,1.3,0,0,0,12.2,0.4,12.6,,
NLA06608-2005,1,PROB_Lake,Target_Sampled,0.001798644,1.532,153.2,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532,37.2,0,37.2,0,0,0,0,0,0,0,0,0,0,62.8,0,0,0,0,0,0,0,,
NLA06608-2007,1,PROB_Lake,Target_Sampled,0.001798644,1.413,141.3,0,0.537,0,0.023,0,0,0,0,0,0.05,0,0,0,0,0.734,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,1.413,38,0,38,1.6,0,0,0,1.6,0,3.5,0,0,3.5,0,51.9,0,0,0,0,4.9,4.9,,
NLA06608-2010,1,PROB_Lake,Target_Sampled,0.001798644,0.945,94.5,0,0.28,0,0.031,0,0,0,0,0,0,0.356,0.019,0,0.095,0.04,0,0,0,0,0,0.076,0,0,0,0,0.048,0,0,0,0,0.945,29.6,0,29.6,3.3,0,0,0,3.3,0,0,37.7,2,39.7,10.1,4.2,0,0,0,8,5.1,13.1,,
NLA06608-2027,1,PROB_Lake,Target_Sampled,0.001798644,0.591,59.1,0,0.009,0,0,0,0,0,0.01,0,0,0.025,0,0,0.433,0.109,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.591,1.5,0,1.5,0,0,0,0,0,1.7,0,4.2,0,4.2,73.3,18.4,0,0,0,0,0.8,0.8,,
NLA06608-2036,1,PROB_Lake,Target_Sampled,0.001798644,0.44,44,0,0.123,0,0.014,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.002,0.021,0.274,0,0,0,0,0,0,0,0,0,0.44,28,0,28,3.2,0,0,0,3.2,0,1.4,0,0,1.4,0,0,0.5,4.8,5.3,62.3,0,62.3,,
NLA06608-2037,1,PROB_Lake,Target_Sampled,0.001798644,0.928,92.8,0,0.139,0,0,0,0,0,0.001,0,0,0,0,0,0.508,0,0,0,0,0,0,0.041,0,0,0,0,0.239,0,0,0,0,0.928,15,0,15,0,0,0,0,0,0.1,0,0,0,0,54.7,0,0,0,0,4.4,25.8,30.2,,
NLA06608-2039,1,PROB_Lake,Target_Sampled,0.001798644,1.844,184.4,0,0.878,0,0.101,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0.071,0.353,0.041,0,0,0,0,0.065,0,0,0,0,1.844,47.6,0,47.6,5.5,0,0,0,5.5,0,0,0,0,0,0,18.2,3.9,19.1,23,2.2,3.5,5.7,,
NLA06608-2049,1,PROB_Lake,Target_Sampled,0.001798644,1.947,194.7,0,0.883,0,0.033,0.086,0.068,0,0,0,0,0.8,0,0,0.037,0.014,0,0,0,0,0,0.014,0,0,0,0,0.012,0,0,0,0,1.947,45.4,0,45.4,1.7,4.4,3.5,0,9.6,0,0,41.1,0,41.1,1.9,0.7,0,0,0,0.7,0.6,1.3,,
NLA06608-2056,1,PROB_Lake,Target_Sampled,0.001798644,2.811,281.1,0,1,0,0.05,0.01,0,0,0,0,0.696,0,0,0,0,0.107,0,0,0,0.644,0.209,0.082,0,0,0,0,0.013,0,0,0,0,2.811,35.6,0,35.6,1.8,0.4,0,0,2.2,0,24.8,0,0,24.8,0,3.8,22.9,7.4,30.3,2.9,0.5,3.4,,
NLA06608-2072,1,PROB_Lake,Target_Sampled,0.001798644,0.326,32.6,0,0.041,0,0.014,0,0,0,0,0,0.049,0,0,0,0.007,0,0,0,0,0.175,0,0.04,0,0,0,0,0,0,0,0,0,0.326,12.6,0,12.6,4.3,0,0,0,4.3,0,15,0,0,15,2.1,0,53.7,0,53.7,12.3,0,12.3,,
NLA06608-2074,1,PROB_Lake,Target_Sampled,0.001798644,54.047,5404.7,0,29.203,0,1.203,0.062,0,0,0,0,2.782,3.675,7.861,0,0.011,0.454,0,0,0,0.161,0.047,6.833,0,0,0,0,1.755,0,0,0,0,54.047,54,0,54,2.2,0.1,0,0,2.3,0,5.1,6.8,14.5,26.4,0,0.8,0.3,0.1,0.4,12.6,3.2,15.8,,
NLA06608-2076,1,PROB_Lake,Target_Sampled,0.001798644,1.134,113.4,0,0.332,0,0.109,0,0,0,0,0,0.067,0.374,0.242,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1.134,29.3,0,29.3,9.6,0,0,0,9.6,0,5.9,33,21.3,60.2,0,0,0,0,0,0.9,0,0.9,,
NLA06608-2078,1,PROB_Lake,Target_Sampled,0.001798644,1.249,124.9,0,0.417,0,0.014,0,0,0,0,0,0.433,0.005,0.131,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,1.249,33.4,0,33.4,1.1,0,0,0,1.1,0,34.7,0.4,10.5,45.6,0,0,0,0,0,19.9,0,19.9,,
NLA06608-2082,1,PROB_Lake,Target_Sampled,0.001798644,5.433,543.3,0,2.806,0,0.241,0.084,0,0,0,0,0.004,0.091,0,0,1.152,0.984,0,0,0,0.005,0.066,0,0,0,0,0,0,0,0,0,0,5.433,51.6,0,51.6,4.4,1.5,0,0,5.9,0,0.1,1.7,0,1.8,21.2,18.1,0.1,1.2,1.3,0,0,0,,
NLA06608-2086,1,REF_Lake,Target_Sampled,0.001798644,0.485,48.5,0,0.161,0,0.008,0,0,0,0,0,0.18,0.045,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,33.2,0,33.2,1.6,0,0,0,1.6,0,37.1,9.3,18.8,65.2,0,0,0,0,0,0,0,0,,
NLA06608-2087,1,PROB_Lake,Target_Sampled,0.001798644,0.696,69.6,0,0.374,0,0.041,0.002,0,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696,53.7,0,53.7,5.9,0.3,0,0,6.2,0,0,0,0,0,0,40.1,0,0,0,0,0,0,,
NLA06608-2091,1,PROB_Lake,Target_Sampled,0.001798644,134.287,13428.7,0,48.804,0,3.017,0.527,0.423,0.105,0.119,0,16.172,7.079,4.853,0,6.235,0.008,0,0,0,9.24,10.334,25.768,0,0,0,0,1.603,0,0,0,0,134.287,36.3,0,36.3,2.2,0.4,0.3,0.1,3,0.1,12,5.3,3.6,20.9,4.6,0,6.9,7.7,14.6,19.2,1.2,20.4,,
NLA06608-2092,1,PROB_Lake,Target_Sampled,0.001798644,1.893,189.3,0,0.47,0,0.172,0,0,0,0,0,0.024,0.008,0.239,0,0.008,0,0,0,0,0,0.613,0.33,0,0,0,0,0.029,0,0,0,0,1.893,24.8,0,24.8,9.1,0,0,0,9.1,0,1.3,0.4,12.6,14.3,0.4,0,0,32.4,32.4,17.4,1.5,18.9,,
NLA06608-2094,1,PROB_Lake,Target_Sampled,0.001798644,0.36,36,0,0.027,0,0.041,0,0,0,0,0,0.027,0.02,0.004,0,0,0.005,0,0,0,0.218,0,0,0,0,0,0,0.018,0,0,0,0,0.36,7.5,0,7.5,11.4,0,0,0,11.4,0,7.5,5.6,1.1,14.2,0,1.4,60.6,0,60.6,0,5,5,,
NLA06608-2095,1,PROB_Lake,Target_Sampled,0.001798644,13.615,1361.5,0,1.835,0,0,0,0,0,0,0,0,0,0,0,7.498,2.905,0,0,0,0.018,0.019,0.057,0,0,0,0,1.283,0,0,0,0,13.615,13.5,0,13.5,0,0,0,0,0,0,0,0,0,0,55.1,21.3,0.1,0.1,0.2,0.4,9.4,9.8,,
NLA06608-2103,1,PROB_Lake,Target_Sampled,0.001798644,3.112,311.2,0,2.279,0,0.095,0.041,0,0,0,0,0,0,0,0,0,0.673,0,0,0,0,0.011,0,0,0,0,0,0.013,0,0,0,0,3.112,73.2,0,73.2,3.1,1.3,0,0,4.4,0,0,0,0,0,0,21.6,0,0.4,0.4,0,0.4,0.4,,
NLA06608-2114,1,PROB_Lake,Target_Sampled,0.001798644,0.534,53.4,0,0.17,0,0,0,0,0,0,0,0.215,0.098,0.005,0,0,0,0,0,0,0.041,0,0.005,0,0,0,0,0,0,0,0,0,0.534,31.8,0,31.8,0,0,0,0,0,0,40.3,18.4,0.9,59.6,0,0,7.7,0,7.7,0.9,0,0.9,,
NLA06608-2117,1,PROB_Lake,Target_Sampled,0.001798644,134.787,13478.7,0,121.528,0,0.648,0.392,0.054,0.002,0.023,0,0,0.94,0,0,0.843,0.206,0,0,0,0.136,1.961,4.353,0,0,0,0,3.701,0,0,0,0,134.787,90.2,0,90.2,0.5,0.3,0,0,0.8,0,0,0.7,0,0.7,0.6,0.2,0.1,1.5,1.6,3.2,2.7,5.9,,
NLA06608-2120,1,PROB_Lake,Target_Sampled,0.001798644,0.616,61.6,0,0.104,0,0,0,0,0,0,0,0.188,0.076,0,0,0.059,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,16.9,0,16.9,0,0,0,0,0,0,30.5,12.3,0,42.8,9.6,30.7,0,0,0,0,0,0,,
NLA06608-2123,1,PROB_Lake,Target_Sampled,0.001798644,0.625,62.5,0,0.322,0,0.043,0.054,0.002,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0.625,51.5,0,51.5,6.9,8.6,0.3,0,15.8,0,0,0,0,0,0,24.5,0,8.2,8.2,0,0,0,,
NLA06608-2131,1,PROB_Lake,Target_Sampled,0.001798644,1.357,135.7,0,0.882,0,0.07,0.005,0,0,0,0,0.011,0,0,0,0.004,0.212,0,0,0,0.14,0.033,0,0,0,0,0,0,0,0,0,0,1.357,65,0,65,5.2,0.4,0,0,5.6,0,0.8,0,0,0.8,0.3,15.6,10.3,2.4,12.7,0,0,0,,
NLA06608-2134,1,PROB_Lake,Target_Sampled,0.001798644,1.226,122.6,0,0.377,0,0.032,0.24,0.154,0.066,0.024,0,0,0,0,0,0,0.042,0,0,0,0.085,0,0.14,0,0,0,0,0.066,0,0,0,0,1.226,30.8,0,30.8,2.6,19.6,12.6,5.4,40.2,2,0,0,0,0,0,3.4,6.9,0,6.9,11.4,5.4,16.8,,
NLA06608-2135,1,PROB_Lake,Target_Sampled,0.001798644,2.578,257.8,0,1.521,0,0.213,0.073,0.008,0,0,0,0,0,0,0,0,0.514,0,0,0,0.11,0.064,0,0,0,0,0,0.075,0,0,0,0,2.578,59,0,59,8.3,2.8,0.3,0,11.4,0,0,0,0,0,0,19.9,4.3,2.5,6.8,0,2.9,2.9,,
NLA06608-2152,1,PROB_Lake,Target_Sampled,0.001798644,62.818,6281.8,0,32.146,0,1.985,1.045,0.144,0.007,1.707,0,20.015,1.816,1.328,0,0.278,0.345,0,0,0,0.672,0.189,1.131,0,0,0,0,0.01,0,0,0,0,62.818,51.2,0,51.2,3.2,1.7,0.2,0,5.1,2.7,31.9,2.9,2.1,36.9,0.4,0.5,1.1,0.3,1.4,1.8,0,1.8,,
NLA06608-2154,1,PROB_Lake,Target_Sampled,0.001798644,0.788,78.8,0,0.166,0,0,0,0,0,0,0,0.115,0.058,0.016,0,0.073,0,0,0,0,0.179,0.148,0.01,0,0,0,0,0.023,0,0,0,0,0.788,21.1,0,21.1,0,0,0,0,0,0,14.6,7.4,2,24,9.3,0,22.7,18.8,41.5,1.3,2.9,4.2,,
NLA06608-2155,1,PROB_Lake,Target_Sampled,0.001798644,1.25,125,0,0.584,0,0.164,0.019,0.006,0,0,0,0.007,0,0,0,0,0.005,0,0,0,0.011,0.004,0.45,0,0,0,0,0,0,0,0,0,1.25,46.7,0,46.7,13.1,1.5,0.5,0,15.1,0,0.6,0,0,0.6,0,0.4,0.9,0.3,1.2,36,0,36,,
NLA06608-2162,1,PROB_Lake,Target_Sampled,0.001798644,1.169,116.9,0,0.599,0,0,0,0,0,0,0,0.149,0.203,0.042,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,1.169,51.2,0,51.2,0,0,0,0,0,0,12.7,17.4,3.6,33.7,0,0,0,0,0,15.1,0,15.1,,
NLA06608-2170,1,PROB_Lake,Target_Sampled,0.001798644,1.533,153.3,0,0.655,0,0,0,0,0,0,0,0,0.014,0,0,0.058,0.734,0,0,0,0.067,0,0.005,0,0,0,0,0,0,0,0,0,1.533,42.7,0,42.7,0,0,0,0,0,0,0,0.9,0,0.9,3.8,47.9,4.4,0,4.4,0.3,0,0.3,,
NLA06608-2177,1,PROB_Lake,Target_Sampled,0.001798644,1.36,136,0,0.426,0,0,0,0,0,0,0,0.016,0.911,0,0,0,0.002,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,1.36,31.3,0,31.3,0,0,0,0,0,0,1.2,67,0,68.2,0,0.1,0,0,0,0.4,0,0.4,,
NLA06608-2185,1,PROB_Lake,Target_Sampled,0.001798644,11.06,1106,0,6.989,0,0.092,0.305,0.092,0.005,0.005,0,0,0,0,0,2.878,0.131,0,0,0,0.014,0,0,0,0,0,0,0.549,0,0,0,0,11.06,63.2,0,63.2,0.8,2.8,0.8,0,4.4,0,0,0,0,0,26,1.2,0.1,0,0.1,0,5,5,,
NLA06608-2187,1,PROB_Lake,Target_Sampled,0.001798644,60.566,6056.6,0,19.52,0,0.427,0.014,0.014,0.016,0.378,0,18.753,12.204,5.976,0,0.805,0.59,0,0,0,0.168,0.015,1.652,0,0,0,0,0.034,0,0,0,0,60.566,32.2,0,32.2,0.7,0,0,0,0.7,0.6,31,20.1,9.9,61,1.3,1,0.3,0,0.3,2.7,0.1,2.8,,
NLA06608-2193,1,PROB_Lake,Target_Sampled,0.001798644,0.853,85.3,0,0.186,0,0.04,0,0,0,0.003,0,0,0.448,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0.853,21.8,0,21.8,4.7,0,0,0,4.7,0.4,0,52.5,0,52.5,0,0,0,0,0,20.6,0,20.6,,
NLA06608-2196,1,PROB_Lake,Target_Sampled,0.001798644,0.398,39.8,0,0.066,0,0.003,0,0,0,0,0,0.309,0.012,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,16.6,0,16.6,0.8,0,0,0,0.8,0,77.6,3,0,80.6,0,2,0,0,0,0,0,0,,
NLA06608-2217,1,PROB_Lake,Target_Sampled,0.001798644,1.185,118.5,0,0.145,0,0,0,0,0,0.022,0,0,0.991,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185,12.2,0,12.2,0,0,0,0,0,1.9,0,83.6,0,83.6,0,2.3,0,0,0,0,0,0,,
NLA06608-2219,1,PROB_Lake,Target_Sampled,0.001798644,1.058,105.8,0,0.375,0,0.296,0.033,0,0,0,0,0.087,0,0,0,0,0.02,0,0,0,0.101,0.097,0.005,0,0,0,0,0.044,0,0,0,0,1.058,35.4,0,35.4,28,3.1,0,0,31.1,0,8.2,0,0,8.2,0,1.9,9.5,9.2,18.7,0.5,4.2,4.7,,
NLA06608-2241,1,PROB_Lake,Target_Sampled,0.001798644,2.798,279.8,0,1.247,0,0.039,0.015,0,0,0,0,0,1.426,0,0,0.037,0.013,0,0,0,0,0,0.007,0,0,0,0,0.014,0,0,0,0,2.798,44.6,0,44.6,1.4,0.5,0,0,1.9,0,0,51,0,51,1.3,0.5,0,0,0,0.3,0.5,0.8,,
NLA06608-2250,1,PROB_Lake,Target_Sampled,0.001798644,15.155,1515.5,0,11.491,0,0.212,0,0,0,0,0,0,1.389,0,0,1.23,0.121,0,0,0,0,0,0.451,0,0,0,0,0.261,0,0,0,0,15.155,75.8,0,75.8,1.4,0,0,0,1.4,0,0,9.2,0,9.2,8.1,0.8,0,0,0,3,1.7,4.7,,
NLA06608-2253,1,PROB_Lake,Target_Sampled,0.001798644,1.173,117.3,0,0.104,0,0.009,0.003,0,0,0,0,0.361,0,0,0,0,0,0,0,0,0.321,0.166,0.137,0,0,0,0,0.072,0,0,0,0,1.173,8.9,0,8.9,0.8,0.3,0,0,1.1,0,30.8,0,0,30.8,0,0,27.4,14.2,41.6,11.7,6.1,17.8,,
NLA06608-2257,1,PROB_Lake,Target_Sampled,0.001798644,0.328,32.8,0,0.055,0,0.005,0,0,0,0.005,0,0,0.231,0.01,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0.328,16.8,0,16.8,1.5,0,0,0,1.5,1.5,0,70.4,3,73.4,0,0,0,0,0,6.7,0,6.7,,
NLA06608-2266,1,PROB_Lake,Target_Sampled,0.001798644,0.477,47.7,0,0.081,0,0,0,0,0,0.043,0,0,0,0,0,0.132,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,17,0,17,0,0,0,0,0,9,0,0,0,0,27.7,46.3,0,0,0,0,0,0,,
NLA06608-2267,1,PROB_Lake,Target_Sampled,0.001798644,0.887,88.7,0,0.296,0,0.011,0,0,0,0,0,0.093,0,0,0,0.015,0,0,0,0,0.023,0.013,0.436,0,0,0,0,0,0,0,0,0,0.887,33.4,0,33.4,1.2,0,0,0,1.2,0,10.5,0,0,10.5,1.7,0,2.6,1.5,4.1,49.2,0,49.2,,
