SITE_ID,VISIT_NO,SAMPLED_INF,INDXSAMP_INF,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,CORE_CONFIDENCE,SAMPLED,SITE_TYPE,LAKE_SAMP,TNT,LON_DD,LAT_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED_CORE,PTL_INF_COND,PTL_INF_COND3,NTL_INF_COND,NTL_INF_COND3
NLA06608-2117,1,YES,YES,165.81,162.71,3.1,Yes,5656.14,3413.76,2242.38,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-81.6219948,28.6209734,FL,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3080102,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2120,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-98.3156902,32.5930071,TX,Region_6,"(10,20]",,NLALake,OverSamp,"SPL_TX_(10,20]",0.00460047,215.2767308,60.0743586,TX,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,12,12060201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2123,1,YES,YES,419.02,725.63,-306.61,Yes,2204.75,5645.11,-3440.36,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-97.1167168,44.3279402,SD,Region_8,"(20,50]",,NLALake,OverSamp,"TPL_SD_(20,50]",0.00938875,105.4851019,53.28692,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,10,10170201,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2131,1,YES,YES,70.19,98.84,-28.65,Yes,4139.26,2301.53,1837.73,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-99.1016191,45.8962492,SD,Region_8,"(50,100]",,NLALake,OverSamp,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2134,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-122.7435687,45.8926632,WA,Region_10,"(20,50]",,NLALake,OverSamp,"WMT_WA_(20,50]",0.01374344,72.06151606,21.4982483,WA,YES,WMTNS,WMT,3,I,Willamette and Central Valleys,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17080002,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-2135,1,YES,YES,676.44,39.27,637.17,Yes,7141.54,1711.61,5429.93,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-96.4778892,44.7083878,SD,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7020003,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2152,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-93.3259702,37.8592563,MO,Region_7,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0841724,MO,NO,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,10,10290107,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-2154,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-86.9477558,31.267842,AL,Region_4,"(20,50]",,NLALake,OverSamp,"CPL_AL_(20,50]",0.01027572,96.37990244,30.1448844,AL,NO,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3140304,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2155,1,YES,YES,4.35,7.08,-2.73,Yes,343.49,310.36,33.13,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-85.0236485,41.627105,IN,Region_5,"(50,100]",,NLALake,OverSamp,"UMW_IN_(50,100]",0.07748997,12.78066524,3.9994188,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050001,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,11:> 10 to 50 ug/L,05:POSITIVE CHANGE
NLA06608-2162,1,YES,YES,8.42,7.43,1,No,276.48,243.74,32.74,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-71.5731802,41.5113427,RI,Region_1,"(50,100]",,NLALake,OverSamp,"NAP_RI_(50,100]",0.14135162,7.006452,1.3770027,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1090005,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,11:> 10 to 50 ug/L,05:POSITIVE CHANGE
NLA06608-2170,1,YES,YES,3.23,600.83,-597.6,Yes,841.2,1956.6,-1115.39,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-112.4310378,47.3058769,MT,Region_8,"(50,100]",,NLALake,OverSamp,"NPL_MT_(50,100]",0.10661014,9.28967368,2.0094515,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10030102,,,YES (Both),03:< -55 ug/L,03:NEGATIVE CHANGE,03:< -300 ug/L,03:NEGATIVE CHANGE
NLA06608-2177,1,YES,YES,5.61,38.74,-33.13,Yes,425.3,891.28,-465.99,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-114.7318229,48.671943,MT,Region_8,"(20,50]",,NLALake,OverSamp,"WMT_MT_(20,50]",0.01041596,95.08229285,20.5672733,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010210,,,YES (Both),06:> -35 to -25 ug/L,03:NEGATIVE CHANGE,03:< -300 ug/L,03:NEGATIVE CHANGE
NLA06608-2185,1,YES,YES,13.86,13.27,0.59,No,357.14,346.12,11.01,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-119.5263528,38.6608662,NV,Region_9,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.2242451,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16050302,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2187,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-87.3544169,33.4537398,AL,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.4502059,AL,YES,EHIGH,SAP,68,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,3,3160112,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2193,1,YES,YES,9.12,14.82,-5.69,Yes,139.25,86.56,52.68,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-124.0354961,46.4195063,WA,Region_10,"(10,20]",,NLALake,OverSamp,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,1,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17100106,,,YES (Both),08:> -15 to -5 ug/L,03:NEGATIVE CHANGE,12:> 50 to 100 ug/L,05:POSITIVE CHANGE
NLA06608-2196,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-86.4607073,39.2938843,IN,Region_5,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,236.0552488,IN,NO,EHIGH,SAP,71,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5120202,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2217,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-111.0896969,34.4202345,AZ,Region_9,"(20,50]",,NLALake,OverSamp,"WMT_AZ_(20,50]",0.08038106,12.32097912,3.1857616,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,REF,15,15020008,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-2219,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-86.4084566,41.2997762,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,7,7120001,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2241,1,YES,YES,8.4,11.63,-3.23,Yes,237.51,219.28,18.23,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-117.3189991,48.1540212,WA,Region_10,>100,,NLALake,OverSamp,WMT_WA_>100,0.03380155,29.29964099,8.7410173,WA,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010308,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,11:> 10 to 50 ug/L,05:POSITIVE CHANGE
NLA06608-2250,1,YES,YES,7.27,6.09,1.18,No,236.84,231.24,5.59,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-110.6285367,44.3017541,WY,Region_8,>100,,NLALake,OverSamp,WMT_WY_>100,0.03629176,27.28920443,10.8267703,WY,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17040101,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,10:> -10 to 10 ug/L,04:NO CHANGE
NLA06608-2253,1,YES,YES,56.65,49.38,7.27,Yes,784.95,558.12,226.84,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-75.5004885,38.9668818,DE,Region_3,"(20,50]",,NLALake,OverSamp,"CPL_DE_(20,50]",0.07939221,12.47444038,11.8008444,DE,YES,PLNLOW,CPL,63,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,2,2040207,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2257,1,YES,YES,16.28,10.11,6.16,Yes,397.26,202.8,194.46,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-122.7843969,47.4093078,WA,Region_10,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,225.0452854,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110019,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,14:> 150 to 200 ug/L,05:POSITIVE CHANGE
NLA06608-2266,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-106.7589307,44.1842148,WY,Region_8,"(10,20]",,NLALake,OverSamp,"NPL_WY_(10,20]",0.03683417,26.88735242,10.6673388,WY,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10090205,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2267,1,YES,YES,55.81,38.04,17.78,Yes,1166.9,882.24,284.66,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-85.300575,41.5178589,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,REF,4,4050001,,,YES (Both),11:> 15 to 25 ug/L,05:POSITIVE CHANGE,16:> 250 to 300 ug/L,05:POSITIVE CHANGE
NLA06608-2283,1,YES,YES,6.9,5.44,1.47,No,532.49,342.33,190.17,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-85.7896975,41.2836211,IN,Region_5,>100,,NLALake,OverSamp,UMW_IN_>100,0.07037378,14.07304477,4.4038396,IN,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,5,5120106,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,14:> 150 to 200 ug/L,05:POSITIVE CHANGE
NLA06608-2305,1,YES,YES,2.97,9.09,-6.13,Yes,149.39,268.11,-118.72,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-116.5279847,48.18443,ID,Region_10,"(20,50]",,NLALake,OverSamp,"WMT_ID_(20,50]",0.03093145,32.01833391,9.9253051,ID,YES,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17010214,,,YES (Both),08:> -15 to -5 ug/L,03:NEGATIVE CHANGE,07:> -150 to -100 ug,03:NEGATIVE CHANGE
NLA06608-2322,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-111.3273337,41.5055322,UT,Region_8,"(20,50]",,NLALake,OverSamp,"XER_UT_(20,50]",0.02784825,35.56321654,11.3503748,UT,NO,WMTNS,XER,18,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,16,16010101,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2332,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-99.3040658,40.0313793,NE,Region_7,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10250009,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2333,1,YES,YES,23.11,13.9,9.21,Yes,563.79,370.59,193.2,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-75.5474204,38.6438266,DE,Region_3,"(20,50]",,NLALake,OverSamp,"CPL_DE_(20,50]",0.07939221,12.47444038,11.8008444,DE,YES,PLNLOW,CPL,63,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,2,2060008,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2345,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-110.9481455,39.3481268,UT,Region_8,"(50,100]",NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,XER,20,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,14,14060009,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2354,1,YES,YES,14.22,3.07,11.16,Yes,632.62,264.55,368.07,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-71.4588945,41.7054484,RI,Region_1,"(20,50]",,NLALake,OverSamp,"NAP_RI_(20,50]",0.05219454,18.9746536,3.7291555,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1090004,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,17: > 300 ug/L,05:POSITIVE CHANGE
NLA06608-2372,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-109.2028896,36.2742405,AZ,Region_9,>100,,NLALake,OverSamp,XER_AZ_>100,0.21313588,4.64667594,1.2014631,AZ,NO,WMTNS,XER,22,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14080204,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2379,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-105.7229345,41.247774,WY,Region_8,"(50,100]",,NLALake,OverSamp,"XER_WY_(50,100]",0.04308285,22.98764729,9.1201624,WY,YES,WMTNS,XER,18,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,10,10180010,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2418,1,YES,YES,35.29,17.25,18.05,Yes,679.84,397.97,281.87,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-71.4790807,41.5597706,RI,Region_1,"(50,100]",,NLALake,OverSamp,"NAP_RI_(50,100]",0.14135162,7.006452,1.3770027,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2426,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-110.4842973,47.6347722,MT,Region_8,"(50,100]",,NLALake,OverSamp,"NPL_MT_(50,100]",0.10661014,9.28967368,2.0094515,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10040102,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-2429,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-111.0606041,40.3437782,UT,Region_8,>100,,NLALake,OverSamp,XER_UT_>100,0.06849187,14.45972183,4.6149724,UT,NO,WMTNS,XER,20,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,F,REF,14,14060004,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2438,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-119.5634013,42.0668051,OR,Region_10,"(20,50]",,NLALake,OverSamp,"XER_OR_(20,50]",0.02202713,44.96152958,10.046007,OR,NO,WMTNS,XER,80,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,F,TRASH,17,17120008,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2450,1,YES (LOST SAMPLE),YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-124.1790441,43.6316437,OR,Region_10,"(10,20]",,NLALake,OverSamp,"WMT_OR_(10,20]",0.01349449,73.39092627,16.3981468,OR,NO,WMTNS,WMT,1,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17100304,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2453,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-116.2369826,41.8041848,NV,Region_9,"(20,50]",,NLALake,OverSamp,"XER_NV_(20,50]",0.06070149,16.31547144,2.5497204,NV,NO,WMTNS,XER,80,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,17,17050105,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2457,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-113.0490711,37.4372374,UT,Region_8,"(50,100]",,NLALake,OverSamp,"WMT_UT_(50,100]",0.06995389,14.15751627,4.5185203,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15010008,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2463,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-110.4849079,40.1754746,UT,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.5002567,UT,NO,WMTNS,XER,20,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14060004,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2477,1,YES,YES,137.47,163.64,-26.17,Yes,1816.08,2143.54,-327.46,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-115.2249025,37.5693613,NV,Region_9,"(50,100]",,NLALake,OverSamp,"XER_NV_(50,100]",0.16438986,6.02454041,0.9414925,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15010011,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2481,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-119.3927622,43.9886284,OR,Region_10,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,168.5476261,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17070201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2492,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-89.6689764,34.4761711,MS,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,3.8765397,MS,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,REF,8,8030201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2497,1,YES,YES,33.45,48.26,-14.81,Yes,528.35,547.3,-18.95,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-116.9701212,48.0082196,ID,Region_10,"(50,100]",,NLALake,OverSamp,"WMT_ID_(50,100]",0.08376757,11.82287299,3.6649509,ID,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17010214,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2507,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-86.0555008,40.0751952,IN,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.4514264,IN,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120201,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-2513,1,YES,YES,5.88,10.92,-5.05,Yes,257.91,370.61,-112.7,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-122.5619208,47.1328558,WA,Region_10,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17110019,,,YES (Both),08:> -15 to -5 ug/L,03:NEGATIVE CHANGE,07:> -150 to -100 ug,03:NEGATIVE CHANGE
NLA06608-2523,1,YES,YES,20.8,139.99,-119.2,Yes,791.87,1525.57,-733.7,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-85.428864,41.3468866,IN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_IN_(20,50]",0.02861342,34.61219685,10.8311005,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050001,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2524,1,YES,YES,59.93,31.21,28.72,Yes,736.63,359.29,377.34,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-91.220466,31.9553701,LA,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.8550434,LA,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,8,8050003,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2565,1,YES,YES,15.41,34.48,-19.07,Yes,304.92,374.19,-69.28,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-81.2272522,28.3232011,FL,Region_4,"(50,100]",,NLALake,OverSamp,"CPL_FL_(50,100]",0.00439538,225.3212862,59.909167,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3090101,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-2566,1,YES,YES,20.23,27.37,-7.14,Yes,559.36,474.26,85.1,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-71.7947977,41.3798599,RI,Region_1,"(50,100]",,NLALake,OverSamp,"NAP_RI_(50,100]",0.14135162,7.006452,1.3770027,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1090005,,,YES (Both),08:> -15 to -5 ug/L,03:NEGATIVE CHANGE,12:> 50 to 100 ug/L,05:POSITIVE CHANGE
