UID,SITE_ID,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,YEAR,VISIT_NO,DATE_COL,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SAMPLE_DEPTH,SECCHI,PUBLICATION_DATE
7684,NLA12_CO-121,WMTNS,WMT,CO,WMTNS,2012,1,8/1/2012,Y,,,,,8/23/2016
7685,NLA12_WA-102,WMTNS,WMT,WA,WMTNS,2012,1,8/2/2012,,1,0.92,,0.96,8/23/2016
7686,NLA12_CO-117,WMTNS,WMT,CO,WMTNS,2012,1,8/2/2012,,1.7,1.65,,1.675,8/23/2016
7698,NLA12_WY-115,WMTNS,XER,WY,WMTNS,2012,1,8/3/2012,,2,2,,2,8/23/2016
7701,NLA12_ND-145,PLNLOW,NPL,ND,PLAINS,2012,1,8/6/2012,,0.9,0.9,,0.9,8/23/2016
7703,NLA12_IN-134,PLNLOW,TPL,IN,PLAINS,2012,1,8/6/2012,,1,0.98,,0.99,8/23/2016
7706,NLA12_ME-130,EHIGH,NAP,ME,EHIGH,2012,1,8/6/2012,,4.15,4.1,,4.125,8/23/2016
7707,NLA12_ND-131,PLNLOW,NPL,ND,PLAINS,2012,1,8/6/2012,,4.2,4.1,,4.15,8/23/2016
7712,NLA12_CA-188,WMTNS,XER,CA,WMTNS,2012,1,8/6/2012,,2.01,1.74,,1.875,8/23/2016
7713,NLA12_MT-124,WMTNS,WMT,MT,WMTNS,2012,1,8/6/2012,,8.28,8.1,,8.19,8/23/2016
7714,NLA12_SD-147,PLNLOW,NPL,SD,PLAINS,2012,1,8/6/2012,,0.45,0.4,,0.425,8/23/2016
7719,NLA12_OR-105,WMTNS,WMT,OR,WMTNS,2012,1,8/6/2012,,2.9,2.9,,2.9,8/23/2016
7723,NLA12_MN-121,PLNLOW,UMW,MN,UMW,2012,1,8/6/2012,,0.8,0.7,,0.75,8/23/2016
7729,NLA12_DE-101,PLNLOW,CPL,DE,CPL,2012,1,8/6/2012,,0.43,0.32,,0.375,8/23/2016
7730,NLA12_SD-137,PLNLOW,NPL,SD,PLAINS,2012,1,8/7/2012,Y,2.2,2.2,,2.2,8/23/2016
7734,NLA12_TX-104,PLNLOW,SPL,TX,PLAINS,2012,1,8/7/2012,,0.57,0.56,,0.565,8/23/2016
7735,NLA12_WI-144,PLNLOW,UMW,WI,UMW,2012,1,7/26/2012,Y,,,,,8/23/2016
7737,NLA12_MN-119,PLNLOW,TPL,MN,PLAINS,2012,1,8/7/2012,,1.7,1.5,,1.6,8/23/2016
7738,NLA12_VA-R18,PLNLOW,CPL,VA,CPL,2012,1,8/7/2012,,0.4,0.35,,0.375,8/23/2016
7739,NLA12_OK-132,PLNLOW,SPL,OK,PLAINS,2012,1,8/7/2012,,1.6,1.58,,1.59,8/23/2016
7740,NLA12_CA-119,WMTNS,XER,CA,WMTNS,2012,1,8/7/2012,,4.2,3.79,,3.995,8/23/2016
7743,NLA12_WA-R11,WMTNS,WMT,WA,WMTNS,2012,1,8/7/2012,Y,,,,,8/23/2016
7747,NLA12_OR-154,WMTNS,WMT,OR,WMTNS,2012,1,8/7/2012,,3.5,3.4,,3.45,8/23/2016
7748,NLA12_MN-103,PLNLOW,UMW,MN,UMW,2012,1,8/7/2012,Y,2,2,,2,8/23/2016
7753,NLA12_IN-144,PLNLOW,UMW,IN,UMW,2012,1,8/8/2012,,1.6,1.5,,1.55,8/23/2016
7754,NLA12_IN-110,PLNLOW,UMW,IN,UMW,2012,1,8/6/2012,,2.1,2,,2.05,8/23/2016
7757,NLA12_IN-105,PLNLOW,TPL,IN,PLAINS,2012,1,8/7/2012,,1,0.9,,0.95,8/23/2016
7758,NLA12_WI-R12,PLNLOW,UMW,WI,UMW,2012,1,8/8/2012,,2.86,2.91,,2.885,8/23/2016
7761,NLA12_ID-101,WMTNS,WMT,ID,WMTNS,2012,2,8/7/2012,,3.1,2.9,,3,8/23/2016
7764,NLA12_OK-292,PLNLOW,SPL,OK,PLAINS,2012,1,8/8/2012,,0.19,0.18,,0.185,8/23/2016
7765,NLA12_MN-106,PLNLOW,UMW,MN,UMW,2012,1,8/8/2012,,3,2.8,,2.9,8/23/2016
7767,NLA12_MN-115,PLNLOW,UMW,MN,UMW,2012,1,8/8/2012,,4.3,4.3,,4.3,8/23/2016
7768,NLA12_CO-R04,WMTNS,WMT,CO,WMTNS,2012,1,8/8/2012,,5.7,5.8,,5.75,8/23/2016
7769,NLA12_AL-113,PLNLOW,CPL,AL,CPL,2012,1,8/8/2012,,1.5,1.4,,1.45,8/23/2016
7770,NLA12_NC-104,PLNLOW,CPL,NC,CPL,2012,1,8/8/2012,,0.4,0.3,,0.35,8/23/2016
7772,NLA12_IN-164,PLNLOW,UMW,IN,UMW,2012,1,8/8/2012,,3.5,3.2,,3.35,8/23/2016
7773,NLA12_ME-101,EHIGH,NAP,ME,EHIGH,2012,1,8/8/2012,Y,3.28,3.28,,3.28,8/23/2016
7774,NLA12_ME-126,EHIGH,NAP,ME,EHIGH,2012,1,8/7/2012,Y,,4.8,,,8/23/2016
7775,NLA12_NE-107,PLNLOW,SPL,NE,PLAINS,2012,1,8/8/2012,,0.45,0.45,,0.45,8/23/2016
7776,NLA12_OR-112,WMTNS,WMT,OR,WMTNS,2012,1,8/8/2012,,1.7,1.5,,1.6,8/23/2016
7777,NLA12_VA-112,PLNLOW,CPL,VA,CPL,2012,1,8/8/2012,Y,,,,,8/23/2016
7778,NLA12_VA-123,PLNLOW,CPL,VA,CPL,2012,1,8/8/2012,,0.28,0.25,,0.265,8/23/2016
7785,NLA12_WI-R13,PLNLOW,UMW,WI,UMW,2012,1,8/9/2012,,2.53,2.38,,2.455,8/23/2016
7787,NLA12_MI-150,PLNLOW,UMW,MI,UMW,2012,1,8/7/2012,,1.6,1.55,,1.575,8/23/2016
7791,NLA12_GA-111,PLNLOW,CPL,GA,CPL,2012,1,8/8/2012,,1.05,1.01,,1.03,8/23/2016
7793,NLA12_IN-102,PLNLOW,UMW,IN,UMW,2012,1,8/9/2012,,2.9,2.6,,2.75,8/23/2016
7794,NLA12_IN-106,PLNLOW,UMW,IN,UMW,2012,1,8/9/2012,,1.5,1.3,,1.4,8/23/2016
7795,NLA12_MI-125,PLNLOW,UMW,MI,UMW,2012,1,8/8/2012,,1.75,1.7,,1.725,8/23/2016
7796,NLA12_CA-108,WMTNS,XER,CA,WMTNS,2012,1,8/8/2012,,6.62,6.14,,6.38,8/23/2016
7798,NLA12_UT-118,WMTNS,WMT,UT,WMTNS,2012,1,8/8/2012,,5.3,5.2,,5.25,8/23/2016
7800,NLA12_CT-103,EHIGH,NAP,CT,EHIGH,2012,1,8/9/2012,,4.65,4.65,,4.65,8/23/2016
7802,NLA12_MN-177,PLNLOW,UMW,MN,UMW,2012,1,8/9/2012,,0.4,0.3,,0.35,8/23/2016
7803,NLA12_PA-108,PLNLOW,CPL,PA,CPL,2012,2,8/8/2012,,1.75,1.6,,1.675,8/23/2016
7804,NLA12_TX-116,PLNLOW,SPL,TX,PLAINS,2012,1,8/9/2012,,2,1.8,,1.9,8/23/2016
7805,NLA12_IN-166,PLNLOW,TPL,IN,PLAINS,2012,1,8/7/2012,,1.05,0.95,,1,8/23/2016
7808,NLA12_WI-134,PLNLOW,TPL,WI,PLAINS,2012,1,8/9/2012,,0.12,0.09,,0.105,8/23/2016
7810,NLA12_OR-102,WMTNS,XER,OR,WMTNS,2012,1,8/9/2012,,0.02,0.019,,0.0195,8/23/2016
7811,NLA12_AR-109,PLNLOW,CPL,AR,CPL,2012,1,8/8/2012,,1.7,1.6,,1.65,8/23/2016
7812,NLA12_AR-104,EHIGH,SAP,AR,EHIGH,2012,1,8/9/2012,,1.9,1.78,,1.84,8/23/2016
7814,NLA12_FL-130,PLNLOW,CPL,FL,CPL,2012,1,8/9/2012,,0.05,0.6,,0.325,8/23/2016
7815,NLA12_MN-167,PLNLOW,TPL,MN,PLAINS,2012,1,8/9/2012,,0.3,0.3,,0.3,8/23/2016
7816,NLA12_NC-127,PLNLOW,CPL,NC,CPL,2012,1,8/9/2012,,2.4,2.3,,2.35,8/23/2016
7819,NLA12_ME-120,EHIGH,NAP,ME,EHIGH,2012,1,8/9/2012,,2.73,2.5,,2.615,8/23/2016
7821,NLA12_AZ-103,WMTNS,WMT,AZ,WMTNS,2012,1,8/9/2012,,0.6,0.5,,0.55,8/23/2016
7826,NLA12_FL-102,PLNLOW,CPL,FL,CPL,2012,2,8/10/2012,,0.7,0.65,,0.675,8/23/2016
7827,NLA12_CO-133,WMTNS,WMT,CO,WMTNS,2012,1,8/8/2012,Y,,,,,8/23/2016
7828,NLA12_MN-160,PLNLOW,UMW,MN,UMW,2012,1,8/10/2012,,1.3,1.2,,1.25,8/23/2016
7829,NLA12_IN-159,PLNLOW,TPL,IN,PLAINS,2012,1,8/10/2012,,0.9,0.8,,0.85,8/23/2016
7830,NLA12_NE-111,PLNLOW,SPL,NE,PLAINS,2012,1,8/10/2012,,0.7,0.7,,0.7,8/23/2016
7836,NLA12_FL-109,PLNLOW,CPL,FL,CPL,2012,1,8/11/2012,,0.7,0.65,,0.675,8/23/2016
7839,NLA12_FL-105,PLNLOW,CPL,FL,CPL,2012,1,8/12/2012,,0.7,0.6,,0.65,8/23/2016
7840,NLA12_NE-112,PLNLOW,SPL,NE,PLAINS,2012,1,8/12/2012,Y,1.4,1.4,,1.4,8/23/2016
7841,NLA12_UT-218,WMTNS,WMT,UT,WMTNS,2012,1,8/10/2012,,5.3,5.2,,5.25,8/23/2016
7844,NLA12_SC-112,PLNLOW,CPL,SC,CPL,2012,2,8/12/2012,Y,,,,,8/23/2016
7845,NLA12_NC-124,EHIGH,SAP,NC,EHIGH,2012,1,8/10/2012,,0.5,0.4,,0.45,8/23/2016
7846,NLA12_NC-115,PLNLOW,CPL,NC,CPL,2012,1,8/11/2012,,0.6,0.5,,0.55,8/23/2016
7856,NLA12_SD-131,PLNLOW,NPL,SD,PLAINS,2012,1,8/13/2012,,0.22,0.22,,0.22,8/23/2016
7858,NLA12_ND-156,PLNLOW,NPL,ND,PLAINS,2012,1,8/13/2012,,0.32,0.3,,0.31,8/23/2016
7859,NLA12_WY-116,WMTNS,WMT,WY,WMTNS,2012,1,8/5/2012,,3.25,3,,3.125,8/23/2016
7862,NLA12_SC-118,PLNLOW,CPL,SC,CPL,2012,1,8/13/2012,,1,0.9,,0.95,8/23/2016
7895,NLA12_IN-120,PLNLOW,UMW,IN,UMW,2012,1,8/14/2012,,1.2,1,,1.1,8/23/2016
7896,NLA12_IN-145,PLNLOW,UMW,IN,UMW,2012,1,8/13/2012,,0.5,0.4,,0.45,8/23/2016
7908,NLA12_FL-110,PLNLOW,CPL,FL,CPL,2012,2,8/14/2012,,1.9,1.8,,1.85,8/23/2016
7909,NLA12_FL-126,PLNLOW,CPL,FL,CPL,2012,1,8/13/2012,,0.6,0.5,,0.55,8/23/2016
7911,NLA12_MO-105,EHIGH,SAP,MO,EHIGH,2012,1,8/14/2012,,1.69,1.58,,1.635,8/23/2016
7912,NLA12_MO-110,EHIGH,SAP,MO,EHIGH,2012,1,8/13/2012,,2.06,2.16,,2.11,8/23/2016
7913,NLA12_ID-112,WMTNS,WMT,ID,WMTNS,2012,2,8/14/2012,,1.9,1.8,,1.85,8/23/2016
7914,NLA12_IN-101,PLNLOW,TPL,IN,PLAINS,2012,2,8/13/2012,,3.3,3.1,,3.2,8/23/2016
7915,NLA12_WA-109,WMTNS,WMT,WA,WMTNS,2012,1,8/14/2012,,2.5,2.45,,2.475,8/23/2016
7916,NLA12_CA-103,WMTNS,WMT,CA,WMTNS,2012,1,8/13/2012,,10.86,10.32,,10.59,8/23/2016
7917,NLA12_ME-102,EHIGH,NAP,ME,EHIGH,2012,1,8/13/2012,,3.05,2.96,,3.005,8/23/2016
7918,NLA12_OR-109,WMTNS,WMT,OR,WMTNS,2012,1,8/13/2012,,28.1,27.8,,27.95,8/23/2016
7920,NLA12_IN-149,PLNLOW,UMW,IN,UMW,2012,1,8/14/2012,,1.5,1.4,,1.45,8/23/2016
7921,NLA12_IN-179,PLNLOW,TPL,IN,PLAINS,2012,1,8/14/2012,,0.45,0.4,,0.425,8/23/2016
7922,NLA12_IN-187,PLNLOW,TPL,IN,PLAINS,2012,1,8/14/2012,,2.9,2.8,,2.85,8/23/2016
7923,NLA12_ME-116,EHIGH,NAP,ME,EHIGH,2012,1,8/14/2012,,1.77,2.22,,1.995,8/23/2016
7924,NLA12_MN-152,PLNLOW,UMW,MN,UMW,2012,1,8/14/2012,,0.5,0.4,,0.45,8/23/2016
7925,NLA12_MT-140,WMTNS,WMT,MT,WMTNS,2012,1,8/14/2012,,11.59,11.5,,11.545,8/23/2016
7926,NLA12_NE-125,PLNLOW,SPL,NE,PLAINS,2012,1,8/14/2012,,0.2,0.1,,0.15,8/23/2016
7927,NLA12_SC-102,PLNLOW,CPL,SC,CPL,2012,1,8/14/2012,,0.5,0.4,,0.45,8/23/2016
7932,NLA12_WY-R04,WMTNS,WMT,WY,WMTNS,2012,1,8/14/2012,,1.5,1.5,,1.5,8/23/2016
7933,NLA12_IL-112,PLNLOW,TPL,IL,PLAINS,2012,1,8/15/2012,,1,0.95,,0.975,8/23/2016
7937,NLA12_CA-111,WMTNS,XER,CA,WMTNS,2012,2,8/14/2012,,3.53,3.27,,3.4,8/23/2016
7940,NLA12_SD-115,PLNLOW,TPL,SD,PLAINS,2012,2,8/14/2012,,0.15,0.13,,0.14,8/23/2016
7941,NLA12_ME-R07,EHIGH,NAP,ME,EHIGH,2012,1,8/14/2012,,5.8,5.75,,5.775,8/23/2016
7942,NLA12_MN-112,PLNLOW,UMW,MN,UMW,2012,1,8/14/2012,,0.4,0.4,,0.4,8/23/2016
7943,NLA12_WI-161,PLNLOW,UMW,WI,UMW,2012,1,8/14/2012,,3.5,3.2,,3.35,8/23/2016
7945,NLA12_MN-135,PLNLOW,TPL,MN,PLAINS,2012,1,8/14/2012,,0.4,0.4,,0.4,8/23/2016
7949,NLA12_OR-128,WMTNS,WMT,OR,WMTNS,2012,1,8/14/2012,,7,6.5,,6.75,8/23/2016
7953,NLA12_CT-108,EHIGH,NAP,CT,EHIGH,2012,1,8/15/2012,Y,2.5,2.5,,2.5,8/23/2016
7954,NLA12_NY-0104,EHIGH,NAP,NY,EHIGH,2012,2,8/15/2012,,0.9,0.7,,0.8,8/23/2016
7955,NLA12_MD-104,PLNLOW,CPL,MD,CPL,2012,1,8/15/2012,,0.4,0.3,,0.35,8/23/2016
7956,NLA12_WA-133,WMTNS,WMT,WA,WMTNS,2012,1,8/15/2012,,1.8,1.75,,1.775,8/23/2016
7957,NLA12_CO-130,WMTNS,WMT,CO,WMTNS,2012,1,8/15/2012,,3.5,3.51,,3.505,8/23/2016
7958,NLA12_UT-126,WMTNS,WMT,UT,WMTNS,2012,1,8/14/2012,Y,3.8,3.8,,3.8,8/23/2016
7959,NLA12_OK-107,EHIGH,SAP,OK,EHIGH,2012,1,8/14/2012,,1.65,1.6,,1.625,8/23/2016
7960,NLA12_NE-121,PLNLOW,SPL,NE,PLAINS,2012,1,8/15/2012,,0.16,0.14,,0.15,8/23/2016
7963,NLA12_VA-127,PLNLOW,CPL,VA,CPL,2012,1,8/15/2012,,0.65,0.63,,0.64,8/23/2016
7964,NLA12_VA-130,EHIGH,SAP,VA,EHIGH,2012,1,8/15/2012,,1.15,1.04,,1.095,8/23/2016
7971,NLA12_MN-114,PLNLOW,UMW,MN,UMW,2012,1,8/15/2012,,0.3,0.3,,0.3,8/23/2016
7972,NLA12_DE-103,PLNLOW,CPL,DE,CPL,2012,1,8/15/2012,,1.42,1.34,,1.38,8/23/2016
7973,NLA12_IL-116,PLNLOW,TPL,IL,PLAINS,2012,1,8/16/2012,,3,2.95,,2.975,8/23/2016
7974,NLA12_MO-108,EHIGH,SAP,MO,EHIGH,2012,2,8/15/2012,,2.08,2.1,,2.09,8/23/2016
7982,NLA12_PA-113,EHIGH,NAP,PA,EHIGH,2012,1,8/15/2012,,3.4,3.2,,3.3,8/23/2016
7983,NLA12_MD-105,PLNLOW,CPL,MD,CPL,2012,2,8/16/2012,,0.7,0.6,,0.65,8/23/2016
7984,NLA12_IN-185,PLNLOW,UMW,IN,UMW,2012,1,8/16/2012,,1.1,1,,1.05,8/23/2016
7988,NLA12_CA-135,WMTNS,WMT,CA,WMTNS,2012,1,8/15/2012,,8,7.53,,7.765,8/23/2016
7989,NLA12_CA-123,WMTNS,WMT,CA,WMTNS,2012,1,8/15/2012,,3.57,3.2,,3.385,8/23/2016
7990,NLA12_SD-101,PLNLOW,NPL,SD,PLAINS,2012,2,8/16/2012,,3.1,3,,3.05,8/23/2016
7993,NLA12_GA-112,EHIGH,SAP,GA,EHIGH,2012,2,8/15/2012,,,2.24,,,8/23/2016
7994,NLA12_TX-128,PLNLOW,SPL,TX,PLAINS,2012,1,8/16/2012,,1.76,1.7,,1.73,8/23/2016
7995,NLA12_OR-144,WMTNS,WMT,OR,WMTNS,2012,1,8/15/2012,Y,,,,,8/23/2016
7996,NLA12_UT-159,WMTNS,WMT,UT,WMTNS,2012,1,8/15/2012,Y,3.3,3.3,,3.3,8/23/2016
7998,NLA12_UT-147,WMTNS,WMT,UT,WMTNS,2012,1,8/14/2012,Y,1.75,1.75,,1.75,8/23/2016
8000,NLA12_SC-127,PLNLOW,CPL,SC,CPL,2012,1,8/15/2012,,1.4,1.3,,1.35,8/23/2016
8007,NLA12_WY-R01,WMTNS,WMT,WY,WMTNS,2012,1,8/16/2012,Y,9.9,10.1,,10,8/23/2016
8008,NLA12_MT-144,PLNLOW,NPL,MT,PLAINS,2012,1,8/16/2012,,0.7,0.65,,0.675,8/23/2016
8010,NLA12_SD-143,PLNLOW,NPL,SD,PLAINS,2012,1,8/16/2012,,1.1,1,,1.05,8/23/2016
8011,NLA12_SC-104,EHIGH,SAP,SC,EHIGH,2012,2,8/16/2012,,0.6,0.5,,0.55,8/23/2016
8012,NLA12_IN-103,PLNLOW,TPL,IN,PLAINS,2012,1,8/15/2012,,1,0.9,,0.95,8/23/2016
8013,NLA12_ME-129,EHIGH,NAP,ME,EHIGH,2012,1,8/17/2012,,2.83,2.68,,2.755,8/23/2016
8014,NLA12_IN-163,PLNLOW,TPL,IN,PLAINS,2012,1,8/17/2012,,0.8,0.7,,0.75,8/23/2016
8015,NLA12_ME-118,EHIGH,NAP,ME,EHIGH,2012,1,8/15/2012,,4.88,4.78,,4.83,8/23/2016
8016,NLA12_AZ-145,WMTNS,WMT,AZ,WMTNS,2012,1,8/14/2012,,1.1,1,,1.05,8/23/2016
8021,NLA12_AR-101,PLNLOW,CPL,AR,CPL,2012,2,8/17/2012,,0.7,0.65,,0.675,8/23/2016
8022,NLA12_AR-105,PLNLOW,CPL,AR,CPL,2012,2,8/16/2012,,1.1,1,,1.05,8/23/2016
8023,NLA12_OH-101,PLNLOW,TPL,OH,PLAINS,2012,1,8/16/2012,,0.37,0.34,,0.355,8/23/2016
8025,NLA12_CO-131,WMTNS,XER,CO,WMTNS,2012,2,8/17/2012,,2.55,2.6,,2.575,8/23/2016
8026,NLA12_FL-141,PLNLOW,CPL,FL,CPL,2012,1,8/17/2012,,0.7,0.6,,0.65,8/23/2016
8027,NLA12_GA-R11,PLNLOW,CPL,GA,CPL,2012,1,8/16/2012,,0.2,0.1,,0.15,8/23/2016
8028,NLA12_NE-105,PLNLOW,SPL,NE,PLAINS,2012,1,8/17/2012,,0.42,0.4,,0.41,8/23/2016
8029,NLA12_NE-108,PLNLOW,SPL,NE,PLAINS,2012,1,8/17/2012,,0.1,0.1,,0.1,8/23/2016
8044,NLA12_NC-116,EHIGH,SAP,NC,EHIGH,2012,2,8/18/2012,,0.5,0.4,,0.45,8/23/2016
8045,NLA12_NC-101,EHIGH,SAP,NC,EHIGH,2012,2,8/17/2012,,2.1,1.9,,2,8/23/2016
8048,NLA12_NM-161,WMTNS,WMT,NM,WMTNS,2012,1,8/16/2012,Y,2.5,2.5,,2.5,8/23/2016
8051,NLA12_IN-128,PLNLOW,UMW,IN,UMW,2012,2,8/17/2012,,3.1,3,,3.05,8/23/2016
8052,NLA12_NM-104,WMTNS,XER,NM,WMTNS,2012,2,8/15/2012,,2,1.8,,1.9,8/23/2016
8053,NLA12_NM-162,WMTNS,WMT,NM,WMTNS,2012,1,8/17/2012,Y,5.8,5.8,,5.8,8/23/2016
8060,NLA12_FL-132,PLNLOW,CPL,FL,CPL,2012,1,8/19/2012,,0.4,0.35,,0.375,8/23/2016
8061,NLA12_FL-123,PLNLOW,CPL,FL,CPL,2012,2,8/18/2012,,4.5,4.3,,4.4,8/23/2016
8062,NLA12_FL-101,PLNLOW,CPL,FL,CPL,2012,2,8/19/2012,,0.6,0.7,,0.65,8/23/2016
8066,NLA12_NE-113,PLNLOW,SPL,NE,PLAINS,2012,1,8/19/2012,,0.2,0.15,,0.175,8/23/2016
8067,NLA12_NE-102,PLNLOW,SPL,NE,PLAINS,2012,1,8/18/2012,,0.15,0.14,,0.145,8/23/2016
8069,NLA12_MT-102,WMTNS,WMT,MT,WMTNS,2012,1,8/20/2012,,7.4,7.2,,7.3,8/23/2016
8070,NLA12_IN-174,PLNLOW,TPL,IN,PLAINS,2012,1,8/20/2012,,2.3,2.2,,2.25,8/23/2016
8071,NLA12_SD-109,PLNLOW,TPL,SD,PLAINS,2012,1,8/20/2012,,0.43,0.4,,0.415,8/23/2016
8073,NLA12_NM-117,WMTNS,WMT,NM,WMTNS,2012,2,8/19/2012,,1,1,,1,8/23/2016
8074,NLA12_OR-121,WMTNS,WMT,OR,WMTNS,2012,1,8/20/2012,,5.85,5.35,,5.6,8/23/2016
8075,NLA12_OH-107,EHIGH,NAP,OH,EHIGH,2012,1,8/20/2012,,0.42,0.4,,0.41,8/23/2016
8076,NLA12_CA-206,WMTNS,WMT,CA,WMTNS,2012,1,8/20/2012,,4.08,3.52,,3.8,8/23/2016
8086,NLA12_IN-171,EHIGH,SAP,IN,EHIGH,2012,1,8/20/2012,,1.4,1.35,,1.375,8/23/2016
8087,NLA12_MN-127,PLNLOW,TPL,MN,PLAINS,2012,1,8/21/2012,,0.45,0.4,,0.425,8/23/2016
8100,NLA12_IN-186,PLNLOW,UMW,IN,UMW,2012,1,8/16/2012,,2.7,2.6,,2.65,8/23/2016
8115,NLA12_DE-104,PLNLOW,CPL,DE,CPL,2012,1,8/20/2012,,0.61,0.53,,0.57,8/23/2016
8116,NLA12_IN-180,PLNLOW,TPL,IN,PLAINS,2012,1,8/21/2012,,1.3,1.2,,1.25,8/23/2016
8118,NLA12_MO-123,PLNLOW,TPL,MO,PLAINS,2012,1,8/21/2012,,0.5,0.52,,0.51,8/23/2016
8119,NLA12_WY-R08,WMTNS,WMT,WY,WMTNS,2012,1,8/21/2012,,6,5.9,,5.95,8/23/2016
8121,NLA12_AR-106,EHIGH,SAP,AR,EHIGH,2012,1,8/20/2012,,0.51,0.45,,0.48,8/23/2016
8122,NLA12_GA-103,PLNLOW,CPL,GA,CPL,2012,1,8/21/2012,,1,0.9,,0.95,8/23/2016
8123,NLA12_NC-114,EHIGH,SAP,NC,EHIGH,2012,1,8/20/2012,,0.3,0.25,,0.275,8/23/2016
8124,NLA12_NE-135,PLNLOW,SPL,NE,PLAINS,2012,1,8/21/2012,,0.05,0.04,,0.045,8/23/2016
8125,NLA12_SC-103,EHIGH,SAP,SC,EHIGH,2012,2,8/21/2012,,4.6,4.3,,4.45,8/23/2016
8126,NLA12_SD-170,PLNLOW,TPL,SD,PLAINS,2012,1,8/21/2012,,0.55,0.5,,0.525,8/23/2016
8127,NLA12_ND-113,PLNLOW,TPL,ND,PLAINS,2012,1,8/20/2012,,1.9,1.7,,1.8,8/23/2016
8128,NLA12_ME-104,EHIGH,NAP,ME,EHIGH,2012,1,8/20/2012,,2.2,2.15,,2.175,8/23/2016
8129,NLA12_CO-101,PLNLOW,SPL,CO,PLAINS,2012,2,8/21/2012,,0.28,0.25,,0.265,8/23/2016
8130,NLA12_MT-136,WMTNS,WMT,MT,WMTNS,2012,1,8/21/2012,,12.4,12.32,,12.36,8/23/2016
8135,NLA12_MN-136,PLNLOW,UMW,MN,UMW,2012,1,8/21/2012,,1.4,1.2,,1.3,8/23/2016
8141,NLA12_MN-158,PLNLOW,TPL,MN,PLAINS,2012,1,8/22/2012,,0.2,0.2,,0.2,8/23/2016
8142,NLA12_ME-105,EHIGH,NAP,ME,EHIGH,2012,1,8/21/2012,Y,2.08,2.06,,2.07,8/23/2016
8144,NLA12_AR-102,PLNLOW,CPL,AR,CPL,2012,1,8/21/2012,,0.32,0.28,,0.3,8/23/2016
8145,NLA12_AR-111,PLNLOW,CPL,AR,CPL,2012,1,8/22/2012,,0.6,0.55,,0.575,8/23/2016
8148,NLA12_CA-141,WMTNS,XER,CA,WMTNS,2012,1,8/22/2012,,1.86,1.5,,1.68,8/23/2016
8149,NLA12_CA-208,WMTNS,WMT,CA,WMTNS,2012,1,8/21/2012,Y,,,,,8/23/2016
8150,NLA12_ND-199,PLNLOW,TPL,ND,PLAINS,2012,1,8/22/2012,Y,,,,,8/23/2016
8151,NLA12_OH-104,PLNLOW,TPL,OH,PLAINS,2012,1,8/22/2012,,0.55,0.45,,0.5,8/23/2016
8153,NLA12_AZ-R02,WMTNS,WMT,AZ,WMTNS,2012,1,8/21/2012,,0.3,0.3,,0.3,8/23/2016
8154,NLA12_ME-122,EHIGH,NAP,ME,EHIGH,2012,1,8/22/2012,,2.85,2.8,,2.825,8/23/2016
8155,NLA12_MT-120,WMTNS,WMT,MT,WMTNS,2012,1,8/22/2012,Y,,,,,8/23/2016
8156,NLA12_ND-105,PLNLOW,TPL,ND,PLAINS,2012,1,8/22/2012,,2.15,1.87,,2.01,8/23/2016
8157,NLA12_WA-101,WMTNS,WMT,WA,WMTNS,2012,2,8/21/2012,,1.15,1.1,,1.125,8/23/2016
8159,NLA12_NE-127,PLNLOW,SPL,NE,PLAINS,2012,1,8/22/2012,,0.45,0.4,,0.425,8/23/2016
8164,NLA12_OR-160,WMTNS,WMT,OR,WMTNS,2012,1,8/21/2012,Y,,,,,8/23/2016
8165,NLA12_OR-103,WMTNS,WMT,OR,WMTNS,2012,1,8/22/2012,Y,,,,,8/23/2016
8167,NLA12_IN-104,PLNLOW,TPL,IN,PLAINS,2012,1,8/22/2012,,1.25,1.1,,1.175,8/23/2016
8168,NLA12_IN-115,EHIGH,SAP,IN,EHIGH,2012,1,8/22/2012,,1.2,1.15,,1.175,8/23/2016
8169,NLA12_OH-118,PLNLOW,TPL,OH,PLAINS,2012,2,8/21/2012,,0.56,0.55,,0.555,8/23/2016
8171,NLA12_NC-134,EHIGH,SAP,NC,EHIGH,2012,1,8/22/2012,,0.9,0.8,,0.85,8/23/2016
8176,NLA12_SD-154,PLNLOW,TPL,SD,PLAINS,2012,1,8/22/2012,,1.1,1,,1.05,8/23/2016
8178,NLA12_GA-127,PLNLOW,CPL,GA,CPL,2012,1,8/22/2012,,0.9,0.8,,0.85,8/23/2016
8182,NLA12_WA-125,WMTNS,WMT,WA,WMTNS,2012,1,8/23/2012,,3.4,3.35,,3.375,8/23/2016
8183,NLA12_AZ-R01,WMTNS,WMT,AZ,WMTNS,2012,1,8/22/2012,,,2,,,8/23/2016
8184,NLA12_CO-109,WMTNS,WMT,CO,WMTNS,2012,1,8/23/2012,,3.1,3,,3.05,8/23/2016
8185,NLA12_ME-107,EHIGH,NAP,ME,EHIGH,2012,1,8/23/2012,,4.1,4.05,,4.075,8/23/2016
8186,NLA12_NE-160,PLNLOW,SPL,NE,PLAINS,2012,1,8/23/2012,,0.95,0.91,,0.93,8/23/2016
