UID,SITE_ID,VISIT_NO,DATE_COL,ECO_BIO,AGGR_ECO3_2015,AGGR_ECO9_2015,ZOOP_COND,MMI_ZOOP_NLA6,ABUN_PT,CLAD_PT,COPE_PT,ROTI_PT,RICH_PT,TROP_PT,PUBLICATION_DATE
7471,NLA12_MT-160,1,7/26/2012,PLAINS,PLNLOW,NPL,Poor,4.57,0.01,0.51,0.02,0,0,2.2,8/19/2016
7472,NLA12_MT-156,1,7/26/2012,PLAINS,PLNLOW,NPL,Poor,25.4,0.08,0.04,0.01,5,2.22,7.89,8/19/2016
7474,NLA12_ME-R03,1,7/26/2012,EHIGH,EHIGH,NAP,Good,74.03,8.46,7.63,9.01,9.37,2.35,7.6,8/19/2016
7475,NLA12_AZ-107,1,7/26/2012,WMTNS,WMTNS,XER,Poor,51.1,9.59,5.49,2.84,0,9.17,3.57,8/19/2016
7476,NLA12_CO-125,1,7/26/2012,WMTNS,WMTNS,WMT,Good,70.5,9.63,6.58,8.52,5.9,9.17,2.5,8/19/2016
7477,NLA12_ID-142,1,7/27/2012,WMTNS,WMTNS,WMT,Poor,51.38,0,0,10,10,0.83,10,8/19/2016
7478,NLA12_ID-158,1,7/26/2012,WMTNS,WMTNS,WMT,Good,70.73,8.49,3.66,9.45,5.01,5.83,10,8/19/2016
7479,NLA12_ID-215,1,7/25/2012,WMTNS,WMTNS,WMT,Good,66.72,0.04,8.23,10,4.26,7.5,10,8/19/2016
7482,NLA12_ND-129,1,7/27/2012,PLAINS,PLNLOW,NPL,Fair,37.88,4.08,0.17,0.26,4.29,4.44,9.49,8/19/2016
7483,NLA12_TX-114,1,7/26/2012,PLAINS,PLNLOW,SPL,Good,54.25,9.13,0,0,7.86,5.56,10,8/19/2016
7490,NLA12_NY-0108,1,7/27/2012,EHIGH,EHIGH,NAP,Fair,67.1,9.82,9.87,5.01,0.09,10,5.47,8/19/2016
7496,NLA12_TX-205,1,7/27/2012,CPL,PLNLOW,CPL,Fair,49.13,9.16,1.71,8.93,0,4,5.68,8/19/2016
7497,NLA12_WY-120,1,7/29/2012,WMTNS,WMTNS,WMT,Good,68.92,6.68,5.06,9.74,10,3.33,6.54,8/19/2016
7498,NLA12_WY-117,1,7/26/2012,WMTNS,WMTNS,WMT,Good,68.53,6.1,2.53,10,6.66,5.83,10,8/19/2016
7499,NLA12_WY-103,1,7/28/2012,WMTNS,WMTNS,XER,Good,76.13,9.85,9.87,9.33,3.22,7.5,5.91,8/19/2016
7500,NLA12_MN-R14,1,7/27/2012,UMW,PLNLOW,UMW,Good,86.4,10,5,9.13,10,8.21,9.5,8/19/2016
7501,NLA12_MS-101,2,7/27/2012,CPL,PLNLOW,CPL,Fair,56.7,8.7,9.96,10,0.36,5,0,8/19/2016
7503,NLA12_MS-112,1,7/29/2012,CPL,PLNLOW,CPL,Good,68.68,9.8,9.93,9.17,2,4,6.31,8/19/2016
7504,NLA12_MS-125,1,7/28/2012,CPL,PLNLOW,CPL,Fair,49.08,9.89,10,0,0,3,6.56,8/19/2016
7512,NLA12_SD-212,1,7/27/2012,PLAINS,PLNLOW,NPL,Fair,38.75,2.92,3.47,0.03,5,2.22,9.61,8/19/2016
7518,NLA12_ND-103,1,7/30/2012,PLAINS,PLNLOW,NPL,Fair,37.18,5.33,0.98,0.27,3.57,2.22,9.94,8/19/2016
7520,NLA12_VT-103,1,7/30/2012,EHIGH,EHIGH,NAP,Poor,49.1,2.66,3.21,5.43,6.17,3.55,8.44,8/19/2016
7526,NLA12_ND-172,1,7/30/2012,PLAINS,PLNLOW,NPL,Fair,40.07,2.77,1.08,0.41,5,5.56,9.22,8/19/2016
7527,NLA12_MD-118,1,7/30/2012,CPL,PLNLOW,CPL,Good,73.7,9.51,9.96,10,0,7,7.75,8/19/2016
7528,NLA12_OH-R02,1,7/30/2012,EHIGH,EHIGH,NAP,Fair,68.45,8.98,9.9,7.83,7.79,2.68,3.89,8/19/2016
7529,NLA12_CA-145,1,7/30/2012,WMTNS,WMTNS,XER,Poor,50.53,3.34,0,8.57,7.45,3.33,7.63,8/19/2016
7530,NLA12_FL-103,1,7/30/2012,CPL,PLNLOW,CPL,Good,66.72,8.63,10,8.71,0.02,8,4.67,8/19/2016
7531,NLA12_FL-108,1,7/28/2012,CPL,PLNLOW,CPL,Fair,56.47,9.5,8.12,8.47,0.46,3,4.33,8/19/2016
7532,NLA12_FL-R06,1,7/29/2012,CPL,PLNLOW,CPL,Good,64.68,10,9.36,9.48,0,1,8.97,8/19/2016
7533,NLA12_ID-166,1,7/30/2012,WMTNS,WMTNS,XER,Good,64.6,8.45,2.63,10,9.18,0,8.5,8/19/2016
7534,NLA12_ME-110,1,7/30/2012,EHIGH,EHIGH,NAP,Fair,69.5,9.74,8.64,9.2,2.17,2.75,9.2,8/19/2016
7535,NLA12_MS-128,1,7/30/2012,CPL,PLNLOW,CPL,Fair,49.97,9.95,10,1.22,0.05,5,3.76,8/19/2016
7536,NLA12_SD-107,1,7/30/2012,WMTNS,WMTNS,WMT,Poor,41.22,0.67,2.06,9.18,5.43,1.67,5.72,8/19/2016
7538,NLA12_WA-R08,1,7/30/2012,WMTNS,WMTNS,XER,Good,79.05,9.74,3.29,9.15,8.58,6.67,10,8/19/2016
7543,NLA12_ND-160,1,7/31/2012,PLAINS,PLNLOW,NPL,Fair,34.3,0,10,0.04,3.57,2.22,4.75,8/19/2016
7544,NLA12_NH-107,1,7/31/2012,EHIGH,EHIGH,NAP,Poor,49.9,0,8.32,0,7.86,5.09,8.67,8/19/2016
7548,NLA12_IN-127,1,7/31/2012,EHIGH,EHIGH,SAP,Poor,55.15,9.82,9.99,2.04,6.15,5.09,0,8/19/2016
7549,NLA12_ID-110,1,7/30/2012,WMTNS,WMTNS,XER,Good,70.2,7.77,2.35,9.96,8.71,3.33,10,8/19/2016
7558,NLA12_MD-108,1,7/31/2012,EHIGH,EHIGH,SAP,Poor,42.93,0,0.83,5.38,9.89,4.19,5.47,8/19/2016
7559,NLA12_ND-194,1,7/31/2012,PLAINS,PLNLOW,TPL,Fair,38.52,3.76,0.21,0.7,5,4.44,9,8/19/2016
7560,NLA12_OR-129,1,7/30/2012,WMTNS,WMTNS,WMT,Good,71.87,8.69,0,9.42,9.18,5.83,10,8/19/2016
7563,NLA12_CA-128,1,7/31/2012,WMTNS,WMTNS,WMT,Poor,48.77,5.16,0,6.93,8.71,1.67,6.79,8/19/2016
7564,NLA12_VA-119,1,7/31/2012,CPL,PLNLOW,CPL,Good,62.7,8.27,9.96,5.53,0.54,5,8.32,8/19/2016
7565,NLA12_VA-R06,1,7/31/2012,CPL,PLNLOW,CPL,Fair,55.62,9.85,8.95,3.51,0,6,5.06,8/19/2016
7570,NLA12_ME-106,1,7/31/2012,EHIGH,EHIGH,NAP,Good,75.17,9.39,9.92,9.39,6.83,2.68,6.89,8/19/2016
7571,NLA12_MS-113,1,7/31/2012,CPL,PLNLOW,CPL,Good,60.7,9.69,9.92,5.51,0.08,6,5.22,8/19/2016
7572,NLA12_OH-102,1,7/31/2012,PLAINS,PLNLOW,TPL,Fair,33.3,5.96,1.51,0.36,0.71,2.22,9.22,8/19/2016
7573,NLA12_MN-104,1,7/31/2012,UMW,PLNLOW,UMW,Good,72.2,10,5.34,8.53,8.49,4.34,6.62,8/19/2016
7574,NLA12_MN-131,1,7/31/2012,PLAINS,PLNLOW,TPL,Good,48.3,7.56,1.92,0.44,2.86,6.67,9.53,8/19/2016
7579,NLA12_IN-111,1,7/31/2012,PLAINS,PLNLOW,TPL,Good,47.7,1.7,0,0.15,10,7.78,8.99,8/19/2016
7580,NLA12_WY-R02,1,7/31/2012,WMTNS,WMTNS,XER,Good,76.98,9.89,5.98,8.94,8.17,6.67,6.54,8/19/2016
7581,NLA12_MN-143,1,8/1/2012,UMW,PLNLOW,UMW,Good,72.15,10,5.34,7.75,5.97,7.24,6.99,8/19/2016
7582,NLA12_CT-126,1,8/1/2012,EHIGH,EHIGH,NAP,Good,94.65,8.89,9.9,8.94,10,9.06,10,8/19/2016
7584,NLA12_IN-101,1,8/1/2012,PLAINS,PLNLOW,TPL,Good,46.83,0.68,0.41,0.07,10,10,6.94,8/19/2016
7586,NLA12_VA-106,1,8/1/2012,CPL,PLNLOW,CPL,Fair,53.3,8.9,10,7.54,0.39,4,1.15,8/19/2016
7587,NLA12_ID-203,1,8/1/2012,WMTNS,WMTNS,WMT,Poor,42.58,9.95,2.53,0,4.5,5,3.57,8/19/2016
7588,NLA12_ID-122,1,7/31/2012,WMTNS,WMTNS,XER,Fair,55.45,7.03,4.11,8.77,5.32,3.33,4.71,8/19/2016
7589,NLA12_IN-130,1,8/1/2012,EHIGH,EHIGH,SAP,Good,74.88,6.73,9.96,7.8,10,7.11,3.33,8/19/2016
7590,NLA12_ID-198,1,7/31/2012,WMTNS,WMTNS,XER,Good,80.78,8.47,8.23,9.02,5.25,7.5,10,8/19/2016
7592,NLA12_IN-113,1,7/30/2012,UMW,PLNLOW,UMW,Good,72.63,10,4,9.86,5.72,4.72,9.28,8/19/2016
7593,NLA12_UT-167,1,8/1/2012,WMTNS,WMTNS,XER,Poor,49.2,4.86,1.65,9.53,5.9,1.67,5.91,8/19/2016
7595,NLA12_PA-117,1,8/1/2012,EHIGH,EHIGH,SAP,Fair,62.13,9.99,9.95,4.39,6.13,2.23,4.59,8/19/2016
7596,NLA12_PA-106,1,7/31/2012,EHIGH,EHIGH,SAP,Fair,67.85,9.23,5.95,7.75,8.36,1.82,7.6,8/19/2016
7597,NLA12_ME-103,1,8/1/2012,EHIGH,EHIGH,NAP,Good,84.62,9.48,8.77,9.51,9.26,8.64,5.11,8/19/2016
7598,NLA12_OK-288,1,8/1/2012,CPL,PLNLOW,CPL,Fair,49.73,7.96,6.79,4.05,0,5,6.04,8/19/2016
7615,NLA12_OR-107,1,8/1/2012,WMTNS,WMTNS,WMT,Good,68.12,8.43,7.05,9.36,4.67,4.17,7.19,8/19/2016
7620,NLA12_MS-116,2,8/1/2012,CPL,PLNLOW,CPL,Good,60.95,9.66,9.79,6.45,0,3,7.67,8/19/2016
7621,NLA12_WA-R10,1,8/1/2012,WMTNS,WMTNS,XER,Good,70.9,8.34,3.29,9.74,9.84,5.83,5.5,8/19/2016
7622,NLA12_OR-145,1,7/31/2012,WMTNS,WMTNS,WMT,Fair,60.77,6.84,5.49,9.43,2.62,5.83,6.25,8/19/2016
7623,NLA12_MT-110,1,8/1/2012,WMTNS,WMTNS,WMT,Good,82.5,9.34,10,9.97,5.9,7.5,6.79,8/19/2016
7625,NLA12_MT-152,1,7/31/2012,WMTNS,WMTNS,WMT,Good,85.65,9.71,10,9.99,1.69,10,10,8/19/2016
7631,NLA12_WY-133,1,7/31/2012,WMTNS,WMTNS,WMT,Fair,62.73,2.85,7.31,9.34,4.81,8.33,5,8/19/2016
7633,NLA12_IN-147,1,8/2/2012,PLAINS,PLNLOW,TPL,Good,67.28,7.77,7.75,0.01,7.14,7.78,9.92,8/19/2016
7635,NLA12_VA-101,2,8/2/2012,EHIGH,EHIGH,SAP,Poor,54.35,9.99,9.97,3.76,3.18,1.82,3.89,8/19/2016
7636,NLA12_VA-R05,1,8/1/2012,CPL,PLNLOW,CPL,Good,71.62,9.37,9.63,10,0,5,8.97,8/19/2016
7637,NLA12_OH-137,1,8/2/2012,EHIGH,EHIGH,NAP,Poor,55.72,9.98,9.99,9.11,1.17,3.18,0,8/19/2016
7640,NLA12_TX-113,1,8/2/2012,CPL,PLNLOW,CPL,Good,59.58,9.78,7.82,10,0.22,6,1.93,8/19/2016
7642,NLA12_WA-R09,1,7/31/2012,WMTNS,WMTNS,XER,Good,66.28,9.92,4.7,9.7,2.62,5.83,7,8/19/2016
7643,NLA12_UT-196,1,8/2/2012,WMTNS,WMTNS,WMT,Fair,56.55,8.72,2.74,8.56,6.66,4.17,3.08,8/19/2016
7644,NLA12_ND-202,1,8/2/2012,PLAINS,PLNLOW,NPL,Good,58.47,10,1.72,0.29,6.43,6.67,9.97,8/19/2016
7645,NLA12_ND-198,1,8/1/2012,PLAINS,PLNLOW,TPL,Good,58.35,10,3.74,0,5.71,5.56,10,8/19/2016
7649,NLA12_ND-190,1,8/2/2012,PLAINS,PLNLOW,TPL,Poor,20.58,0.67,0.44,0.28,1.43,1.11,8.42,8/19/2016
7650,NLA12_ME-121,1,8/2/2012,EHIGH,EHIGH,NAP,Good,73.85,9.52,9.96,7.74,7.11,6.65,3.33,8/19/2016
7652,NLA12_OH-134,1,8/2/2012,PLAINS,PLNLOW,TPL,Good,56.65,9.28,5.65,0.93,2.86,5.56,9.71,8/19/2016
7671,NLA12_ID-104,1,8/2/2012,WMTNS,WMTNS,XER,Fair,60,9.83,2.2,9.63,5.32,1.67,7.35,8/19/2016
7684,NLA12_CO-121,1,8/1/2012,WMTNS,WMTNS,WMT,Good,71.77,9.04,10,9.09,3.93,10,1,8/19/2016
7685,NLA12_WA-102,1,8/2/2012,WMTNS,WMTNS,WMT,Fair,57.13,5.2,2.44,9.24,8.95,0,8.45,8/19/2016
7686,NLA12_CO-117,1,8/2/2012,WMTNS,WMTNS,WMT,Fair,56.67,8.62,3.66,4.93,2.62,9.17,5,8/19/2016
7698,NLA12_WY-115,1,8/3/2012,WMTNS,WMTNS,XER,Fair,54.9,6.02,4.7,8.55,4.5,9.17,0,8/19/2016
7701,NLA12_ND-145,1,8/6/2012,PLAINS,PLNLOW,NPL,Fair,33.22,0,8.5,0,1.43,0,10,8/19/2016
7703,NLA12_IN-134,1,8/6/2012,PLAINS,PLNLOW,TPL,Good,47.52,0.99,6.23,0.03,5.71,6.67,8.88,8/19/2016
7706,NLA12_ME-130,1,8/6/2012,EHIGH,EHIGH,NAP,Good,86.45,9.42,8.78,8.39,9.94,5.91,9.43,8/19/2016
7707,NLA12_ND-131,1,8/6/2012,PLAINS,PLNLOW,NPL,Poor,2.42,0,0,0.02,1.43,0,0,8/19/2016
7712,NLA12_CA-188,1,8/6/2012,WMTNS,WMTNS,XER,Poor,45.65,9.94,6.58,1.25,2.12,7.5,0,8/19/2016
7713,NLA12_MT-124,1,8/6/2012,WMTNS,WMTNS,WMT,Fair,62.67,9.93,2.99,8.31,2.62,7.5,6.25,8/19/2016
7714,NLA12_SD-147,1,8/6/2012,PLAINS,PLNLOW,NPL,Fair,35.45,0,6.51,0,1.43,3.33,10,8/19/2016
7719,NLA12_OR-105,1,8/6/2012,WMTNS,WMTNS,WMT,Good,65.57,7.96,5.06,8.59,6.56,4.17,7,8/19/2016
7723,NLA12_MN-121,1,8/6/2012,UMW,PLNLOW,UMW,Fair,60.35,10,3.34,8.26,2.12,4.48,8.01,8/19/2016
7729,NLA12_DE-101,1,8/6/2012,CPL,PLNLOW,CPL,Poor,44.97,6.01,1.95,9.39,1.27,7,1.36,8/19/2016
7730,NLA12_SD-137,1,8/7/2012,PLAINS,PLNLOW,NPL,Fair,42.53,6.92,6.46,0,2.14,0,10,8/19/2016
7734,NLA12_TX-104,1,8/7/2012,PLAINS,PLNLOW,SPL,Good,45.15,4.98,4.95,0.62,3.57,4.44,8.53,8/19/2016
7735,NLA12_WI-144,1,7/26/2012,UMW,PLNLOW,UMW,Poor,46.82,10,8,7.72,0.4,1.97,0,8/19/2016
7737,NLA12_MN-119,1,8/7/2012,PLAINS,PLNLOW,TPL,Poor,11.2,0,0.82,0.03,1.43,4.44,0,8/19/2016
7738,NLA12_VA-R18,1,8/7/2012,CPL,PLNLOW,CPL,Poor,45.82,8.24,10,6.77,0,1,1.48,8/19/2016
7739,NLA12_OK-132,1,8/7/2012,PLAINS,PLNLOW,SPL,Good,51.77,4.39,3.97,0.2,6.43,6.67,9.4,8/19/2016
7740,NLA12_CA-119,1,8/7/2012,WMTNS,WMTNS,XER,Fair,63.8,6.88,7.6,9.4,2.21,5,7.19,8/19/2016
7743,NLA12_WA-R11,1,8/7/2012,WMTNS,WMTNS,WMT,Good,84.88,9.22,9.4,9.69,2.62,10,10,8/19/2016
7747,NLA12_OR-154,1,8/7/2012,WMTNS,WMTNS,WMT,Fair,62.42,9.84,4.7,7.58,7,8.33,0,8/19/2016
7748,NLA12_MN-103,1,8/7/2012,UMW,PLNLOW,UMW,Poor,40.88,10,5,2.06,2.99,4.48,0,8/19/2016
7753,NLA12_IN-144,1,8/8/2012,UMW,PLNLOW,UMW,Poor,54.12,10,5,7.02,2.3,1.72,6.43,8/19/2016
7754,NLA12_IN-110,1,8/6/2012,UMW,PLNLOW,UMW,Poor,42.13,0,0,7.02,9.43,3.76,5.07,8/19/2016
7757,NLA12_IN-105,1,8/7/2012,PLAINS,PLNLOW,TPL,Fair,35.3,1.48,0.14,0.05,5,6.67,7.84,8/19/2016
7758,NLA12_WI-R12,1,8/8/2012,UMW,PLNLOW,UMW,Good,76.58,10,5.34,9.84,5.34,5.86,9.57,8/19/2016
7761,NLA12_ID-101,2,8/7/2012,WMTNS,WMTNS,WMT,Good,68.25,8.74,3.87,9.36,6.48,2.5,10,8/19/2016
7764,NLA12_OK-292,1,8/8/2012,PLAINS,PLNLOW,SPL,Good,44.18,10,0,0,4.29,2.22,10,8/19/2016
7765,NLA12_MN-106,1,8/8/2012,UMW,PLNLOW,UMW,Poor,49.17,3.88,3.64,8.94,6.11,4.14,2.79,8/19/2016
7767,NLA12_MN-115,1,8/8/2012,UMW,PLNLOW,UMW,Good,66.13,10,4.7,8.39,7.51,8.62,0.46,8/19/2016
7768,NLA12_CO-R04,1,8/8/2012,WMTNS,WMTNS,WMT,Good,67.88,9.58,10,9.28,2.12,6.67,3.08,8/19/2016
7769,NLA12_AL-113,1,8/8/2012,CPL,PLNLOW,CPL,Good,68.5,10,9.96,10,0.14,1,10,8/19/2016
7770,NLA12_NC-104,1,8/8/2012,CPL,PLNLOW,CPL,Fair,51.02,9.95,8.05,3.57,0,3,6.04,8/19/2016
7772,NLA12_IN-164,1,8/8/2012,UMW,PLNLOW,UMW,Good,80.15,10,4.45,9.91,5.11,8.98,9.64,8/19/2016
7773,NLA12_ME-101,1,8/8/2012,EHIGH,EHIGH,NAP,Good,73.63,9.75,9.02,9.83,1.22,6.36,8,8/19/2016
7774,NLA12_ME-126,1,8/7/2012,EHIGH,EHIGH,NAP,Good,84.38,9.04,9.73,7.01,9.38,6.52,8.95,8/19/2016
7775,NLA12_NE-107,1,8/8/2012,PLAINS,PLNLOW,SPL,Good,74.68,9.26,8.41,0,7.14,10,10,8/19/2016
7776,NLA12_OR-112,1,8/8/2012,WMTNS,WMTNS,WMT,Fair,60.15,9.99,8.23,7.87,0,10,0,8/19/2016
7777,NLA12_VA-112,1,8/8/2012,CPL,PLNLOW,CPL,Fair,51.42,9.34,0,4.1,0,10,7.41,8/19/2016
7778,NLA12_VA-123,1,8/8/2012,CPL,PLNLOW,CPL,Poor,42.47,3.87,9.46,8.71,0,3,0.44,8/19/2016
7785,NLA12_WI-R13,1,8/9/2012,UMW,PLNLOW,UMW,Good,73.75,10,8,9.98,2.66,3.64,9.97,8/19/2016
7787,NLA12_MI-150,1,8/7/2012,UMW,PLNLOW,UMW,Good,82.35,10,4.7,9.98,4.73,10,10,8/19/2016
7791,NLA12_GA-111,1,8/8/2012,CPL,PLNLOW,CPL,Fair,49.63,9.26,10,2.96,1.95,4,1.61,8/19/2016
7793,NLA12_IN-102,1,8/9/2012,UMW,PLNLOW,UMW,Poor,55.92,10,0,7.99,9.49,3.1,2.97,8/19/2016
7794,NLA12_IN-106,1,8/9/2012,UMW,PLNLOW,UMW,Fair,64.07,10,10,6.29,5.58,3.76,2.81,8/19/2016
7795,NLA12_MI-125,1,8/8/2012,UMW,PLNLOW,UMW,Good,66.08,10,3.81,8.01,3.62,5.36,8.85,8/19/2016
7796,NLA12_CA-108,1,8/8/2012,WMTNS,WMTNS,XER,Good,64.65,5.86,6.17,9.92,5.32,4.17,7.35,8/19/2016
7798,NLA12_UT-118,1,8/8/2012,WMTNS,WMTNS,WMT,Good,71.13,9.94,2.99,9.25,8.71,5,6.79,8/19/2016
7800,NLA12_CT-103,1,8/9/2012,EHIGH,EHIGH,NAP,Good,81.02,9.23,9.64,9.17,8.19,3.18,9.2,8/19/2016
7802,NLA12_MN-177,1,8/9/2012,UMW,PLNLOW,UMW,Poor,44.2,10,0,0,5.17,10,1.35,8/19/2016
7803,NLA12_PA-108,2,8/8/2012,CPL,PLNLOW,CPL,Fair,51.38,4.62,6.51,4.29,0,8,7.41,8/19/2016
7804,NLA12_TX-116,1,8/9/2012,PLAINS,PLNLOW,SPL,Good,57.07,10,0.13,0.3,7.14,6.67,10,8/19/2016
7805,NLA12_IN-166,1,8/7/2012,PLAINS,PLNLOW,TPL,Good,64.6,3.86,8.55,0,8.57,7.78,10,8/19/2016
7808,NLA12_WI-134,1,8/9/2012,PLAINS,PLNLOW,TPL,Fair,38.25,2.87,0,0,7.86,2.22,10,8/19/2016
7810,NLA12_OR-102,1,8/9/2012,WMTNS,WMTNS,XER,Poor,48.43,9.99,6.17,0.49,2.21,5.83,4.37,8/19/2016
7811,NLA12_AR-109,1,8/8/2012,CPL,PLNLOW,CPL,Good,58.42,9.39,9.97,6.41,0,4,5.28,8/19/2016
7812,NLA12_AR-104,1,8/9/2012,EHIGH,EHIGH,SAP,Good,73.98,8.03,8.47,9.23,8.35,5.91,4.4,8/19/2016
7814,NLA12_FL-130,1,8/9/2012,CPL,PLNLOW,CPL,Good,66.45,10,10,6.65,0,8,5.22,8/19/2016
7815,NLA12_MN-167,1,8/9/2012,PLAINS,PLNLOW,TPL,Good,51,5.63,5.85,0.02,3.57,5.56,9.97,8/19/2016
7816,NLA12_NC-127,1,8/9/2012,CPL,PLNLOW,CPL,Good,62.17,9.59,6.61,8.13,0,4,8.97,8/19/2016
7819,NLA12_ME-120,1,8/9/2012,EHIGH,EHIGH,NAP,Good,82.82,9.54,9.96,7.66,8.75,6.52,7.26,8/19/2016
7821,NLA12_AZ-103,1,8/9/2012,WMTNS,WMTNS,WMT,Fair,55.87,9.83,10,3.69,0,10,0,8/19/2016
7826,NLA12_FL-102,2,8/10/2012,CPL,PLNLOW,CPL,Good,61.32,9.46,10,6.69,2.71,6,1.93,8/19/2016
7827,NLA12_CO-133,1,8/8/2012,WMTNS,WMTNS,WMT,Poor,48.27,0,4.11,9.5,0.98,10,4.37,8/19/2016
7828,NLA12_MN-160,1,8/10/2012,UMW,PLNLOW,UMW,Good,70.92,10,4.7,8.33,8.65,7.24,3.63,8/19/2016
7829,NLA12_IN-159,1,8/10/2012,PLAINS,PLNLOW,TPL,Good,57.68,10,0.8,0,7.14,6.67,10,8/19/2016
7830,NLA12_NE-111,1,8/10/2012,PLAINS,PLNLOW,SPL,Fair,40.8,1.39,8.83,0,3.57,1.11,9.58,8/19/2016
7836,NLA12_FL-109,1,8/11/2012,CPL,PLNLOW,CPL,Good,63.18,10,9.72,9.87,0,0,8.32,8/19/2016
7839,NLA12_FL-105,1,8/12/2012,CPL,PLNLOW,CPL,Fair,51.62,6.63,10,7.69,0.19,2,4.46,8/19/2016
7840,NLA12_NE-112,1,8/12/2012,PLAINS,PLNLOW,SPL,Good,52.25,5.25,10,0,2.86,3.33,9.91,8/19/2016
7841,NLA12_UT-218,1,8/10/2012,WMTNS,WMTNS,WMT,Good,67.27,5.99,5.98,9.6,7.54,5,6.25,8/19/2016
7844,NLA12_SC-112,2,8/12/2012,CPL,PLNLOW,CPL,Good,62.05,9.56,1.88,7.1,0.69,8,10,8/19/2016
7845,NLA12_NC-124,1,8/10/2012,EHIGH,EHIGH,SAP,Poor,58.28,9.88,10,10,0,5.09,0,8/19/2016
7846,NLA12_NC-115,1,8/11/2012,CPL,PLNLOW,CPL,Fair,56.25,7.71,10,10,0,0,6.04,8/19/2016
7856,NLA12_SD-131,1,8/13/2012,PLAINS,PLNLOW,NPL,Fair,38.67,9.56,0,0.08,3.57,0,9.99,8/19/2016
7858,NLA12_ND-156,1,8/13/2012,PLAINS,PLNLOW,NPL,Fair,37.6,1.32,1.54,0.6,5.71,5.56,7.83,8/19/2016
7859,NLA12_WY-116,1,8/5/2012,WMTNS,WMTNS,WMT,Good,66.63,9.78,5.98,9.38,1.43,7.5,5.91,8/19/2016
7862,NLA12_SC-118,1,8/13/2012,CPL,PLNLOW,CPL,Poor,40.7,9.59,7.85,0,0,6,0.98,8/19/2016
7895,NLA12_IN-120,1,8/14/2012,UMW,PLNLOW,UMW,Good,71.27,7.75,3.81,7.94,9.11,5.4,8.75,8/19/2016
7896,NLA12_IN-145,1,8/13/2012,UMW,PLNLOW,UMW,Fair,61.42,10,6.15,6.93,2.69,3.93,7.15,8/19/2016
7908,NLA12_FL-110,2,8/14/2012,CPL,PLNLOW,CPL,Fair,50.9,8.93,9.72,2.48,0,2,7.41,8/19/2016
7909,NLA12_FL-126,1,8/13/2012,CPL,PLNLOW,CPL,Fair,51.72,5.32,9.92,0.35,0.22,10,5.22,8/19/2016
7911,NLA12_MO-105,1,8/14/2012,EHIGH,EHIGH,SAP,Poor,55.52,8.18,0,8.82,9.25,1.06,6,8/19/2016
7912,NLA12_MO-110,1,8/13/2012,EHIGH,EHIGH,SAP,Fair,61.83,8.74,7.11,3.79,8.69,4.77,4,8/19/2016
7913,NLA12_ID-112,2,8/14/2012,WMTNS,WMTNS,WMT,Poor,46.63,2.65,1.94,9.55,5.38,0.83,7.63,8/19/2016
7914,NLA12_IN-101,2,8/13/2012,PLAINS,PLNLOW,TPL,Fair,40.93,1.24,0.26,0.06,7.86,8.89,6.25,8/19/2016
7915,NLA12_WA-109,1,8/14/2012,WMTNS,WMTNS,WMT,Fair,62.2,8.13,5.2,9.51,5.9,0.83,7.75,8/19/2016
7916,NLA12_CA-103,1,8/13/2012,WMTNS,WMTNS,WMT,Good,68,9.56,4.11,9.97,6.48,3.33,7.35,8/19/2016
7917,NLA12_ME-102,1,8/13/2012,EHIGH,EHIGH,NAP,Good,77.4,8.67,9.96,9.47,8.85,5.09,4.4,8/19/2016
7918,NLA12_OR-109,1,8/13/2012,WMTNS,WMTNS,WMT,Good,81.63,9.81,0,9.99,9.18,10,10,8/19/2016
7920,NLA12_IN-149,1,8/14/2012,UMW,PLNLOW,UMW,Poor,38.2,10,0,0.16,6,6.76,0,8/19/2016
7921,NLA12_IN-179,1,8/14/2012,PLAINS,PLNLOW,TPL,Good,54.27,10,3.37,0.07,3.57,5.56,9.99,8/19/2016
7922,NLA12_IN-187,1,8/14/2012,PLAINS,PLNLOW,TPL,Good,52.75,3.86,4,0,8.57,5.56,9.66,8/19/2016
7923,NLA12_ME-116,1,8/14/2012,EHIGH,EHIGH,NAP,Good,75.9,7.4,9.98,8.21,9.28,10,0.67,8/19/2016
7924,NLA12_MN-152,1,8/14/2012,UMW,PLNLOW,UMW,Good,74.62,10,4.45,9.99,7.23,3.1,10,8/19/2016
7925,NLA12_MT-140,1,8/14/2012,WMTNS,WMTNS,WMT,Good,77.5,10,8.23,7.29,0.98,10,10,8/19/2016
7926,NLA12_NE-125,1,8/14/2012,PLAINS,PLNLOW,SPL,Fair,34.92,1.04,6.38,0.01,1.43,2.22,9.87,8/19/2016
7927,NLA12_SC-102,1,8/14/2012,CPL,PLNLOW,CPL,Good,64.63,8.8,9.95,4.7,0,10,5.33,8/19/2016
7932,NLA12_WY-R04,1,8/14/2012,WMTNS,WMTNS,WMT,Good,66.23,9.44,4.11,8.99,2.62,8.33,6.25,8/19/2016
7933,NLA12_IL-112,1,8/15/2012,PLAINS,PLNLOW,TPL,Good,52.65,10,1.93,0.22,5,4.44,10,8/19/2016
7937,NLA12_CA-111,2,8/14/2012,WMTNS,WMTNS,XER,Fair,58.03,0,0,9.98,9.84,5,10,8/19/2016
