UID,LAB,CHLL_BATCH_ID,CHLX_BATCH_ID,CHLL_UNITS,CHLX_UNITS,CHLL_DATE_ANALYZED,CHLL_DATE_FILTERED,CHLL_DILUTION_FACTOR,CHLL_EXTRACT,CHLL_HOLDING_TIME,CHLL_LAB_FLAG,CHLL_LAB_SAMPLE_ID,CHLL_MDL,CHLL_QA_FLAG,CHLL_RESULT,CHLL_RL,CHLL_SAMPLEVOL,CHLL_VOLUME_ADJUST,CHLX_DATE_ANALYZED,CHLX_DATE_FILTERED,CHLX_DILUTION_FACTOR,CHLX_EXTRACT,CHLX_HOLDING_TIME,CHLX_LAB_FLAG,CHLX_LAB_SAMPLE_ID,CHLX_MDL,CHLX_QA_FLAG,CHLX_RESULT,CHLX_RL,CHLX_SAMPLEVOL,CHLX_VOLUME_ADJUST,CHLL_LAB_COMMENT,CHLX_LAB_COMMENT
7155,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,44.4,14,,1210371,0.5,,4.13,1,430,,27-Jul-12,,,188,16,,1210371,0.5,,15.04,1,500,,,
7163,WRS,120727.1,120725.1,ug/L,ug/L,27-Jul-12,,,19.3,15,,1210386,0.5,,1.029,1,750,,25-Jul-12,,,25.3,13,,1210386,0.5,,2.024,1,500,,,
7164,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,13.2,14,,1210398,0.5,,0.704,1,750,,31-Jul-12,,,17.9,18,,1210398,0.5,,1.432,1,500,,,
7167,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,42.8,14,,1210396,0.5,,3.42,1,500,5,31-Jul-12,,,21.6,18,,1210396,0.5,,1.152,1,750,,,
7168,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,150,15,,1210394,0.5,,12,1,500,,31-Jul-12,,,68.1,19,,1210394,0.5,,5.448,1,500,,,
7172,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,5.78,14,,1210399,0.5,,0.231,1,1000,,31-Jul-12,,,14.8,18,,1210399,0.5,,0.493,1,1200,,,
7173,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,47.2,14,,1210393,0.5,,18.88,1,100,,31-Jul-12,,,47.5,18,,1210393,0.5,,12.667,1,150,,,
7174,WRS,120725.2,120727.1,ug/L,ug/L,25-Jul-12,,,115,14,,1210375,0.5,,4.6,1,1000,,27-Jul-12,,,52.5,16,,1210375,0.5,,1.05,1,2000,,,
7178,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,108,16,,1210402,0.5,,28.8,1,150,,27-Jul-12,,,112,12,,1210402,0.5,,29.86666667,1,150,,,
7179,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,89.5,13,,1210365,0.5,,7.16,1,500,,25-Jul-12,,,98.9,13,,1210365,0.5,,7.912,1,500,,,
7187,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,45.045,16,,1210405,0.5,,3.6,1,500,2,27-Jul-12,,,50.7,12,,1210405,0.5,,4.056,1,500,,,
7188,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,17.2,17,,1210403,0.5,,0.92,1,750,,27-Jul-12,,,58.5,13,,1210403,0.5,,2.34,1,1000,,,
7189,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,20.1,18,,1210408,0.5,,1.61,1,500,,27-Jul-12,,,35.3,14,,1210408,0.5,,2.824,1,500,,,
7190,WRS,120727.1,120731.1,ug/L,ug/L,27-Jul-12,,,50.6,15,,1210390,0.5,,1.619,1,1250,,31-Jul-12,,,46.1,19,,1210390,0.5,,1.844,1,1000,,,
7196,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,39.7,15,,1210407,0.5,,6.35,1,250,,27-Jul-12,,,46.8,11,,1210407,0.5,,7.488,1,250,,,
7199,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,346,15,,1210428,0.5,,55.36,1,250,,1-Aug-12,,,372,16,,1210428,0.5,,57.23076923,1,260,,,
7200,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,28,16,,1210404,0.5,,1.12,1,1000,,27-Jul-12,,,2.49,12,,1210404,0.5,,0.0664,1,1500,,,
7205,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,77.7,15,,1210411,0.5,,12.43,1,250,,27-Jul-12,,,79.4,11,,1210411,0.5,,12.704,1,250,,,
7206,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,42.075,16,,1210409,0.5,,2.24,1,750,5,27-Jul-12,,,41.3,12,,1210409,0.5,,2.202666667,1,750,,,
7207,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,40.2,15,,1210418,0.5,,2.14,1,750,,1-Aug-12,,,40.6,16,,1210418,0.5,,1.624,1,1000,,,
7208,WPCL,L-362-12_12_2513,L-362-12_12_2513,ug/L,ug/L,,,,107,,,NLA12_CA-190,4,,53,5,100,,,,,200,,,NLA12_CA-190,4,,33,5,150,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7209,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,57.4,16,,1210401,0.5,,22.96,1,100,,27-Jul-12,,,54.1,12,,1210401,0.5,,21.64,1,100,,,
7210,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,107,18,,1210400,0.5,,10.7,1,400,,27-Jul-12,,,167,14,,1210400,0.5,,19.08571429,1,350,,,
7217,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,334,16,,1210467,0.5,,53.44,1,250,,1-Aug-12,,,358,15,,1210467,0.5,,57.28,1,250,,,
7219,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,121,14,,1210424,0.5,,96.8,1,50,,1-Aug-12,,,132,15,,1210424,0.5,,105.6,1,50,,,
7224,WRS,,120727.1,,ug/L,31-Jul-12,,,,,M,1210412,,M,,,1000,,27-Jul-12,,,52.8,10,,1210412,0.5,,2.112,1,1000,,CRACKED TUBE-SAMPLE LOST IN CENTRIFUGE,
7225,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,58.1,14,,1210422,0.5,,2.32,1,1000,,1-Aug-12,,,23,15,,1210422,0.5,,0.92,1,1000,,,
7226,WRS,120731.1,120727.1,ug/L,ug/L,31-Jul-12,,,32.7,14,,1210410,0.5,,2.62,1,500,,27-Jul-12,,,74.2,10,,1210410,0.5,,11.872,1,250,,,
7228,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,106,16,,1210446,0.5,,8.48,1,500,,1-Aug-12,,,125,15,,1210446,0.5,,10,1,500,,,
7229,WPCL,L-375-12_12_2514,L-375-12_12_2514,ug/L,ug/L,,,,24,,<MDL (4),NLA12_CA-154,4,ND;X2,3.2,5,300,,,,,29,,<MDL (4),NLA12_CA-154,4,ND;X2,3.3,5,350,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7230,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,64.6,15,,1210420,0.5,,2.58,1,1000,,1-Aug-12,,,24.4,16,,1210420,0.5,,0.650666667,1,1500,,,
7231,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,50.7,14,,1210427,0.5,,4.06,1,500,,1-Aug-12,,,43.5,15,,1210427,0.5,,3.48,1,500,,,
7232,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,22.9,16,,1210440,0.5,,0.92,1,1000,,1-Aug-12,,,30.5,15,,1210440,0.5,,1.22,1,1000,,,
7233,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,54.7,14,,1210426,0.5,,6.25,1,350,,1-Aug-12,,,38.3,15,,1210426,0.5,,3.064,1,500,,,
7237,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,316,14,,1210416,0.5,,126.4,1,100,,1-Aug-12,,,351,15,,1210416,0.5,,93.6,1,150,,,
7238,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,111,16,,1210437,0.5,,17.76,1,250,,1-Aug-12,,,112,15,,1210437,0.5,,9.955555556,1,450,,,
7242,WRS,120810.1,120810.1,ug/L,ug/L,10-Aug-12,,,163,24,,1210439,0.5,,108.67,1,60,,10-Aug-12,,,136,24,,1210439,0.5,,90.667,1,60,,PROBLEM SAMPLE,PROBLEM SAMPLE
7243,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,9,972,14,,1210435,0.5,,194.4,1,200,,1-Aug-12,,9,1017,15,,1210435,0.5,,203.4,1,200,,,
7244,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,98,14,,1210430,0.5,,5.23,1,750,,1-Aug-12,,,44.9,15,,1210430,0.5,,3.592,1,500,,,
7247,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,255,16,,1210444,0.5,,340,1,30,,1-Aug-12,,,280,15,,1210444,0.5,,373.3333333,1,30,,,
7249,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,98.8,15,,1210438,0.5,,15.81,1,250,,1-Aug-12,,,38.5,14,,1210438,0.5,,6.16,1,250,,,
7250,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,59.5,13,,1210432,0.5,,9.52,1,250,,1-Aug-12,,,98.6,14,,1210432,0.5,,15.776,1,250,,,
7251,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,68.3,16,,1210447,0.5,,3.64,1,750,,1-Aug-12,,,65.9,15,,1210447,0.5,,3.514666667,1,750,,,
7254,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,79.4,16,,1210445,0.5,,5.29,1,600,,1-Aug-12,,,48.6,15,,1210445,0.5,,1.944,1,1000,,,
7255,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,107,16,,1210442,0.5,,17.12,1,250,,1-Aug-12,,,107,15,,1210442,0.5,,17.12,1,250,,,
7256,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,50.3,14,,1210460,0.5,,2.01,1,1000,,1-Aug-12,,,55.4,13,,1210460,0.5,,6.331428571,1,350,,,
7257,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,177,15,,1210461,0.5,,14.16,1,500,,1-Aug-12,,,170,14,,1210461,0.5,,45.33333333,1,150,,,
7258,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,131,14,,1210419,0.5,,6.99,1,750,,1-Aug-12,,,69.4,15,,1210419,0.5,,3.701333333,1,750,,,
7259,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,56.6,15,,1210436,0.5,,9.06,1,250,,1-Aug-12,,,42.8,14,,1210436,0.5,,6.848,1,250,,,
7260,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,84.1,15,,1210448,0.5,,13.46,1,250,,1-Aug-12,,,57.8,14,,1210448,0.5,,9.248,1,250,,,
7262,OKDEQ,CHLL-20120919,CHLX-20120919,ug/L,ug/L,19-Sep-12,,,,63,,NLA12_OK-299,,,2.08,0.1,500,,19-Sep-12,,,,63,,NLA12_OK-299,,,2.48,0.1,50,,,
7263,WPCL,L-379-12_12_2515,L-379-12_12_2515,ug/L,ug/L,,,,24,,<MDL (4),NLA12_CA-167,4,ND;X2,1.3,5,750,,,,,24,,<MDL (4),NLA12_CA-167,4,ND;X2,1.3,5,750,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7264,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,43.8,15,,1210452,0.5,,7.01,1,250,,1-Aug-12,,,32.7,14,,1210452,0.5,,2.616,1,500,,,
7265,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,94.8,13,,1210431,0.5,,15.17,1,250,,1-Aug-12,,,96.9,14,,1210431,0.5,,15.504,1,250,,,
7266,WRS,120731.1,120801.1,ug/L,ug/L,31-Jul-12,,,25.1,13,,1210433,0.5,,5.02,1,200,,1-Aug-12,,,79,14,,1210433,0.5,,12.64,1,250,,,
7267,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,9,1584,15,,1210449,0.5,,63.36,1,1000,,1-Aug-12,,9,1071,14,,1210449,0.5,,42.84,1,1000,,,
7268,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,66,15,,1210477,0.5,,2.64,1,1000,,3-Aug-12,,,64,16,,1210477,0.5,,2.56,1,1000,,,
7269,PADEP,NOT PROVIDED,NOT PROVIDED,ug/L,ug/L,,,,,,,1574401,0.001,,2.24,0.001,750,,,,,,,,1574401,0.001,,2.35,0.001,750,,,
7275,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,32.9,16,,1210463,0.5,,5.26,1,250,,1-Aug-12,,,15.5,15,,1210463,0.5,,1.771428571,1,350,,,
7276,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,37.8,17,,1210456,0.5,,15.12,1,100,,1-Aug-12,,,53.6,16,,1210456,0.5,,4.288,1,500,,,
7277,WRS,120810.1,120801.1,ug/L,ug/L,10-Aug-12,,,85.2,23,,1210462,0.5,,9.74,1,350,,1-Aug-12,,,206.025,14,,1210462,0.5,,32.964,1,250,1,PROBLEM SAMPLE,
7278,WRS,120725.2,120725.1,ug/L,ug/L,25-Jul-12,,,44.6,8,,1210455,0.5,,7.14,1,250,,25-Jul-12,,,44.4,8,,1210455,0.5,,13.66153846,1,130,,,
7282,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,414,14,,1210459,0.5,,66.24,1,250,,1-Aug-12,,,371,13,,1210459,0.5,,59.36,1,250,,,
7284,WRS,120731.1,120719.1,ug/L,ug/L,31-Jul-12,,,38.3,15,,1210425,0.5,,2.25,1,680,,19-Jul-12,,,31.7,3,,1210425,0.5,,1.691,1,750,,,PROBLEM SAMPLE
7286,OKDEQ,CHLL-20120919,CHLX-20120919,ug/L,ug/L,19-Sep-12,,,,65,,NLA12_OK-296,,,96.8,0.1,150,,19-Sep-12,,,,65,,NLA12_OK-296,,,93.6,0.1,500,,,
7287,WRS,120731.1,120810.1,ug/L,ug/L,31-Jul-12,,,71,14,,1210429,0.5,,2.84,1,1000,,10-Aug-12,,,59.5,24,,1210429,0.5,,2.38,1,1000,,,PROBLEM SAMPLE
7288,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,141,14,,1210470,0.5,,11.28,1,500,,3-Aug-12,,,48.6,15,,1210470,0.5,,1.944,1,1000,,,
7289,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,20,15,,1210453,0.5,,1.07,1,750,,1-Aug-12,,,14.8,14,,1210453,0.5,,0.592,1,1000,,,
7290,WRS,,120803.1,,ug/L,,,,,,,1210469,,,,,,,3-Aug-12,,,24.2,15,,1210469,0.5,,6.453333333,1,150,,Pump broke in field-no sample collected,
7291,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,53.8,15,,1210454,0.5,,4.3,1,500,,1-Aug-12,,,37.3,14,,1210454,0.5,,5.968,1,250,,,
7292,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,122,14,,1210474,0.5,,12.2,1,400,,3-Aug-12,,,320,15,,1210474,0.5,,32,1,400,,,
7294,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,35.5,14,,1210471,0.5,,1.89,1,750,,3-Aug-12,,,32.1,15,,1210471,0.5,,1.712,1,750,,,
7295,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,17.7,14,,1210481,0.5,,0.94,1,750,,3-Aug-12,,,19.1,15,,1210481,0.5,,0.6112,1,1250,,,
7297,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,21.8,20,,1210512,0.5,,3.49,1,250,,7-Aug-12,,,26.3,19,,1210512,0.5,,4.208,1,250,,,
7298,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,21.3,14,,1210458,0.5,,28.4,1,30,,1-Aug-12,,,31.6,13,,1210458,0.5,,0.842666667,1,1500,,,
7304,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,317,14,,1210480,0.5,,50.72,1,250,,3-Aug-12,,,104,15,,1210480,0.5,,5.546666667,1,750,,,
7305,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,54.9,14,,1210457,0.5,,14.64,1,150,,1-Aug-12,,,70,13,,1210457,0.5,,3.733333333,1,750,,,
7306,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,142,14,,1210479,0.5,,16.23,1,350,,3-Aug-12,,,131,15,,1210479,0.5,,11.64444444,1,450,,,
7307,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,214,14,,1210465,0.5,,85.6,1,100,,1-Aug-12,,,146,13,,1210465,0.5,,58.4,1,100,,,
7314,WRS,120814.1,120814.1,ug/L,ug/L,14-Aug-12,,,55,27,,1212001,0.5,,2.2,1,1000,,14-Aug-12,,,48,27,,1212001,0.5,,1.92,1,1000,,,
7321,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,28.4,13,,1210478,0.5,,0.57,1,2000,,3-Aug-12,,,23.2,14,,1210478,0.5,,0.464,1,2000,,,
7322,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,36.5,15,,1210464,0.5,,1.46,1,1000,,1-Aug-12,,,29,14,,1210464,0.5,,1.16,1,1000,,,
7325,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,33.7,13,,1210483,0.5,,4.49,1,300,,3-Aug-12,,,38.5,14,,1210483,0.5,,2.2,1,700,,,
7338,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,14.2,13,,1210472,0.5,,0.57,1,1000,,3-Aug-12,,,15.9,14,,1210472,0.5,,0.636,1,1000,,,
7339,WRS,120802.1,120801.1,ug/L,ug/L,2-Aug-12,,,228,13,,1210466,0.5,,60.8,1,150,,1-Aug-12,,,267,12,,1210466,0.5,,71.2,1,150,,,
7340,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,42.8,14,,1210475,0.5,,2.28,1,750,3,3-Aug-12,,,34.5,15,,1210475,0.5,,1.38,1,1000,,,
7341,WPCL,L-378-12_12_2516,L-378-12_12_2516,ug/L,ug/L,,,,32,,<MDL (4),NLA12_CA-111,4,ND;X2,1.7,5,750,,,,,61,,<MDL (4),NLA12_CA-111,4,ND;X2,3.2,5,750,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7344,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,145,17,,1210489,0.5,,23.2,1,250,,3-Aug-12,,,171,12,,1210489,0.5,,27.36,1,250,,,
7350,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,83.9,16,,1210495,0.5,,16.78,1,200,,3-Aug-12,,,86.4,11,,1210495,0.5,,17.28,1,200,,,
7357,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,390,10,,1210487,0.5,,52,1,300,,3-Aug-12,,9,638.1,11,,1210487,0.5,,72.92571429,1,350,,,
7360,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,22.2,16,,1210498,0.5,,1.37,1,650,,7-Aug-12,,,19.8,15,,1210498,0.5,,0.396,1,2000,,,
7361,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,54.6,15,,1210521,0.5,,3.77,1,580,,7-Aug-12,,,52.5,14,,1210521,0.5,,4.2,1,500,,,
7364,OKDEQ,CHLL-20120919,CHLX-20120919,ug/L,ug/L,19-Sep-12,,,,58,,NLA12_OK-306,,,1.83,0.1,700,,19-Sep-12,,,,58,,NLA12_OK-306,,,2.32,0.1,500,,,
7366,WPCL,L-387-12_12_2617,L-387-12_12_2617,ug/L,ug/L,,,,80,,<MDL (4),NLA12_CA-200,4,ND;X2,1.6,5,2000,,,,,69,,<MDL (4),NLA12_CA-200,4,ND;X2,1.4,5,2000,,WPCL_9259_W_CHL,WPCL_9259_W_CHL
7367,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,5.85,10,,1210488,0.5,,0.23,1,1000,,3-Aug-12,,,14,11,,1210488,0.5,,0.56,1,1000,,,
7368,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,81.4,16,,1210507,0.5,,10.85,1,300,,7-Aug-12,,,123,15,,1210507,0.5,,8.945454545,1,550,,,
7369,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,263,16,,1210528,0.5,,60.11,1,175,,7-Aug-12,,,370,15,,1210528,0.5,,98.66666667,1,150,,,
7370,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,210,16,,1210496,0.5,,16.8,1,500,,3-Aug-12,,,215,11,,1210496,0.5,,17.2,1,500,,,
7371,WRS,120810.1,120807.1,ug/L,ug/L,10-Aug-12,,,16.2,18,,1210499,0.5,,10.8,1,60,,7-Aug-12,,,54.3,15,,1210499,0.5,,21.72,1,100,,PROBLEM SAMPLE,
7372,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,62.4,16,,1210506,0.5,,9.98,1,250,,7-Aug-12,,,107,15,,1210506,0.5,,21.4,1,200,,,
7374,WRS,120731.1,120803.1,ug/L,ug/L,31-Jul-12,,,85,10,,1210486,0.5,,7.56,1,450,,3-Aug-12,,,219,13,,1210486,0.5,,17.52,1,500,,,
7375,WRS,120802.1,120803.1,ug/L,ug/L,2-Aug-12,,,260,11,,1210484,0.5,,17.33,1,600,,3-Aug-12,,,176,12,,1210484,0.5,,9.386666667,1,750,,,
7376,WRS,120731.1,120803.1,ug/L,ug/L,31-Jul-12,,,70,10,,1210485,0.5,,6.22,1,450,,3-Aug-12,,,76.1,13,,1210485,0.5,,6.088,1,500,,,
7377,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,82.6,17,,1210491,0.5,,55.07,1,60,,3-Aug-12,,,161,12,,1210491,0.5,,92,1,70,,,
7378,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,99.5625,15,,1210508,0.5,,7.97,1,500,5,7-Aug-12,,,34.4,14,,1210508,0.5,,2.752,1,500,,,
7379,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,14.3,17,,1210490,0.5,,1.43,1,400,,3-Aug-12,,,25.2,12,,1210490,0.5,,5.04,1,200,,,
7380,WRS,120810.1,120807.1,ug/L,ug/L,10-Aug-12,,,42.6,17,,1210501,0.5,,1.7,1,1000,,7-Aug-12,,,72.4,14,,1210501,0.5,,2.896,1,1000,,PROBLEM SAMPLE,
7381,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,56.8,15,,1210494,0.5,,9.09,1,250,,3-Aug-12,,,87.8,10,,1210494,0.5,,14.048,1,250,,,
7383,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,13.2,15,,1210520,0.5,,0.53,1,1000,,7-Aug-12,,,13.1,14,,1210520,0.5,,0.524,1,1000,,,
7384,WRS,120808.1,120803.1,ug/L,ug/L,8-Aug-12,,,156,15,,1210497,0.5,,12.48,1,500,,3-Aug-12,,,202,10,,1210497,0.5,,13.46666667,1,600,,,
7385,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,293,15,,1210513,0.5,,46.88,1,250,,7-Aug-12,,,304,14,,1210513,0.5,,48.64,1,250,,,
7389,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,40.4,18,,1210502,0.5,,1.62,1,1000,,7-Aug-12,,,39.7,17,,1210502,0.5,,1.588,1,1000,,,
7390,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,22.7,19,,1210514,0.5,,1.82,1,500,,7-Aug-12,,,26.3,18,,1210514,0.5,,2.104,1,500,,,
7392,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,165,16,,1210511,0.5,,26.4,1,250,,7-Aug-12,,,131,15,,1210511,0.5,,52.4,1,100,,,
7394,WRS,120808.1,120810.1,ug/L,ug/L,8-Aug-12,,,395,15,,1210527,0.5,,31.6,1,500,,10-Aug-12,,,447,17,,1210527,0.5,,35.76,1,500,,,PROBLEM SAMPLE
7395,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,23.1,15,,1210500,0.5,,1.03,1,900,,7-Aug-12,,,58.2,14,,1210500,0.5,,3.104,1,750,,,
7396,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,36.8,16,,1210510,0.5,,1.47,1,1000,,7-Aug-12,,,37.7,15,,1210510,0.5,,1.508,1,1000,,,
7402,OKDEQ,CHLL-20120919,CHLX-20120919,ug/L,ug/L,19-Sep-12,,,,57,,NLA12_OK-119,,,28.8,0.1,250,,19-Sep-12,,,,57,,NLA12_OK-119,,,38.8,0.1,1000,,,
7403,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,59.7,15,,1210526,0.5,,4.78,1,500,,7-Aug-12,,,54.8,14,,1210526,0.5,,4.384,1,500,,,
7404,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,70.3,15,,1210530,0.5,,11.25,1,250,,7-Aug-12,,,170,14,,1210530,0.5,,27.2,1,250,,,
7405,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,476,15,,1210523,0.5,,190.4,1,100,,7-Aug-12,,,483,14,,1210523,0.5,,257.6,1,75,,,
7406,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,114,15,,1210519,0.5,,18.24,1,250,,7-Aug-12,,,261,14,,1210519,0.5,,10.44,1,1000,,,
7409,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,44.7,15,,1210517,0.5,,7.15,1,250,,7-Aug-12,,,40.6,14,,1210517,0.5,,6.496,1,250,,,
7410,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,25.2,14,,1210525,0.5,,4.03,1,250,,7-Aug-12,,,46.1,13,,1210525,0.5,,7.376,1,250,,,
7411,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,100,14,,1210534,0.5,,16,1,250,,7-Aug-12,,,76,13,,1210534,0.5,,12.16,1,250,,,
7412,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,26.3,15,,1210536,0.5,,0.7,1,1500,,7-Aug-12,,,19.2,14,,1210536,0.5,,0.384,1,2000,,,
7413,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,23.5,16,,1210535,0.5,,0.63,1,1500,,7-Aug-12,,,19.3,15,,1210535,0.5,,0.441142857,1,1750,,,
7414,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,361,14,,1210529,0.5,,19.25,1,750,,7-Aug-12,,9,726.3,13,,1210529,0.5,,38.736,1,750,,,
7416,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,150,15,,1210518,0.5,,60,1,100,,7-Aug-12,,,162,14,,1210518,0.5,,64.8,1,100,,,
7417,WRS,120810.1,120809.1,ug/L,ug/L,10-Aug-12,,9,1233,16,,1210551,0.5,,176.14,1,280,,9-Aug-12,,9,1107,15,,1210551,0.5,,164,1,270,,,
7418,WRS,120810.1,120809.1,ug/L,ug/L,10-Aug-12,,9,963,16,,1210552,0.5,,120.38,1,320,,9-Aug-12,,,464,15,,1210552,0.5,,39.4893617,1,470,,,
7419,WRS,120810.1,120809.1,ug/L,ug/L,10-Aug-12,,,136,16,,1210550,0.5,,5.44,1,1000,,9-Aug-12,,,144,15,,1210550,0.5,,5.76,1,1000,,,
7420,WRS,120814.1,120814.1,ug/L,ug/L,14-Aug-12,,,24,21,,1212002,0.5,,1.92,1,500,,14-Aug-12,,,30.6,21,,1212002,0.5,,2.448,1,500,,,
7421,WRS,120808.1,120807.1,ug/L,ug/L,8-Aug-12,,,45,14,,1210532,0.5,,2.4,1,750,,7-Aug-12,,,206,13,,1210532,0.5,,16.48,1,500,,,
