SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,INDEX_NLA,INDXSAMP_BENT,INDXSAMP_CHEM,INDXSAMP_CHLA,INDXSAMP_CORE,INDXSAMP_ENTE,INDXSAMP_MICR,INDXSAMP_PHAB,INDXSAMP_SDHG,INDXSAMP_ZOOP,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,SAMPLED_BENT,SAMPLED_CORE,SAMPLED_ENTE,SAMPLED_MICR,SAMPLED_PHAB,SAMPLED_PHYT,SAMPLED_PROFILE,SAMPLED_SDHG,SAMPLED_ZOCN,SAMPLED_ZOCR,SAMPLED_ZOFN,SAMPLED_ZOFR,SAMPLED_ZOOP,PUBLICATION_DATE
NLA12_VA-R05,1,7636,8/1/2012,PLNLOW,CPL,360.8496048,E:100-500,No,,,,,JAMES CITY,10062553,10062553,10062553,Lake/Pond: Hydrographic Category = Perennial,Excluded,18.13,Region_3,LITTLE CREEK LAKE,TargetSampleable,157,,PLNLOW,CPL,1490137,Little Creek Reservoir,2,2080206,MAN_MADE,MAN_MADE,37.35866948,-76.84210284,2,,No,8,8.3,8.3.5,Little Creek Reservoir,,,,,Non-Federal,,53.12311166,2.08021E+12,R,NLA06608-R324,Y,HAND,,,,,NLA12_VA-R05,,0,,0,VA,VA,100,51095,Target_Sampled,,,Target,,Yes,65,65,65m,65m,,,0,1669507.06,153012.9835,CPL,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VA-R06,1,7565,7/31/2012,PLNLOW,CPL,129.6503976,D:50-100,No,,,,,YORK,9895436,9895436,9895436,Lake/Pond: Hydrographic Category = Perennial,Excluded,8.76,Region_3,WALLER MILL POND,TargetSampleable,158,,PLNLOW,CPL,1502152,Waller Mill Reservoir,2,2080107,MAN_MADE,MAN_MADE,37.313394,-76.708333,2,,No,8,8.3,8.3.5,Waller Mill Reservoir,,,,,Non-Federal,,6.09187,2.08011E+12,R,NLA06608-R333,Y,HAND,,,,,NLA12_VA-R06,,0,,0,VA,VA,100,51199,Target_Sampled,,,Target,,Yes,65,65,65m,65m,,,0,1682027.306,150401.4762,CPL,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VA-R14,1,7378,7/24/2012,EHIGH,SAP,1.460551063,A:1-4,No,,,,,HENRY,8670589,8670589,8670589,Lake/Pond: Hydrographic Category = Perennial,Excluded,281.62,Region_3,LESTER POND,TargetSampleable,157,,EHIGH,SAP,,,3,3010103,MAN_MADE,MAN_MADE,36.74988308,-79.87361354,3,,No,8,8.3,8.3.4,,,,,,Non-Federal,,0.481211146,3.0101E+12,R,,Y,HAND,,,,,NLA12_VA-R14,,0,,0,VA,VA,100,51089,Target_Sampled,,,Target,,Yes,45,45,45e,45e,,,0,1419630.679,36686.15103,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VA-R17,1,6818,6/27/2012,EHIGH,SAP,133.2756662,E:100-500,No,,,,,RUSSELL,19761086,19761086,19761086,Lake/Pond: Hydrographic Category = Perennial,Excluded,1078.72,Region_3,LAKE LAUREL BED,TargetSampleable,152,,EHIGH,SAP,1490824,Laurel Bed Lake,6,6010101,MAN_MADE,MAN_MADE,36.95945142,-81.80846875,05_06,,Yes,8,8.4,8.4.1,Laurel Bed Lake,,,,,National Forest FS,,7.028048113,6.0101E+12,R,NLA06608-2137,Y,HAND,,,,,NLA12_VA-R17,,0,,0,VA,VA,100,51167,Target_Sampled,,,Target,,No,67,67,67h,67h,,,0,1247164.506,32720.96273,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VA-R18,1,7738,8/7/2012,PLNLOW,CPL,3.956269028,A:1-4,No,,,,,JAMES CITY,9895138,9895138,9895138,Lake/Pond: Hydrographic Category = Perennial,Excluded,2.61,Region_3,WOODSTOCK POND,TargetSampleable,158,,PLNLOW,CPL,,,2,2080107,MAN_MADE,MAN_MADE,37.41265564,-76.71046399,2,,No,8,8.3,8.3.5,,,,,,Non-Federal,,1.239901907,2.08011E+12,S,,Y,HAND,,,,,NLA12_VA-R18,,0,,0,VA,VA,100,51095,Target_Sampled,,,Target,,Yes,65,65,65m,65m,,,0,1679601.65,161259.2078,CPL,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-101,1,1000013,6/18/2012,EHIGH,NAP,82.15968773,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,81.24782053,ESSEX,4593491,4593491,4593491,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,312.89,Region_1,Miles Pond,TargetSampleable,118,,EHIGH,NAP,1458450,Miles Pond,1,1080103,NATURAL,NATURAL_ENH,44.44652025,-71.81189261,1,NonREF07,No,5,5.3,5.3.1,Miles Pond,,,,Non Federal,Non-Federal,NLA07RVT2,5.076463215,1.0801E+12,S,NLA06608-0982,Y,PROB,>50,Included,NonREF07,NLA07RVT2,NLA12_VT-101,VT_NLA07RVT,26.17344353,VT_>50,2.666666667,VT,VT,100,50009,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,No,58,58,58l,58l,81.24782053,VT_>4,2.666666667,1899667.689,1020373.456,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-101,2,1000110,8/1/2012,EHIGH,NAP,82.15968773,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,81.24782053,ESSEX,4593491,4593491,4593491,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,312.89,Region_1,Miles Pond,TargetSampleable,118,,EHIGH,NAP,1458450,Miles Pond,1,1080103,NATURAL,NATURAL_ENH,44.44652025,-71.81189261,1,NonREF07,No,5,5.3,5.3.1,Miles Pond,,,,Non Federal,Non-Federal,NLA07RVT2,5.076463215,1.0801E+12,S,NLA06608-0982,Y,PROB,>50,Included,NonREF07,NLA07RVT2,NLA12_VT-101,VT_NLA07RVT,26.17344353,VT_>50,2.666666667,VT,VT,100,50009,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,No,58,58,58l,58l,81.24782053,VT_>4,2.666666667,1899667.689,1020373.456,EHIGH,,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-102,1,1000020,6/26/2012,EHIGH,NAP,83.35219021,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,81.24782053,ORLEANS,4599649,4599649,4599649,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,396.91,Region_1,Lake Parker,TargetSampleable,117,,EHIGH,NAP,1458897,Lake Parker,1,1110000,NATURAL,NATURAL_ENH,44.71962755,-72.23382351,1,NonREF07,No,5,5.3,5.3.1,Lake Parker,,,,Non Federal,Non-Federal,NLA07RVT,4.253675398,1.11E+12,S,NLA06608-0113,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_VT-102,VT_NLA07RVT,26.17344353,VT_>50,2.666666667,VT,VT,100,50019,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,No,58,58,58l,58l,81.24782053,VT_>4,2.666666667,1859702.109,1041484.44,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-103,1,7520,7/30/2012,EHIGH,NAP,107359.9005,F:500+,Yes,NLA07RVT,NLA07_RVT12,Include,22.5834189,ESSEX,15447630,15447630,15447630,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,28.85,Region_1,Lake Champlain,TargetSampleable,117,,EHIGH,NAP,,,2,2010008,NATURAL,NATURAL,44.67386066,-73.36140792,2,NonREF07,No,8,8.1,8.1.1,Lake Champlain,,5001,5001,Non Federal,Non-Federal,NLA07RVT,962.1652051,2.01001E+12,S,NLA06608-0433,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_VT-103,VT_NLA07RVT,7.275097784,VT_>50,2.666666667,VT,VT:NY,71,50007,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,Yes,83,83,83b,83b,22.5834189,VT_>4,2.666666667,1774389.536,1014979.318,EHIGH,,Y,,,,,,,,,,,S,S,N,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-104,1,1000071,7/17/2012,EHIGH,NAP,41.12620274,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,82.51229997,ADDISON,22221219,22221219,22221219,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,384.73,Region_1,Silver Lake,TargetSampleable,117,East,EHIGH,NAP,1461401,Silver Lake,2,2010002,MAN_MADE,RESERVOIR,43.89113168,-73.0524672,2,REF07,No,5,5.3,5.3.1,Silver Lake,,,,Forest Service,National Forest FS,NLA07RVT,3.479405685,2.01E+12,R,NLA06608-0177,Y,PROB,"(20,50]",Included,REF07,NLA07RVT,NLA12_VT-104,VT_NLA07RVT,47.10900645,"VT_(20,50]",1,VT,VT,100,50001,Target_Sampled,Target_Sampled,VT_NLA07RVT,Target,Target,No,58,58,58c,58c,82.51229997,VT_>4,1,1818995.723,936079.985,EHIGH,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-105,,,,EHIGH,NAP,11.63400701,,No,NLA12NEW,NLA12_BASE,Include,16.5353981,WINDHAM,9331808,9331808,9331808,Lake/Pond: Hydrographic Category = Perennial,Included,65.85,Region_1,Unnamed,Nontarget-NotLake,118,,EHIGH,NAP,,,1,1080107,,,42.81327696,-72.54468536,1,"(4,10]",No,8,8.1,8.1.7,,,,,Non Federal,Non-Federal,NLA12RVT,1.888932996,1.08011E+12,,,N,PROB,"(10,20]",Excluded,"(4,10]",NLA12RVT,NLA12_VT-105,,7.299435028,"VT_(10,20]",12.75,VT,VT,100,50025,Not_Lake,Not_Lake,VT_NLA12NEW,NonTarget,NonTarget,Yes,59,59,59a,59a,16.5353981,VT_>4,12.75,1887834.884,829214.0656,EHIGH,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_VT-106,1,1000032,7/2/2012,EHIGH,NAP,9.495781733,B:4-10,No,NLA12NEW,NLA12_BASE,Include,16.5353981,ESSEX,4592585,4592585,4592585,Lake/Pond: Hydrographic Category = Perennial,Included,350.12,Region_1,Mile Pond,TargetSampleable,118,,EHIGH,NAP,1458447,Mile Pond,1,1080101,NATURAL,NATURAL,44.77783926,-71.79916952,1,"(4,10]",No,5,5.3,5.3.1,Mile Pond,,,,Non Federal,Non-Federal,NLA12NAT,1.192061654,1.0801E+12,R,,Y,PROB,"(4,10]",Included,"(4,10]",NLA12NAT,NLA12_VT-106,VT_NLA12NEW,6.321299639,"VT_(4,10]",12.75,VT,VT,100,50009,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,No,58,58,58m,58m,16.5353981,VT_>4,12.75,1891349.418,1056338.69,EHIGH,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-107,,,,EHIGH,NAP,0.840680968,,No,NLA12NEW,NLA12_BASE,Exclude,191,WASHINGTON,4577138,4577138,4577138,Lake/Pond: Hydrographic Category = Perennial,Included,325.99,Region_1,Unnamed,Nontarget-TooSmall,117,,EHIGH,NAP,,,2,2010003,,,44.32870162,-72.49566716,2,"(1,4]",No,5,5.3,5.3.1,,,,,Non Federal,Non-Federal,NLA12NAT,0.365691507,2.01E+12,,,N,PROB,"(1,4]",Excluded,"(1,4]",NLA12NAT,NLA12_VT-107,,18.60951662,"VT_(1,4]",24.1875,VT,VT,100,50023,Lake_LT_1ha,Lake_LT_1ha,VT_NLA12NEW,NonTarget,NonTarget,Yes,58,58,58l,58l,191,"VT_(1,4]",24.1875,1850295.891,994165.2877,EHIGH,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_VT-108,,,,EHIGH,NAP,13.10260935,,No,NLA12NEW,NLA12_BASE,Include,19.45340953,ADDISON,22220233,22220233,22220233,Lake/Pond: Hydrographic Category = Perennial,Included,33.84,Region_1,Unnamed,Nontarget-Ephemeral,117,,EHIGH,NAP,,,2,2010002,,,44.14747255,-73.31046067,2,"(10,20]",No,8,8.1,8.1.1,,,,,Non Federal,Non-Federal,NLA12NAT,2.483471924,2.01E+12,,,N,PROB,"(10,20]",Excluded,"(10,20]",NLA12NAT,NLA12_VT-108,,8.587570621,"VT_(10,20]",15,VT,VT,100,50001,Non_Target,Non_Target,VT_NLA12NEW,NonTarget,NonTarget,No,83,83,83b,83b,19.45340953,VT_>4,15,1792177.389,958943.3323,EHIGH,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_VT-109,1,1000054,7/12/2012,EHIGH,NAP,10.89805771,C:10-50,No,NLA12NEW,NLA12_BASE,Include,19.45340953,WINDHAM,10294152,10294152,10294152,Lake/Pond: Hydrographic Category = Perennial,Included,516.79,Region_1,Shippee Pond,TargetSampleable,118,,EHIGH,NAP,1766755,Shippee Pond,1,1080203,NATURAL,NATURAL_ENH,42.7469444,-72.83550844,1,"(10,20]",No,5,5.3,5.3.1,Shippee Pond,,,,Non Federal,Non-Federal,NLA12NAT,1.56213999,1.0802E+12,R,NLA06608-2466,Y,PROB,"(10,20]",Included,"(10,20]",NLA12NAT,NLA12_VT-109,VT_NLA12NEW,8.587570621,"VT_(10,20]",15,VT,VT,100,50025,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,No,58,58,58c,58c,19.45340953,VT_>4,15,1866684.97,816278.572,EHIGH,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-110,1,1000167,8/22/2012,EHIGH,NAP,7.163740773,B:4-10,No,NLA12NEW,NLA12_BASE,Include,16.5353981,LAMOILLE,4586002,4586002,4586002,Lake/Pond: Hydrographic Category = Perennial,Included,319.97,Region_1,Ritterbush Pond,TargetSampleable,117,,EHIGH,NAP,1459192,Ritterbush Pond,2,2010005,NATURAL,NATURAL,44.74644759,-72.59930665,2,"(4,10]",No,5,5.3,5.3.1,Ritterbush Pond,,,,Non Federal,Non-Federal,NLA12NAT,1.485668519,2.01001E+12,R,,Y,PROB,"(4,10]",Included,"(4,10]",NLA12NAT,NLA12_VT-110,VT_NLA12NEW,6.321299639,"VT_(4,10]",12.75,VT,VT,100,50015,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,No,58,58,58c,58c,16.5353981,VT_>4,12.75,1830960.165,1037282.402,EHIGH,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-111,,,,EHIGH,NAP,1.156154957,,No,NLA12NEW,NLA12_BASE,Exclude,191,WASHINGTON,4577194,4577194,4577194,Lake/Pond: Hydrographic Category = Perennial,Included,310.03,Region_1,Unnamed,Nontarget-TooSmall,117,,EHIGH,NAP,,,2,2010003,,,44.25525139,-72.47515055,2,"(1,4]",No,5,5.3,5.3.1,,,,,Non Federal,Non-Federal,NLA12ST,0.48087936,2.01E+12,,,N,PROB,"(1,4]",Excluded,"(1,4]",NLA12ST,NLA12_VT-111,,18.60951662,"VT_(1,4]",24.1875,VT,VT,100,50023,Lake_LT_1ha,Lake_LT_1ha,VT_NLA12NEW,NonTarget,NonTarget,Yes,58,58,58l,58l,191,"VT_(1,4]",24.1875,1853883.673,986628.3094,EHIGH,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_VT-112,1,6953,7/5/2012,EHIGH,NAP,10.86068556,C:10-50,No,NLA12NEW,NLA12_BASE,Include,19.45340953,CHITTENDEN,4577062,4577062,4577062,Lake/Pond: Hydrographic Category = Perennial,Included,191.17,Region_1,Richmond Pond,TargetSampleable,117,,EHIGH,NAP,1459182,Richmond Pond,2,2010003,NATURAL,NATURAL,44.41873636,-72.94729757,2,"(10,20]",No,5,5.3,5.3.1,Richmond Pond,,,,Non Federal,Non-Federal,NLA12ST,1.542170064,2.01E+12,S,,Y,PROB,"(10,20]",Included,"(10,20]",NLA12ST,NLA12_VT-112,VT_NLA12NEW,8.587570621,"VT_(10,20]",15,VT,VT,100,50007,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,Yes,58,58,58k,58k,19.45340953,VT_>4,15,1813040.11,995193.9092,EHIGH,,Y,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-112,2,8199,8/24/2012,EHIGH,NAP,10.86068556,C:10-50,No,NLA12NEW,NLA12_BASE,Include,19.45340953,CHITTENDEN,4577062,4577062,4577062,Lake/Pond: Hydrographic Category = Perennial,Included,191.17,Region_1,Richmond Pond,TargetSampleable,117,,EHIGH,NAP,1459182,Richmond Pond,2,2010003,NATURAL,NATURAL,44.41873636,-72.94729757,2,"(10,20]",No,5,5.3,5.3.1,Richmond Pond,,,,Non Federal,Non-Federal,NLA12ST,1.542170064,2.01E+12,S,,Y,PROB,"(10,20]",Included,"(10,20]",NLA12ST,NLA12_VT-112,VT_NLA12NEW,8.587570621,"VT_(10,20]",15,VT,VT,100,50007,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,Yes,58,58,58k,58k,19.45340953,VT_>4,15,1813040.11,995193.9092,EHIGH,,N,,,,,,,,,,,S,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-113,,,,EHIGH,NAP,9.759872735,,No,NLA12NEW,NLA12_BASE,Include,16.5353981,ESSEX,4592709,4592709,4592709,Lake/Pond: Hydrographic Category = Perennial,Included,282.73,Region_1,Stevens Pond,AccessDenied,118,,EHIGH,NAP,1459703,Stevens Pond,1,1080101,MAN_MADE,MAN_MADE,44.59816788,-71.57086348,1,"(4,10]",No,5,5.3,5.3.1,Stevens Pond,,,,Non Federal,Non-Federal,NLA12ST,1.250431248,1.0801E+12,,,N,PROB,"(4,10]",Included,"(4,10]",NLA12ST,NLA12_VT-113,VT_NLA12NEW,6.321299639,"VT_(4,10]",12.75,VT,VT,100,50009,Target_Denied,Target_Denied,VT_NLA12NEW,Target_Presumed,Target_Presumed,No,58,58,58o,58o,16.5353981,VT_>4,12.75,1913885.906,1041553.094,EHIGH,TNT changed (NonTarget),Y,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016
NLA12_VT-114,1,1000097,7/26/2012,EHIGH,NAP,177.5576428,E:100-500,No,NLA12NEW,NLA12_BASE,Include,22.37142096,ESSEX,4599085,4599085,4599085,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,529.93,Region_1,Little Averill Pond,TargetSampleable,117,,EHIGH,NAP,1462274,Little Averill Pond,1,1110000,NATURAL,NATURAL_ENH,44.95572697,-71.71766789,1,>50,No,5,5.3,5.3.1,Little Averill Pond,,,,Non Federal,Non-Federal,NLA12ST,5.589399873,1.11E+12,R,NLA06608-3030,Y,PROB,>50,Included,>50,NLA12ST,NLA12_VT-114,VT_NLA12NEW,1.962787729,VT_>50,17.25,VT,VT,100,50009,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,No,58,58,58m,58m,22.37142096,VT_>4,17.25,1892575.38,1077121.643,EHIGH,Apparently sampled despite REASON_NOT_SAMPLED recorded,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-115,1,1000141,8/13/2012,EHIGH,NAP,6.356745175,B:4-10,No,NLA12NEW,NLA12_BASE,Include,16.5353981,CALEDONIA,4571893,4571893,4571893,Lake/Pond: Hydrographic Category = Perennial,Included,467.79,Region_1,Unnamed,TargetSampleable,118,,EHIGH,NAP,,,1,1080102,NATURAL,NATURAL,44.42819135,-72.23012775,1,"(4,10]",No,5,5.3,5.3.1,,,,,Non Federal,Non-Federal,NLA12ST,1.392894241,1.0801E+12,S,,Y,PROB,"(4,10]",Included,"(4,10]",NLA12ST,NLA12_VT-115,VT_NLA12NEW,6.321299639,"VT_(4,10]",12.75,VT,VT,100,50005,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,No,58,58,58l,58l,16.5353981,VT_>4,12.75,1868020.215,1010105.258,EHIGH,,Y,,,,,,,,,,R,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-R01,1,7056,7/10/2012,EHIGH,NAP,12.54780078,C:10-50,No,,,,,ORLEANS,4599205,4599205,4599205,Lake/Pond: Hydrographic Category = Perennial,Excluded,594.9,Region_1,JOBS POND,TargetSampleable,117,,EHIGH,NAP,1458012,Jobs Pond,1,1110000,NATURAL,NATURAL,44.76282381,-71.95376535,1,,No,5,5.3,5.3.1,Jobs Pond,,,,,Non-Federal,,1.737689147,1.11E+12,S,NLA06608-2086,Y,HAND,,Included,,,NLA12_VT-R01,,0,,0,VT,VT,100,50019,Target_Sampled,Target_Sampled,,Target,Target,No,58,58,58m,58m,,,0,1879945.726,1051653.001,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_VT-R02,1,7096,7/11/2012,EHIGH,NAP,26.21839485,C:10-50,No,,,,,RUTLAND,22221841,22221841,22221841,Lake/Pond: Hydrographic Category = Perennial,Excluded,451.66,Region_1,SPRING LAKE,TargetSampleable,117,,EHIGH,NAP,1461454,Spring Lake,2,2010002,NATURAL,NATURAL,43.49666793,-72.91829204,2,,No,5,5.3,5.3.1,Spring Lake,,,,,Non-Federal,,2.45431804,2.01E+12,R,NLA06608-4252,Y,HAND,,Included,,,NLA12_VT-R02,,0,,0,VT,VT,100,50021,Target_Sampled,Target_Sampled,,Target,Target,No,58,58,58c,58c,,,0,1840007.565,895933.0194,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,N,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_WA-101,1,7179,7/12/2012,WMTNS,WMT,17.62294147,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,92.29875177,PACIFIC,23868618,23868618,23868618,Lake/Pond: Hydrographic Category = Perennial,Included,6.52,Region_10,Island Lake,TargetSampleable,103,,WMTNS,WMT,1505758,Island Lake,17,17100106,NATURAL,NATURAL,46.42201675,-124.0356028,17,NonREF07,No,7,7.1,7.1.8,Island Lake,,,,Non Federal,Non-Federal,NLA07RVT2,4.368523436,1.71001E+13,R,NLA06608-2193,Y,PROB,"(10,20]",,,,NLA12_WA-101,WA_NLA07RVT,0,,0,WA,WA,100,53049,Target_Sampled,,WA_NLA07RVT,Target,,Yes,1,1,1a,1a,92.29875177,WA_>4,2.545454546,-2129805.774,1313340.678,WMTNS,,Y,,,,,,,,,,R,R,R,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_WA-101,2,8157,8/21/2012,WMTNS,WMT,17.62294147,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,92.29875177,PACIFIC,23868618,23868618,23868618,Lake/Pond: Hydrographic Category = Perennial,Included,6.52,Region_10,Island Lake,TargetSampleable,103,,WMTNS,WMT,1505758,Island Lake,17,17100106,NATURAL,NATURAL,46.42201675,-124.0356028,17,NonREF07,No,7,7.1,7.1.8,Island Lake,,,,Non Federal,Non-Federal,NLA07RVT2,4.368523436,1.71001E+13,R,NLA06608-2193,Y,PROB,"(10,20]",,,,NLA12_WA-101,WA_NLA07RVT,0,,0,WA,WA,100,53049,Target_Sampled,,WA_NLA07RVT,Target,,Yes,1,1,1a,1a,92.29875177,WA_>4,2.545454546,-2129805.774,1313340.678,WMTNS,,N,,,,,,,,,,,R,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_WA-102,1,7685,8/2/2012,WMTNS,WMT,15.16452384,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,92.29875177,KITTITAS,24136857,24136857,24136857,Lake/Pond: Hydrographic Category = Perennial,Included,732.43,Region_10,Swamp Lake,TargetSampleable,120,West,WMTNS,WMT,1526829,Swamp Lake,17,17030001,NATURAL,NATURAL,47.31085035,-121.29956,17,NonREF07,No,6,6.2,6.2.5,Swamp Lake,,,,Forest Service,National Forest FS,NLA07RVT,1.777964491,1.703E+13,S,NLA06608-0033,Y,PROB,"(10,20]",,,,NLA12_WA-102,WA_NLA07RVT,0,,0,WA,WA,100,53037,Target_Sampled,,WA_NLA07RVT,Target,,No,77,77,77b,77b,92.29875177,WA_>4,2.545454546,-1901277.508,1349868.011,WMTNS,,Y,,,,,,,,,,R,S,S,Y,,,,,,,,Y,,Y,,,8/23/2016
NLA12_WA-103,1,8238,8/27/2012,WMTNS,WMT,441.4865513,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,6.627173234,PIERCE,23994287,23994287,23994287,Lake/Pond: Hydrographic Category = Perennial,Included,72.65,Region_10,American Lake,TargetSampleable,103,,WMTNS,WMT,,,17,17110019,NATURAL,NATURAL,47.12004952,-122.577182,17,NonREF07,No,7,7.1,7.1.7,American Lake,NESLake,5301,5301,DOD,Non-Federal,NLA07RVT,17.47029615,1.711E+13,T,NLA06608-2513,Y,PROB,>50,,,,NLA12_WA-103,WA_NLA07RVT,0,,0,WA,WA,100,53053,Target_Sampled,,WA_NLA07RVT,Target,,Yes,2,2,2g,2g,6.627173234,WA_>4,2.545454546,-2000661.872,1355778.799,WMTNS,,Y,,,,,,,,,,,T,T,Y,,,,,,,,Y,,Y,,,8/23/2016
